Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
1831,Malang Sarr,fr,DF,,Lens,Ligue 1,25,1999,1.2,0,1,0,0.0,0.83,0.00,0.00,,23.0,0,0,0,0.0,0.0,0.02,0.0,0.0
1832,Mamadou Sarr,fr,DF,,Strasbourg,Ligue 1,19,2005,2.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1833,Martin Satriano,uy,FW,DF,Lens,Ligue 1,23,2001,0.5,0,3,0,0.0,6.59,0.00,0.00,,8.6,0,0,0,0.3,0.3,0.11,-0.3,-0.3
1834,Téji Savanier,fr,MF,,Montpellier,Ligue 1,32,1991,7.9,1,13,4,30.8,1.65,0.51,0.00,0.00,28.9,4,1,1,1.2,0.4,0.03,-0.2,-0.4
1835,Sávio,br,FW,MF,Manchester City,Premier League,20,2004,4.0,0,11,3,27.3,2.73,0.74,0.00,0.00,20.4,1,0,0,1.0,1.0,0.10,-1.0,-1.0
1836,Nicolò Savona,it,DF,,Juventus,Serie A,21,2003,4.9,1,4,3,75.0,0.82,0.61,0.25,0.33,11.7,0,0,0,0.3,0.3,0.08,+0.7,+0.7
1837,Saba Sazonov,ge,DF,,Torino,Serie A,22,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1838,Joe Scally,us,DF,,Gladbach,Bundesliga,21,2002,7.8,0,2,0,0.0,0.26,0.00,0.00,,27.7,0,0,0,0.0,0.0,0.02,0.0,0.0
1839,Kevin Schade,de,FW,MF,Brentford,Premier League,22,2001,5.0,0,7,4,57.1,1.41,0.81,0.00,0.00,11.2,0,0,0,1.1,1.1,0.15,-1.1,-1.1
1840,András Schäfer,hu,MF,,Union Berlin,Bundesliga,25,1999,4.2,0,3,0,0.0,0.71,0.00,0.00,,24.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
1841,Fabian Schär,ch,DF,,Newcastle Utd,Premier League,32,1991,5.3,1,7,1,14.3,1.32,0.19,0.14,1.00,19.7,1,0,0,0.6,0.6,0.09,+0.4,+0.4
1842,Patrik Schick,cz,FW,,Leverkusen,Bundesliga,28,1996,1.3,0,3,1,33.3,2.29,0.76,0.00,0.00,8.3,0,0,0,1.2,1.2,0.41,-1.2,-1.2
1843,Stefan Schimmer,de,FW,DF,Heidenheim,Bundesliga,30,1994,0.5,0,3,0,0.0,5.51,0.00,0.00,,15.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1
1844,Joël Schingtienne,be,DF,,Venezia,Serie A,22,2002,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1845,Keven Schlotterbeck,de,DF,,Augsburg,Bundesliga,27,1997,5.4,2,8,2,25.0,1.49,0.37,0.25,1.00,10.3,0,0,0,0.5,0.5,0.07,+1.5,+1.5
1846,Nico Schlotterbeck,de,DF,,Dortmund,Bundesliga,24,1999,5.8,0,3,1,33.3,0.52,0.17,0.00,0.00,20.8,0,0,0,0.2,0.2,0.08,-0.2,-0.2
1847,Jeffrey Schlupp,gh,DF,MF,Crystal Palace,Premier League,31,1992,0.6,0,2,1,50.0,3.60,1.80,0.00,0.00,17.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
1848,Romano Schmid,at,MF,,Werder Bremen,Bundesliga,24,2000,6.8,0,8,1,12.5,1.18,0.15,0.00,0.00,19.5,0,0,0,0.5,0.5,0.06,-0.5,-0.5
1849,Niklas Schmidt,de,MF,,Toulouse,Ligue 1,26,1998,1.6,0,2,1,50.0,1.24,0.62,0.00,0.00,28.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1850,Jan Schöppner,de,MF,,Heidenheim,Bundesliga,25,1999,6.2,2,10,4,40.0,1.61,0.64,0.20,0.50,15.4,0,0,0,1.1,1.1,0.11,+0.9,+0.9
1851,Marvin Schulz,de,MF,,Holstein Kiel,Bundesliga,29,1995,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1852,Léo Scienza,br,FW,,Heidenheim,Bundesliga,26,1998,3.7,2,15,7,46.7,4.09,1.91,0.13,0.29,19.4,0,0,0,1.0,1.0,0.07,+1.0,+1.0
1853,Alex Scott,eng,MF,,Bournemouth,Premier League,21,2003,2.9,0,3,1,33.3,1.03,0.34,0.00,0.00,24.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1854,Simone Scuffet,it,GK,,Cagliari,Serie A,28,1996,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1855,Jérémy Sebas,mq,FW,MF,Strasbourg,Ligue 1,21,2003,0.2,0,1,1,100.0,5.00,5.00,0.00,0.00,16.8,0,0,0,0.0,0.0,0.04,0.0,0.0
1856,Aleksandar Sedlar,rs,DF,,Alavés,La Liga,32,1991,4.5,0,1,0,0.0,0.22,0.00,0.00,,11.8,0,0,0,0.0,0.0,0.03,0.0,0.0
1857,Alidu Seidu,gh,DF,,Rennes,Ligue 1,24,2000,7.7,0,3,0,0.0,0.39,0.00,0.00,,19.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
1858,Nicolas Seiwald,at,MF,,RB Leipzig,Bundesliga,23,2001,3.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1859,Matz Sels,be,GK,,Nott'ham Forest,Premier League,32,1992,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1860,Nélson Semedo,pt,DF,,Wolves,Premier League,30,1993,5.7,0,4,2,50.0,0.71,0.35,0.00,0.00,23.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3
1861,Antoine Semenyo,gh,FW,,Bournemouth,Premier League,24,2000,7.7,3,37,8,21.6,4.78,1.03,0.08,0.38,18.2,0,0,0,3.0,3.0,0.08,0.0,0.0
1862,Marvin Senaya,tg,DF,,Strasbourg,Ligue 1,23,2001,1.7,0,1,0,0.0,0.60,0.00,0.00,,22.5,0,0,0,0.0,0.0,0.01,0.0,0.0
1863,Marcos Senesi,ar,DF,,Bournemouth,Premier League,27,1997,5.8,0,1,0,0.0,0.17,0.00,0.00,,9.5,0,0,0,0.1,0.1,0.12,-0.1,-0.1
1864,Suat Serdar,de,MF,,Hellas Verona,Serie A,27,1997,0.6,0,1,0,0.0,1.80,0.00,0.00,,16.2,0,0,0,0.1,0.1,0.13,-0.1,-0.1
1865,Sergi,es,DF,,Leganés,La Liga,32,1992,10.0,0,4,1,25.0,0.40,0.10,0.00,0.00,9.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4
1866,Nicolás Serrano,es,FW,,Athletic Club,La Liga,21,2003,0.2,0,1,0,0.0,5.00,0.00,0.00,,28.9,0,0,0,0.0,0.0,0.02,0.0,0.0
1867,Benjamin Šeško,si,FW,MF,RB Leipzig,Bundesliga,21,2003,5.7,2,13,5,38.5,2.30,0.88,0.15,0.40,17.8,0,0,0,2.0,2.0,0.16,0.0,0.0
1868,Stephan El Shaarawy,it,DF,,Roma,Serie A,31,1992,2.8,0,7,2,28.6,2.49,0.71,0.00,0.00,19.8,0,0,0,0.6,0.6,0.09,-0.6,-0.6
1869,Eldor Shomurodov,uz,FW,DF,Roma,Serie A,29,1995,0.4,1,3,3,100.0,7.11,7.11,0.33,0.33,8.9,0,0,0,0.6,0.6,0.19,+0.4,+0.4
1870,Djibril Sidibé,fr,DF,,Toulouse,Ligue 1,32,1992,5.1,0,2,0,0.0,0.39,0.00,0.00,,7.7,0,0,0,0.2,0.2,0.09,-0.2,-0.2
1871,Armindo Sieb,de,MF,FW,Mainz 05,Bundesliga,21,2003,3.6,2,13,6,46.2,3.60,1.66,0.15,0.33,16.5,0,0,0,1.2,1.2,0.09,+0.8,+0.8
1872,Vincent Sierro,ch,MF,,Toulouse,Ligue 1,29,1995,7.2,0,4,0,0.0,0.56,0.00,0.00,,22.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1873,Tim Siersleben,de,DF,,Heidenheim,Bundesliga,24,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1874,Kiliann Sildillia,fr,FW,,Freiburg,Bundesliga,22,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1875,André Silva,pt,FW,,RB Leipzig,Bundesliga,28,1995,0.2,0,1,0,0.0,5.29,0.00,0.00,,10.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1
1876,Bernardo Silva,pt,MF,FW,Manchester City,Premier League,30,1994,7.1,0,15,5,33.3,2.12,0.71,0.00,0.00,12.6,0,0,0,1.3,1.3,0.08,-1.3,-1.3
1877,Caio Henrique Oliveira Silva,br,DF,,Monaco,Ligue 1,27,1997,4.1,0,1,1,100.0,0.24,0.24,0.00,0.00,22.5,1,0,0,0.0,0.0,0.05,0.0,0.0
1878,Fábio Silva,pt,FW,MF,Las Palmas,La Liga,22,2002,4.6,2,14,8,57.1,3.05,1.74,0.14,0.25,14.2,0,0,0,1.8,1.8,0.13,+0.2,+0.2
1879,Jota Silva,pt,MF,FW,Nott'ham Forest,Premier League,25,1999,1.8,0,4,2,50.0,2.26,1.13,0.00,0.00,15.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3
1880,Rui Silva,pt,GK,,Betis,La Liga,30,1994,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1881,Abdallah Sima,sn,FW,MF,Brest,Ligue 1,23,2001,2.6,0,6,3,50.0,2.31,1.15,0.00,0.00,16.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3
1882,Mohamed Simakan,fr,DF,,RB Leipzig,Bundesliga,24,2000,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1883,Giovanni Simeone,ar,FW,,Napoli,Serie A,29,1995,1.9,1,5,1,20.0,2.66,0.53,0.20,1.00,19.1,0,0,0,1.0,1.0,0.20,0.0,0.0
1884,Giuliano Simeone,ar,MF,DF,Atlético Madrid,La Liga,21,2002,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1885,Moses Simon,ng,FW,,Nantes,Ligue 1,29,1995,7.4,2,15,5,33.3,2.03,0.68,0.07,0.20,20.5,1,1,1,1.9,1.1,0.07,+0.1,-0.1
1886,Xavi Simons,nl,MF,,RB Leipzig,Bundesliga,21,2003,6.8,2,12,5,41.7,1.76,0.73,0.17,0.40,16.3,0,0,0,1.1,1.1,0.09,+0.9,+0.9
1887,Danel Sinani,lu,MF,FW,St. Pauli,Bundesliga,27,1997,0.4,0,1,0,0.0,2.81,0.00,0.00,,16.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1888,Lassine Sinayoko,ml,FW,MF,Auxerre,Ligue 1,24,1999,6.7,0,16,3,18.8,2.37,0.44,0.00,0.00,17.6,0,0,0,1.2,1.2,0.07,-1.2,-1.2
1889,Wilfried Singo,ci,DF,,Monaco,Ligue 1,23,2000,5.1,0,3,0,0.0,0.59,0.00,0.00,,11.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2
1890,Luis Sinisterra,co,FW,MF,Bournemouth,Premier League,25,1999,2.3,1,12,6,50.0,5.19,2.60,0.08,0.17,15.7,0,0,0,1.1,1.1,0.09,-0.1,-0.1
1891,Daley Sinkgraven,nl,DF,,Las Palmas,La Liga,29,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1892,Jailson Siqueira,br,DF,MF,Celta Vigo,La Liga,29,1995,5.0,0,2,1,50.0,0.40,0.20,0.00,0.00,11.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1893,Ibrahim Sissoko,ml,FW,,Saint-Étienne,Ligue 1,28,1995,5.9,2,13,2,15.4,2.19,0.34,0.08,0.50,14.0,0,1,1,2.2,1.4,0.11,-0.2,-0.4
1894,Ibrahima Sissoko,ml,MF,DF,Bochum,Bundesliga,26,1997,6.3,0,3,0,0.0,0.48,0.00,0.00,,23.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
1895,Niama Sissoko,ml,FW,,Reims,Ligue 1,18,2005,0.2,0,2,0,0.0,10.59,0.00,0.00,,9.7,0,0,0,0.2,0.2,0.09,-0.2,-0.2
1896,Antonio Sivera,es,GK,,Alavés,La Liga,28,1996,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1897,Tim Skarke,de,FW,MF,Union Berlin,Bundesliga,28,1996,2.2,0,4,1,25.0,1.86,0.46,0.00,0.00,20.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3
1898,Ellyes Skhiri,tn,MF,,Eint Frankfurt,Bundesliga,29,1995,4.7,0,1,0,0.0,0.21,0.00,0.00,,21.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1899,Oliver Skipp,eng,MF,,Leicester City,Premier League,24,2000,4.5,0,1,1,100.0,0.22,0.22,0.00,0.00,23.0,0,0,0,0.0,0.0,0.05,0.0,0.0
1900,Leo Skiri Østigård,no,DF,,Rennes,Ligue 1,24,1999,4.9,1,3,1,33.3,0.61,0.20,0.33,1.00,7.0,0,0,0,0.4,0.4,0.14,+0.6,+0.6
1901,Łukasz Skorupski,pl,GK,,Bologna,Serie A,33,1991,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1902,Robert Skov,dk,FW,,Union Berlin,Bundesliga,28,1996,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1903,Milan Škriniar,sk,DF,,Paris S-G,Ligue 1,29,1995,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1904,Steven Skrzybski,de,FW,MF,Holstein Kiel,Bundesliga,31,1992,1.7,0,2,1,50.0,1.18,0.59,0.00,0.00,12.3,0,0,0,0.6,0.6,0.30,-0.6,-0.6
1905,Naatan Skyttä,fi,FW,,Toulouse,Ligue 1,22,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1906,William Smallbone,ie,MF,,Southampton,Premier League,24,2000,2.7,0,4,0,0.0,1.49,0.00,0.00,,19.3,1,0,0,0.3,0.3,0.08,-0.3,-0.3
1907,Adam Smith,eng,DF,,Bournemouth,Premier League,33,1991,4.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1908,Eric Smith,se,DF,,St. Pauli,Bundesliga,27,1997,6.4,1,7,4,57.1,1.09,0.62,0.14,0.25,25.7,3,0,0,0.3,0.3,0.04,+0.7,+0.7
1909,Emile Smith Rowe,eng,MF,,Fulham,Premier League,24,2000,6.1,2,12,2,16.7,1.97,0.33,0.17,1.00,15.7,0,0,0,1.5,1.5,0.12,+0.5,+0.5
1910,Simon Sohm,ch,MF,,Parma,Serie A,23,2001,5.8,0,7,3,42.9,1.22,0.52,0.00,0.00,18.3,0,0,0,1.0,1.0,0.14,-1.0,-1.0
1911,Alex Sola,es,MF,FW,Getafe,La Liga,25,1999,7.6,0,13,2,15.4,1.71,0.26,0.00,0.00,19.2,0,0,0,0.7,0.7,0.06,-0.7,-0.7
1912,Dominic Solanke,eng,FW,,Tottenham,Premier League,27,1997,5.9,2,14,8,57.1,2.39,1.37,0.14,0.25,10.4,0,0,0,3.5,3.5,0.26,-1.5,-1.5
1913,Ola Solbakken,no,MF,FW,Empoli,Serie A,26,1998,3.3,0,2,2,100.0,0.61,0.61,0.00,0.00,8.7,0,0,0,0.7,0.7,0.36,-0.7,-0.7
1914,Carlos Soler,es,MF,,West Ham,Premier League,27,1997,1.7,0,4,2,50.0,2.34,1.17,0.00,0.00,20.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2
1915,Jhon Solis,co,MF,,Girona,La Liga,20,2004,3.2,0,2,0,0.0,0.62,0.00,0.00,,20.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1
1916,Yann Sommer,ch,GK,,Inter,Serie A,35,1988,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1917,David Soria,es,GK,,Getafe,La Liga,31,1993,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1918,Juan Soriano,es,GK,,Leganés,La Liga,27,1997,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1919,Borna Sosa,hr,DF,,Torino,Serie A,26,1998,2.8,0,1,1,100.0,0.35,0.35,0.00,0.00,33.2,0,0,0,0.0,0.0,0.02,0.0,0.0
1920,Ramón Sosa,py,MF,FW,Nott'ham Forest,Premier League,25,1999,0.9,1,4,1,25.0,4.44,1.11,0.25,1.00,19.5,0,0,0,0.6,0.6,0.15,+0.4,+0.4
1921,Hugo Sotelo,es,MF,,Celta Vigo,La Liga,20,2003,3.8,0,2,0,0.0,0.52,0.00,0.00,,21.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1922,Florian Sotoca,fr,FW,MF,Lens,Ligue 1,34,1990,5.6,0,16,7,43.8,2.85,1.25,0.00,0.00,15.3,0,0,0,1.9,1.9,0.12,-1.9,-1.9
1923,Riccardo Sottil,it,MF,FW,Fiorentina,Serie A,25,1999,1.1,0,5,1,20.0,4.69,0.94,0.00,0.00,19.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1
1924,Tomáš Souček,cz,MF,,West Ham,Premier League,29,1995,5.8,2,16,3,18.8,2.77,0.52,0.13,0.67,10.8,0,0,0,2.0,2.0,0.13,0.0,0.0
1925,Matìas Soulé,ar,MF,FW,Roma,Serie A,21,2003,4.4,0,9,4,44.4,2.03,0.90,0.00,0.00,24.2,0,0,0,0.3,0.3,0.03,-0.3,-0.3
1926,Boubakary Soumaré,fr,MF,,Leicester City,Premier League,25,1999,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1927,Issa Soumaré,sn,FW,MF,Le Havre,Ligue 1,24,2000,4.7,0,8,2,25.0,1.71,0.43,0.00,0.00,17.5,0,0,0,0.9,0.9,0.11,-0.9,-0.9
1928,Djibril Sow,ch,MF,,Sevilla,La Liga,27,1997,4.4,0,5,3,60.0,1.13,0.68,0.00,0.00,13.1,0,0,0,0.8,0.8,0.16,-0.8,-0.8
1929,Saidou Sow,gn,DF,,Strasbourg,Ligue 1,22,2002,7.3,0,3,1,33.3,0.41,0.14,0.00,0.00,11.3,0,0,0,0.3,0.3,0.09,-0.3,-0.3
1930,Djed Spence,eng,DF,,Tottenham,Premier League,24,2000,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1931,Leonardo Spinazzola,it,DF,,Napoli,Serie A,31,1993,2.6,0,1,0,0.0,0.38,0.00,0.00,,18.6,0,0,0,0.0,0.0,0.04,0.0,0.0
1932,Anton Stach,de,DF,,Hoffenheim,Bundesliga,25,1998,6.5,0,5,4,80.0,0.77,0.62,0.00,0.00,25.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1
1933,Jens Stage,dk,MF,,Werder Bremen,Bundesliga,27,1996,5.7,3,8,4,50.0,1.41,0.71,0.38,0.75,12.1,0,0,0,1.6,1.6,0.20,+1.4,+1.4
1934,Filip Stankovic,rs,GK,,Venezia,Serie A,22,2002,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1935,Jay Stansfield,eng,MF,,Fulham,Premier League,21,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1936,Carl Starfelt,se,DF,,Celta Vigo,La Liga,29,1995,7.2,1,4,1,25.0,0.56,0.14,0.25,1.00,12.9,0,0,0,0.3,0.3,0.08,+0.7,+0.7
1937,Niklas Stark,de,DF,,Werder Bremen,Bundesliga,29,1995,4.1,0,1,0,0.0,0.24,0.00,0.00,,10.0,0,0,0,0.1,0.1,0.08,-0.1,-0.1
1938,Lucas Stassin,be,FW,,Saint-Étienne,Ligue 1,19,2004,1.9,0,3,1,33.3,1.61,0.54,0.00,0.00,17.2,0,0,0,0.7,0.7,0.23,-0.7,-0.7
1939,Jason Steele,eng,GK,,Brighton,Premier League,34,1990,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1940,Orri Steinn Óskarsson,is,FW,,Real Sociedad,La Liga,20,2004,2.6,2,6,3,50.0,2.27,1.13,0.33,0.67,10.8,0,0,0,2.7,2.7,0.45,-0.7,-0.7
1941,Pascal Stenzel,de,DF,,Stuttgart,Bundesliga,28,1996,1.3,0,1,0,0.0,0.79,0.00,0.00,,11.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1942,Jack Stephens,eng,DF,,Southampton,Premier League,30,1994,3.9,0,1,0,0.0,0.26,0.00,0.00,,3.6,0,0,0,0.2,0.2,0.23,-0.2,-0.2
1943,Raheem Sterling,eng,MF,FW,Arsenal,Premier League,29,1994,1.4,0,2,0,0.0,1.46,0.00,0.00,,10.1,0,0,0,0.3,0.3,0.17,-0.3,-0.3
1944,Enzo Sternal,fr,FW,MF,Marseille,Ligue 1,17,2007,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1945,Ross Stewart,sct,FW,MF,Southampton,Premier League,28,1996,1.5,0,2,0,0.0,1.36,0.00,0.00,,12.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1946,Angelo Stiller,de,MF,,Stuttgart,Bundesliga,23,2001,6.9,0,2,0,0.0,0.29,0.00,0.00,,22.7,0,0,0,0.2,0.2,0.09,-0.2,-0.2
1947,Kevin Stöger,at,MF,FW,Gladbach,Bundesliga,31,1993,6.1,0,8,2,25.0,1.31,0.33,0.00,0.00,25.7,2,0,0,0.7,0.7,0.08,-0.7,-0.7
1948,Stoichkov,es,MF,FW,Alavés,La Liga,30,1993,5.6,0,15,2,13.3,2.68,0.36,0.00,0.00,19.5,1,0,0,0.9,0.9,0.06,-0.9,-0.9
1949,Petar Stojanović,si,MF,,Empoli,Serie A,29,1995,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1950,John Stones,eng,DF,MF,Manchester City,Premier League,30,1994,2.7,2,2,2,100.0,0.75,0.75,1.00,1.00,5.1,0,0,0,0.4,0.4,0.22,+1.6,+1.6
1951,Jørgen Strand Larsen,no,FW,,Wolves,Premier League,24,2000,7.1,3,10,6,60.0,1.40,0.84,0.30,0.50,12.4,0,0,0,1.7,1.7,0.17,+1.3,+1.3
1952,Gabriel Strefezza,br,FW,MF,Como,Serie A,27,1997,8.1,2,21,6,28.6,2.59,0.74,0.10,0.33,21.7,0,0,0,1.0,1.0,0.05,+1.0,+1.0
1953,Cristhian Stuani,uy,FW,,Girona,La Liga,38,1986,1.4,3,7,3,42.9,4.88,2.09,0.29,0.67,9.5,0,1,1,3.3,2.6,0.38,-0.3,-0.6
1954,Álex Suárez,es,DF,,Las Palmas,La Liga,31,1993,7.0,0,1,1,100.0,0.14,0.14,0.00,0.00,9.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1955,Denis Suárez,es,MF,,Villarreal,La Liga,30,1994,0.9,0,1,0,0.0,1.08,0.00,0.00,,11.3,0,0,0,0.1,0.1,0.08,-0.1,-0.1
1956,Gabriel Suazo,cl,DF,,Toulouse,Ligue 1,27,1997,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1957,Luka Sučić,hr,MF,,Real Sociedad,La Liga,22,2002,5.4,1,14,2,14.3,2.59,0.37,0.07,0.50,22.2,0,0,0,0.8,0.8,0.06,+0.2,+0.2
1958,Yukinari Sugawara,jp,DF,,Southampton,Premier League,24,2000,6.9,1,5,2,40.0,0.72,0.29,0.20,0.50,20.4,1,0,0,0.3,0.3,0.05,+0.7,+0.7
1959,Niklas Süle,de,DF,,Dortmund,Bundesliga,29,1995,3.7,0,5,1,20.0,1.35,0.27,0.00,0.00,12.1,0,0,0,0.5,0.5,0.10,-0.5,-0.5
1960,Ibrahim Sulemana,gh,MF,,Atalanta,Serie A,21,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1961,Kamaldeen Sulemana,gh,FW,,Southampton,Premier League,22,2002,0.1,0,1,0,0.0,6.92,0.00,0.00,,14.1,0,0,0,0.0,0.0,0.02,0.0,0.0
1962,Crysencio Summerville,nl,FW,MF,West Ham,Premier League,22,2001,1.9,0,2,1,50.0,1.03,0.52,0.00,0.00,12.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1963,Tomáš Suslov,sk,FW,MF,Hellas Verona,Serie A,22,2002,3.4,0,3,0,0.0,0.88,0.00,0.00,,26.6,2,0,0,0.2,0.2,0.06,-0.2,-0.2
1964,Suso,es,FW,MF,Sevilla,La Liga,30,1993,1.1,0,5,1,20.0,4.64,0.93,0.00,0.00,24.0,1,0,0,0.2,0.2,0.04,-0.2,-0.2
1965,Zion Suzuki,jp,GK,,Parma,Serie A,22,2002,6.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1966,Mattias Svanberg,se,MF,,Wolfsburg,Bundesliga,25,1999,4.2,1,8,2,25.0,1.91,0.48,0.13,0.50,16.6,0,0,0,1.2,1.2,0.15,-0.2,-0.2
1967,Marin Šverko,hr,DF,,Venezia,Serie A,26,1998,3.9,0,2,0,0.0,0.51,0.00,0.00,,20.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
1968,Mile Svilar,rs,GK,,Roma,Serie A,25,1999,8.0,0,1,0,0.0,0.12,0.00,0.00,,10.5,0,0,0,0.0,0.0,0.05,0.0,0.0
1969,Michael Svoboda,at,DF,,Venezia,Serie A,26,1998,7.3,0,2,2,100.0,0.28,0.28,0.00,0.00,14.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
1970,Williot Swedberg,se,FW,MF,Celta Vigo,La Liga,20,2004,5.0,2,12,7,58.3,2.41,1.41,0.17,0.29,15.4,0,0,0,2.8,2.8,0.23,-0.8,-0.8
1971,Abakar Sylla,ci,DF,,Strasbourg,Ligue 1,21,2002,5.4,1,5,1,20.0,0.93,0.19,0.20,1.00,9.0,0,0,0,0.4,0.4,0.08,+0.6,+0.6
1972,Issiaga Sylla,gn,DF,FW,Montpellier,Ligue 1,30,1994,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1973,Mamadou Sylla,sn,FW,,Valladolid,La Liga,30,1994,3.3,1,5,0,0.0,1.51,0.00,0.00,,13.9,0,1,1,1.5,0.7,0.14,-0.5,-0.7
1974,Sammie Szmodics,ie,FW,MF,Ipswich Town,Premier League,29,1995,3.6,1,5,2,40.0,1.38,0.55,0.20,0.50,12.2,0,0,0,1.1,1.1,0.22,-0.1,-0.1
1975,Dominik Szoboszlai,hu,MF,,Liverpool,Premier League,24,2000,7.0,0,12,3,25.0,1.72,0.43,0.00,0.00,18.7,0,0,0,1.5,1.5,0.12,-1.5,-1.5
1976,Alexander Sørloth,no,FW,,Atlético Madrid,La Liga,28,1995,5.8,3,24,9,37.5,4.17,1.56,0.13,0.33,13.9,0,0,0,4.0,4.0,0.17,-1.0,-1.0
1977,Musa Al-Taamari,jo,FW,,Montpellier,Ligue 1,27,1997,1.9,0,3,1,33.3,1.54,0.51,0.00,0.00,18.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
1978,Haris Tabakovic,ba,FW,MF,Hoffenheim,Bundesliga,30,1994,0.8,1,2,2,100.0,2.65,2.65,0.50,0.50,11.7,0,0,0,0.3,0.3,0.17,+0.7,+0.7
