Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
2190,Grant Ranos,am,MF,FW,Gladbach,Bundesliga,20,2003,0.5,0,3,0,0.0,5.51,0.00,0.00,,17.0,0,0,0,0.3,0.3,0.08,-0.3,-0.3
2191,Raphinha,br,FW,MF,Barcelona,La Liga,26,1996,15.2,6,58,20,34.5,3.82,1.32,0.09,0.25,19.8,10,1,1,7.4,6.6,0.12,-1.4,-1.6
2192,Nicolai Rapp,de,DF,,Werder Bremen,Bundesliga,26,1996,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2193,Elba Rashani,xk,MF,FW,Clermont Foot,Ligue 1,30,1993,13.1,2,17,5,29.4,1.30,0.38,0.12,0.40,16.8,0,0,0,2.1,2.1,0.13,-0.1,-0.1
2194,Marcus Rashford,eng,FW,,Manchester Utd,Premier League,25,1997,25.2,7,60,19,31.7,2.38,0.75,0.08,0.26,16.8,1,2,2,7.4,5.8,0.10,-0.4,-0.8
2195,Giacomo Raspadori,it,FW,MF,Napoli,it Serie A,23,2000,17.6,5,60,24,40.0,3.41,1.36,0.08,0.21,18.8,4,0,1,5.9,4.5,0.07,-0.9,+0.5
2196,Andrei Ratiu,ro,DF,MF,Rayo Vallecano,La Liga,25,1998,7.0,0,6,1,16.7,0.86,0.14,0.00,0.00,16.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3
2197,Raúl,es,FW,,Osasuna,La Liga,22,2000,15.1,6,33,12,36.4,2.19,0.80,0.18,0.50,11.6,0,0,0,4.9,4.9,0.15,+1.1,+1.1
2198,David Raum,de,DF,,RB Leipzig,Bundesliga,25,1998,30.4,2,14,4,28.6,0.46,0.13,0.14,0.50,20.3,4,0,0,0.8,0.8,0.05,+1.2,+1.2
2199,Federico Ravaglia,it,GK,,Bologna,it Serie A,23,1999,5.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2200,David Raya,es,GK,,Arsenal,Premier League,27,1995,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2201,Tim Ream,us,DF,,Fulham,Premier League,35,1987,16.7,1,1,1,100.0,0.06,0.06,1.00,1.00,1.3,0,0,0,1.0,1.0,0.96,0.0,0.0
2202,Abderrahman Rebbach,dz,FW,MF,Alavés,La Liga,24,1998,8.0,1,17,4,23.5,2.12,0.50,0.06,0.25,19.4,1,0,0,0.8,0.8,0.05,+0.2,+0.2
2203,Nathan Redmond,eng,FW,MF,Burnley,Premier League,29,1994,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2204,Harrison Reed,eng,MF,,Fulham,Premier League,28,1995,14.7,0,9,2,22.2,0.61,0.14,0.00,0.00,23.6,1,0,0,0.3,0.3,0.03,-0.3,-0.3
2205,Sergio Reguilón,es,DF,,Manchester Utd,Premier League,26,1996,4.6,0,4,0,0.0,0.87,0.00,0.00,,18.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
2206,Sergio Reguilón,es,DF,,Brentford,Premier League,26,1996,12.4,0,13,1,7.7,1.05,0.08,0.00,0.00,18.2,0,0,0,0.8,0.8,0.06,-0.8,-0.8
2207,Bobby Reid,jm,FW,,Fulham,Premier League,30,1993,15.8,6,33,8,24.2,2.09,0.51,0.18,0.75,15.7,0,0,0,4.6,4.6,0.14,+1.4,+1.4
2208,Tijjani Reijnders,nl,MF,,Milan,it Serie A,25,1998,31.3,3,44,9,20.5,1.40,0.29,0.07,0.33,20.1,0,0,0,3.2,3.2,0.07,-0.2,-0.2
2209,Pepe Reina,es,GK,,Villarreal,La Liga,40,1982,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2210,Reinier,br,MF,FW,Frosinone,it Serie A,21,2002,11.8,2,14,6,42.9,1.19,0.51,0.14,0.33,16.3,0,0,0,1.3,1.3,0.09,+0.7,+0.7
2211,Rocco Reitz,de,MF,,Gladbach,Bundesliga,21,2002,23.7,6,33,14,42.4,1.39,0.59,0.18,0.43,17.3,0,0,0,3.7,3.7,0.11,+2.3,+2.3
2212,Álex Remiro,es,GK,,Real Sociedad,La Liga,28,1995,36.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2213,Guillaume Restes,fr,GK,,Toulouse,Ligue 1,18,2005,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2214,Mateo Retegui,it,FW,,Genoa,it Serie A,24,1999,24.6,7,62,22,35.5,2.52,0.89,0.10,0.27,14.3,0,1,1,5.8,5.0,0.08,+1.2,+1.0
2215,Marco Reus,de,MF,FW,Dortmund,Bundesliga,34,1989,17.8,6,42,20,47.6,2.36,1.12,0.14,0.30,14.2,8,0,0,6.5,6.5,0.16,-0.5,-0.5
2216,Elvis Rexhbeçaj,xk,MF,,Augsburg,Bundesliga,25,1997,22.1,2,28,3,10.7,1.27,0.14,0.04,0.33,24.3,0,1,1,1.7,1.0,0.03,+0.3,0.0
2217,Gio Reyna,us,FW,MF,Nott'ham Forest,Premier League,20,2002,2.6,0,5,2,40.0,1.91,0.77,0.00,0.00,21.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3
2218,Gio Reyna,us,MF,FW,Dortmund,Bundesliga,20,2002,3.1,0,8,2,25.0,2.57,0.64,0.00,0.00,17.4,0,0,0,0.8,0.8,0.10,-0.8,-0.8
2219,Chadi Riad,ma,DF,,Betis,La Liga,20,2003,24.0,0,11,5,45.5,0.46,0.21,0.00,0.00,11.1,0,0,0,0.7,0.7,0.07,-0.7,-0.7
2220,Alexsandro Ribeiro,br,DF,,Lille,Ligue 1,23,1999,24.7,0,17,2,11.8,0.69,0.08,0.00,0.00,10.9,0,0,0,2.0,2.0,0.12,-2.0,-2.0
2221,Rodrigo Ribeiro,pt,MF,FW,Nott'ham Forest,Premier League,18,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2222,Samuele Ricci,it,MF,,Torino,it Serie A,21,2001,26.6,1,30,5,16.7,1.13,0.19,0.03,0.20,22.7,0,0,0,1.3,1.3,0.04,-0.3,-0.3
2223,Declan Rice,eng,MF,,Arsenal,Premier League,24,1999,35.8,7,58,20,34.5,1.62,0.56,0.12,0.35,20.4,2,0,0,3.3,3.3,0.06,+3.7,+3.7
2224,Chris Richards,us,DF,MF,Crystal Palace,Premier League,23,2000,23.3,1,11,3,27.3,0.47,0.13,0.09,0.33,10.0,0,0,0,0.6,0.6,0.05,+0.4,+0.4
2225,Amir Richardson,ma,MF,,Reims,Ligue 1,21,2002,15.0,3,17,8,47.1,1.13,0.53,0.18,0.38,18.8,0,0,0,1.6,1.6,0.10,+1.4,+1.4
2226,Richarlison,br,FW,,Tottenham,Premier League,26,1997,16.6,11,62,25,40.3,3.74,1.51,0.18,0.44,12.9,0,0,0,9.6,9.6,0.15,+1.4,+1.4
2227,Marco Richter,de,MF,FW,Mainz 05,Bundesliga,25,1997,8.0,1,38,9,23.7,4.77,1.13,0.03,0.11,21.2,4,0,0,1.9,1.9,0.05,-0.9,-0.9
2228,Diego Rico,es,DF,,Getafe,La Liga,30,1993,28.2,0,18,5,27.8,0.64,0.18,0.00,0.00,27.0,0,0,0,0.3,0.3,0.02,-0.3,-0.3
2229,Clemens Riedel,de,DF,,Darmstadt 98,Bundesliga,20,2003,8.4,0,8,3,37.5,0.95,0.36,0.00,0.00,21.6,1,0,0,0.3,0.3,0.03,-0.3,-0.3
2230,Fabian Rieder,ch,MF,,Rennes,Ligue 1,21,2002,4.1,1,5,2,40.0,1.23,0.49,0.20,0.50,23.7,2,0,0,0.3,0.3,0.06,+0.7,+0.7
2231,Jaïro Riedewald,nl,MF,FW,Crystal Palace,Premier League,26,1996,2.6,0,1,0,0.0,0.38,0.00,0.00,,14.5,0,0,0,0.0,0.0,0.02,0.0,0.0
2232,Manuel Riemann,de,GK,,Bochum,Bundesliga,34,1988,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2233,Luis Rioja,es,FW,MF,Alavés,La Liga,29,1993,27.8,5,53,15,28.3,1.91,0.54,0.04,0.13,21.6,4,3,4,6.1,3.0,0.06,-1.1,-1.0
2234,Rémy Riou,fr,GK,,Lyon,Ligue 1,35,1987,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2235,Rodrigo Riquelme,es,DF,MF,Atlético Madrid,La Liga,23,2000,17.0,3,37,16,43.2,2.18,0.94,0.08,0.19,18.0,0,0,0,2.7,2.7,0.07,+0.3,+0.3
2236,Alberto Risco,es,MF,,Getafe,La Liga,17,2005,1.5,0,2,1,50.0,1.31,0.66,0.00,0.00,8.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2237,Mihailo Ristić,rs,DF,MF,Celta Vigo,La Liga,27,1995,9.0,0,10,4,40.0,1.11,0.45,0.00,0.00,23.7,1,0,0,0.3,0.3,0.03,-0.3,-0.3
2238,Matt Ritchie,sct,FW,MF,Newcastle Utd,Premier League,33,1989,1.4,1,6,4,66.7,4.22,2.81,0.17,0.25,12.0,0,0,0,1.0,1.0,0.16,0.0,0.0
2239,Gorka Rivera Alonso,es,DF,,Getafe,La Liga,18,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2240,Sergi Roberto,es,MF,DF,Barcelona,La Liga,31,1992,9.6,3,10,4,40.0,1.05,0.42,0.30,0.75,12.5,0,0,0,1.7,1.7,0.17,+1.3,+1.3
2241,Lucas Robertone,ar,MF,,Almería,La Liga,26,1997,26.5,0,37,13,35.1,1.40,0.49,0.00,0.00,28.1,3,0,0,1.0,1.0,0.03,-1.0,-1.0
2242,Connor Roberts,wls,DF,,Burnley,Premier League,27,1995,9.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2243,Andrew Robertson,sct,DF,,Liverpool,Premier League,29,1994,18.8,3,12,6,50.0,0.64,0.32,0.25,0.50,12.5,0,0,0,1.9,1.9,0.16,+1.1,+1.1
2244,Antonee Robinson,us,DF,,Fulham,Premier League,25,1997,36.3,0,16,7,43.8,0.44,0.19,0.00,0.00,22.9,0,0,0,0.7,0.7,0.04,-0.7,-0.7
2245,Jack Robinson,eng,DF,,Sheffield Utd,Premier League,29,1993,32.1,1,14,5,35.7,0.44,0.16,0.07,0.20,12.7,0,0,0,1.2,1.2,0.09,-0.2,-0.2
2246,Marc Roca,es,MF,,Betis,La Liga,26,1996,22.0,2,20,7,35.0,0.91,0.32,0.10,0.29,24.3,0,0,0,1.1,1.1,0.06,+0.9,+0.9
2247,Sebastian Rode,de,MF,,Eint Frankfurt,Bundesliga,32,1990,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2248,Sergio Rodelas,es,FW,DF,Granada,La Liga,18,2004,1.4,0,2,0,0.0,1.48,0.00,0.00,,27.3,0,0,0,0.0,0.0,0.02,0.0,0.0
2249,Rodri,es,MF,,Manchester City,Premier League,27,1996,32.6,8,62,22,35.5,1.90,0.68,0.13,0.36,20.6,0,0,0,4.1,4.1,0.07,+3.9,+3.9
2250,Rodri,es,FW,MF,Betis,La Liga,23,2000,11.7,0,18,5,27.8,1.54,0.43,0.00,0.00,18.6,0,0,0,1.1,1.1,0.06,-1.1,-1.1
2251,Álvaro Rodríguez,uy,FW,,Real Madrid,La Liga,19,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2252,Óscar Rodríguez Arnaiz,es,MF,FW,Getafe,La Liga,25,1998,10.7,2,34,9,26.5,3.16,0.84,0.06,0.22,24.9,4,0,0,1.5,1.5,0.04,+0.5,+0.5
2253,Damián Rodríguez,es,MF,,Celta Vigo,La Liga,20,2003,2.9,0,1,0,0.0,0.35,0.00,0.00,,31.6,0,0,0,0.0,0.0,0.03,0.0,0.0
2254,Dani Rodríguez,es,MF,,Mallorca,La Liga,35,1988,29.1,2,27,4,14.8,0.93,0.14,0.07,0.50,19.8,0,0,0,1.4,1.4,0.05,+0.6,+0.6
2255,Guido Rodríguez,ar,MF,,Betis,La Liga,29,1994,20.5,2,18,7,38.9,0.88,0.34,0.11,0.29,20.5,0,0,0,0.7,0.7,0.04,+1.3,+1.3
2256,Jay Rodriguez,eng,FW,,Burnley,Premier League,34,1989,9.1,2,21,7,33.3,2.30,0.77,0.05,0.14,12.9,0,1,1,3.5,2.7,0.13,-1.5,-1.7
2257,Kirian Rodríguez,es,MF,,Las Palmas,La Liga,27,1996,35.7,6,43,14,32.6,1.21,0.39,0.14,0.43,25.4,2,0,0,2.1,2.1,0.05,+3.9,+3.9
2258,Miguel Rodríguez,es,MF,,Celta Vigo,La Liga,20,2003,3.3,0,6,0,0.0,1.80,0.00,0.00,,26.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2
2259,Ricardo Rodríguez,ch,DF,,Torino,it Serie A,30,1992,30.8,1,11,2,18.2,0.36,0.06,0.09,0.50,27.2,2,0,0,0.3,0.3,0.03,+0.7,+0.7
2260,Rodrygo,br,FW,,Real Madrid,La Liga,22,2001,26.4,10,86,35,40.7,3.25,1.32,0.12,0.29,15.2,4,0,1,11.7,10.9,0.13,-1.7,-0.9
2261,Mads Roerslev,dk,DF,,Brentford,Premier League,24,1999,22.1,1,7,1,14.3,0.32,0.05,0.14,1.00,14.3,0,0,0,0.9,0.9,0.14,+0.1,+0.1
2262,Rogério,br,DF,,Wolfsburg,Bundesliga,25,1998,10.1,1,4,2,50.0,0.40,0.20,0.25,0.50,15.3,0,0,0,0.3,0.3,0.09,+0.7,+0.7
2263,Morgan Rogers,eng,MF,FW,Aston Villa,Premier League,21,2002,7.1,3,11,5,45.5,1.55,0.71,0.27,0.60,14.8,0,0,0,1.4,1.4,0.12,+1.6,+1.6
2264,Merlin Röhl,de,MF,FW,Freiburg,Bundesliga,21,2002,16.4,2,24,8,33.3,1.46,0.49,0.08,0.25,15.1,0,0,0,2.0,2.0,0.08,0.0,0.0
2265,Alessio Romagnoli,it,DF,,Lazio,it Serie A,28,1995,26.8,0,11,5,45.5,0.41,0.19,0.00,0.00,12.0,0,0,0,0.6,0.6,0.05,-0.6,-0.6
2266,Simone Romagnoli,it,DF,,Frosinone,it Serie A,33,1990,30.2,1,12,1,8.3,0.40,0.03,0.08,1.00,8.8,0,0,0,1.2,1.2,0.10,-0.2,-0.2
2267,Carlos Romero,es,DF,,Villarreal,La Liga,21,2001,2.9,0,2,1,50.0,0.69,0.34,0.00,0.00,11.1,0,0,0,0.4,0.4,0.20,-0.4,-0.4
2268,Cristian Romero,ar,DF,,Tottenham,Premier League,25,1998,31.0,5,24,9,37.5,0.77,0.29,0.21,0.56,10.5,0,0,0,3.5,3.5,0.14,+1.5,+1.5
2269,Isaac Romero,es,FW,,Sevilla,La Liga,23,2000,11.5,4,42,17,40.5,3.64,1.47,0.10,0.24,14.8,0,0,0,7.3,7.3,0.17,-3.3,-3.3
2270,Luka Romero,ar,FW,MF,Milan,it Serie A,18,2004,1.0,0,1,0,0.0,1.02,0.00,0.00,,9.5,0,0,0,0.1,0.1,0.09,-0.1,-0.1
2271,Luka Romero,ar,FW,,Almería,La Liga,18,2004,4.9,3,8,3,37.5,1.64,0.62,0.38,1.00,15.9,0,0,0,1.3,1.3,0.18,+1.7,+1.7
2272,Oriol Romeu,es,MF,,Barcelona,La Liga,31,1991,10.4,0,10,2,20.0,0.96,0.19,0.00,0.00,23.6,0,0,0,0.7,0.7,0.07,-0.7,-0.7
2273,Valentin Rongier,fr,MF,,Marseille,Ligue 1,28,1994,9.5,0,10,3,30.0,1.06,0.32,0.00,0.00,19.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6
2274,Frank Ronstadt,de,DF,MF,Darmstadt 98,Bundesliga,26,1997,0.8,0,3,0,0.0,3.55,0.00,0.00,,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2275,Marten de Roon,nl,MF,DF,Atalanta,it Serie A,32,1991,28.9,0,16,3,18.8,0.55,0.10,0.00,0.00,24.5,0,0,0,0.6,0.6,0.04,-0.6,-0.6
2276,Unai Ropero,es,MF,,Alavés,La Liga,21,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2277,Vitor Roque,br,FW,,Barcelona,La Liga,18,2005,3.6,2,13,6,46.2,3.57,1.65,0.15,0.33,13.7,0,0,0,2.5,2.5,0.20,-0.5,-0.5
2278,Pablo Rosario,nl,MF,DF,Nice,Ligue 1,26,1997,22.3,0,16,2,12.5,0.72,0.09,0.00,0.00,13.1,0,0,0,1.2,1.2,0.08,-1.2,-1.2
2279,Valentin Rosier,fr,DF,MF,Nice,Ligue 1,26,1996,0.6,0,1,0,0.0,1.70,0.00,0.00,,23.3,0,0,0,0.0,0.0,0.04,0.0,0.0
2280,Francesco Rossi,it,GK,,Atalanta,it Serie A,32,1991,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2281,Joe Rothwell,eng,MF,,Bournemouth,Premier League,28,1995,4.3,0,2,0,0.0,0.47,0.00,0.00,,22.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2282,Anthony Rouault,fr,DF,,Stuttgart,Bundesliga,22,2001,11.2,0,3,1,33.3,0.27,0.09,0.00,0.00,24.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
2283,Jérôme Roussillon,fr,DF,,Union Berlin,Bundesliga,30,1993,8.4,0,7,4,57.1,0.84,0.48,0.00,0.00,20.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3
2284,Nicolò Rovella,it,MF,,Lazio,it Serie A,21,2001,14.6,0,5,1,20.0,0.34,0.07,0.00,0.00,26.4,1,0,0,0.6,0.6,0.12,-0.6,-0.6
2285,Amir Rrahmani,xk,DF,,Napoli,it Serie A,29,1994,28.9,3,25,8,32.0,0.87,0.28,0.12,0.38,12.0,0,0,0,2.2,2.2,0.09,+0.8,+0.8
2286,Ruan,br,DF,,Sassuolo,it Serie A,24,1999,16.8,0,7,2,28.6,0.42,0.12,0.00,0.00,10.6,0,0,0,0.5,0.5,0.07,-0.5,-0.5
2287,Pelly Ruddock Mpanzu,cd,MF,,Luton Town,Premier League,30,1993,12.2,0,11,1,9.1,0.90,0.08,0.00,0.00,19.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6
2288,Antonio Rüdiger,de,DF,,Real Madrid,La Liga,30,1993,30.1,1,19,2,10.5,0.63,0.07,0.05,0.50,16.0,0,0,0,1.5,1.5,0.08,-0.5,-0.5
2289,Fabian Rüdlin,de,MF,,Freiburg,Bundesliga,26,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2290,Javier Rueda Garcia,es,MF,DF,Celta Vigo,La Liga,21,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2291,Daniele Rugani,it,DF,,Juventus,it Serie A,29,1994,13.2,2,8,2,25.0,0.61,0.15,0.25,1.00,7.3,0,0,0,1.6,1.6,0.30,+0.4,+0.4
2292,Matteo Ruggeri,it,DF,,Atalanta,it Serie A,21,2002,27.2,0,12,4,33.3,0.44,0.15,0.00,0.00,16.9,0,0,0,0.5,0.5,0.04,-0.5,-0.5
2293,Mário Rui,pt,DF,,Napoli,it Serie A,32,1991,13.4,0,5,2,40.0,0.37,0.15,0.00,0.00,31.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2294,Aitor Ruibal,es,DF,FW,Betis,La Liga,27,1996,11.3,2,13,2,15.4,1.15,0.18,0.15,1.00,22.1,0,0,0,0.8,0.8,0.06,+1.2,+1.2
2295,Fabián Ruiz Peña,es,MF,,Paris S-G,Ligue 1,27,1996,13.3,1,19,6,31.6,1.43,0.45,0.05,0.17,21.7,0,0,0,2.0,2.0,0.10,-1.0,-1.0
2296,Sergio Ruiz,es,MF,,Granada,La Liga,28,1994,27.7,0,13,1,7.7,0.47,0.04,0.00,0.00,18.2,0,0,0,0.7,0.7,0.05,-0.7,-0.7
2297,Julian Ryerson,no,DF,,Dortmund,Bundesliga,25,1997,19.6,4,18,8,44.4,0.92,0.41,0.22,0.50,19.5,0,0,0,1.8,1.8,0.10,+2.2,+2.2
2298,Frederik Rønnow,dk,GK,,Union Berlin,Bundesliga,30,1992,33.0,0,3,0,0.0,0.09,0.00,0.00,,11.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1
2299,José Sá,pt,GK,,Wolves,Premier League,30,1993,33.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2300,Youssouf Sabaly,sn,DF,,Betis,La Liga,30,1993,11.6,0,4,0,0.0,0.34,0.00,0.00,,22.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2301,Emmanuel Sabbi,us,FW,MF,Le Havre,Ligue 1,25,1997,17.6,5,29,10,34.5,1.65,0.57,0.10,0.30,16.4,0,2,2,4.1,2.5,0.09,+0.9,+0.5
2302,Stefano Sabelli,it,DF,,Genoa,it Serie A,30,1993,27.0,0,9,3,33.3,0.33,0.11,0.00,0.00,18.6,0,0,0,0.8,0.8,0.08,-0.8,-0.8
2303,Marcel Sabitzer,at,MF,,Dortmund,Bundesliga,29,1994,21.8,4,46,19,41.3,2.11,0.87,0.07,0.16,22.6,5,1,1,3.6,2.8,0.06,+0.4,+0.2
2304,Falaye Sacko,ml,DF,,Montpellier,Ligue 1,28,1995,15.4,0,1,0,0.0,0.07,0.00,0.00,,27.4,0,0,0,0.0,0.0,0.02,0.0,0.0
2305,Dominic Sadi,eng,FW,,Bournemouth,Premier League,19,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2306,Umar Sadiq,ng,FW,,Real Sociedad,La Liga,26,1997,12.0,3,33,10,30.3,2.76,0.84,0.09,0.30,14.7,0,0,0,3.6,3.6,0.12,-0.6,-0.6
2307,Alexis Saelemaekers,be,FW,MF,Bologna,it Serie A,24,1999,21.0,4,29,10,34.5,1.38,0.48,0.14,0.40,23.2,4,0,0,2.6,2.6,0.09,+1.4,+1.4
2308,Pablo Saenz,es,MF,,Granada,La Liga,22,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2309,Modibo Sagnan,ml,DF,,Montpellier,Ligue 1,24,1999,11.7,2,9,3,33.3,0.77,0.26,0.22,0.67,19.5,0,0,0,1.2,1.2,0.13,+0.8,+0.8
2310,Wesley Saïd,fr,FW,MF,Lens,Ligue 1,28,1995,11.3,7,45,18,40.0,3.97,1.59,0.16,0.39,13.6,0,0,0,5.7,5.7,0.13,+1.3,+1.3
2311,Théo Sainte-Luce,fr,DF,,Montpellier,Ligue 1,24,1998,3.8,0,3,1,33.3,0.78,0.26,0.00,0.00,22.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2312,Bukayo Saka,eng,FW,,Arsenal,Premier League,21,2001,32.4,16,102,31,30.4,3.14,0.96,0.10,0.32,16.3,0,6,6,15.5,10.8,0.11,+0.5,-0.8
2313,Mamadou Sakho,fr,DF,,Montpellier,Ligue 1,33,1990,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2314,Ibrahim Salah,ma,FW,MF,Rennes,Ligue 1,21,2001,5.8,4,17,9,52.9,2.92,1.55,0.24,0.44,15.5,0,0,0,3.1,3.1,0.19,+0.9,+0.9
2315,Mohamed Salah,eg,FW,,Liverpool,Premier League,31,1992,28.2,18,107,47,43.9,3.80,1.67,0.12,0.28,15.5,1,5,7,21.2,15.5,0.15,-3.2,-2.5
2316,Amine Salama,fr,FW,,Reims,Ligue 1,23,2000,3.5,0,6,1,16.7,1.73,0.29,0.00,0.00,13.8,0,0,0,0.7,0.7,0.12,-0.7,-0.7
2317,Kike Salas,es,DF,,Sevilla,La Liga,21,2002,17.8,3,16,5,31.3,0.90,0.28,0.19,0.60,12.0,0,0,0,0.8,0.8,0.05,+2.2,+2.2
2318,William Saliba,fr,DF,,Arsenal,Premier League,22,2001,38.0,2,10,3,30.0,0.26,0.08,0.20,0.67,10.5,0,0,0,1.6,1.6,0.16,+0.4,+0.4
2319,Mohammed Salisu,gh,DF,,Monaco,Ligue 1,24,1999,11.5,0,4,1,25.0,0.35,0.09,0.00,0.00,14.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2
2320,Roland Sallai,hu,MF,FW,Freiburg,Bundesliga,26,1997,20.4,3,55,19,34.5,2.69,0.93,0.05,0.16,15.8,0,0,1,7.9,7.1,0.14,-4.9,-4.1
2321,Yoann Salmier,gf,DF,,Le Havre,Ligue 1,30,1992,17.4,1,10,5,50.0,0.57,0.29,0.10,0.20,14.2,0,0,0,1.1,1.1,0.11,-0.1,-0.1
2322,Salvi,es,MF,,Rayo Vallecano,La Liga,32,1991,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2323,Lazar Samardzic,rs,MF,,Udinese,it Serie A,21,2002,26.4,6,56,16,28.6,2.12,0.61,0.09,0.31,25.7,13,1,1,3.5,2.8,0.05,+2.5,+2.2
2324,Diadie Samassékou,ml,MF,,Cádiz,La Liga,27,1996,1.0,0,1,1,100.0,0.98,0.98,0.00,0.00,25.6,0,0,0,0.0,0.0,0.03,0.0,0.0
2325,Diadie Samassékou,ml,MF,,Hoffenheim,Bundesliga,27,1996,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2326,Mama Samba Baldé,gw,FW,MF,Lyon,Ligue 1,27,1995,6.1,2,17,9,52.9,2.78,1.47,0.12,0.22,14.2,0,0,0,3.4,3.4,0.20,-1.4,-1.4
2327,Brice Samba,fr,GK,,Lens,Ligue 1,29,1994,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
2328,Albert Sambi Lokonga,be,MF,,Luton Town,Premier League,23,1999,14.5,1,8,2,25.0,0.55,0.14,0.13,0.50,20.9,0,0,0,0.6,0.6,0.08,+0.4,+0.4
2329,Junior Sambia,fr,DF,MF,Salernitana,it Serie A,26,1996,11.5,1,12,4,33.3,1.05,0.35,0.08,0.25,25.9,5,0,0,0.5,0.5,0.04,+0.5,+0.5
2330,Fede San Emeterio,es,MF,,Cádiz,La Liga,26,1997,1.7,1,1,1,100.0,0.59,0.59,1.00,1.00,5.0,0,0,0,0.1,0.1,0.06,+0.9,+0.9
2331,Antonio Sanabria,py,FW,MF,Torino,it Serie A,27,1996,23.7,5,52,14,26.9,2.19,0.59,0.06,0.21,12.7,0,2,2,9.3,7.7,0.15,-4.3,-4.7
2332,Oihan Sancet,es,MF,,Athletic Club,La Liga,23,2000,21.9,4,41,11,26.8,1.87,0.50,0.10,0.36,15.6,0,0,1,6.3,5.5,0.13,-2.3,-1.5
2333,Renato Sanches,pt,MF,,Roma,it Serie A,25,1997,1.6,1,2,1,50.0,1.23,0.62,0.50,1.00,19.1,0,0,0,0.1,0.1,0.04,+0.9,+0.9
2334,Ricard Sánchez,es,DF,,Granada,La Liga,23,2000,25.5,3,14,5,35.7,0.55,0.20,0.21,0.60,19.0,0,0,0,1.0,1.0,0.07,+2.0,+2.0
2335,Alexis Sánchez,cl,FW,MF,Inter,it Serie A,34,1988,8.5,2,17,5,29.4,2.01,0.59,0.06,0.20,16.4,2,1,1,3.2,2.5,0.14,-1.2,-1.5
