Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
555,Conor Coady,eng,DF,,Everton,Premier League,29,1993,23.3,1,4,2,50.0,0.17,0.09,0.25,0.50,8.5,0,0,0,0.8,0.8,0.21,+0.2,+0.2
556,Nicolò Cocetta,it,DF,,Udinese,Serie A,18,2003,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
557,Marcus Coco,fr,FW,MF,Nantes,Ligue 1,26,1996,7.1,1,7,1,14.3,0.98,0.14,0.14,1.00,13.6,0,0,0,1.1,1.1,0.16,-0.1,-0.1
558,Alexandre Coeff,fr,DF,,Auxerre,Ligue 1,30,1992,6.5,0,1,0,0.0,0.15,0.00,0.00,,9.2,0,0,0,0.1,0.1,0.08,-0.1,-0.1
559,Jack Colback,eng,MF,,Nott'ham Forest,Premier League,32,1989,5.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
560,Séamus Coleman,ie,DF,,Everton,Premier League,33,1988,18.4,1,7,2,28.6,0.38,0.11,0.14,0.50,21.9,0,0,0,0.4,0.4,0.05,+0.6,+0.6
561,David Čolina,hr,DF,FW,Augsburg,Bundesliga,22,2000,1.8,1,1,1,100.0,0.54,0.54,1.00,1.00,8.4,0,0,0,0.4,0.4,0.44,+0.6,+0.6
562,Álex Collado,es,MF,,Elche,La Liga,23,1999,8.0,1,17,6,35.3,2.12,0.75,0.06,0.17,22.9,0,0,0,0.6,0.6,0.04,+0.4,+0.4
563,Diego Collado,es,FW,,Villarreal,La Liga,21,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
564,Omar Colley,gm,DF,,Sampdoria,Serie A,29,1992,15.4,1,6,4,66.7,0.39,0.26,0.17,0.25,9.0,0,0,0,1.2,1.2,0.20,-0.2,-0.2
565,Nathan Collins,ie,DF,,Wolves,Premier League,21,2001,20.2,0,3,0,0.0,0.15,0.00,0.00,,9.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2
566,Lorenzo Colombo,it,FW,,Lecce,Serie A,20,2002,16.8,5,43,11,25.6,2.55,0.65,0.09,0.36,16.8,0,1,2,6.2,4.6,0.11,-1.2,-0.6
567,Andrea Colpani,it,MF,,Monza,Serie A,23,1999,10.5,4,25,10,40.0,2.37,0.95,0.16,0.40,19.1,0,0,0,2.1,2.1,0.09,+1.9,+1.9
568,Levi Colwill,eng,DF,,Brighton,Premier League,19,2003,13.6,0,8,0,0.0,0.59,0.00,0.00,,7.0,0,0,0,1.4,1.4,0.18,-1.4,-1.4
569,Kingsley Coman,fr,FW,MF,Bayern Munich,Bundesliga,26,1996,15.7,8,49,17,34.7,3.13,1.09,0.16,0.47,18.6,0,0,0,4.6,4.6,0.09,+3.4,+3.4
570,Eray Cömert,ch,DF,,Valencia,La Liga,24,1998,18.6,1,10,6,60.0,0.54,0.32,0.10,0.17,18.2,0,0,0,0.5,0.5,0.05,+0.5,+0.5
571,Santi Comesaña,es,MF,,Rayo Vallecano,La Liga,25,1996,27.2,3,25,7,28.0,0.92,0.26,0.12,0.43,16.2,0,0,0,2.5,2.5,0.11,+0.5,+0.5
572,Andrea Consigli,it,GK,,Sassuolo,Serie A,35,1987,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
573,Abdu Conté,pt,DF,,Troyes,Ligue 1,24,1998,14.6,1,4,2,50.0,0.27,0.14,0.25,0.50,15.3,0,0,0,0.6,0.6,0.14,+0.4,+0.4
574,Andrea Conti,it,DF,,Sampdoria,Serie A,28,1994,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
575,Lewis Cook,eng,MF,,Bournemouth,Premier League,25,1997,19.1,0,6,0,0.0,0.31,0.00,0.00,,28.7,2,0,0,0.2,0.2,0.04,-0.2,-0.2
Rk,Player,nation,Pos,,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
576,Steve Cook,eng,DF,,Nott'ham Forest,Premier League,31,1991,10.6,0,3,0,0.0,0.28,0.00,0.00,,14.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
577,Liam Cooper,sct,DF,,Leeds United,Premier League,30,1991,15.8,1,10,2,20.0,0.63,0.13,0.10,0.50,9.5,0,0,0,1.0,1.0,0.11,0.0,0.0
578,Copete,es,DF,,Mallorca,La Liga,22,1999,24.5,1,6,1,16.7,0.24,0.04,0.17,1.00,7.8,0,0,0,1.0,0.5,0.09,0.0,+0.5
579,Diego Coppola,it,DF,,Hellas Verona,Serie A,18,2003,13.1,0,3,0,0.0,0.23,0.00,0.00,,11.8,0,0,0,0.3,0.3,0.11,-0.3,-0.3
580,Francis Coquelin,fr,MF,,Villarreal,La Liga,31,1991,8.3,1,7,1,14.3,0.84,0.12,0.14,1.00,15.5,0,0,0,1.0,1.0,0.14,0.0,0.0
581,Sébastien Corchia,fr,DF,,Nantes,Ligue 1,31,1990,8.7,0,5,2,40.0,0.57,0.23,0.00,0.00,27.4,1,0,0,0.2,0.2,0.03,-0.2,-0.2
582,Alex Cordaz,it,GK,,Inter,Serie A,39,1983,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
583,Maxwel Cornet,ci,FW,,West Ham,Premier League,25,1996,2.7,0,9,2,22.2,3.31,0.73,0.00,0.00,12.5,0,0,0,1.3,1.3,0.14,-1.3,-1.3
584,Jesús Corona,mx,FW,,Sevilla,La Liga,29,1993,1.2,1,1,1,100.0,0.81,0.81,1.00,1.00,11.8,0,0,0,0.5,0.5,0.46,+0.5,+0.5
585,Ángel Correa,ar,FW,MF,Atlético Madrid,La Liga,27,1995,16.2,9,43,18,41.9,2.66,1.11,0.21,0.50,15.3,0,0,0,7.1,7.1,0.17,+1.9,+1.9
586,Joaquín Correa,ar,FW,,Inter,Serie A,27,1994,10.6,3,22,8,36.4,2.08,0.76,0.14,0.38,13.6,0,0,0,3.4,3.4,0.16,-0.4,-0.4
587,Thierry Correia,pt,DF,,Valencia,La Liga,23,1999,22.3,0,6,0,0.0,0.27,0.00,0.00,,19.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3
588,Alessandro Cortinovis,it,MF,,Hellas Verona,Serie A,21,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
589,Danny da Costa,de,DF,,Mainz 05,Bundesliga,29,1993,13.7,0,7,1,14.3,0.51,0.07,0.00,0.00,14.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5
590,David Costa,pt,MF,FW,Lens,Ligue 1,21,2001,15.6,1,26,7,26.9,1.66,0.45,0.04,0.14,17.6,3,0,0,2.8,2.8,0.11,-1.8,-1.8
591,Diego Costa,es,FW,,Wolves,Premier League,33,1988,13.8,1,28,14,50.0,2.03,1.02,0.04,0.07,12.0,0,0,0,3.2,3.2,0.11,-2.2,-2.2
592,Jaume Costa,es,DF,,Mallorca,La Liga,34,1988,28.9,0,11,6,54.5,0.38,0.21,0.00,0.00,15.7,0,0,0,1.0,1.0,0.09,-1.0,-1.0
593,Logan Costa,cv,DF,,Toulouse,Ligue 1,21,2001,4.6,0,5,2,40.0,1.08,0.43,0.00,0.00,8.6,0,0,0,0.6,0.6,0.12,-0.6,-0.6
594,Nuno da Costa,cv,FW,MF,Auxerre,Ligue 1,31,1991,22.3,5,39,14,35.9,1.75,0.63,0.13,0.36,15.7,0,0,0,4.6,4.6,0.12,+0.4,+0.4
595,Samu Costa,pt,MF,,Almería,La Liga,21,2000,22.1,1,20,7,35.0,0.90,0.32,0.05,0.14,20.0,2,0,0,1.7,1.7,0.08,-0.7,-0.7
596,Benoît Costil,fr,GK,,Auxerre,Ligue 1,35,1987,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
597,Vladimír Coufal,cz,DF,,West Ham,Premier League,29,1992,23.7,0,6,0,0.0,0.25,0.00,0.00,,25.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3
598,Lassana Coulibaly,ml,MF,,Salernitana,Serie A,26,1996,32.1,3,16,6,37.5,0.50,0.19,0.19,0.50,20.8,0,0,0,0.8,0.8,0.05,+2.2,+2.2
599,Soumaïla Coulibaly,fr,DF,,Dortmund,Bundesliga,18,2003,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
600,Tanguy Coulibaly,fr,FW,DF,Stuttgart,Bundesliga,21,2001,3.6,4,11,6,54.5,3.04,1.66,0.27,0.50,19.4,0,1,1,2.3,1.5,0.14,+1.7,+1.5
Rk,Player,nation,Pos,,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
601,Thibaut Courtois,be,GK,,Real Madrid,La Liga,30,1992,31.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
602,Mathieu Coutadeur,fr,MF,,Ajaccio,Ligue 1,36,1986,21.6,0,4,0,0.0,0.18,0.00,0.00,,29.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1
603,Philippe Coutinho,br,MF,FW,Aston Villa,Premier League,30,1992,8.8,1,21,8,38.1,2.40,0.91,0.05,0.13,21.6,2,0,0,1.4,1.4,0.07,-0.4,-0.4
604,Yan Couto,br,DF,MF,Girona,La Liga,20,2002,12.9,1,8,1,12.5,0.62,0.08,0.13,1.00,20.2,0,0,0,0.5,0.5,0.07,+0.5,+0.5
605,Conor Coventry,ie,MF,FW,West Ham,Premier League,22,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
606,Nicolas Cozza,fr,DF,,Montpellier,Ligue 1,23,1999,14.2,2,7,4,57.1,0.49,0.28,0.29,0.50,10.0,0,0,0,1.4,1.4,0.20,+0.6,+0.6
607,Nicolas Cozza,fr,DF,,Wolfsburg,Bundesliga,23,1999,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
608,Alessio Cragno,it,GK,,Monza,Serie A,28,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
609,Matthew Craig,sct,MF,,Tottenham,Premier League,19,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
610,Aaron Cresswell,eng,DF,,West Ham,Premier League,32,1989,24.8,0,9,1,11.1,0.36,0.04,0.00,0.00,22.5,4,0,0,0.3,0.3,0.04,-0.3,-0.3
611,Bryan Cristante,it,MF,DF,Roma,Serie A,27,1995,32.6,1,28,5,17.9,0.86,0.15,0.04,0.20,16.8,0,0,1,2.6,1.9,0.07,-1.6,-0.9
612,Domen Črnigoj,si,MF,,Salernitana,Serie A,26,1995,3.3,0,1,0,0.0,0.30,0.00,0.00,,6.9,0,0,0,0.1,0.1,0.10,-0.1,-0.1
613,Juan Cruz Armada,es,DF,,Osasuna,La Liga,30,1992,22.9,0,2,0,0.0,0.09,0.00,0.00,,16.0,0,0,0,0.2,0.2,0.12,-0.2,-0.2
614,Juan Cruz,es,FW,,Betis,La Liga,22,2000,2.0,1,5,2,40.0,2.53,1.01,0.20,0.50,16.4,0,0,0,0.5,0.5,0.09,+0.5,+0.5
615,Juan Cuadrado,co,DF,FW,Juventus,Serie A,34,1988,23.1,1,32,10,31.3,1.39,0.43,0.03,0.10,21.0,6,0,0,1.4,1.4,0.04,-0.4,-0.4
616,Marc Cucurella,es,DF,,Chelsea,Premier League,24,1998,18.6,0,7,0,0.0,0.38,0.00,0.00,,19.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4
617,Jorge Cuenca,es,DF,,Villarreal,La Liga,22,1999,5.6,0,4,0,0.0,0.71,0.00,0.00,,10.9,0,0,0,0.4,0.4,0.11,-0.4,-0.4
618,Braian Cufré,ar,DF,,Mallorca,La Liga,25,1996,2.4,0,3,0,0.0,1.23,0.00,0.00,,21.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
619,Mickaël Cuisance,fr,MF,,Sampdoria,Serie A,22,1999,6.9,0,10,2,20.0,1.46,0.29,0.00,0.00,21.5,1,0,0,0.5,0.5,0.05,-0.5,-0.5
620,Matheus Cunha,br,FW,,Wolves,Premier League,23,1999,10.7,2,26,7,26.9,2.42,0.65,0.08,0.29,19.4,0,0,0,2.0,2.0,0.08,0.0,0.0
621,Matheus Cunha,br,FW,MF,Atlético Madrid,La Liga,23,1999,4.2,0,12,8,66.7,2.86,1.91,0.00,0.00,16.1,0,0,0,1.4,1.4,0.12,-1.4,-1.4
622,Curro,es,MF,,Almería,La Liga,26,1996,0.5,0,1,1,100.0,2.09,2.09,0.00,0.00,15.9,0,0,0,0.1,0.1,0.09,-0.1,-0.1
623,Marco D'Alessandro,it,DF,FW,Monza,Serie A,31,1991,3.2,0,4,1,25.0,1.24,0.31,0.00,0.00,16.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3
624,Danilo D'Ambrosio,it,DF,,Inter,Serie A,33,1988,8.1,0,3,2,66.7,0.37,0.25,0.00,0.00,8.4,0,0,0,0.3,0.3,0.09,-0.3,-0.3
625,Luca D'Andrea,it,FW,,Sassuolo,Serie A,17,2004,3.5,0,7,3,42.9,1.99,0.85,0.00,0.00,17.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Rk,Player,nation,Pos,,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
626,Damien Da Silva,fr,DF,,Lyon,Ligue 1,34,1988,3.8,0,2,0,0.0,0.53,0.00,0.00,,13.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
627,Moanes Dabbur,il,FW,,Hoffenheim,Bundesliga,30,1992,10.4,6,22,14,63.6,2.12,1.35,0.27,0.43,15.0,0,0,0,3.5,3.5,0.16,+2.5,+2.5
628,Andréa Dacourt,fr,MF,,Nice,Ligue 1,17,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
629,Colin Dagba,fr,DF,MF,Strasbourg,Ligue 1,23,1998,10.6,0,5,0,0.0,0.47,0.00,0.00,,16.3,0,0,0,0.4,0.4,0.07,-0.4,-0.4
630,Finn Dahmen,de,GK,,Mainz 05,Bundesliga,24,1998,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
631,Mahmoud Dahoud,de,MF,,Dortmund,Bundesliga,26,1996,3.7,0,6,1,16.7,1.60,0.27,0.00,0.00,26.2,1,0,0,0.4,0.4,0.07,-0.4,-0.4
632,Patson Daka,zm,FW,,Leicester City,Premier League,23,1998,13.2,4,30,16,53.3,2.27,1.21,0.13,0.25,14.6,0,0,0,3.5,3.5,0.12,+0.5,+0.5
633,Thijs Dallinga,nl,FW,,Toulouse,Ligue 1,21,2000,26.1,12,61,30,49.2,2.33,1.15,0.20,0.40,12.1,0,0,0,9.8,9.8,0.16,+2.2,+2.2
634,Diogo Dalot,pt,DF,,Manchester Utd,Premier League,23,1999,23.9,1,22,7,31.8,0.92,0.29,0.05,0.14,19.9,0,0,0,2.5,2.5,0.11,-1.5,-1.5
635,Muhammed Damar,de,MF,,Hoffenheim,Bundesliga,18,2004,1.8,0,1,0,0.0,0.57,0.00,0.00,,10.4,0,0,0,0.1,0.1,0.11,-0.1,-0.1
636,Mikkel Damsgaard,dk,MF,FW,Brentford,Premier League,22,2000,11.0,0,12,5,41.7,1.09,0.46,0.00,0.00,15.0,0,0,0,2.6,2.6,0.22,-2.6,-2.6
637,Flavius Daniliuc,at,DF,,Salernitana,Serie A,21,2001,24.4,0,10,4,40.0,0.41,0.16,0.00,0.00,13.1,1,0,0,0.6,0.6,0.07,-0.6,-0.6
638,Flavius Daniliuc,at,DF,,Nice,Ligue 1,21,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
639,Danilo,br,MF,,Nott'ham Forest,Premier League,21,2001,10.8,3,15,4,26.7,1.38,0.37,0.20,0.75,20.4,0,0,0,1.5,1.5,0.10,+1.5,+1.5
640,Danilo,br,DF,,Juventus,Serie A,31,1991,35.4,3,32,5,15.6,0.90,0.14,0.09,0.60,15.0,1,0,0,2.8,2.8,0.09,+0.2,+0.2
641,Arnaut Danjuma,nl,FW,MF,Tottenham,Premier League,25,1997,1.9,1,6,3,50.0,3.20,1.60,0.17,0.33,14.2,0,0,0,0.8,0.8,0.14,+0.2,+0.2
642,Arnaut Danjuma,nl,FW,,Villarreal,La Liga,25,1997,5.3,2,11,4,36.4,2.07,0.75,0.09,0.25,16.7,0,1,1,2.7,1.9,0.17,-0.7,-0.9
643,Kévin Danois,fr,MF,,Auxerre,Ligue 1,18,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
644,Kevin Danso,at,DF,,Lens,Ligue 1,23,1998,35.9,1,24,4,16.7,0.67,0.11,0.04,0.25,14.9,0,0,0,2.5,2.4,0.10,-1.5,-1.4
645,Dante,br,DF,,Nice,Ligue 1,38,1983,36.7,1,23,5,21.7,0.63,0.14,0.04,0.20,13.8,0,0,0,1.5,1.5,0.07,-0.5,-0.5
646,Márton Dárdai,hu,DF,MF,Hertha BSC,Bundesliga,20,2002,10.5,1,2,1,50.0,0.19,0.10,0.50,1.00,22.2,0,0,0,0.1,0.1,0.04,+0.9,+0.9
647,Sergi Darder,es,MF,,Espanyol,La Liga,28,1993,36.9,6,39,13,33.3,1.06,0.35,0.15,0.46,22.6,0,0,0,3.5,3.5,0.09,+2.5,+2.5
648,Achraf Dari,ma,DF,,Brest,Ligue 1,23,1999,14.6,1,4,2,50.0,0.27,0.14,0.25,0.50,15.4,0,0,0,0.4,0.4,0.09,+0.6,+0.6
649,Vladimír Darida,cz,MF,,Hertha BSC,Bundesliga,31,1990,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
650,Matteo Darmian,it,DF,,Inter,Serie A,32,1989,22.5,1,7,1,14.3,0.31,0.04,0.14,1.00,20.5,0,0,0,1.0,1.0,0.14,0.0,0.0
Rk,Player,nation,Pos,,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
651,Josh Dasilva,eng,MF,,Brentford,Premier League,23,1998,15.4,4,18,6,33.3,1.17,0.39,0.22,0.67,19.8,0,0,0,1.5,1.5,0.09,+2.5,+2.5
652,David Datro Fofana,ci,FW,,Chelsea,Premier League,19,2002,0.8,0,3,1,33.3,3.86,1.29,0.00,0.00,19.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2
653,Juan David Cabal,co,DF,,Hellas Verona,Serie A,21,2001,4.9,0,1,1,100.0,0.20,0.20,0.00,0.00,32.6,0,0,0,0.0,0.0,0.02,0.0,0.0
654,Jonathan David,ca,FW,,Lille,Ligue 1,22,2000,35.2,24,95,44,46.3,2.70,1.25,0.15,0.32,15.8,0,10,11,23.6,15.1,0.16,+0.4,-1.1
655,Alphonso Davies,ca,DF,,Bayern Munich,Bundesliga,21,2000,22.7,1,19,8,42.1,0.84,0.35,0.05,0.13,18.6,0,0,0,1.7,1.7,0.09,-0.7,-0.7
656,Ben Davies,wls,DF,,Tottenham,Premier League,29,1993,25.4,2,14,5,35.7,0.55,0.20,0.14,0.40,16.7,0,0,0,1.0,1.0,0.07,+1.0,+1.0
657,Tom Davies,eng,MF,,Everton,Premier League,24,1998,6.0,0,9,2,22.2,1.51,0.33,0.00,0.00,15.7,0,0,0,1.2,1.2,0.13,-1.2,-1.2
658,Paweł Dawidowicz,pl,DF,,Hellas Verona,Serie A,27,1995,18.1,1,11,2,18.2,0.61,0.11,0.09,0.50,10.7,0,0,0,1.1,1.1,0.10,-0.1,-0.1
659,Craig Dawson,eng,DF,,West Ham,Premier League,32,1990,8.0,0,6,1,16.7,0.75,0.12,0.00,0.00,15.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5
660,Craig Dawson,eng,DF,,Wolves,Premier League,32,1990,15.7,1,11,2,18.2,0.70,0.13,0.09,0.50,11.5,0,0,0,1.0,1.0,0.09,0.0,0.0
661,Kevin De Bruyne,be,MF,,Manchester City,Premier League,31,1991,26.9,7,65,21,32.3,2.42,0.78,0.11,0.33,23.0,7,0,0,5.6,5.6,0.09,+1.4,+1.4
662,Charles De Ketelaere,be,MF,FW,Milan,Serie A,21,2001,12.4,0,19,3,15.8,1.53,0.24,0.00,0.00,12.5,0,0,0,2.0,2.0,0.11,-2.0,-2.0
663,Manuel De Luca,it,FW,MF,Sampdoria,Serie A,24,1998,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
664,Tommaso De Nipoti,it,MF,,Atalanta,Serie A,19,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
665,Rodrigo De Paul,ar,MF,,Atlético Madrid,La Liga,28,1994,21.4,2,21,5,23.8,0.98,0.23,0.10,0.40,24.5,1,0,0,1.6,1.6,0.07,+0.4,+0.4
666,Mattia De Sciglio,it,DF,,Juventus,Serie A,29,1992,11.6,0,4,0,0.0,0.35,0.00,0.00,,27.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1
667,Lorenzo De Silvestri,it,DF,,Bologna,Serie A,34,1988,7.5,1,5,3,60.0,0.67,0.40,0.20,0.33,12.0,0,0,0,0.6,0.6,0.13,+0.4,+0.4
668,Thibault De Smet,be,DF,,Reims,Ligue 1,24,1998,19.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
669,Koni De Winter,be,DF,,Empoli,Serie A,20,2002,11.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
670,Grégoire Defrel,mq,FW,,Sassuolo,Serie A,31,1991,13.0,2,16,10,62.5,1.23,0.77,0.13,0.20,11.8,0,0,0,3.5,3.5,0.22,-1.5,-1.5
671,Duccio Degl'Innocenti,it,MF,,Empoli,Serie A,19,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
672,Brecht Dejaegere,be,MF,,Toulouse,Ligue 1,31,1991,20.1,4,23,7,30.4,1.14,0.35,0.17,0.57,14.6,0,0,0,2.6,2.6,0.11,+1.4,+1.4
673,Romain Del Castillo,fr,MF,FW,Brest,Ligue 1,26,1996,15.8,6,31,11,35.5,1.96,0.70,0.03,0.09,20.7,3,5,5,6.3,2.4,0.08,-0.3,-1.4
674,Alberto Del Moral,es,MF,,Villarreal,La Liga,22,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
675,Thomas Delaine,fr,DF,MF,Strasbourg,Ligue 1,30,1992,11.9,0,6,4,66.7,0.51,0.34,0.00,0.00,18.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Rk,Player,nation,Pos,,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
676,Thomas Delaney,dk,MF,,Sevilla,La Liga,30,1991,3.4,0,3,1,33.3,0.87,0.29,0.00,0.00,18.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
677,Thomas Delaney,dk,MF,,Hoffenheim,Bundesliga,30,1991,3.3,0,1,0,0.0,0.30,0.00,0.00,,20.0,0,0,0,0.1,0.1,0.11,-0.1,-0.1
678,Sacha Delaye,fr,FW,MF,Montpellier,Ligue 1,20,2002,0.2,1,2,1,50.0,9.00,4.50,0.50,1.00,20.4,0,0,0,0.1,0.1,0.03,+0.9,+0.9
679,Fran Delgado,es,DF,,Betis,La Liga,21,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
680,Andy Delort,dz,FW,,Nice,Ligue 1,30,1991,8.7,6,23,8,34.8,2.65,0.92,0.13,0.38,16.4,1,3,3,5.4,3.0,0.13,+0.6,0.0
681,Andy Delort,dz,FW,,Nantes,Ligue 1,30,1991,5.2,0,18,10,55.6,3.45,1.92,0.00,0.00,16.1,2,0,0,2.5,2.5,0.14,-2.5,-2.5
682,Karamoko Dembélé,eng,FW,MF,Brest,Ligue 1,19,2003,2.0,0,4,2,50.0,2.01,1.01,0.00,0.00,16.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2
683,Moussa Dembélé,fr,FW,MF,Lyon,Ligue 1,26,1996,9.7,3,28,13,46.4,2.87,1.33,0.11,0.23,13.3,0,0,0,3.8,3.8,0.14,-0.8,-0.8
684,Ousmane Dembélé,fr,FW,,Barcelona,La Liga,25,1997,15.7,5,49,16,32.7,3.13,1.02,0.10,0.31,16.7,0,0,0,3.9,3.9,0.08,+1.1,+1.1
685,Siriki Dembélé,ci,FW,MF,Bournemouth,Premier League,25,1996,1.2,0,2,2,100.0,1.64,1.64,0.00,0.00,16.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2
686,Siriki Dembélé,ci,MF,FW,Auxerre,Ligue 1,25,1996,4.1,0,5,2,40.0,1.21,0.48,0.00,0.00,21.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3
687,Merih Demiral,tr,DF,,Atalanta,Serie A,24,1998,17.1,1,6,1,16.7,0.35,0.06,0.17,1.00,13.7,0,0,0,0.7,0.7,0.12,+0.3,+0.3
688,Kerem Demirbay,de,MF,,Leverkusen,Bundesliga,29,1993,17.2,4,31,6,19.4,1.81,0.35,0.13,0.67,24.3,8,0,0,2.2,2.2,0.07,+1.8,+1.8
689,Ermedin Demirović,ba,FW,MF,Augsburg,Bundesliga,24,1998,26.3,8,63,23,36.5,2.40,0.87,0.11,0.30,15.2,0,1,1,7.5,6.8,0.11,+0.5,+0.2
690,Diego Demme,de,MF,,Napoli,Serie A,30,1991,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
691,Sepp van den Berg,nl,DF,,Schalke 04,Bundesliga,20,2001,7.7,1,5,1,20.0,0.65,0.13,0.20,1.00,13.0,0,0,0,0.6,0.6,0.12,+0.4,+0.4
692,Branco van den Boomen,nl,MF,,Toulouse,Ligue 1,27,1995,32.1,5,48,20,41.7,1.50,0.62,0.02,0.05,25.1,16,4,4,6.0,2.9,0.06,-1.0,-1.9
693,Leander Dendoncker,be,MF,,Aston Villa,Premier League,27,1995,7.7,0,2,0,0.0,0.26,0.00,0.00,,26.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
694,Leander Dendoncker,be,MF,,Wolves,Premier League,27,1995,2.4,0,3,2,66.7,1.26,0.84,0.00,0.00,16.7,0,0,0,0.7,0.7,0.22,-0.7,-0.7
695,Emmanuel Dennis,ng,FW,MF,Nott'ham Forest,Premier League,24,1997,8.0,2,21,7,33.3,2.62,0.87,0.10,0.29,13.2,2,0,0,1.9,1.9,0.09,+0.1,+0.1
696,Fabio Depaoli,it,DF,,Hellas Verona,Serie A,25,1997,24.1,2,19,4,21.1,0.79,0.17,0.11,0.50,16.0,0,0,0,1.7,1.7,0.09,+0.3,+0.3
697,Fabio Depaoli,it,DF,MF,Sampdoria,Serie A,25,1997,1.5,0,2,0,0.0,1.32,0.00,0.00,,13.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2
