Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
1306,Kenedy,br,FW,Granada,La Liga,24,1996,16.3,551,15,109,196,258,23,551,70,37,52.9,33,47.1,302,2065,932,30,18,8,38,38,287,59
1307,Jonjoe Kenny,eng,DF,Everton,Premier League,23,1997,0.9,69,3,14,25,31,4,69,0,0,,0,,27,115,58,2,2,0,3,0,42,7
1308,Franck Kessié,ci,MF,Milan,it Serie A,23,1996,35.8,2425,115,579,1441,442,89,2412,54,43,79.6,11,20.4,1426,7839,3715,64,51,6,53,40,1692,57
1309,Reda Khadra,de,MF,Brighton,Premier League,19,2001,0.1,1,0,0,0,1,1,1,0,0,,0,,1,35,31,1,0,1,0,0,1,1
1310,Omar Khailoti,it,DF,Bologna,it Serie A,18,2001,0.3,22,2,7,8,7,0,22,0,0,,0,,19,66,30,0,1,0,0,0,17,3
1311,Saîf-Eddine Khaoui,tn,FW,Marseille,Ligue 1,25,1995,6.7,358,6,79,163,118,12,358,16,9,56.3,7,43.8,182,747,317,7,9,0,15,7,191,39
1312,Wahbi Khazri,tn,FW,Saint-Étienne,Ligue 1,29,1991,13.1,561,13,66,290,227,34,558,59,26,44.1,33,55.9,374,2472,1112,37,28,8,40,25,395,64
1313,Rani Khedira,de,MF,Augsburg,Bundesliga,26,1994,20.2,837,64,297,446,96,15,837,2,2,100.0,0,0.0,356,1465,548,9,7,1,16,6,449,15
1314,Sami Khedira,de,MF,Hertha BSC,Bundesliga,33,1987,4.4,259,12,92,145,24,4,259,2,2,100.0,0,0.0,129,519,240,3,2,0,5,2,163,7
1315,Kiké,es,FW,Eibar,La Liga,30,1989,34.3,1336,33,73,541,733,141,1336,54,36,66.7,18,33.3,771,3263,914,36,33,9,140,64,1071,247
1316,Luca Kilian,de,DF,Mainz 05,Bundesliga,20,1999,4.2,260,26,146,109,5,2,260,0,0,,0,,159,726,384,2,1,0,0,0,164,0
1317,Max Kilman,eng,DF,Wolves,Premier League,23,1997,14.6,877,77,386,453,41,9,877,8,7,87.5,1,12.5,550,2671,1676,11,7,0,4,2,628,2
1318,Joshua Kimmich,de,MF,Bayern Munich,Bundesliga,25,1995,24.4,2366,76,411,1288,689,26,2366,37,29,78.4,8,21.6,1401,8811,4102,54,53,5,41,20,1645,66
1319,Presnel Kimpembe,fr,DF,Paris S-G,Ligue 1,24,1995,25.6,2178,180,856,1277,55,11,2178,12,9,75.0,3,25.0,1445,6857,4061,13,10,0,14,4,1673,1
1320,Joshua King,no,MF,Everton,Premier League,28,1992,1.6,80,0,10,34,39,6,80,7,4,57.1,3,42.9,45,346,165,9,7,1,9,6,56,20
1321,Simon Kjær,dk,DF,Milan,it Serie A,31,1989,26.6,1781,261,942,809,40,20,1781,0,0,,0,,962,4211,2388,8,4,2,10,0,1160,1
1322,Davy Klaassen,nl,MF,Werder Bremen,Bundesliga,27,1993,2.5,87,4,12,46,29,2,87,3,1,33.3,2,66.7,30,105,47,1,1,0,4,3,39,2
1323,Felix Klaus,de,DF,Wolfsburg,Bundesliga,27,1992,1.5,95,6,23,46,28,1,95,1,0,0.0,1,100.0,45,245,114,2,1,1,2,0,52,5
1324,Klauss,br,MF,Hoffenheim,Bundesliga,23,1997,0.6,27,0,0,9,18,1,27,0,0,,0,,8,31,15,1,1,0,1,3,21,3
1325,Ragnar Klavan,ee,DF,Cagliari,it Serie A,34,1985,8.6,492,67,265,207,23,6,492,0,0,,0,,248,1411,738,2,5,0,8,0,299,2
1326,Philipp Klement,de,MF,Stuttgart,Bundesliga,27,1992,4.7,416,10,61,236,122,4,416,9,6,66.7,3,33.3,219,1391,636,13,8,0,13,9,275,26
1327,Mateusz Klich,pl,MF,Leeds United,Premier League,30,1990,26.6,1753,27,240,880,655,56,1751,27,13,48.1,14,51.9,1011,5531,2617,70,69,4,40,22,1255,152
1328,Mateo Klimowicz,de,MF,Stuttgart,Bundesliga,20,2000,13.3,457,1,44,196,221,43,457,38,22,57.9,16,42.1,317,1853,1013,35,24,15,28,30,357,74
1329,Fabian Klos,de,FW,Arminia,Bundesliga,32,1987,30.1,1135,35,84,542,516,131,1133,34,8,23.5,26,76.5,551,2371,955,24,22,4,83,29,843,141
1330,Lukas Klostermann,de,DF,RB Leipzig,Bundesliga,24,1996,16.1,1322,72,388,781,156,23,1322,11,6,54.5,5,45.5,766,3479,1977,13,18,0,7,4,919,23
1331,Justin Kluivert,nl,MF,Roma,it Serie A,21,1999,0.2,10,0,3,5,2,0,10,0,0,,0,,4,40,21,1,0,0,1,0,5,1
1332,Justin Kluivert,nl,FW,RB Leipzig,Bundesliga,21,1999,9.0,350,2,18,119,213,61,350,40,22,55.0,18,45.0,232,1691,816,42,19,25,22,13,280,108
1333,Lukas Klünter,de,DF,Hertha BSC,Bundesliga,24,1996,11.0,617,30,255,318,50,3,617,10,7,70.0,3,30.0,341,1837,871,14,8,0,7,2,367,15
1334,Ansgar Knauff,de,MF,Dortmund,Bundesliga,18,2002,0.8,42,1,6,16,21,5,42,9,6,66.7,3,33.3,28,313,191,9,3,2,2,1,31,7
1335,Robin Knoche,de,DF,Union Berlin,Bundesliga,28,1992,33.8,2424,247,1306,1079,53,21,2424,12,8,66.7,4,33.3,1365,7297,4005,16,7,0,15,7,1499,2
1336,Gregor Kobel,ch,GK,Stuttgart,Bundesliga,22,1997,33.0,1301,1110,1298,3,0,0,1301,1,1,100.0,0,0.0,710,3637,1941,0,0,0,0,0,600,0
1337,Robin Koch,de,DF,Leeds United,Premier League,24,1996,12.6,910,119,470,399,46,11,910,6,4,66.7,2,33.3,549,2928,1958,8,8,0,5,0,606,3
1338,Giorgi Kochorashvili,ge,MF,Levante,La Liga,21,1999,0.3,15,0,2,6,7,0,15,0,0,,0,,9,30,16,0,0,0,0,0,13,1
1339,Kenan Kodro,ba,FW,Valladolid,La Liga,26,1993,5.1,158,6,14,85,61,15,158,10,4,40.0,6,60.0,90,430,111,4,3,2,8,9,124,15
1340,Kenan Kodro,ba,FW,Athletic Club,La Liga,26,1993,0.5,12,0,0,7,5,1,11,1,1,100.0,0,0.0,6,46,29,1,0,0,0,0,12,2
1341,Dominik Kohr,de,MF,Mainz 05,Bundesliga,26,1994,14.1,716,36,157,414,146,20,716,8,4,50.0,4,50.0,303,1378,688,17,16,4,23,15,387,25
1342,Dominik Kohr,de,MF,Eint Frankfurt,Bundesliga,26,1994,2.9,223,8,33,126,65,7,223,4,3,75.0,1,25.0,85,406,190,6,3,1,7,0,139,12
1343,Koba Koindredi,fr,MF,Valencia,La Liga,18,2001,0.2,13,0,3,10,0,0,13,0,0,,0,,9,65,20,0,0,0,0,1,10,0
1344,Koke,es,MF,Atlético Madrid,La Liga,28,1992,33.6,2771,63,486,1732,571,29,2771,36,26,72.2,10,27.8,1549,6350,3145,39,40,5,41,33,2060,42
1345,Aleksandr Kokorin,ru,FW,Fiorentina,it Serie A,29,1991,1.0,33,0,4,13,16,1,33,0,0,,0,,20,82,50,2,2,1,0,1,23,9
1346,Aleksandar Kolarov,rs,DF,Inter,it Serie A,34,1985,4.3,398,25,109,221,70,1,398,3,0,0.0,3,100.0,250,1549,1190,14,14,0,3,0,276,9
1347,Sead Kolašinac,ba,DF,Arsenal,Premier League,27,1993,1.0,69,2,13,39,17,2,69,0,0,,0,,31,110,62,2,0,1,0,0,50,9
1348,Sead Kolašinac,ba,DF,Schalke 04,Bundesliga,27,1993,15.8,872,49,270,416,192,29,872,24,15,62.5,9,37.5,439,2295,1470,33,19,6,19,8,520,61
1349,Randal Kolo Muani,fr,FW,Nantes,Ligue 1,21,1998,33.7,1022,33,81,442,517,159,1022,103,50,48.5,53,51.5,597,4041,2178,89,48,57,114,59,733,206
1350,Timothée Kolodziejczak,fr,DF,Saint-Étienne,Ligue 1,28,1991,22.6,1564,160,836,664,73,17,1564,3,2,66.7,1,33.3,871,4593,2666,12,7,0,10,3,967,5
1351,Ghislain Konan,ci,DF,Reims,Ligue 1,24,1995,29.0,1786,123,604,812,403,12,1786,73,43,58.9,30,41.1,909,6515,4021,106,71,4,34,24,1010,127
1352,Ibrahima Konaté,fr,DF,RB Leipzig,Bundesliga,21,1999,7.7,628,57,268,338,25,9,628,8,8,100.0,0,0.0,419,2365,1373,6,5,0,3,7,472,1
1353,Moussa Konaté,sn,FW,Dijon,Ligue 1,27,1993,13.3,403,7,28,206,170,47,401,10,5,50.0,5,50.0,241,887,257,10,11,7,36,12,307,72
1354,Geoffrey Kondogbia,cf,MF,Valencia,La Liga,27,1993,4.9,241,13,81,141,27,0,241,13,11,84.6,2,15.4,126,786,329,5,4,0,2,1,145,1
1355,Geoffrey Kondogbia,cf,MF,Atlético Madrid,La Liga,27,1993,6.8,466,17,113,317,43,5,466,12,10,83.3,2,16.7,260,1581,855,14,8,2,3,2,305,4
1356,Lamine Koné,ci,DF,Strasbourg,Ligue 1,31,1989,11.6,569,54,306,240,29,10,569,3,0,0.0,3,100.0,330,2058,1111,10,4,0,6,1,353,2
1357,Moussa Koné,sn,FW,Nîmes,Ligue 1,23,1996,19.5,492,7,25,287,186,66,492,48,27,56.3,21,43.8,289,1641,631,22,13,14,65,31,337,85
1358,Youssouf Koné,ml,DF,Elche,La Liga,25,1995,0.8,39,0,20,5,14,2,39,2,1,50.0,1,50.0,17,82,34,0,1,1,3,3,18,5
1359,Terence Kongolo,nl,DF,Fulham,Premier League,26,1994,1.0,54,5,26,27,2,1,54,0,0,,0,,14,53,35,0,0,0,0,0,30,1
1360,Ezri Konsa,eng,DF,Aston Villa,Premier League,22,1997,35.5,1660,315,961,631,73,34,1660,6,6,100.0,0,0.0,853,2982,1375,3,1,0,18,7,954,5
1361,Laurent Koscielny,fr,DF,Bordeaux,Ligue 1,34,1985,24.6,1594,224,907,664,28,13,1594,3,2,66.7,1,33.3,978,5006,2533,1,6,0,7,0,1040,3
1362,Filip Kostić,rs,DF,Eint Frankfurt,Bundesliga,27,1992,28.2,1931,36,287,793,878,105,1931,60,24,40.0,36,60.0,1001,6485,3297,124,81,33,61,36,1153,288
1363,Márk Kosznovszky,hu,MF,Parma,it Serie A,18,2002,1.0,49,1,11,20,18,1,49,0,0,,0,,24,105,51,2,1,0,0,0,30,3
1364,Christian Kouamé,ci,FW,Fiorentina,it Serie A,22,1997,11.1,467,5,32,203,236,53,467,27,16,59.3,11,40.7,258,1090,259,12,8,7,50,24,361,86
1365,Kalidou Koulibaly,sn,DF,Napoli,it Serie A,29,1991,24.5,1981,202,843,1087,70,18,1981,22,19,86.4,3,13.6,1306,6374,3585,22,21,2,8,6,1414,6
1366,Jules Koundé,fr,DF,Sevilla,La Liga,21,1998,33.1,2691,293,1159,1301,245,53,2691,40,30,75.0,10,25.0,1737,9090,5344,45,44,5,26,10,2015,26
1367,Boubakar Kouyaté,ml,DF,Metz,Ligue 1,23,1997,21.8,1215,187,791,398,34,21,1215,3,2,66.7,1,33.3,596,2831,1220,1,3,0,12,5,602,3
1368,Cheikhou Kouyaté,sn,DF,Crystal Palace,Premier League,30,1989,34.7,1625,215,938,633,64,24,1625,12,10,83.3,2,16.7,787,3288,1485,6,2,0,17,8,860,11
1369,Mateo Kovačić,hr,MF,Chelsea,Premier League,26,1994,20.2,1950,16,315,1290,365,15,1950,65,53,81.5,12,18.5,1306,7349,3617,51,54,3,26,23,1645,37
1370,Viktor Kovalenko,ua,FW,Atalanta,it Serie A,24,1996,0.0,4,1,2,2,0,0,4,0,0,,0,,1,4,0,0,0,0,1,0,2,1
1371,Emil Krafth,se,DF,Newcastle Utd,Premier League,25,1994,14.3,721,79,337,265,122,9,721,4,3,75.0,1,25.0,290,1368,648,12,10,2,9,4,347,25
1372,Andrej Kramarić,hr,FW,Hoffenheim,Bundesliga,29,1991,26.4,1267,11,94,551,632,133,1262,50,25,50.0,25,50.0,839,4968,2311,88,51,31,57,38,997,235
1373,Christoph Kramer,de,MF,Gladbach,Bundesliga,29,1991,22.6,1548,75,412,974,177,11,1548,34,23,67.6,11,32.4,779,3530,1791,20,10,3,23,9,997,17
1374,Jean-Philippe Krasso,ci,FW,Saint-Étienne,Ligue 1,23,1997,2.5,86,4,11,40,36,15,86,9,4,44.4,5,55.6,42,175,69,1,1,1,11,3,52,20
1375,Toni Kroos,de,MF,Real Madrid,La Liga,30,1990,23.5,2316,35,369,1321,640,26,2316,18,16,88.9,2,11.1,1451,6989,3618,43,57,9,14,8,1808,47
1376,Filip Krovinović,hr,MF,West Brom,Premier League,24,1995,6.1,424,6,69,255,109,4,424,9,8,88.9,1,11.1,212,1387,750,15,11,0,12,5,289,21
1377,Rade Krunić,ba,MF,Milan,it Serie A,26,1993,8.0,362,13,84,190,88,14,362,10,5,50.0,5,50.0,180,972,446,9,6,2,11,5,239,10
1378,Max Kruse,de,FW,Union Berlin,Bundesliga,32,1988,18.1,890,3,53,492,354,41,884,18,11,61.1,7,38.9,478,2582,1214,38,38,6,35,11,652,116
1379,Lukas Kübler,de,DF,Freiburg,Bundesliga,27,1992,9.8,521,44,195,223,106,5,521,10,7,70.0,3,30.0,219,1051,446,7,10,0,9,4,233,24
1380,Takefusa Kubo,jp,MF,Villarreal,La Liga,19,2001,3.3,186,3,22,68,104,17,186,16,12,75.0,4,25.0,134,1052,550,18,12,6,14,6,140,31
1381,Takefusa Kubo,jp,MF,Getafe,La Liga,19,2001,8.9,336,6,32,96,213,26,336,34,15,44.1,19,55.9,209,1267,637,21,14,11,33,20,224,57
1382,Juraj Kucka,sk,MF,Parma,it Serie A,33,1987,25.9,1250,44,208,673,378,56,1246,59,31,52.5,28,47.5,658,3326,1498,35,23,5,48,30,885,117
1383,Kuki,es,MF,Valladolid,La Liga,22,1998,0.3,13,0,0,8,5,0,13,0,0,,0,,8,18,6,1,0,0,3,0,9,1
1384,Dejan Kulusevski,se,MF,Juventus,it Serie A,20,2000,21.4,1022,6,109,384,550,117,1022,72,43,59.7,29,40.3,663,4910,2886,104,52,39,66,45,766,202
1385,Marash Kumbulla,al,DF,Roma,it Serie A,20,2000,15.1,907,68,373,500,37,9,907,4,4,100.0,0,0.0,537,2447,1328,9,8,0,7,3,664,3
1386,Pierre Kunde,cm,MF,Mainz 05,Bundesliga,25,1995,5.7,351,14,66,220,67,1,351,9,5,55.6,4,44.4,188,892,443,6,6,0,9,6,213,7
1387,Fabian Kunze,de,MF,Arminia,Bundesliga,22,1998,14.1,732,32,208,430,105,11,732,17,7,41.2,10,58.8,323,1439,767,13,14,3,14,8,390,17
1388,Jasmin Kurtić,si,MF,Parma,it Serie A,31,1989,30.4,1703,86,363,972,385,34,1703,19,14,73.7,5,26.3,971,4963,2437,53,46,3,29,14,1151,78
1389,Layvin Kurzawa,fr,DF,Paris S-G,Ligue 1,27,1992,14.2,1131,47,305,517,315,28,1131,22,14,63.6,8,36.4,620,2466,1239,32,23,3,25,14,740,121
1390,Dereck Kutesa,ch,MF,Reims,Ligue 1,22,1997,7.6,253,4,32,111,119,25,253,31,14,45.2,17,54.8,166,1514,741,30,15,14,21,13,189,68
1391,Ahmed Kutucu,tr,FW,Schalke 04,Bundesliga,20,2000,1.2,46,0,4,24,19,2,46,5,3,60.0,2,40.0,34,169,58,2,2,0,5,1,36,10
1392,Enock Kwateng,fr,DF,Bordeaux,Ligue 1,23,1997,11.5,796,44,265,410,129,11,796,12,8,66.7,4,33.3,428,1771,981,15,10,0,19,7,459,35
1393,Giorgos Kyriakopoulos,gr,DF,Sassuolo,it Serie A,24,1996,16.2,1205,57,363,492,363,25,1205,44,28,63.6,16,36.4,682,3908,2179,58,45,8,23,19,822,116
1394,Antonino La Gumina,it,FW,Sampdoria,it Serie A,24,1996,3.8,120,5,9,42,71,19,120,6,5,83.3,1,16.7,64,318,120,5,3,2,19,5,87,28
1395,Gaëtan Laborde,fr,FW,Montpellier,Ligue 1,26,1994,36.2,1325,28,155,573,621,205,1325,70,33,47.1,37,52.9,688,3825,2078,81,60,33,104,31,917,237
1396,Alexandre Lacazette,fr,FW,Arsenal,Premier League,29,1991,21.4,735,15,80,330,331,95,732,36,22,61.1,14,38.9,355,1366,471,15,10,9,50,31,533,112
1397,Tom Lacoux,fr,MF,Bordeaux,Ligue 1,18,2002,5.8,300,21,97,182,29,0,300,7,5,71.4,2,28.6,159,662,249,3,5,0,14,9,168,8
1398,Maxence Lacroix,fr,DF,Wolfsburg,Bundesliga,20,2000,28.8,2163,213,1130,1007,48,27,2163,16,13,81.3,3,18.8,1300,6895,3571,21,11,4,19,8,1349,6
1399,Alban Lafont,fr,GK,Nantes,Ligue 1,21,1999,38.0,1243,1009,1232,11,0,0,1243,0,0,,0,,614,2834,1703,0,0,0,1,0,465,0
1400,Víctor Laguardia,es,DF,Alavés,La Liga,30,1989,29.2,1319,178,775,518,32,17,1319,0,0,,0,,644,2766,1678,10,4,0,6,1,710,3
1401,Konrad Laimer,at,DF,RB Leipzig,Bundesliga,23,1997,0.9,65,0,7,34,24,2,65,2,0,0.0,2,100.0,26,106,38,0,1,0,1,1,40,5
1402,Stefan Lainer,at,DF,Gladbach,Bundesliga,27,1992,30.8,2062,105,568,930,582,66,2062,40,20,50.0,20,50.0,1061,5253,2854,79,66,12,48,21,1235,171
1403,Diego Lainez,mx,FW,Betis,La Liga,20,2000,9.6,479,4,63,191,234,50,479,48,30,62.5,18,37.5,329,2444,1248,49,25,18,25,23,354,80
1404,Kenny Lala,mg,DF,Strasbourg,Ligue 1,28,1991,20.4,1316,63,359,582,383,20,1313,34,16,47.1,18,52.9,682,4439,2264,48,46,5,37,22,751,88
1405,Adam Lallana,eng,MF,Brighton,Premier League,32,1988,17.7,1104,26,207,556,349,61,1104,28,18,64.3,10,35.7,586,2726,1324,33,15,13,24,15,808,77
1406,Érik Lamela,ar,FW,Tottenham,Premier League,28,1992,8.0,474,4,45,245,196,22,474,40,25,62.5,15,37.5,286,2230,954,28,25,4,20,13,346,49
1407,Sam Lammers,nl,FW,Atalanta,it Serie A,23,1997,3.2,170,3,7,67,97,26,170,18,13,72.2,5,27.8,111,538,212,9,5,8,17,13,144,44
1408,Tariq Lamptey,gh,DF,Brighton,Premier League,19,2000,9.8,623,21,156,252,225,27,623,29,13,44.8,16,55.2,346,2269,1190,40,36,10,21,6,376,76
1409,Loïck Landre,fr,DF,Nîmes,Ligue 1,28,1992,18.1,945,102,527,409,15,9,945,5,4,80.0,1,20.0,557,2935,1851,11,5,1,4,1,627,1
1410,Michael Langer,at,GK,Schalke 04,Bundesliga,35,1985,2.7,91,78,91,0,0,0,91,0,0,,0,,39,135,71,0,0,0,0,0,34,0
1411,Manuel Lanzini,ar,MF,West Ham,Premier League,27,1993,6.3,455,9,81,237,144,14,455,13,6,46.2,7,53.8,277,1528,647,7,14,2,14,9,333,20
1412,Gianluca Lapadula,pe,FW,Benevento,it Serie A,30,1990,28.5,742,22,50,296,411,160,741,22,16,72.7,6,27.3,396,2131,1041,42,27,22,64,37,542,169
1413,Aymeric Laporte,es,DF,Manchester City,Premier League,26,1994,14.9,1383,81,434,892,60,12,1383,2,2,100.0,0,0.0,965,5387,3777,28,14,0,8,1,1100,1
1414,Julien Laporte,fr,DF,Lorient,Ligue 1,26,1993,29.5,1814,208,1041,762,27,14,1814,7,6,85.7,1,14.3,1016,5188,2978,17,6,2,4,3,1087,0
1415,Danilo Larangeira,br,DF,Bologna,it Serie A,36,1984,34.8,2083,385,1109,936,45,21,2083,3,2,66.7,1,33.3,1124,5654,3322,12,5,0,9,0,1234,4
1416,Gautier Larsonneur,fr,GK,Brest,Ligue 1,23,1997,35.0,1350,1160,1347,3,0,0,1350,1,1,100.0,0,0.0,759,3823,2552,0,0,0,1,0,598,0
1417,Kevin Lasagna,it,FW,Udinese,it Serie A,27,1992,12.3,347,8,28,126,198,71,347,15,5,33.3,9,60.0,184,1114,411,20,9,16,30,12,221,79
1418,Kevin Lasagna,it,FW,Hellas Verona,it Serie A,27,1992,14.1,422,12,26,179,223,61,422,18,8,44.4,10,55.6,233,1383,602,28,18,17,51,18,311,100
1419,Jamaal Lascelles,eng,DF,Newcastle Utd,Premier League,26,1993,18.1,806,158,500,272,39,18,806,4,4,100.0,0,0.0,396,1700,799,4,0,0,6,1,451,2
1420,Paul Lasne,fr,MF,Brest,Ligue 1,31,1989,18.7,1267,73,455,712,111,11,1267,5,5,100.0,0,0.0,765,3162,1302,10,13,2,14,5,866,10
1421,Toni Lato,es,DF,Valencia,La Liga,22,1997,8.1,436,24,165,183,90,6,436,7,3,42.9,4,57.1,228,789,361,6,3,1,6,4,236,30
1422,Danny Latza,de,MF,Mainz 05,Bundesliga,30,1989,20.0,977,36,231,494,264,31,977,23,17,73.9,6,26.1,476,1912,773,10,7,2,33,18,521,42
1423,Armand Lauriente,fr,MF,Lorient,Ligue 1,21,1998,18.0,846,5,75,358,439,56,846,97,55,56.7,42,43.3,542,4340,2178,87,61,27,65,36,593,144
1424,Vincent Laurini,fr,DF,Parma,it Serie A,31,1989,9.7,581,33,188,300,97,2,581,3,2,66.7,1,33.3,319,1440,904,11,11,0,9,1,353,15
1425,Lauti,uy,MF,Celta Vigo,La Liga,19,2001,0.2,7,1,1,4,2,0,7,0,0,,0,,4,41,0,0,1,0,2,1,6,1
1426,Wesley Lautoa,nc,MF,Dijon,Ligue 1,32,1987,17.9,968,57,357,548,69,5,968,6,3,50.0,3,50.0,546,2203,1146,5,5,0,9,12,627,5
1427,Valentino Lazaro,at,DF,Gladbach,Bundesliga,24,1996,13.8,707,26,148,342,225,28,707,26,14,53.8,12,46.2,372,2187,1000,33,28,11,16,8,444,71
1428,Darko Lazović,rs,DF,Hellas Verona,it Serie A,29,1990,27.8,1606,61,296,675,650,66,1606,39,20,51.3,19,48.7,744,3818,2173,68,53,18,31,16,964,198
1429,Manuel Lazzari,it,DF,Lazio,it Serie A,26,1993,29.0,1398,43,295,546,576,65,1398,58,31,53.4,27,46.6,810,6712,4060,130,80,29,41,22,890,202
1430,Jérémy Le Douaron,fr,FW,Brest,Ligue 1,22,1998,9.1,338,13,54,123,168,28,338,28,9,32.1,19,67.9,197,1240,439,22,13,7,35,24,215,68
1431,Enzo Le Fée,fr,MF,Lorient,Ligue 1,20,2000,20.2,1115,15,190,650,298,15,1115,62,41,66.1,21,33.9,650,3909,1912,47,53,4,47,34,764,76
1432,Vincent Le Goff,fr,DF,Lorient,Ligue 1,30,1989,25.6,1495,56,436,737,331,17,1495,21,13,61.9,8,38.1,745,3574,1841,42,29,3,20,10,828,83
1433,Maxime Le Marchand,fr,DF,Fulham,Premier League,30,1989,1.4,92,12,59,29,4,0,92,0,0,,0,,47,186,103,0,1,0,0,0,69,0
1434,Robin Le Normand,es,DF,Real Sociedad,La Liga,23,1996,30.5,1963,198,981,925,69,30,1963,5,5,100.0,0,0.0,1166,6749,3931,22,12,0,9,9,1264,4
1435,Damien Le Tallec,fr,MF,Montpellier,Ligue 1,30,1990,13.6,553,48,173,320,64,20,553,3,1,33.3,2,66.7,229,1094,471,8,3,0,11,0,296,8
1436,James Lea Siliki,cm,MF,Rennes,Ligue 1,24,1996,2.8,177,3,20,102,58,3,177,5,3,60.0,2,40.0,93,463,247,8,9,0,3,1,136,14
1437,Rafael Leão,pt,FW,Milan,it Serie A,21,1999,21.4,713,17,72,279,386,104,713,65,40,61.5,25,38.5,398,3486,1930,77,38,32,53,16,526,147
1438,Jean-Louis Leca,fr,GK,Lens,Ligue 1,34,1985,36.8,1106,977,1105,1,0,0,1106,0,0,,0,,554,2924,1688,0,1,1,0,0,431,0
1439,Mathew Leckie,au,FW,Hertha BSC,Bundesliga,29,1991,5.6,299,11,57,154,93,14,299,15,7,46.7,8,53.3,156,924,326,10,6,0,17,10,174,35
1440,Benjamin Lecomte,fr,GK,Monaco,Ligue 1,29,1991,28.0,1057,816,1035,23,1,1,1057,0,0,,0,,578,2694,1354,0,0,0,1,0,562,0
1441,Jeremías Ledesma,ar,GK,Cádiz,La Liga,27,1993,32.0,1108,883,1100,8,0,0,1108,2,1,50.0,1,50.0,468,3815,2681,0,0,0,3,0,271,0
1442,Pierre Lees-Melou,fr,MF,Nice,Ligue 1,27,1993,22.9,1462,62,354,819,309,29,1461,32,24,75.0,8,25.0,840,4130,2063,38,35,2,25,20,1034,56
1443,Lucas Leiva,br,MF,Lazio,it Serie A,33,1987,23.7,1710,62,461,1076,186,7,1710,14,9,64.3,5,35.7,890,4436,2293,23,25,2,14,12,1079,18
1444,Florian Lejeune,fr,DF,Alavés,La Liga,29,1991,33.5,1820,274,1071,685,75,34,1820,13,10,76.9,3,23.1,924,4024,1833,5,11,2,13,2,1000,5
1445,Iñigo Lekue,es,DF,Athletic Club,La Liga,27,1993,7.2,500,34,111,243,151,5,500,22,13,59.1,9,40.9,264,1719,865,23,24,3,15,9,289,33
1446,Thomas Lemar,fr,MF,Atlético Madrid,La Liga,24,1995,15.2,962,15,120,461,395,28,962,49,42,85.7,7,14.3,620,3372,1641,37,37,6,25,21,704,102
1447,Mario Lemina,ga,MF,Fulham,Premier League,26,1993,18.9,1133,46,324,647,178,11,1133,37,26,70.3,11,29.7,649,3733,1746,19,24,1,26,22,722,15
1448,Fabien Lemoine,fr,MF,Lorient,Ligue 1,33,1987,21.5,1684,59,444,1067,191,19,1684,16,10,62.5,6,37.5,958,3950,1829,21,20,3,19,12,1162,26
1449,Clément Lenglet,fr,DF,Barcelona,La Liga,25,1995,27.5,2524,199,905,1424,199,16,2524,11,8,72.7,3,27.3,1711,8357,5319,33,45,0,8,5,1959,9
1450,Bernd Leno,de,GK,Arsenal,Premier League,28,1992,34.8,1239,1019,1219,19,1,1,1239,0,0,,0,,711,3158,1958,0,0,0,0,1,635,0
1451,Christopher Lenz,de,DF,Union Berlin,Bundesliga,25,1994,25.0,1572,67,510,714,365,24,1572,30,20,66.7,10,33.3,656,3580,1730,46,31,7,26,13,788,109
1452,Pedro León,es,MF,Eibar,La Liga,33,1986,10.4,470,3,43,164,265,16,469,20,14,70.0,6,30.0,234,1086,397,16,10,3,31,7,286,72
1453,Sergio León,es,FW,Levante,La Liga,31,1989,8.3,231,1,20,101,116,32,231,10,1,10.0,9,90.0,121,426,191,6,6,5,31,11,157,42
1454,Lukas Lerager,dk,MF,Genoa,it Serie A,27,1993,12.9,622,30,144,343,145,12,622,12,5,41.7,7,58.3,292,1428,496,9,12,1,22,8,368,32
1455,Mehdi Léris,dz,DF,Sampdoria,it Serie A,22,1998,4.3,305,22,77,126,111,10,305,14,6,42.9,8,57.1,162,1047,566,17,9,4,9,4,179,36
1456,Khanya Leshabela,za,MF,Leicester City,Premier League,20,1999,0.1,9,0,1,6,3,0,9,0,0,,0,,8,73,54,3,1,0,0,1,7,0
1457,Karlo Letica,hr,GK,Sampdoria,it Serie A,23,1997,1.0,36,35,36,0,0,0,36,0,0,,0,,15,79,48,0,0,0,0,0,17,0
1458,Gaetano Letizia,it,DF,Benevento,it Serie A,30,1990,17.4,1044,72,368,428,258,14,1044,19,13,68.4,6,31.6,534,3109,1830,49,33,3,18,12,597,65
1459,Robert Lewandowski,pl,FW,Bayern Munich,Bundesliga,31,1988,27.3,992,11,45,358,597,206,983,43,22,51.2,20,46.5,563,3153,1241,51,28,25,70,44,788,185
1460,Jamal Lewis,nir,DF,Newcastle Utd,Premier League,22,1998,20.4,1028,61,389,436,214,8,1028,24,12,50.0,12,50.0,535,2731,1351,27,20,2,17,13,553,56
1461,Aaron Leya Iseka,be,FW,Metz,Ligue 1,22,1997,11.2,293,10,25,152,119,32,290,19,11,57.9,8,42.1,177,923,361,13,12,10,35,19,245,51
