Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
900,Juan Foyth,ar,DF,,Villarreal,La Liga,25,1998,11.8,827,69,270,389,175,16,827,27,20,74.1,6,22.2,426,2278,1192,19,28,3,17,7,494,28
901,Matheus França,br,MF,FW,Crystal Palace,Premier League,19,2004,2.6,119,3,31,45,51,9,119,14,4,28.6,9,64.3,81,722,372,12,11,5,4,7,73,12
902,Bartol Franjić,hr,MF,,Darmstadt 98,Bundesliga,23,2000,13.7,689,44,214,410,72,7,689,13,7,53.8,6,46.2,327,1782,841,13,8,1,13,8,418,14
903,Przemysław Frankowski,pl,DF,,Lens,Ligue 1,28,1995,24.4,1584,49,299,646,647,55,1582,30,12,40.0,18,60.0,1056,5787,2415,56,42,6,36,15,997,210
904,Nathan Fraser,ie,FW,,Wolves,Premier League,18,2005,2.1,62,4,10,28,25,5,62,0,0,,0,,32,88,22,1,1,1,4,2,39,21
905,Davide Frattesi,it,MF,,Inter,Serie A,23,1999,10.6,428,28,96,194,140,56,428,21,7,33.3,13,61.9,250,1689,781,27,17,10,17,16,301,40
906,Morten Frendrup,dk,MF,,Genoa,Serie A,22,2001,34.9,1651,70,404,922,345,36,1651,25,16,64.0,8,32.0,762,3773,1611,36,20,4,55,14,870,69
907,Remo Freuler,ch,MF,,Bologna,Serie A,31,1992,29.2,2178,81,525,1304,361,33,2178,12,8,66.7,3,25.0,1177,5516,2531,37,28,5,27,16,1564,48
908,Marco Friedl,at,DF,,Werder Bremen,Bundesliga,25,1998,24.4,1379,234,824,541,34,4,1379,6,5,83.3,1,16.7,751,3710,1801,4,6,0,13,5,786,2
909,Marvin Friedrich,de,DF,,Gladbach,Bundesliga,27,1995,17.4,1089,158,670,375,47,17,1089,3,2,66.7,1,33.3,652,2780,1267,2,7,1,10,1,725,4
910,Jeremie Frimpong,nl,DF,,Leverkusen,Bundesliga,22,2000,25.0,1329,19,158,406,784,205,1329,106,48,45.3,48,45.3,824,6275,3756,153,62,73,51,37,941,348
911,Jorge de Frutos,es,FW,MF,Rayo Vallecano,La Liga,26,1997,17.2,668,17,97,258,333,49,668,49,15,30.6,25,51.0,380,2508,1383,42,29,12,33,15,450,144
912,Chris Führich,de,FW,MF,Stuttgart,Bundesliga,25,1998,28.5,1667,8,117,628,948,124,1666,153,73,47.7,68,44.4,1070,8503,4459,153,106,56,53,27,1267,259
913,Shiō Fukuda,jp,FW,MF,Gladbach,Bundesliga,19,2004,0.4,15,0,2,4,9,5,15,1,1,100.0,0,0.0,8,41,4,0,0,0,1,3,9,2
914,Angelo Fulgini,fr,MF,,Lens,Ligue 1,26,1996,15.3,996,19,97,439,471,48,996,42,18,42.9,22,52.4,692,3650,1415,35,42,7,33,36,667,117
915,Niclas Füllkrug,de,FW,,Werder Bremen,Bundesliga,30,1993,2.0,85,2,7,44,34,5,85,1,0,0.0,1,100.0,45,154,71,2,1,0,4,1,70,12
916,Niclas Füllkrug,de,FW,,Dortmund,Bundesliga,30,1993,24.6,782,31,71,353,360,105,779,20,5,25.0,10,50.0,409,1511,560,17,16,11,50,23,620,119
917,Gerardo Fusco,it,FW,,Salernitana,Serie A,18,2005,0.2,9,0,0,6,3,1,9,1,0,0.0,1,100.0,3,18,0,0,0,0,0,0,7,1
918,Daniel Fuzato,br,GK,,Getafe,La Liga,26,1997,0.1,11,10,11,0,0,0,11,0,0,,0,,4,20,19,0,0,0,0,0,4,0
919,Matteo Gabbia,it,DF,,Milan,Serie A,23,1999,14.2,1035,116,518,482,40,21,1035,2,2,100.0,0,0.0,611,3097,1627,11,4,0,5,2,719,2
920,Matteo Gabbia,it,DF,,Villarreal,La Liga,23,1999,5.3,369,56,201,159,9,2,369,0,0,,0,,205,963,555,1,1,0,4,0,244,0
921,Gianluca Gaetano,it,FW,MF,Cagliari,Serie A,23,2000,8.3,328,5,22,162,154,19,327,30,10,33.3,14,46.7,179,1122,473,17,14,6,17,15,214,42
922,Gianluca Gaetano,it,MF,,Napoli,Serie A,23,2000,1.8,118,4,12,68,41,5,118,5,1,20.0,4,80.0,58,295,155,6,1,1,5,3,76,5
923,Roberto Gagliardini,it,MF,DF,Monza,Serie A,29,1994,26.2,1761,94,439,1034,310,42,1761,17,8,47.1,7,41.2,1045,5931,2950,38,36,2,28,14,1222,36
924,Cody Gakpo,nl,FW,MF,Liverpool,Premier League,24,1999,18.3,809,15,77,335,412,107,809,54,31,57.4,17,31.5,549,3003,1472,43,31,13,44,32,618,130
925,Javi Galán,es,DF,,Atlético Madrid,La Liga,28,1994,1.0,78,0,17,19,43,3,78,4,2,50.0,0,0.0,52,289,146,3,1,0,5,3,48,13
926,Javi Galán,es,DF,,Real Sociedad,La Liga,28,1994,11.9,809,18,185,383,253,13,809,44,18,40.9,19,43.2,427,2661,1593,46,17,5,16,11,473,70
927,Iñigo Ruiz de Galarreta,es,MF,,Athletic Club,La Liga,29,1993,23.2,1407,30,194,883,345,7,1407,33,22,66.7,8,24.2,782,3740,1637,26,29,1,24,29,948,36
928,Pablo Galdames Millán,cl,MF,DF,Genoa,Serie A,26,1996,0.1,26,0,1,19,6,1,26,0,0,,0,,9,47,24,0,0,0,1,0,16,1
929,Conor Gallagher,eng,MF,,Chelsea,Premier League,23,2000,34.8,2443,77,468,1221,793,79,2443,65,38,58.5,18,27.7,1453,7243,2979,62,54,14,69,39,1739,122
930,Antonino Gallo,it,DF,,Lecce,Serie A,23,2000,27.7,1656,84,567,719,395,22,1656,42,19,45.2,20,47.6,804,4815,2858,69,53,12,27,13,848,101
931,Cristian Gamboa,cr,DF,,Bochum,Bundesliga,33,1989,13.2,603,38,189,305,117,1,603,12,5,41.7,4,33.3,276,1235,527,12,11,0,11,3,282,16
932,Kévin Gameiro,fr,FW,MF,Strasbourg,Ligue 1,36,1987,15.0,571,5,51,272,256,46,569,13,7,53.8,5,38.5,448,2487,909,26,25,10,25,15,428,81
933,Idrissa Gana Gueye,sn,MF,,Everton,Premier League,33,1989,20.9,1126,59,280,608,252,21,1126,25,11,44.0,11,44.0,592,2976,1431,29,26,2,17,20,670,41
934,Ignatius Ganago,cm,FW,MF,Nantes,Ligue 1,24,1999,2.0,77,1,4,24,51,10,77,1,0,0.0,1,100.0,64,438,109,7,2,3,4,3,62,26
935,Aleix García,es,MF,,Girona,La Liga,26,1997,35.5,3220,149,780,1809,651,18,3220,24,15,62.5,6,25.0,1923,9334,4604,58,44,3,26,15,2403,52
936,Álvaro García,es,FW,MF,Rayo Vallecano,La Liga,30,1992,27.5,1102,33,196,354,567,101,1102,25,10,40.0,14,56.0,547,2790,1229,56,21,22,54,11,696,252
937,Dani García,es,MF,,Athletic Club,La Liga,33,1990,8.3,398,21,81,258,64,7,398,3,3,100.0,0,0.0,176,711,287,3,6,0,4,2,228,4
938,David García,es,DF,,Osasuna,La Liga,29,1994,25.9,1585,166,665,863,64,24,1585,4,3,75.0,1,25.0,796,4308,2698,21,12,0,9,2,914,4
939,Eric García,es,DF,,Barcelona,La Liga,22,2001,0.6,53,2,18,33,2,1,53,0,0,,0,,34,171,114,0,0,0,0,0,37,0
940,Eric García,es,DF,,Girona,La Liga,22,2001,29.3,2567,180,972,1378,227,23,2567,9,4,44.4,4,44.4,1604,7491,4670,45,34,1,17,9,1900,18
941,Fran Garcia,es,DF,,Real Madrid,La Liga,23,1999,15.5,1148,39,309,464,385,23,1148,18,8,44.4,9,50.0,686,3666,1956,53,30,4,22,8,747,139
942,Gonzalo García,es,FW,MF,Real Madrid,La Liga,19,2004,0.2,11,0,2,4,5,1,11,1,0,0.0,1,100.0,8,56,20,1,1,1,0,0,7,3
943,Jastin García,es,FW,,Girona,La Liga,19,2004,0.4,18,0,1,6,11,2,18,2,1,50.0,1,50.0,13,76,48,2,0,1,3,0,15,8
944,Raúl García,es,FW,MF,Athletic Club,La Liga,37,1986,4.7,202,10,28,96,80,22,202,5,2,40.0,3,60.0,95,390,124,4,7,2,9,5,146,15
945,Rubén García,es,FW,MF,Osasuna,La Liga,30,1993,17.2,951,19,125,365,466,40,951,31,18,58.1,9,29.0,473,2042,730,16,26,4,31,23,647,117
946,Santiago García,es,FW,,Getafe,La Liga,21,2001,0.3,16,0,1,4,12,0,16,3,0,0.0,3,100.0,11,55,29,1,1,0,1,0,6,1
947,Ulisses Garcia,ch,DF,,Marseille,Ligue 1,27,1996,10.1,658,21,140,309,215,8,658,18,10,55.6,6,33.3,423,2330,1157,21,18,2,9,14,394,66
948,Unai García,es,DF,,Osasuna,La Liga,31,1992,6.2,259,26,121,124,16,7,259,1,0,0.0,1,100.0,104,379,183,2,2,0,3,3,136,1
949,Alejandro Garnacho,ar,FW,,Manchester Utd,Premier League,19,2004,28.5,1312,13,180,403,741,248,1312,131,48,36.6,63,48.1,938,8015,4211,178,83,102,69,49,1006,281
950,James Garner,eng,MF,,Everton,Premier League,22,2001,33.4,1610,83,307,776,549,41,1610,41,19,46.3,16,39.0,736,3856,1657,36,37,5,33,10,857,76
951,Luca Garritano,it,MF,DF,Frosinone,Serie A,29,1994,5.4,283,13,75,119,91,12,283,5,0,0.0,5,100.0,141,736,310,6,2,1,8,2,173,23
952,Yarek Gasiorowski,es,DF,,Valencia,La Liga,18,2005,8.2,415,71,204,157,55,6,415,3,1,33.3,2,66.7,145,562,315,4,7,0,8,1,179,10
953,Johan Gastien,fr,MF,,Clermont Foot,Ligue 1,35,1988,25.1,1918,70,475,1199,257,9,1918,25,8,32.0,14,56.0,1458,6939,2842,21,27,0,29,9,1353,21
954,Federico Gatti,it,DF,,Juventus,Serie A,25,1998,29.3,1640,122,504,950,201,47,1640,22,9,40.9,10,45.5,963,5225,3233,52,31,1,24,12,1115,43
955,Federico Gattoni,ar,DF,FW,Sevilla,La Liga,24,1999,0.1,11,1,6,5,0,0,11,0,0,,0,,3,15,12,0,0,0,0,0,3,0
956,Gavi,es,MF,FW,Barcelona,La Liga,18,2004,10.5,678,27,108,394,181,18,678,22,12,54.5,8,36.4,424,2231,1170,26,24,3,19,11,479,38
957,Paulo Gazzaniga,ar,GK,,Girona,La Liga,31,1992,38.0,1473,1247,1463,10,0,0,1473,6,6,100.0,0,0.0,897,3989,2406,0,0,0,2,1,794,0
958,Yann Gboho,fr,MF,FW,Toulouse,Ligue 1,22,2001,13.3,473,6,48,183,261,68,473,63,30,47.6,29,46.0,369,2966,1626,65,42,27,39,28,351,97
959,Dennis Geiger,de,MF,,Hoffenheim,Bundesliga,25,1998,0.7,17,2,8,6,3,1,17,0,0,,0,,9,49,19,1,0,0,1,0,10,2
960,Gelabert,es,MF,FW,Toulouse,Ligue 1,22,2000,8.4,456,14,77,231,156,32,456,29,13,44.8,15,51.7,353,1876,691,14,17,11,23,12,336,57
961,Francesco Gelli,it,MF,DF,Frosinone,Serie A,26,1996,17.3,914,32,181,426,319,24,914,42,13,31.0,20,47.6,508,2902,1400,42,25,10,34,14,586,87
962,Luca Gemello,it,GK,,Torino,Serie A,23,2000,2.0,122,78,120,2,0,0,122,0,0,,0,,87,509,405,0,0,0,0,0,87,0
963,Valentin Gendrey,fr,DF,,Lecce,Serie A,23,2000,33.8,1728,123,586,808,353,45,1728,34,16,47.1,11,32.4,807,4816,2894,76,32,6,38,20,849,86
964,Denis Genreau,au,MF,FW,Toulouse,Ligue 1,24,1999,5.2,273,9,67,135,76,9,273,12,4,33.3,7,58.3,184,1019,329,6,5,2,11,4,153,27
965,Yannick Gerhardt,de,MF,DF,Wolfsburg,Bundesliga,29,1994,18.1,904,34,187,474,247,41,904,4,0,0.0,3,75.0,453,1814,856,17,14,4,13,9,575,73
966,Anwar El Ghazi,nl,MF,DF,Mainz 05,Bundesliga,28,1995,0.6,30,0,2,11,18,3,30,4,2,50.0,2,50.0,22,150,85,2,2,0,3,0,26,5
967,Farés Ghedjemis,fr,FW,MF,Frosinone,Serie A,20,2002,2.0,84,2,14,29,44,11,84,7,2,28.6,5,71.4,47,360,119,7,2,5,5,2,59,19
968,Saman Ghoddos,ir,DF,,Brentford,Premier League,29,1993,8.2,542,12,139,223,184,10,542,13,3,23.1,8,61.5,282,1389,717,22,12,2,10,4,313,31
969,Lautaro Gianetti,ar,DF,,Udinese,Serie A,29,1993,7.0,383,72,227,147,9,5,383,1,1,100.0,0,0.0,195,720,262,2,1,0,2,0,215,0
970,Morgan Gibbs-White,eng,MF,FW,Nott'ham Forest,Premier League,23,2000,35.1,1876,28,217,893,801,103,1875,115,44,38.3,55,47.8,1033,5636,2889,80,62,15,78,44,1234,181
971,Samuel Gigot,fr,DF,,Marseille,Ligue 1,29,1993,19.2,1189,192,560,543,90,37,1189,5,3,60.0,2,40.0,776,4259,2453,10,17,2,9,2,710,8
972,Bryan Gil,es,FW,MF,Tottenham,Premier League,22,2001,2.3,191,3,25,66,101,18,191,11,8,72.7,3,27.3,137,746,340,11,6,5,9,7,155,49
973,David Gil,es,GK,,Cádiz,La Liga,29,1994,4.1,166,133,164,2,0,0,166,0,0,,0,,71,454,282,0,0,0,0,0,40,0
974,Mario Gila,es,DF,,Lazio,Serie A,22,2000,20.1,1486,149,602,797,103,10,1486,15,9,60.0,4,26.7,875,4688,2725,21,26,0,11,6,1035,12
975,Alfie Gilchrist,eng,DF,,Chelsea,Premier League,19,2003,2.3,177,14,72,57,49,5,177,1,1,100.0,0,0.0,78,263,130,1,1,0,2,2,96,4
976,Billy Gilmour,sct,MF,,Brighton,Premier League,22,2001,23.6,2277,67,447,1425,417,12,2277,23,8,34.8,13,56.5,1410,6287,3120,39,53,0,28,9,1871,33
977,Benedikt Gimber,de,DF,,Heidenheim,Bundesliga,26,1997,22.5,1095,146,712,353,42,26,1095,11,8,72.7,1,9.1,568,3261,1456,3,1,0,13,4,588,6
978,Gvidas Gineitis,lt,MF,,Torino,Serie A,19,2004,6.0,344,14,63,193,91,5,344,7,3,42.9,4,57.1,177,1007,393,9,5,0,4,1,187,12
979,Matthias Ginter,de,DF,,Freiburg,Bundesliga,29,1994,21.3,1458,148,563,826,77,17,1458,5,2,40.0,3,60.0,886,5290,3308,23,15,0,8,2,965,20
980,Olivier Giroud,fr,FW,,Milan,Serie A,36,1986,26.3,732,30,69,346,319,129,727,11,3,27.3,6,54.5,323,946,340,9,7,4,59,14,506,95
981,Jamie Gittens,eng,FW,MF,Dortmund,Bundesliga,18,2004,11.8,574,10,68,213,308,67,574,99,43,43.4,42,42.4,399,3408,1669,64,50,40,35,31,434,105
982,Klaus Gjasula,al,DF,MF,Darmstadt 98,Bundesliga,33,1989,15.1,921,81,379,465,78,12,921,5,3,60.0,2,40.0,462,2524,1196,8,8,0,7,6,560,7
983,Serge Gnabry,de,FW,MF,Bayern Munich,Bundesliga,28,1995,4.8,272,2,33,108,135,34,272,12,6,50.0,6,50.0,152,1082,577,23,9,12,11,3,210,49
984,Ben Godfrey,eng,DF,,Everton,Premier League,25,1998,12.4,655,67,221,265,172,19,655,14,5,35.7,9,64.3,233,1158,571,11,12,0,10,6,283,26
985,Edoardo Goldaniga,it,DF,,Cagliari,Serie A,29,1993,11.2,648,70,314,293,44,5,648,0,0,,0,,318,1757,1217,9,6,0,7,0,386,3
986,Pierluigi Gollini,it,GK,,Napoli,Serie A,28,1995,7.0,279,235,277,1,1,1,279,0,0,,0,,153,818,485,0,0,0,0,0,140,0
987,Aleksandr Golovin,ru,MF,FW,Monaco,Ligue 1,27,1996,23.9,1473,22,161,637,688,49,1473,44,24,54.5,17,38.6,1070,5969,2489,50,47,18,42,23,1001,157
988,André Gomes,pt,MF,FW,Everton,Premier League,30,1993,5.6,352,10,57,179,121,11,352,12,3,25.0,8,66.7,183,868,333,8,7,3,8,6,232,29
989,Angel Gomes,eng,MF,,Lille,Ligue 1,22,2000,28.6,1940,45,299,1231,424,38,1940,35,22,62.9,12,34.3,1644,8464,3733,49,56,7,26,15,1589,71
990,João Gomes,br,MF,,Wolves,Premier League,22,2001,29.4,1626,66,433,859,352,35,1626,55,26,47.3,23,41.8,804,3929,1772,28,22,6,42,44,1010,44
991,Toti Gomes,pt,DF,,Wolves,Premier League,24,1999,30.8,2109,188,1020,927,169,22,2109,31,23,74.2,5,16.1,1113,4427,2325,22,16,2,17,6,1394,11
992,Joe Gomez,eng,DF,,Liverpool,Premier League,26,1997,19.8,1564,85,371,832,375,28,1564,32,15,46.9,12,37.5,891,4686,2313,44,34,3,25,11,979,105
993,Maxi Gómez,uy,FW,,Cádiz,La Liga,26,1996,12.9,361,5,28,159,176,47,361,11,4,36.4,5,45.5,203,877,269,13,10,2,33,20,293,54
994,Moi Gómez,es,MF,FW,Osasuna,La Liga,29,1994,22.3,1346,22,157,792,411,29,1346,29,17,58.6,11,37.9,767,4018,1680,36,25,3,21,13,975,69
995,Papu Gómez,ar,MF,FW,Monza,Serie A,35,1988,0.5,21,0,1,5,15,1,21,0,0,,0,,13,121,77,2,2,1,0,0,11,1
996,Sergio Gómez,es,FW,MF,Manchester City,Premier League,22,2000,0.6,59,0,10,19,30,3,59,2,2,100.0,0,0.0,38,231,112,4,0,1,0,0,48,4
997,Unai Gómez,es,MF,,Athletic Club,La Liga,20,2003,9.7,366,8,38,176,160,26,366,29,12,41.4,14,48.3,221,1400,649,20,17,2,14,22,244,48
998,Iron Gomis,fr,MF,,Salernitana,Serie A,23,1999,1.5,92,3,15,40,37,5,92,3,0,0.0,3,100.0,58,294,87,3,1,0,3,5,67,15
999,Maxime Gonalons,fr,MF,,Clermont Foot,Ligue 1,34,1989,14.4,921,32,196,652,84,10,921,17,8,47.1,7,41.2,659,3461,1158,8,14,2,18,13,610,10
1000,Édgar González,es,DF,MF,Almería,La Liga,26,1997,28.0,1671,258,905,706,67,25,1671,11,7,63.6,3,27.3,829,3736,1951,6,7,0,14,5,1034,6
1001,Enso Gonzalez,py,MF,DF,Wolves,Premier League,18,2005,0.0,7,0,0,4,3,0,7,0,0,,0,,4,35,3,0,1,0,1,0,7,2
1002,Fabio González,es,MF,,Las Palmas,La Liga,26,1997,1.4,133,1,26,88,19,0,133,1,1,100.0,0,0.0,89,282,91,0,2,0,0,2,108,2
1003,Giovanni González,uy,DF,,Mallorca,La Liga,28,1994,27.4,1504,85,497,701,317,23,1504,30,15,50.0,12,40.0,648,2771,1444,28,18,2,16,15,753,95
1004,Hugo González,es,MF,FW,Valencia,La Liga,20,2003,1.0,51,0,5,23,24,1,51,2,0,0.0,1,50.0,27,146,85,2,2,0,5,2,35,7
1005,Iñaki González,es,MF,,Las Palmas,La Liga,19,2004,0.1,7,1,3,3,1,0,7,0,0,,0,,2,7,4,0,0,0,0,0,4,0
1006,Joan Gonzàlez,es,MF,,Lecce,Serie A,21,2002,14.3,607,17,127,334,158,19,607,31,19,61.3,9,29.0,335,1832,886,25,22,4,26,11,378,41
1007,Nicolás González,ar,FW,,Fiorentina,Serie A,25,1998,21.3,1097,15,92,470,554,133,1094,89,34,38.2,47,52.8,684,3854,1664,53,51,20,42,29,821,190
1008,Urko González,es,MF,,Real Sociedad,La Liga,22,2001,1.7,109,8,30,65,14,1,109,2,1,50.0,1,50.0,51,257,149,1,0,0,2,3,75,1
1009,Anthony Gordon,eng,FW,,Newcastle Utd,Premier League,22,2001,32.1,1424,15,158,555,733,147,1423,133,54,40.6,56,42.1,955,7622,3668,138,73,59,70,40,1026,232
1010,Kaide Gordon,eng,FW,,Liverpool,Premier League,18,2004,0.0,2,0,0,0,2,1,2,0,0,,0,,0,0,0,0,0,0,1,0,0,0
1011,Daniel Gore,eng,MF,,Manchester Utd,Premier League,18,2004,0.0,2,0,0,1,1,0,2,0,0,,0,,2,6,2,0,0,0,0,0,1,0
1012,Leon Goretzka,de,MF,,Bayern Munich,Bundesliga,28,1995,24.9,2016,78,453,1148,435,61,2016,24,13,54.2,8,33.3,1141,6277,3520,66,56,1,14,14,1511,71
1013,Mathieu Gorgelin,fr,GK,,Le Havre,Ligue 1,32,1990,1.0,21,15,21,0,0,0,21,0,0,,0,,16,66,38,0,0,0,0,0,13,0
1014,Andoni Gorosabel,es,DF,,Alavés,La Liga,26,1996,31.7,1624,89,489,683,466,40,1624,49,25,51.0,17,34.7,653,3230,1890,58,37,8,35,29,793,121
1015,Robin Gosens,de,DF,MF,Union Berlin,Bundesliga,29,1994,25.4,1496,89,379,677,444,58,1496,14,5,35.7,7,50.0,518,1978,1021,21,20,1,29,8,824,113
1016,Mario Götze,de,MF,,Eint Frankfurt,Bundesliga,31,1992,23.0,1537,27,297,812,449,42,1537,39,18,46.2,19,48.7,938,3559,1465,22,34,2,34,26,1119,118
1017,Amine Gouiri,dz,FW,MF,Rennes,Ligue 1,23,2000,23.0,1048,18,109,435,523,132,1048,86,46,53.5,40,46.5,822,4947,2120,59,50,28,41,40,807,185
1018,Jeffrey Gouweleeuw,nl,DF,,Augsburg,Bundesliga,32,1991,28.8,1767,196,814,836,138,35,1767,23,15,65.2,8,34.8,1046,6646,4109,33,24,2,11,7,1101,17
1019,Pablo Gozalbez,es,MF,FW,Valencia,La Liga,22,2001,1.1,42,1,9,12,21,3,42,3,0,0.0,3,100.0,25,72,22,0,1,1,0,0,29,5
1020,Jonathan Gradit,fr,DF,,Lens,Ligue 1,30,1992,23.5,1582,105,482,965,145,6,1582,8,4,50.0,2,25.0,1182,6390,3507,21,50,0,11,7,1078,6
1021,Jens Grahl,de,GK,,Eint Frankfurt,Bundesliga,34,1988,2.0,100,89,100,0,0,0,100,0,0,,0,,59,309,146,0,0,0,0,0,49,0
1022,Samuel Grandsir,fr,MF,FW,Le Havre,Ligue 1,26,1996,6.7,374,2,39,141,197,24,373,24,7,29.2,16,66.7,285,1909,743,22,23,8,12,10,274,68
1023,Alberto Grassi,it,MF,,Empoli,Serie A,28,1995,20.1,1085,67,324,625,143,16,1085,10,5,50.0,4,40.0,525,2436,957,13,13,0,13,7,615,13
1024,Ryan Gravenberch,nl,MF,,Liverpool,Premier League,21,2002,12.5,696,17,84,347,272,42,696,50,23,46.0,22,44.0,432,2458,1369,39,28,10,46,13,472,71
1025,Ryan Gravenberch,nl,FW,,Bayern Munich,Bundesliga,21,2002,0.1,7,0,0,3,4,2,7,1,1,100.0,0,0.0,3,16,9,0,0,0,0,0,5,3
1026,Adrian Grbić,at,FW,,Lorient,Ligue 1,26,1996,0.3,16,0,1,9,6,1,16,0,0,,0,,5,22,10,0,0,0,1,0,8,4
1027,Ivo Grbić,hr,GK,,Sheffield Utd,Premier League,27,1996,8.6,324,280,317,7,0,0,324,0,0,,0,,152,1049,772,0,0,0,0,0,92,0
1028,Jack Grealish,eng,FW,MF,Manchester City,Premier League,27,1995,11.2,697,7,53,206,443,82,697,41,18,43.9,11,26.8,522,4025,2080,87,46,50,19,22,578,146
1029,Mason Greenwood,eng,MF,FW,Getafe,La Liga,21,2001,29.6,1355,6,76,621,690,124,1352,139,72,51.8,52,37.4,949,7176,3899,127,80,70,63,50,1090,239
1030,Michael Gregoritsch,at,FW,,Freiburg,Bundesliga,29,1994,18.7,661,31,97,263,309,101,661,18,5,27.8,11,61.1,284,1198,458,12,18,4,36,13,449,89
1031,Dominik Greif,sk,GK,,Mallorca,La Liga,26,1997,1.0,34,28,34,0,0,0,34,0,0,,0,,17,96,64,0,0,0,0,0,13,0
1032,Antoine Griezmann,fr,FW,MF,Atlético Madrid,La Liga,32,1991,29.4,1654,35,215,769,681,113,1650,38,22,57.9,15,39.5,839,3612,1843,43,36,7,40,26,1194,196
1033,Vincenzo Grifo,it,MF,FW,Freiburg,Bundesliga,30,1993,25.8,1574,43,226,789,572,64,1568,59,23,39.0,28,47.5,888,4546,2071,54,33,24,37,20,1023,148
1034,Florian Grillitsch,at,DF,MF,Hoffenheim,Bundesliga,27,1995,25.5,2055,228,747,1137,184,8,2055,23,13,56.5,8,34.8,1186,6789,3813,32,17,3,12,12,1324,22
1035,Álex Grimaldo,es,DF,,Leverkusen,Bundesliga,27,1995,30.9,2465,60,429,940,1112,106,2465,48,20,41.7,23,47.9,1346,6006,3113,77,56,15,50,18,1681,261
1036,Christian Groß,de,DF,MF,Werder Bremen,Bundesliga,34,1989,8.9,614,42,248,315,58,9,614,3,2,66.7,1,33.3,335,2089,1245,17,6,2,10,4,374,5
1037,Pascal Groß,de,MF,DF,Brighton,Premier League,32,1991,34.6,3534,133,826,1681,1050,70,3533,30,16,53.3,13,43.3,2284,10055,5189,83,69,8,35,28,2736,180
1038,Brajan Gruda,de,MF,FW,Mainz 05,Bundesliga,19,2004,18.2,937,9,72,362,541,93,937,148,69,46.6,63,42.6,577,4888,2497,100,55,44,70,49,623,167
1039,Ilia Gruev,bg,MF,,Werder Bremen,Bundesliga,23,2000,0.0,3,0,0,3,0,0,3,0,0,,0,,2,1,0,0,0,0,2,0,2,0
1040,Vicente Guaita,es,GK,,Celta Vigo,La Liga,36,1987,26.7,874,776,873,1,0,0,874,0,0,,0,,445,2241,1346,0,0,0,2,0,331,0
1041,Andrés Guardado,mx,MF,,Betis,La Liga,36,1986,5.0,346,5,64,222,64,2,346,7,6,85.7,1,14.3,175,971,432,5,7,0,9,3,216,6
1042,Sergi Guardiola,es,FW,MF,Cádiz,La Liga,32,1991,5.5,281,3,19,143,123,14,281,14,7,50.0,6,42.9,193,860,272,10,7,2,12,10,216,32
1043,Nemanja Gudelj,rs,DF,MF,Sevilla,La Liga,31,1991,19.4,1245,90,519,634,95,8,1245,6,4,66.7,2,33.3,662,3913,2413,23,21,0,9,4,810,5
1044,Gabriel Gudmundsson,se,DF,FW,Lille,Ligue 1,24,1999,14.1,711,35,177,332,216,39,711,32,9,28.1,18,56.3,484,3180,1373,39,19,13,25,17,439,66
1045,Gonçalo Guedes,pt,FW,MF,Villarreal,La Liga,26,1996,10.6,434,6,32,155,248,42,434,15,10,66.7,5,33.3,264,1721,925,38,18,10,33,12,331,88
1046,Axel Gueguin,fr,DF,FW,Montpellier,Ligue 1,18,2005,1.5,68,4,30,24,14,2,68,2,1,50.0,1,50.0,35,240,86,2,2,1,3,3,29,6
1047,Marc Guéhi,eng,DF,,Crystal Palace,Premier League,23,2000,22.5,1501,196,761,678,67,12,1501,13,7,53.8,4,30.8,898,4190,2201,15,9,1,9,2,1011,7
1048,Mattéo Guendouzi,fr,MF,,Lazio,Serie A,24,1999,26.3,1323,39,246,754,337,44,1323,22,7,31.8,13,59.1,722,4140,1958,46,33,4,25,13,975,79
1049,Mattéo Guendouzi,fr,MF,,Marseille,Ligue 1,24,1999,0.2,16,0,3,6,8,2,16,0,0,,0,,12,159,98,2,2,0,0,1,11,1
1050,Javier Guerra,es,MF,,Valencia,La Liga,20,2003,27.8,1292,65,291,720,308,22,1292,78,38,48.7,35,44.9,743,4753,2199,47,46,9,50,52,833,68
1051,Raphaël Guerreiro,pt,DF,MF,Bayern Munich,Bundesliga,29,1993,13.2,1118,21,230,485,408,43,1118,19,13,68.4,6,31.6,610,3190,1838,36,33,5,10,11,875,90
1052,Axel Guessand,fr,DF,,Udinese,Serie A,18,2004,0.5,33,1,10,22,1,1,33,0,0,,0,,21,108,63,1,0,0,3,0,25,1
1053,Evann Guessand,ci,FW,,Nice,Ligue 1,22,2001,17.3,565,6,59,233,285,103,563,64,24,37.5,36,56.3,411,3021,1104,40,29,14,82,50,420,114
1054,Ander Guevara,es,MF,,Alavés,La Liga,26,1997,32.6,1735,75,409,1029,320,16,1735,32,19,59.4,10,31.3,840,4759,2604,53,43,3,29,24,1089,37
1055,Pape Gueye,sn,MF,DF,Marseille,Ligue 1,24,1999,8.5,602,19,108,389,110,8,602,9,1,11.1,5,55.6,449,2298,1076,8,13,0,11,8,419,18
