Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
768,Rubén Duarte,es,DF,,Alavés,La Liga,24,1995,31,29,2545,28.3,1,1,2,1,0,0,5,1,1.4,1.4,2.8,4.2,27,111,54,0.04,0.04,0.07,0.04,0.07,0.05,0.10,0.15,0.05,0.15
769,Leo Dubois,fr,DF,,Lyon,Ligue 1,25,1994,37,35,2903,32.3,2,4,6,2,0,0,3,0,1.1,1.1,6.6,7.7,111,194,239,0.06,0.12,0.19,0.06,0.19,0.04,0.20,0.24,0.04,0.24
770,Martin Dúbravka,sk,GK,,Newcastle Utd,Premier League,31,1989,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
771,Ondrej Duda,sk,FW,MF,Köln,Bundesliga,25,1994,32,32,2537,28.2,7,5,12,4,3,4,8,1,6.4,3.3,3.9,7.2,32,126,132,0.25,0.18,0.43,0.14,0.32,0.23,0.14,0.37,0.12,0.26
772,Unai Dufur,es,DF,,Eibar,La Liga,21,1999,1,1,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
773,Haris Duljević,ba,MF,FW,Nîmes,Ligue 1,26,1993,20,8,773,8.6,0,2,2,0,0,0,1,0,1.2,1.2,1.4,2.6,27,47,52,0.00,0.23,0.23,0.00,0.23,0.14,0.17,0.30,0.14,0.30
774,Paul Dummett,wls,DF,,Newcastle Utd,Premier League,28,1991,15,14,1255,13.9,1,0,1,1,0,0,2,0,0.3,0.3,0.2,0.5,2,29,5,0.07,0.00,0.07,0.07,0.07,0.02,0.01,0.04,0.02,0.04
775,Alfred Duncan,gh,MF,,Fiorentina,Serie A,27,1993,4,2,162,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,10,2,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
776,Alfred Duncan,gh,MF,,Cagliari,Serie A,27,1993,19,12,1068,11.9,0,1,1,0,0,0,2,0,0.2,0.2,1.5,1.7,16,73,24,0.00,0.08,0.08,0.00,0.08,0.02,0.13,0.14,0.02,0.14
777,Lewis Dunk,eng,DF,,Brighton,Premier League,28,1991,33,33,2931,32.6,5,0,5,5,0,0,5,2,2.2,2.2,1.2,3.4,27,82,7,0.15,0.00,0.15,0.15,0.15,0.07,0.04,0.10,0.07,0.10
778,Jimmy Dunne,ie,DF,,Burnley,Premier League,22,1997,3,3,270,3.0,1,0,1,1,0,0,1,0,0.5,0.5,0.1,0.6,0,4,1,0.33,0.00,0.33,0.33,0.33,0.17,0.04,0.20,0.17,0.20
779,Erik Durm,de,DF,,Eint Frankfurt,Bundesliga,28,1992,21,19,1480,16.4,1,2,3,1,0,0,1,0,1.4,1.4,1.9,3.3,25,47,90,0.06,0.12,0.18,0.06,0.18,0.09,0.11,0.20,0.09,0.20
780,Hugo Duro,es,FW,,Real Madrid,La Liga,20,1999,2,0,55,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,1,4,0.00,0.00,0.00,0.00,0.00,0.10,0.12,0.22,0.10,0.22
781,Jean-Kevin Duverne,ht,DF,,Brest,Ligue 1,23,1997,27,22,2029,22.5,1,0,1,1,0,0,4,0,0.6,0.6,0.6,1.2,39,106,10,0.04,0.00,0.04,0.04,0.04,0.03,0.03,0.05,0.03,0.05
782,Paulo Dybala,ar,FW,,Juventus,Serie A,26,1993,20,14,1132,12.6,4,3,7,4,0,0,0,0,4.6,4.6,2.8,7.4,39,74,97,0.32,0.24,0.56,0.32,0.56,0.36,0.22,0.58,0.36,0.58
783,Edin Džeko,ba,FW,,Roma,Serie A,34,1986,27,20,1824,20.3,7,3,10,7,0,1,2,0,13.2,12.4,2.2,14.6,50,53,174,0.35,0.15,0.49,0.35,0.49,0.65,0.11,0.76,0.61,0.72
784,Steeve-Mike Ebongue,fr,MF,,Genoa,Serie A,19,2001,3,0,52,0.6,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,1,1,0,0.00,1.73,1.73,0.00,1.73,0.00,0.69,0.69,0.00,0.69
785,Enzo Ebosse,cm,DF,,Angers,Ligue 1,21,1999,6,3,260,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,1,6,7,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14
786,Bruno Ecuele Manga,ga,DF,,Dijon,Ligue 1,32,1988,38,38,3420,38.0,2,0,2,2,0,0,3,0,2.4,2.4,0.1,2.5,10,76,2,0.05,0.00,0.05,0.05,0.05,0.06,0.00,0.07,0.06,0.07
787,Simone Edera,it,DF,MF,Torino,Serie A,23,1997,2,0,52,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,1,1,2,0.00,0.00,0.00,0.00,0.00,0.25,0.52,0.77,0.25,0.77
788,Ederson,br,GK,,Manchester City,Premier League,26,1993,36,36,3240,36.0,0,1,1,0,0,0,3,0,0.0,0.0,0.3,0.3,0,1,0,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.01,0.00,0.01
789,Kyle Edwards,eng,MF,FW,West Brom,Premier League,22,1998,5,1,118,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,3,4,0.00,0.00,0.00,0.00,0.00,0.09,0.02,0.11,0.09,0.11
790,John Egan,ie,DF,,Sheffield Utd,Premier League,27,1992,31,30,2629,29.2,0,1,1,0,0,0,7,1,0.8,0.8,0.6,1.4,11,60,2,0.00,0.03,0.03,0.00,0.03,0.03,0.02,0.05,0.03,0.05
791,Johannes Eggestein,de,FW,MF,Werder Bremen,Bundesliga,22,1998,2,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12
792,Maximilian Eggestein,de,MF,,Werder Bremen,Bundesliga,23,1996,33,33,2942,32.7,2,5,7,2,0,0,5,0,1.0,1.0,3.3,4.3,45,192,68,0.06,0.15,0.21,0.06,0.21,0.03,0.10,0.13,0.03,0.13
793,Lilian Egloff,de,MF,,Stuttgart,Bundesliga,17,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
794,Kingsley Ehizibue,nl,DF,,Köln,Bundesliga,25,1995,21,15,1133,12.6,0,1,1,0,0,0,5,0,0.6,0.6,0.6,1.2,25,30,44,0.00,0.08,0.08,0.00,0.08,0.05,0.05,0.10,0.05,0.10
795,Albin Ekdal,se,MF,,Sampdoria,Serie A,31,1989,32,26,2299,25.5,2,1,3,2,0,0,9,0,0.9,0.9,0.9,1.8,22,95,18,0.08,0.04,0.12,0.08,0.12,0.04,0.04,0.07,0.04,0.07
796,Hugo Ekitike,fr,FW,MF,Reims,Ligue 1,18,2002,2,0,88,1.0,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,3,1,9,0.00,0.00,0.00,0.00,0.00,0.18,0.11,0.29,0.18,0.29
797,Anthony Elanga,se,FW,,Manchester Utd,Premier League,18,2002,2,2,155,1.7,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.5,2,3,13,0.58,0.00,0.58,0.58,0.58,0.26,0.02,0.28,0.26,0.28
798,Niclas Eliasson,se,MF,FW,Nîmes,Ligue 1,24,1995,30,19,1799,20.0,4,3,7,4,0,0,1,0,3.6,3.6,4.4,8.0,27,27,141,0.20,0.15,0.35,0.20,0.35,0.18,0.22,0.40,0.18,0.40
799,Elif Elmas,mk,MF,FW,Napoli,Serie A,20,1999,33,3,740,8.2,2,1,3,2,0,0,3,0,1.4,1.4,0.7,2.1,27,18,35,0.24,0.12,0.36,0.24,0.36,0.17,0.08,0.26,0.17,0.26
800,Ahmed Elmohamady,eg,DF,,Aston Villa,Premier League,32,1987,14,8,839,9.3,0,0,0,0,0,0,2,0,0.4,0.4,1.0,1.4,10,45,36,0.00,0.00,0.00,0.00,0.00,0.05,0.11,0.15,0.05,0.15
801,Mohamed Elneny,eg,MF,,Arsenal,Premier League,28,1992,23,17,1544,17.2,1,0,1,1,0,0,3,0,0.4,0.4,0.2,0.6,17,99,12,0.06,0.00,0.06,0.06,0.06,0.02,0.01,0.03,0.02,0.03
802,Aritz Elustondo,es,DF,,Real Sociedad,La Liga,26,1994,23,22,1884,20.9,1,0,1,1,0,0,5,0,0.5,0.5,0.2,0.8,27,112,12,0.05,0.00,0.05,0.05,0.05,0.03,0.01,0.04,0.03,0.04
803,Nico Elvedi,ch,DF,,Gladbach,Bundesliga,23,1996,29,29,2536,28.2,3,1,4,3,0,0,1,0,1.7,1.7,0.1,1.8,10,69,3,0.11,0.04,0.14,0.11,0.14,0.06,0.00,0.06,0.06,0.06
804,Rodrigo Ely,br,DF,,Alavés,La Liga,26,1993,8,6,468,5.2,1,0,1,1,0,0,1,0,0.6,0.6,0.3,0.9,1,3,0,0.19,0.00,0.19,0.19,0.19,0.11,0.05,0.16,0.11,0.16
805,Breel Embolo,ch,FW,MF,Gladbach,Bundesliga,23,1997,31,16,1440,16.0,5,2,7,5,0,0,4,0,7.7,7.7,1.3,9.0,37,31,124,0.31,0.12,0.44,0.31,0.44,0.48,0.08,0.56,0.48,0.56
806,Emerson,br,DF,,Betis,La Liga,21,1999,34,34,2991,33.2,1,4,5,1,0,0,9,1,1.5,1.5,2.7,4.3,91,132,186,0.03,0.12,0.15,0.03,0.15,0.05,0.08,0.13,0.05,0.13
807,Renaud Emond,be,FW,MF,Nantes,Ligue 1,28,1991,22,3,354,3.9,2,0,2,2,0,0,1,0,1.5,1.5,0.1,1.7,2,5,27,0.51,0.00,0.51,0.51,0.51,0.39,0.03,0.42,0.39,0.42
808,Alan Empereur,br,DF,,Hellas Verona,Serie A,26,1994,4,4,219,2.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,14,3,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
809,Youssef En-Nesyri,ma,FW,,Sevilla,La Liga,23,1997,38,23,2311,25.7,18,0,18,18,0,0,2,0,15.6,15.6,2.6,18.2,29,13,114,0.70,0.00,0.70,0.70,0.70,0.61,0.10,0.71,0.61,0.71
810,Keita Endo,jp,MF,FW,Union Berlin,Bundesliga,22,1997,16,4,456,5.1,1,0,1,1,0,0,0,0,1.4,1.4,1.9,3.3,16,7,33,0.20,0.00,0.20,0.20,0.20,0.28,0.37,0.64,0.28,0.64
811,Wataru Endo,jp,MF,,Stuttgart,Bundesliga,27,1993,33,33,2955,32.8,3,3,6,3,0,0,5,0,2.6,2.6,1.8,4.4,35,187,39,0.09,0.09,0.18,0.09,0.18,0.08,0.06,0.13,0.08,0.13
812,Sergi Enrich,es,FW,,Eibar,La Liga,30,1990,27,13,1404,15.6,3,0,3,3,0,1,1,0,7.8,7.0,0.8,7.9,14,40,91,0.19,0.00,0.19,0.19,0.19,0.50,0.05,0.55,0.45,0.50
813,Christian Eriksen,dk,MF,,Inter,Serie A,28,1992,26,17,1385,15.4,3,0,3,3,0,0,1,0,1.4,1.4,2.8,4.2,28,86,49,0.19,0.00,0.19,0.19,0.19,0.09,0.18,0.27,0.09,0.27
814,Martin Erlic,hr,DF,,Spezia,Serie A,22,1998,27,19,1798,20.0,3,1,4,3,0,0,6,0,1.2,1.2,0.2,1.4,15,58,2,0.15,0.05,0.20,0.15,0.20,0.06,0.01,0.07,0.06,0.07
815,Patrick Erras,de,FW,MF,Werder Bremen,Bundesliga,25,1995,4,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,7,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09
816,Gonzalo Escalante,ar,MF,,Lazio,Serie A,27,1993,24,4,733,8.1,0,1,1,0,0,0,5,0,0.7,0.7,0.3,1.0,11,45,7,0.00,0.12,0.12,0.00,0.12,0.08,0.04,0.13,0.08,0.13
817,Aarón Escandell,es,GK,,Granada,La Liga,24,1995,5,5,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
818,Dani Escriche,es,FW,MF,Huesca,La Liga,22,1998,23,7,857,9.5,1,1,2,1,0,0,5,1,2.1,2.1,1.3,3.4,28,27,48,0.11,0.11,0.21,0.11,0.21,0.23,0.13,0.36,0.23,0.36
819,Sergio Escudero,es,DF,,Sevilla,La Liga,30,1989,9,7,565,6.3,1,0,1,1,0,0,3,0,0.2,0.2,0.4,0.6,8,22,32,0.16,0.00,0.16,0.16,0.16,0.04,0.06,0.10,0.04,0.10
820,Alfonso Espino,uy,DF,,Cádiz,La Liga,28,1992,32,31,2601,28.9,0,3,3,0,0,0,6,0,0.2,0.2,1.4,1.6,31,63,59,0.00,0.10,0.10,0.00,0.10,0.01,0.05,0.06,0.01,0.06
821,Vicente Esquerdo,es,MF,,Valencia,La Liga,21,1999,4,3,231,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,4,3,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
822,Nahuel Estévez,ar,MF,,Spezia,Serie A,24,1995,27,19,1768,19.6,0,3,3,0,0,0,7,0,1.9,1.9,2.8,4.7,32,101,80,0.00,0.15,0.15,0.00,0.15,0.09,0.14,0.24,0.09,0.24
823,Pervis Estupiñán,ec,DF,,Villarreal,La Liga,22,1998,25,12,1168,13.0,0,0,0,0,0,0,1,0,0.5,0.5,1.5,2.0,39,35,120,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.15,0.04,0.15
824,Yoann Etienne,fr,DF,,Lorient,Ligue 1,23,1997,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
825,Xabier Etxeita,es,DF,,Getafe,La Liga,32,1987,11,9,883,9.8,0,0,0,0,0,0,3,0,0.4,0.4,0.3,0.7,2,25,1,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07
826,Jonny Evans,nir,DF,,Leicester City,Premier League,32,1988,28,28,2473,27.5,2,2,4,2,0,0,7,0,1.7,1.7,0.4,2.1,7,96,5,0.07,0.07,0.15,0.07,0.15,0.06,0.02,0.08,0.06,0.08
827,Edu Expósito,es,MF,,Eibar,La Liga,23,1996,31,27,2455,27.3,0,3,3,0,0,2,4,0,3.3,1.7,3.6,5.3,45,169,81,0.00,0.11,0.11,0.00,0.11,0.12,0.13,0.25,0.06,0.19
828,Valentin Eysseric,fr,MF,FW,Fiorentina,Serie A,28,1992,16,6,729,8.1,2,0,2,2,0,0,2,0,1.3,1.3,0.6,1.8,14,33,45,0.25,0.00,0.25,0.25,0.25,0.16,0.07,0.23,0.16,0.23
829,Eberechi Eze,eng,MF,,Crystal Palace,Premier League,22,1998,34,29,2559,28.4,4,6,10,4,0,0,3,0,2.2,2.2,3.9,6.1,79,127,126,0.14,0.21,0.35,0.14,0.35,0.08,0.14,0.21,0.08,0.21
830,Jokin Ezkieta,es,GK,,Athletic Club,La Liga,23,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
831,Łukasz Fabiański,pl,GK,,West Ham,Premier League,35,1985,35,35,3150,35.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
832,Fabinho,br,DF,MF,Liverpool,Premier League,26,1993,30,28,2567,28.5,0,0,0,0,0,0,6,0,0.3,0.3,0.3,0.6,27,124,13,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
833,Fábio,br,DF,,Nantes,Ligue 1,30,1990,22,19,1507,16.7,0,1,1,0,0,0,5,1,0.3,0.3,0.5,0.8,24,71,59,0.00,0.06,0.06,0.00,0.06,0.02,0.03,0.05,0.02,0.05
834,Cesc Fàbregas,es,MF,FW,Monaco,Ligue 1,33,1987,21,7,877,9.7,2,3,5,0,2,2,2,0,3.2,1.6,3.3,4.9,10,115,48,0.21,0.31,0.51,0.00,0.31,0.33,0.34,0.67,0.16,0.51
835,Bandiougou Fadiga,fr,FW,MF,Paris S-G,Ligue 1,19,2001,6,0,63,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3,7,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
836,Bandiougou Fadiga,fr,MF,FW,Brest,Ligue 1,19,2001,4,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14
837,Wout Faes,be,DF,,Reims,Ligue 1,22,1998,33,33,2899,32.2,1,0,1,1,0,0,13,2,1.2,1.2,0.1,1.3,22,86,2,0.03,0.00,0.03,0.03,0.03,0.04,0.00,0.04,0.04,0.04
838,Nicolò Fagioli,it,MF,,Juventus,Serie A,19,2001,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
839,Ralf Fährmann,de,GK,,Schalke 04,Bundesliga,31,1988,22,22,1876,20.8,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
840,Romain Faivre,fr,MF,FW,Brest,Ligue 1,22,1998,36,33,2891,32.1,6,5,11,5,1,1,0,0,6.2,5.4,7.2,12.7,141,171,166,0.19,0.16,0.34,0.16,0.31,0.19,0.23,0.42,0.17,0.39
841,Fali,es,DF,MF,Cádiz,La Liga,26,1993,34,29,2637,29.3,0,0,0,0,0,0,11,0,0.7,0.7,0.6,1.3,10,68,12,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
842,Iago Falque,es,MF,FW,Benevento,Serie A,30,1990,11,4,358,4.0,1,1,2,1,0,0,0,0,0.4,0.4,1.2,1.7,16,26,31,0.25,0.25,0.50,0.25,0.50,0.11,0.31,0.42,0.11,0.42
843,Andri Fannar Baldursson,is,MF,,Bologna,Serie A,18,2002,8,1,217,2.4,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,1,6,8,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10
844,Paolo Faragò,it,DF,,Bologna,Serie A,27,1993,1,0,23,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,1,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21
845,Paolo Faragò,it,DF,,Cagliari,Serie A,27,1993,8,4,369,4.1,0,0,0,0,0,0,2,0,0.2,0.2,0.5,0.7,2,13,10,0.00,0.00,0.00,0.00,0.00,0.04,0.13,0.17,0.04,0.17
846,Davide Faraoni,it,DF,,Hellas Verona,Serie A,28,1991,34,33,2891,32.1,4,7,11,4,0,0,8,0,3.1,3.1,3.4,6.5,26,132,100,0.12,0.22,0.34,0.12,0.34,0.10,0.11,0.21,0.10,0.21
847,Mohamed Fares,dz,DF,,Lazio,Serie A,24,1996,21,12,1139,12.7,0,1,1,0,0,0,5,0,0.7,0.5,1.9,2.5,26,24,114,0.00,0.08,0.08,0.00,0.08,0.05,0.15,0.21,0.04,0.20
848,Diego Farias,br,FW,,Spezia,Serie A,30,1990,29,17,1514,16.8,4,2,6,4,0,0,5,0,3.2,3.2,3.6,6.7,47,67,131,0.24,0.12,0.36,0.24,0.36,0.19,0.21,0.40,0.19,0.40
849,Wuilker Faríñez,ve,GK,,Lens,Ligue 1,22,1998,3,1,107,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
850,Noah Fatar,fr,FW,MF,Angers,Ligue 1,18,2002,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
851,Ansu Fati,es,FW,,Barcelona,La Liga,17,2002,7,6,431,4.8,4,0,4,4,0,0,1,0,1.8,1.8,1.7,3.5,32,12,60,0.84,0.00,0.84,0.84,0.84,0.37,0.36,0.73,0.37,0.73
852,Julien Faussurier,fr,DF,,Brest,Ligue 1,33,1987,17,9,955,10.6,0,3,3,0,0,0,2,0,0.4,0.4,2.2,2.6,28,56,63,0.00,0.28,0.28,0.00,0.28,0.04,0.21,0.24,0.04,0.24
853,Andrea Favilli,it,FW,,Hellas Verona,Serie A,23,1997,11,2,339,3.8,2,0,2,2,0,0,1,0,1.6,1.6,0.1,1.7,7,2,37,0.53,0.00,0.53,0.53,0.53,0.42,0.03,0.44,0.42,0.44
854,Federico Fazio,ar,DF,,Roma,Serie A,33,1987,6,5,406,4.5,1,0,1,1,0,0,2,0,0.2,0.2,0.1,0.2,4,20,2,0.22,0.00,0.22,0.22,0.22,0.04,0.02,0.05,0.04,0.05
855,Nabil Fekir,fr,MF,FW,Betis,La Liga,27,1993,33,33,2622,29.1,5,6,11,4,1,3,5,1,7.0,4.6,5.2,9.8,103,152,182,0.17,0.21,0.38,0.14,0.34,0.24,0.18,0.42,0.16,0.34
856,Felipe,br,DF,,Atlético Madrid,La Liga,31,1989,31,23,2057,22.9,0,0,0,0,0,0,8,0,1.5,1.5,0.3,1.8,5,36,3,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08
857,Luiz Felipe,it,DF,,Lazio,Serie A,23,1997,14,10,909,10.1,0,0,0,0,0,0,5,0,0.3,0.3,0.3,0.5,9,29,2,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.05,0.03,0.05
858,João Félix,pt,FW,MF,Atlético Madrid,La Liga,20,1999,31,14,1572,17.5,7,5,12,6,1,2,6,0,5.5,3.9,4.3,8.1,49,73,94,0.40,0.29,0.69,0.34,0.63,0.31,0.24,0.56,0.22,0.47
859,Ohis Felix Uduokhai,de,DF,,Augsburg,Bundesliga,22,1997,29,29,2610,29.0,1,0,1,1,0,0,5,0,1.7,1.7,0.3,2.0,21,94,13,0.03,0.00,0.03,0.03,0.03,0.06,0.01,0.07,0.06,0.07
860,Zinedine Ferhat,dz,FW,MF,Nîmes,Ligue 1,27,1993,33,33,2957,32.9,6,10,16,5,1,1,2,0,5.9,5.1,6.5,11.6,92,121,266,0.18,0.30,0.49,0.15,0.46,0.18,0.20,0.38,0.15,0.35
861,Bruno Fernandes,pt,MF,,Manchester Utd,Premier League,25,1994,37,35,3099,34.4,18,12,30,9,9,10,6,0,16.1,8.2,11.4,19.6,80,285,263,0.52,0.35,0.87,0.26,0.61,0.47,0.33,0.80,0.24,0.57
862,Edimilson Fernandes,ch,MF,FW,Mainz 05,Bundesliga,24,1996,14,9,841,9.3,0,1,1,0,0,0,1,0,0.5,0.5,1.3,1.8,6,23,19,0.00,0.11,0.11,0.00,0.11,0.05,0.14,0.20,0.05,0.20
863,Aitor Fernández,es,GK,,Levante,La Liga,29,1991,29,29,2610,29.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
864,Álex Fernández,es,MF,,Cádiz,La Liga,27,1992,25,21,1946,21.6,4,1,5,2,2,2,1,0,3.3,1.8,1.5,3.2,26,104,43,0.18,0.05,0.23,0.09,0.14,0.15,0.07,0.22,0.08,0.15
865,Álvaro Fernández,es,GK,,Huesca,La Liga,22,1998,22,22,1980,22.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
866,Andrés Fernández,es,GK,,Huesca,La Liga,33,1986,16,16,1440,16.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
867,Augusto Fernández,ar,MF,,Cádiz,La Liga,34,1986,12,4,369,4.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,17,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
868,Carlos Fernández,es,FW,,Sevilla,La Liga,24,1996,5,2,143,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.7,0.9,3,3,10,0.00,0.00,0.00,0.00,0.00,0.12,0.43,0.55,0.12,0.55
869,Carlos Fernández,es,FW,MF,Real Sociedad,La Liga,24,1996,11,4,390,4.3,1,2,3,1,0,0,5,0,1.1,1.1,0.7,1.8,3,10,33,0.23,0.46,0.69,0.23,0.69,0.26,0.16,0.41,0.26,0.41
870,Federico Fernández,ar,DF,,Newcastle Utd,Premier League,31,1989,24,24,2079,23.1,0,0,0,0,0,0,4,0,0.3,0.3,0.6,0.8,1,32,7,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
871,Joaquín Fernández,es,DF,,Valladolid,La Liga,24,1996,25,24,2073,23.0,1,0,1,1,0,0,8,0,1.4,1.4,0.5,1.9,0,42,2,0.04,0.00,0.04,0.04,0.04,0.06,0.02,0.08,0.06,0.08
872,Fernandinho,br,MF,,Manchester City,Premier League,35,1985,21,12,1188,13.2,0,2,2,0,0,0,6,0,0.7,0.7,1.3,1.9,31,114,5,0.00,0.15,0.15,0.00,0.15,0.05,0.10,0.15,0.05,0.15
873,Fernando,br,MF,,Sevilla,La Liga,33,1987,31,28,2546,28.3,3,4,7,3,0,0,6,0,1.5,1.5,3.0,4.5,17,112,22,0.11,0.14,0.25,0.11,0.25,0.05,0.11,0.16,0.05,0.16
874,Alex Ferrari,it,DF,,Sampdoria,Serie A,26,1994,12,11,880,9.8,0,1,1,0,0,0,3,0,0.0,0.0,1.0,1.0,1,32,8,0.00,0.10,0.10,0.00,0.10,0.00,0.11,0.11,0.00,0.11
875,David Ferreiro,es,MF,FW,Huesca,La Liga,32,1988,37,29,2527,28.1,2,4,6,2,0,0,5,0,1.8,1.8,6.0,7.8,68,113,182,0.07,0.14,0.21,0.07,0.21,0.06,0.21,0.28,0.06,0.28
876,Salvador Ferrer,es,DF,,Spezia,Serie A,22,1998,18,14,1190,13.2,0,1,1,0,0,0,4,0,0.1,0.1,1.3,1.4,28,46,49,0.00,0.08,0.08,0.00,0.08,0.01,0.10,0.10,0.01,0.10
877,Facundo Ferreyra,ar,FW,,Celta Vigo,La Liga,29,1991,13,2,300,3.3,1,0,1,1,0,0,5,1,1.5,1.5,0.0,1.5,1,2,10,0.30,0.00,0.30,0.30,0.30,0.46,0.00,0.46,0.46,0.46
878,Jordan Ferri,fr,MF,,Montpellier,Ligue 1,28,1992,34,31,2577,28.6,0,3,3,0,0,0,6,0,0.1,0.1,1.7,1.9,36,192,41,0.00,0.10,0.10,0.00,0.10,0.00,0.06,0.06,0.00,0.06
879,Marco Festa,it,GK,,Crotone,Serie A,28,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
