Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
47,Jean-Daniel Akpa-Akpro,ci,MF,,Lazio,Serie A,27,1992,32,6,1056,11.7,0,1,1,0,0,0,9,0,1.2,1.2,0.8,1.9,11,26,31,0.00,0.09,0.09,0.00,0.09,0.10,0.06,0.16,0.10,0.16
48,Kevin Akpoguma,ng,DF,,Hoffenheim,Bundesliga,25,1995,16,14,1184,13.2,1,0,1,1,0,0,1,0,0.1,0.1,0.4,0.5,10,56,14,0.08,0.00,0.08,0.08,0.08,0.01,0.03,0.04,0.01,0.04
49,David Alaba,at,DF,MF,Bayern Munich,Bundesliga,28,1992,32,30,2675,29.7,2,4,6,2,0,0,4,0,1.2,1.2,2.1,3.3,56,242,70,0.07,0.13,0.20,0.07,0.20,0.04,0.07,0.11,0.04,0.11
50,Sofiane Alakouch,ma,DF,,Nîmes,Ligue 1,22,1998,22,17,1505,16.7,0,2,2,0,0,0,4,0,0.2,0.2,1.3,1.5,35,65,47,0.00,0.12,0.12,0.00,0.12,0.01,0.08,0.09,0.01,0.09
51,Jony Álamo,es,MF,,Elche,La Liga,18,2001,1,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
52,Lucas Alario,ar,FW,,Leverkusen,Bundesliga,27,1992,25,12,1245,13.8,11,2,13,9,2,2,2,0,7.2,5.7,0.9,6.6,7,21,75,0.80,0.14,0.94,0.65,0.80,0.52,0.07,0.59,0.41,0.48
53,Jordi Alba,es,DF,FW,Barcelona,La Liga,31,1989,35,34,3025,33.6,3,5,8,3,0,0,9,0,1.9,1.9,7.6,9.5,48,197,354,0.09,0.15,0.24,0.09,0.24,0.06,0.22,0.28,0.06,0.28
54,Luis Alberto,es,MF,,Lazio,Serie A,27,1992,34,33,2618,29.1,9,2,11,9,0,0,5,0,5.1,5.0,7.9,12.9,143,301,132,0.31,0.07,0.38,0.31,0.38,0.18,0.27,0.45,0.17,0.44
55,Raúl Albiol,es,DF,,Villarreal,La Liga,34,1985,35,35,3115,34.6,0,0,0,0,0,0,7,0,0.9,0.9,1.0,1.9,19,136,2,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06
56,Marc Albrighton,eng,DF,FW,Leicester City,Premier League,30,1989,31,17,1746,19.4,1,5,6,1,0,0,2,0,1.2,1.2,3.5,4.7,46,84,139,0.05,0.26,0.31,0.05,0.31,0.06,0.18,0.24,0.06,0.24
57,Paco Alcácer,es,FW,,Villarreal,La Liga,26,1993,27,19,1544,17.2,6,4,10,5,1,2,0,0,9.0,7.5,2.8,10.2,12,13,77,0.35,0.23,0.58,0.29,0.52,0.53,0.16,0.69,0.43,0.60
58,Pedro Alcalá,es,DF,,Cádiz,La Liga,31,1989,13,8,909,10.1,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,1,11,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
59,Thiago Alcántara,es,MF,,Liverpool,Premier League,29,1991,24,20,1854,20.6,1,0,1,1,0,0,4,0,1.2,1.2,2.3,3.5,27,203,25,0.05,0.00,0.05,0.05,0.05,0.06,0.11,0.17,0.06,0.17
60,Rubén Alcaraz,es,MF,,Valladolid,La Liga,29,1991,30,25,2165,24.1,1,0,1,1,0,0,10,0,1.8,1.8,0.5,2.3,25,107,21,0.04,0.00,0.04,0.04,0.04,0.07,0.02,0.10,0.07,0.10
61,Omar Alderete,py,DF,,Hertha BSC,Bundesliga,23,1996,17,14,1299,14.4,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,8,55,3,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
62,Toby Alderweireld,be,DF,,Tottenham,Premier League,31,1989,25,25,2240,24.9,1,0,1,1,0,0,2,0,0.7,0.7,0.7,1.4,3,59,1,0.04,0.00,0.04,0.04,0.04,0.03,0.03,0.06,0.03,0.06
63,Iván Alejo,es,MF,FW,Cádiz,La Liga,25,1995,22,6,827,9.2,1,1,2,1,0,0,5,0,1.1,1.1,0.8,1.9,46,13,79,0.11,0.11,0.22,0.11,0.22,0.12,0.09,0.21,0.12,0.21
64,Carles Aleñá,es,MF,,Barcelona,La Liga,22,1998,2,0,48,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,7,1,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10
65,Carles Aleñá,es,MF,FW,Getafe,La Liga,22,1998,22,15,1366,15.2,2,2,4,2,0,0,1,0,1.7,1.7,2.7,4.3,20,77,51,0.13,0.13,0.26,0.13,0.26,0.11,0.18,0.29,0.11,0.29
66,Rúnar Alex Rúnarsson,is,GK,,Arsenal,Premier League,25,1995,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
67,Trent Alexander-Arnold,eng,DF,,Liverpool,Premier League,21,1998,36,34,3031,33.7,2,7,9,2,0,0,2,0,2.6,2.6,8.6,11.2,98,251,249,0.06,0.21,0.27,0.06,0.27,0.08,0.26,0.33,0.08,0.33
68,Alfon,es,MF,,Celta Vigo,La Liga,21,1999,2,0,34,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,1,5,0.00,0.00,0.00,0.00,0.00,0.17,0.18,0.35,0.17,0.35
69,Mohamed Ali Cho,fr,FW,MF,Angers,Ligue 1,16,2004,21,1,348,3.9,0,0,0,0,0,0,1,0,1.9,1.9,0.1,2.0,15,4,26,0.00,0.00,0.00,0.00,0.00,0.49,0.02,0.51,0.49,0.51
70,Ezgjan Alioski,mk,DF,MF,Leeds United,Premier League,28,1992,36,29,2461,27.3,2,3,5,2,0,0,7,0,1.6,1.6,3.3,4.9,77,132,122,0.07,0.11,0.18,0.07,0.18,0.06,0.12,0.18,0.06,0.18
71,Rachid Alioui,ma,FW,,Angers,Ligue 1,28,1992,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
72,Alisson,br,GK,,Liverpool,Premier League,27,1992,33,33,2970,33.0,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,0,1,0,0.03,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00
73,Saturnin Allagbé,bj,GK,,Dijon,Ligue 1,26,1993,12,12,1080,12.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
74,Allan,br,MF,,Everton,Premier League,29,1991,24,23,2051,22.8,0,0,0,0,0,0,6,0,0.3,0.3,0.8,1.1,30,92,8,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.01,0.05
75,Dele Alli,eng,MF,,Tottenham,Premier League,24,1996,15,7,620,6.9,0,1,1,0,0,0,0,0,2.0,2.0,1.2,3.3,15,26,30,0.00,0.15,0.15,0.00,0.15,0.30,0.18,0.47,0.30,0.47
76,Miguel Almirón,py,MF,FW,Newcastle Utd,Premier League,26,1994,34,28,2429,27.0,4,1,5,4,0,0,3,0,3.2,3.2,2.9,6.1,70,90,109,0.15,0.04,0.19,0.15,0.19,0.12,0.11,0.23,0.12,0.23
77,Marcos Alonso,es,DF,,Chelsea,Premier League,29,1990,13,11,960,10.7,2,0,2,2,0,0,2,0,1.8,1.8,1.3,3.2,24,42,74,0.19,0.00,0.19,0.19,0.19,0.17,0.13,0.30,0.17,0.30
78,Sergio Álvarez,es,MF,DF,Eibar,La Liga,28,1992,27,17,1568,17.4,0,0,0,0,0,0,3,0,0.4,0.4,0.3,0.8,9,49,15,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
79,Yeray Álvarez,es,DF,,Athletic Club,La Liga,25,1995,23,22,1948,21.6,1,0,1,1,0,0,6,0,0.6,0.6,0.5,1.1,19,65,2,0.05,0.00,0.05,0.05,0.05,0.03,0.02,0.05,0.03,0.05
80,Bruno Alves,pt,DF,,Parma,Serie A,38,1981,19,18,1632,18.1,1,0,1,1,0,0,3,0,0.4,0.4,0.1,0.6,0,50,6,0.06,0.00,0.06,0.06,0.06,0.02,0.01,0.03,0.02,0.03
81,Steven Alzate,co,MF,,Brighton,Premier League,21,1998,15,10,896,10.0,1,0,1,1,0,0,2,0,0.8,0.8,0.6,1.4,16,39,16,0.10,0.00,0.10,0.10,0.10,0.08,0.06,0.14,0.08,0.14
82,Ibrahim Amadou,fr,MF,,Angers,Ligue 1,27,1993,24,20,1504,16.7,0,0,0,0,0,0,6,0,1.5,1.5,0.2,1.7,14,63,14,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.10,0.09,0.10
83,Romain Amalfitano,fr,FW,DF,Dijon,Ligue 1,30,1989,2,1,116,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,3,8,8,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06
84,Emmanuel Amankwaa Akurugu,gh,DF,,Getafe,La Liga,18,2001,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
85,Daniel Amartey,gh,DF,,Leicester City,Premier League,25,1994,12,8,722,8.0,1,0,1,1,0,0,3,0,0.4,0.4,0.0,0.4,4,24,0,0.12,0.00,0.12,0.12,0.12,0.05,0.00,0.05,0.05,0.05
86,Jordan Amavi,fr,DF,,Marseille,Ligue 1,26,1994,13,10,813,9.0,1,0,1,1,0,0,3,1,0.2,0.2,0.3,0.5,17,25,33,0.11,0.00,0.11,0.11,0.11,0.03,0.03,0.06,0.03,0.06
87,Thierry Ambrose,gp,FW,,Metz,Ligue 1,23,1997,23,5,753,8.4,0,1,1,0,0,0,4,0,1.0,1.0,1.4,2.4,26,30,77,0.00,0.12,0.12,0.00,0.12,0.12,0.16,0.29,0.12,0.29
88,Wisdom Amey,it,DF,,Bologna,Serie A,14,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
89,Nadiem Amiri,de,MF,,Leverkusen,Bundesliga,23,1996,29,20,1890,21.0,2,6,8,2,0,0,5,0,2.2,2.2,3.1,5.3,45,113,82,0.10,0.29,0.38,0.10,0.38,0.10,0.15,0.25,0.10,0.25
90,Ethan Ampadu,wls,DF,MF,Sheffield Utd,Premier League,19,2000,25,23,2089,23.2,0,0,0,0,0,0,3,0,0.3,0.3,1.2,1.5,25,100,23,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.07,0.01,0.07
91,Sofyan Amrabat,ma,MF,,Fiorentina,Serie A,23,1996,31,28,2441,27.1,0,0,0,0,0,0,7,0,0.4,0.4,0.6,1.1,38,151,46,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
92,Jon Ander Garrido,es,MF,,Cádiz,La Liga,30,1989,23,7,800,8.9,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,0,22,3,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
93,Joachim Andersen,dk,DF,,Fulham,Premier League,24,1996,31,30,2730,30.3,1,1,2,1,0,0,7,1,1.2,1.2,0.4,1.7,20,95,7,0.03,0.03,0.07,0.03,0.07,0.04,0.01,0.05,0.04,0.05
94,Joachim Andersen,dk,DF,,Lyon,Ligue 1,24,1996,3,2,192,2.1,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,4,12,0,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16
95,Djavan Anderson,nl,DF,,Lazio,Serie A,25,1995,3,1,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
96,Elliot Anderson,eng,MF,,Newcastle Utd,Premier League,17,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97,Felipe Anderson,br,FW,MF,West Ham,Premier League,27,1993,2,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
98,Sebastian Andersson,se,FW,,Köln,Bundesliga,29,1991,16,14,1126,12.5,3,0,3,2,1,1,1,0,6.2,5.4,0.3,5.7,6,20,55,0.24,0.00,0.24,0.16,0.16,0.49,0.03,0.52,0.43,0.46
99,Nícolas Andrade,br,GK,,Udinese,Serie A,32,1988,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
100,Benjamin André,fr,MF,,Lille,Ligue 1,29,1990,35,35,2885,32.1,0,1,1,0,0,0,10,0,1.6,1.6,1.1,2.7,28,200,64,0.00,0.03,0.03,0.00,0.03,0.05,0.03,0.08,0.05,0.08
101,Marcos André,br,FW,,Valladolid,La Liga,23,1996,23,11,1177,13.1,4,1,5,4,0,0,3,0,4.9,4.9,0.7,5.6,26,15,67,0.31,0.08,0.38,0.31,0.38,0.38,0.05,0.43,0.38,0.43
102,Robert Andrich,de,MF,,Union Berlin,Bundesliga,25,1994,29,29,2526,28.1,5,2,7,5,0,0,5,1,2.6,2.6,2.0,4.5,25,128,31,0.18,0.07,0.25,0.18,0.25,0.09,0.07,0.16,0.09,0.16
103,Victorien Angban,ci,MF,,Metz,Ligue 1,23,1996,26,21,1672,18.6,0,1,1,0,0,0,5,0,0.5,0.5,0.5,1.0,20,90,30,0.00,0.05,0.05,0.00,0.05,0.03,0.03,0.05,0.03,0.05
104,Ángel,es,GK,,Granada,La Liga,18,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
105,José Ángel,es,DF,,Eibar,La Liga,30,1989,14,11,901,10.0,0,0,0,0,0,0,3,0,0.0,0.0,1.0,1.1,14,55,24,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.11,0.00,0.11
106,Miguel Ángel Rubio,es,DF,,Valladolid,La Liga,22,1998,2,1,135,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
107,Angeliño,es,DF,FW,RB Leipzig,Bundesliga,23,1997,26,24,2161,24.0,4,4,8,4,0,0,2,0,4.2,4.2,5.5,9.7,47,93,242,0.17,0.17,0.33,0.17,0.33,0.17,0.23,0.40,0.17,0.40
108,Davide Angelo Ghislandi,it,DF,,Atalanta,Serie A,19,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
109,Philip Ankhrah,gh,MF,,Hellas Verona,Serie A,17,2002,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
110,Cristian Ansaldi,ar,DF,FW,Torino,Serie A,33,1986,31,20,1947,21.6,1,6,7,0,1,1,1,0,1.9,1.1,5.0,6.1,91,66,93,0.05,0.28,0.32,0.00,0.28,0.09,0.23,0.32,0.05,0.28
