Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
488,Lucas Da Cunha,fr,MF,FW,Como,Serie A,23,2001,6,3,214,2.4,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,11,10,18,0.00,0.00,0.00,0.00,0.00,0.06,0.11,0.17,0.06,0.17
489,Mahmoud Dahoud,de,MF,,Eint Frankfurt,Bundesliga,28,1996,4,0,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
490,Thijs Dallinga,nl,FW,MF,Bologna,Serie A,24,2000,5,1,133,1.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,0,1,11,0.00,0.00,0.00,0.00,0.00,0.20,0.03,0.23,0.20,0.23
491,Diogo Dalot,pt,DF,,Manchester Utd,Premier League,25,1999,8,8,720,8.0,0,1,1,0,0,0,2,0,0.2,0.2,1.0,1.2,9,34,25,0.00,0.12,0.12,0.00,0.12,0.02,0.13,0.15,0.02,0.15
492,Mikkel Damsgaard,dk,MF,FW,Brentford,Premier League,24,2000,8,6,553,6.1,0,3,3,0,0,0,0,0,0.4,0.4,2.0,2.4,17,39,20,0.00,0.49,0.49,0.00,0.49,0.06,0.32,0.39,0.06,0.39
493,Flavius Daniliuc,at,DF,,Hellas Verona,Serie A,23,2001,4,2,250,2.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,10,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
494,Danilo,br,MF,,Nott'ham Forest,Premier League,23,2001,1,1,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
495,Danilo,br,DF,,Juventus,Serie A,33,1991,4,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,13,4,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09
496,Arnaut Danjuma,nl,FW,,Villarreal,La Liga,27,1997,3,3,200,2.2,2,0,2,2,0,0,1,0,0.8,0.8,0.0,0.8,4,1,17,0.90,0.00,0.90,0.90,0.90,0.37,0.01,0.38,0.37,0.38
497,Arnaut Danjuma,nl,FW,MF,Girona,La Liga,27,1997,7,5,420,4.7,0,0,0,0,0,0,1,0,0.9,0.9,0.4,1.3,25,16,55,0.00,0.00,0.00,0.00,0.00,0.20,0.09,0.29,0.20,0.29
498,Kévin Danois,fr,MF,DF,Auxerre,Ligue 1,20,2004,7,4,401,4.5,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,4,35,10,0.00,0.00,0.00,0.00,0.00,0.08,0.09,0.17,0.08,0.17
499,Kevin Danso,at,DF,,Lens,Ligue 1,26,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,8,0,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
500,Dante,br,DF,,Nice,Ligue 1,41,1983,7,6,563,6.3,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,6,33,6,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
501,Pape Daouda Diongue,sn,MF,FW,Strasbourg,Ligue 1,,,2,1,49,0.5,1,0,1,1,0,0,0,0,1.0,1.0,0.0,1.0,2,0,2,1.84,0.00,1.84,1.84,1.84,1.88,0.00,1.88,1.88,1.88
502,Mohammed Daramy,dk,FW,,Reims,Ligue 1,22,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,0,2,0.00,0.00,0.00,0.00,0.00,0.20,0.32,0.51,0.20,0.51
503,Bence Dárdai,de,FW,,Wolfsburg,Bundesliga,18,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.80,0.00,0.80
504,Sergi Darder,es,MF,FW,Mallorca,La Liga,30,1993,10,8,673,7.5,0,0,0,0,0,0,0,0,0.3,0.3,0.6,0.9,10,29,26,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.13,0.04,0.13
505,Matteo Darmian,it,DF,,Inter,Serie A,34,1989,8,7,536,6.0,1,1,2,1,0,0,1,0,0.7,0.7,0.5,1.2,1,12,38,0.17,0.17,0.34,0.17,0.34,0.12,0.08,0.20,0.12,0.20
506,Lukas Daschner,de,MF,FW,Bochum,Bundesliga,26,1998,6,2,252,2.8,1,1,2,1,0,1,0,0,2.2,1.4,0.6,2.0,6,6,12,0.36,0.36,0.71,0.36,0.71,0.80,0.20,1.00,0.52,0.72
507,Juan David Cabal,co,DF,,Juventus,Serie A,23,2001,4,4,301,3.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,8,7,17,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
508,Jonathan David,ca,FW,,Lille,Ligue 1,24,2000,8,5,553,6.1,5,0,5,4,1,1,0,0,3.4,2.6,0.2,2.8,9,13,43,0.81,0.00,0.81,0.65,0.65,0.55,0.03,0.58,0.42,0.45
509,Alphonso Davies,ca,DF,,Bayern Munich,Bundesliga,23,2000,6,5,477,5.3,0,0,0,0,0,0,0,0,0.3,0.3,0.7,0.9,23,33,44,0.00,0.00,0.00,0.00,0.00,0.05,0.13,0.18,0.05,0.18
510,Keinan Davis,eng,FW,,Udinese,Serie A,26,1998,8,1,242,2.7,0,1,1,0,0,0,1,0,0.7,0.7,1.6,2.3,5,6,20,0.00,0.37,0.37,0.00,0.37,0.27,0.58,0.84,0.27,0.84
511,Leif Davis,eng,DF,,Ipswich Town,Premier League,24,2000,8,8,720,8.0,0,1,1,0,0,0,0,0,0.3,0.3,1.5,1.8,15,21,34,0.00,0.12,0.12,0.00,0.12,0.04,0.18,0.22,0.04,0.22
512,Zuriko Davitashvili,ge,MF,FW,Saint-Étienne,Ligue 1,23,2001,8,8,689,7.7,3,2,5,3,0,0,0,0,1.6,1.6,1.2,2.8,18,16,38,0.39,0.26,0.65,0.39,0.65,0.21,0.15,0.37,0.21,0.37
513,Paweł Dawidowicz,pl,DF,,Hellas Verona,Serie A,29,1995,5,5,380,4.2,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2,16,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
514,Craig Dawson,eng,DF,,Wolves,Premier League,34,1990,7,5,481,5.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,4,11,3,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
515,Kevin De Bruyne,be,MF,,Manchester City,Premier League,33,1991,4,4,356,4.0,1,1,2,1,0,0,1,0,1.2,1.2,1.7,2.9,10,47,32,0.25,0.25,0.51,0.25,0.51,0.31,0.43,0.74,0.31,0.74
516,Charles De Ketelaere,be,MF,FW,Atalanta,Serie A,23,2001,8,7,536,6.0,1,1,2,1,0,0,0,0,1.5,1.5,1.9,3.3,23,40,51,0.17,0.17,0.34,0.17,0.34,0.25,0.31,0.56,0.25,0.56
517,Rodrigo De Paul,ar,MF,,Atlético Madrid,La Liga,30,1994,9,4,404,4.5,0,1,1,0,0,0,2,0,0.1,0.1,1.7,1.8,12,44,25,0.00,0.22,0.22,0.00,0.22,0.03,0.38,0.40,0.03,0.40
518,Mattia De Sciglio,it,FW,DF,Empoli,Serie A,32,1992,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18
519,Lorenzo De Silvestri,it,DF,,Bologna,Serie A,36,1988,2,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,8,7,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
520,Thibault De Smet,be,DF,,Reims,Ligue 1,26,1998,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
521,Koni De Winter,be,DF,,Genoa,Serie A,22,2002,7,7,630,7.0,1,0,1,1,0,0,4,0,0.6,0.6,0.1,0.6,3,18,7,0.14,0.00,0.14,0.14,0.14,0.08,0.01,0.09,0.08,0.09
522,Alessandro Deiola,it,MF,,Cagliari,Serie A,29,1995,7,5,407,4.5,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,3,10,11,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.11,0.07,0.11
523,Romain Del Castillo,fr,FW,,Brest,Ligue 1,28,1996,7,6,506,5.6,3,2,5,0,3,4,0,0,3.5,0.4,0.8,1.2,14,26,39,0.53,0.36,0.89,0.00,0.36,0.63,0.14,0.77,0.07,0.21
524,Enrico Del Prato,it,DF,,Parma,Serie A,24,1999,7,5,554,6.2,1,0,1,1,0,0,1,0,0.1,0.1,0.6,0.8,0,12,4,0.16,0.00,0.16,0.16,0.16,0.02,0.10,0.12,0.02,0.12
525,Liam Delap,eng,FW,,Ipswich Town,Premier League,21,2003,8,8,614,6.8,4,0,4,4,0,0,2,0,1.4,1.4,0.3,1.7,14,4,30,0.59,0.00,0.59,0.59,0.59,0.20,0.05,0.25,0.20,0.25
526,Fisayo Dele-Bashiru,ng,MF,,Lazio,Serie A,23,2001,3,2,159,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,3,12,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07
527,Olivier Deman,be,DF,,Werder Bremen,Bundesliga,24,2000,4,0,38,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.00,0.26
528,Ali Dembélé,fr,DF,,Torino,Serie A,20,2004,5,0,58,0.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
529,Ousmane Dembélé,fr,FW,,Paris S-G,Ligue 1,27,1997,7,5,430,4.8,4,3,7,4,0,0,1,0,2.6,2.6,3.3,5.9,42,36,68,0.84,0.63,1.47,0.84,1.47,0.55,0.68,1.23,0.55,1.23
530,Ermedin Demirović,ba,FW,,Stuttgart,Bundesliga,26,1998,7,5,415,4.6,5,0,5,5,0,1,0,0,2.5,1.5,0.4,1.9,2,8,25,1.08,0.00,1.08,1.08,1.08,0.54,0.08,0.62,0.34,0.42
531,Sepp van den Berg,nl,DF,,Brentford,Premier League,22,2001,6,5,462,5.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,14,13,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06
532,Arthur Desmas,fr,GK,,Le Havre,Ligue 1,30,1994,8,8,720,8.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
533,Kiernan Dewsbury-Hall,eng,MF,,Chelsea,Premier League,26,1998,3,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18
534,Michele Di Gregorio,it,GK,,Juventus,Serie A,27,1997,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
535,Giovanni Di Lorenzo,it,DF,,Napoli,Serie A,31,1993,8,8,720,8.0,2,0,2,2,0,0,1,0,0.9,0.9,1.0,1.9,10,55,35,0.25,0.00,0.25,0.25,0.25,0.12,0.12,0.24,0.12,0.24
536,Boulaye Dia,sn,MF,FW,Lazio,Serie A,27,1996,7,6,446,5.0,3,0,3,3,0,0,0,0,1.7,1.7,0.7,2.3,5,13,24,0.61,0.00,0.61,0.61,0.61,0.33,0.13,0.46,0.33,0.46
537,Mamadou Diakhon,fr,MF,FW,Reims,Ligue 1,19,2005,5,0,81,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,5,2,9,0.00,0.00,0.00,0.00,0.00,0.11,0.07,0.18,0.11,0.18
538,Bafodé Diakité,fr,DF,,Lille,Ligue 1,23,2001,8,8,720,8.0,1,1,2,1,0,0,2,0,0.9,0.9,0.1,0.9,4,29,0,0.12,0.12,0.25,0.12,0.25,0.11,0.01,0.12,0.11,0.12
539,Oumar Diakité,ci,FW,,Reims,Ligue 1,20,2003,7,7,498,5.5,2,1,3,2,0,0,3,0,2.1,2.1,0.5,2.6,11,20,26,0.36,0.18,0.54,0.36,0.54,0.38,0.09,0.47,0.38,0.47
540,Amad Diallo,ci,FW,,Manchester Utd,Premier League,22,2002,6,4,342,3.8,1,1,2,1,0,0,1,0,0.4,0.4,1.2,1.6,26,18,58,0.26,0.26,0.53,0.26,0.53,0.11,0.30,0.42,0.11,0.42
541,Assane Diao,es,FW,,Betis,La Liga,19,2005,4,2,175,1.9,0,1,1,0,0,0,0,0,0.3,0.3,0.9,1.2,2,0,13,0.00,0.51,0.51,0.00,0.51,0.20,0.53,0.73,0.20,0.73
542,Habib Diarra,sn,MF,FW,Strasbourg,Ligue 1,20,2004,8,8,658,7.3,2,0,2,1,1,1,1,0,1.5,0.7,0.6,1.3,17,26,24,0.27,0.00,0.27,0.14,0.14,0.20,0.09,0.29,0.09,0.18
543,Moussa Diarra,ml,DF,,Alavés,La Liga,23,2000,7,5,470,5.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,20,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
544,Rúben Dias,pt,DF,,Manchester City,Premier League,27,1997,8,7,637,7.1,0,0,0,0,0,0,3,0,0.6,0.6,0.1,0.7,12,50,3,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10
545,Krépin Diatta,sn,DF,,Monaco,Ligue 1,25,1999,3,0,60,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,3,1,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16
546,Kandet Diawara,gn,FW,,Le Havre,Ligue 1,24,2000,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
547,Mahamadou Diawara,fr,MF,,Lyon,Ligue 1,19,2005,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
548,Brahim Díaz,ma,FW,MF,Real Madrid,La Liga,25,1999,5,2,120,1.3,1,1,2,1,0,0,0,0,0.3,0.3,0.3,0.6,9,10,17,0.75,0.75,1.50,0.75,1.50,0.23,0.25,0.48,0.23,0.48
549,Luis Díaz,co,FW,,Liverpool,Premier League,27,1997,8,6,471,5.2,5,1,6,5,0,0,0,0,2.8,2.8,1.1,3.8,24,17,50,0.96,0.19,1.15,0.96,1.15,0.53,0.20,0.73,0.53,0.73
550,Pedro Díaz,es,MF,FW,Rayo Vallecano,La Liga,26,1998,2,1,51,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
551,Tyler Dibling,eng,FW,MF,Southampton,Premier League,18,2006,8,5,448,5.0,1,0,1,1,0,0,3,0,0.9,0.9,0.8,1.7,24,19,29,0.20,0.00,0.20,0.20,0.20,0.19,0.15,0.34,0.19,0.34
552,Diego,es,FW,MF,Leganés,La Liga,24,2000,5,1,121,1.3,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,2,2,9,0.00,0.00,0.00,0.00,0.00,0.21,0.06,0.26,0.21,0.26
553,Justin Diehl,de,DF,,Stuttgart,Bundesliga,19,2004,1,0,26,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,0,9,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22
554,Bamba Dieng,sn,FW,,Angers,Ligue 1,24,2000,4,2,218,2.4,1,0,1,1,0,0,1,0,0.6,0.6,0.0,0.6,2,2,14,0.41,0.00,0.41,0.41,0.41,0.23,0.00,0.23,0.23,0.23
555,Eric Dier,eng,DF,,Bayern Munich,Bundesliga,30,1994,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
556,Lucas Digne,fr,DF,,Aston Villa,Premier League,31,1993,8,8,608,6.8,0,2,2,0,0,0,2,0,0.3,0.3,1.1,1.3,4,12,34,0.00,0.30,0.30,0.00,0.30,0.04,0.16,0.20,0.04,0.20
557,Federico Dimarco,it,DF,,Inter,Serie A,26,1997,8,8,659,7.3,1,1,2,1,0,0,1,0,1.1,1.1,2.1,3.1,13,24,76,0.14,0.14,0.27,0.14,0.27,0.14,0.28,0.43,0.14,0.43
558,Junior Dina Ebimbe,fr,MF,FW,Eint Frankfurt,Bundesliga,23,2000,4,2,183,2.0,0,1,1,0,0,0,0,0,0.7,0.7,0.9,1.6,2,3,20,0.00,0.49,0.49,0.00,0.49,0.34,0.47,0.81,0.34,0.81
559,Eren Dinkçi,de,MF,,Freiburg,Bundesliga,22,2001,6,4,317,3.5,0,2,2,0,0,0,0,0,0.5,0.5,0.6,1.0,8,12,30,0.00,0.57,0.57,0.00,0.57,0.13,0.16,0.30,0.13,0.30
560,Sinaly Diomande,ci,DF,,Auxerre,Ligue 1,23,2001,6,5,475,5.3,1,1,2,1,0,0,2,0,0.7,0.7,0.2,0.9,1,19,3,0.19,0.19,0.38,0.19,0.38,0.13,0.04,0.17,0.13,0.17
561,Lois Diony,fr,FW,,Angers,Ligue 1,31,1992,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
562,Issa Diop,fr,DF,,Fulham,Premier League,27,1997,6,3,303,3.4,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,10,1,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07
563,Sofiane Diop,fr,MF,FW,Nice,Ligue 1,24,2000,5,0,71,0.8,1,1,2,1,0,0,0,0,0.9,0.9,0.2,1.1,2,7,2,1.27,1.27,2.54,1.27,2.54,1.19,0.26,1.45,1.19,1.45
564,Andy Diouf,fr,MF,,Lens,Ligue 1,21,2003,8,7,634,7.0,1,1,2,1,0,0,0,0,0.5,0.5,0.7,1.2,23,31,17,0.14,0.14,0.28,0.14,0.28,0.07,0.10,0.16,0.07,0.16
565,Yehvann Diouf,fr,GK,,Reims,Ligue 1,24,1999,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
566,Assane Dioussé,sn,MF,,Auxerre,Ligue 1,27,1997,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
567,Axel Disasi,fr,DF,,Chelsea,Premier League,26,1998,2,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
568,Roman Dixon,eng,DF,,Everton,Premier League,19,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
569,Álvaro djaló,es,FW,,Athletic Club,La Liga,25,1999,6,2,203,2.3,1,0,1,1,0,0,0,0,0.2,0.2,0.3,0.5,8,3,23,0.44,0.00,0.44,0.44,0.44,0.10,0.13,0.22,0.10,0.22
570,Djené,tg,DF,,Getafe,La Liga,32,1991,10,10,827,9.2,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.5,5,19,3,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06
571,Berat Djimsiti,al,DF,,Atalanta,Serie A,31,1993,7,7,630,7.0,0,0,0,0,0,0,1,0,0.6,0.6,0.5,1.1,8,33,10,0.00,0.00,0.00,0.00,0.00,0.09,0.07,0.15,0.09,0.15
572,Marko Dmitrović,rs,GK,,Leganés,La Liga,32,1992,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
573,Ritsu Doan,jp,FW,,Freiburg,Bundesliga,26,1998,7,7,577,6.4,3,1,4,3,0,0,0,0,2.6,2.6,0.1,2.6,14,31,41,0.47,0.16,0.62,0.47,0.62,0.40,0.01,0.41,0.40,0.41
574,Dodô,br,DF,,Fiorentina,Serie A,25,1998,8,8,720,8.0,0,0,0,0,0,0,3,0,0.1,0.1,1.3,1.4,41,40,51,0.00,0.00,0.00,0.00,0.00,0.01,0.16,0.17,0.01,0.17
575,Danilho Doekhi,nl,DF,,Union Berlin,Bundesliga,26,1998,7,7,630,7.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.3,2,12,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
576,Matt Doherty,ie,DF,,Wolves,Premier League,32,1992,4,2,210,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,6,8,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.10,0.03,0.10
577,Jeremy Doku,be,FW,MF,Manchester City,Premier League,22,2002,7,5,401,4.5,1,1,2,1,0,0,0,0,0.4,0.4,1.2,1.6,58,19,80,0.22,0.22,0.45,0.22,0.45,0.09,0.27,0.36,0.09,0.36
578,Marc Domenech,es,FW,,Mallorca,La Liga,18,2006,3,2,115,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,0,2,8,0.00,0.00,0.00,0.00,0.00,0.11,0.01,0.12,0.11,0.12
579,Benjamín Domínguez,ar,FW,,Bologna,Serie A,21,2003,1,1,62,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,8,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17
580,Carlos Dominguez,es,DF,,Celta Vigo,La Liga,23,2001,6,4,344,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,2,23,0,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
581,Nicolás Domínguez,ar,MF,FW,Nott'ham Forest,Premier League,26,1998,6,3,267,3.0,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,5,13,5,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09
582,Sergi Dominguez,es,DF,,Barcelona,La Liga,19,2005,3,2,172,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,13,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
583,Gianluigi Donnarumma,it,GK,,Paris S-G,Ligue 1,25,1999,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
584,Patrick Dorgu,dk,FW,DF,Lecce,Serie A,19,2004,7,7,584,6.5,1,0,1,1,0,0,1,1,1.6,1.6,0.1,1.8,23,11,35,0.15,0.00,0.15,0.15,0.15,0.25,0.02,0.27,0.25,0.27
585,Niklas Dorsch,de,MF,,Augsburg,Bundesliga,26,1998,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
586,Niklas Dorsch,de,MF,,Heidenheim,Bundesliga,26,1998,3,1,122,1.4,0,0,0,0,0,0,0,1,0.0,0.0,0.1,0.1,1,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06
587,Alberto Dossena,it,DF,,Como,Serie A,26,1998,7,7,598,6.6,0,1,1,0,0,0,0,0,0.3,0.3,0.4,0.7,2,19,0,0.00,0.15,0.15,0.00,0.15,0.04,0.07,0.11,0.04,0.11
588,Abdoulaye Doucouré,ml,MF,,Everton,Premier League,31,1993,7,6,486,5.4,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.5,6,18,11,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.09,0.04,0.09
589,Cheick Doucouré,ml,MF,,Crystal Palace,Premier League,24,2000,3,1,93,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
590,Désiré Doué,fr,FW,,Paris S-G,Ligue 1,19,2005,5,2,237,2.6,0,1,1,0,0,0,0,0,0.7,0.7,1.4,2.1,13,18,29,0.00,0.38,0.38,0.00,0.38,0.26,0.54,0.80,0.26,0.80
591,Guela Doué,ci,DF,,Strasbourg,Ligue 1,22,2002,7,7,630,7.0,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.3,6,25,2,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
592,Douglas,br,MF,,Nantes,Ligue 1,27,1997,6,6,505,5.6,1,0,1,1,0,0,3,0,1.1,1.1,0.3,1.4,3,27,12,0.18,0.00,0.18,0.18,0.18,0.20,0.05,0.25,0.20,0.25
593,Ismaël Doukouré,fr,MF,,Strasbourg,Ligue 1,21,2003,7,7,585,6.5,0,1,1,0,0,0,3,0,0.1,0.1,0.6,0.7,6,24,5,0.00,0.15,0.15,0.00,0.15,0.01,0.10,0.11,0.01,0.11
594,Issa Doumbia,ci,MF,,Venezia,Serie A,21,2003,6,1,146,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,5,4,0.00,0.00,0.00,0.00,0.00,0.12,0.02,0.14,0.12,0.14
595,Kamory Doumbia,ml,MF,FW,Brest,Ligue 1,21,2003,5,2,195,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,7,8,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07
596,Anastasios Douvikas,gr,FW,,Celta Vigo,La Liga,25,1999,10,3,365,4.1,1,0,1,1,0,0,1,0,1.7,1.7,0.0,1.7,4,4,25,0.25,0.00,0.25,0.25,0.25,0.41,0.00,0.41,0.41,0.41
597,Artem Dovbyk,ua,FW,,Roma,Serie A,27,1997,8,8,700,7.8,3,0,3,3,0,0,0,0,3.5,3.5,0.3,3.8,5,4,50,0.39,0.00,0.39,0.39,0.39,0.45,0.04,0.48,0.45,0.48
598,Flynn Downes,eng,MF,,Southampton,Premier League,25,1999,8,8,720,8.0,0,0,0,0,0,0,3,0,0.5,0.5,0.8,1.3,12,33,16,0.00,0.00,0.00,0.00,0.00,0.06,0.10,0.16,0.06,0.16
599,Tommy Doyle,eng,MF,,Wolves,Premier League,23,2001,6,0,114,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,13,2,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06
