Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
805,Elif Elmas,mk,FW,MF,Napoli,Serie A,21,1999,37,12,1620,18.0,3,4,7,3,0,0,3,0,2.3,2.3,1.8,4.1,59,53,96,0.17,0.22,0.39,0.17,0.39,0.13,0.10,0.23,0.13,0.23
806,Mohamed Elneny,eg,MF,,Arsenal,Premier League,29,1992,14,8,806,9.0,0,2,2,0,0,0,1,0,0.2,0.2,0.4,0.6,5,43,2,0.00,0.22,0.22,0.00,0.22,0.02,0.05,0.07,0.02,0.07
807,Aritz Elustondo,es,DF,,Real Sociedad,La Liga,27,1994,30,22,2105,23.4,4,1,5,4,0,0,3,1,1.6,1.6,0.1,1.7,20,85,12,0.17,0.04,0.21,0.17,0.21,0.07,0.00,0.07,0.07,0.07
808,Nico Elvedi,ch,DF,,Gladbach,Bundesliga,24,1996,28,28,2430,27.0,1,0,1,1,0,0,3,1,1.1,1.1,0.1,1.2,13,73,3,0.04,0.00,0.04,0.04,0.04,0.04,0.00,0.05,0.04,0.05
809,Mohamed Elyounoussi,no,MF,FW,Southampton,Premier League,26,1994,30,23,2042,22.7,4,2,6,4,0,0,4,0,5.5,5.5,2.3,7.8,59,81,124,0.18,0.09,0.26,0.18,0.26,0.24,0.10,0.34,0.24,0.34
810,Adri Embarba,es,FW,MF,Espanyol,La Liga,29,1992,32,24,1986,22.1,0,2,2,0,0,0,4,0,2.8,2.8,2.5,5.3,75,54,134,0.00,0.09,0.09,0.00,0.09,0.13,0.12,0.24,0.13,0.24
811,Breel Embolo,ch,FW,,Gladbach,Bundesliga,24,1997,29,24,2166,24.1,9,3,12,9,0,0,3,0,8.4,8.4,4.7,13.1,38,64,158,0.37,0.12,0.50,0.37,0.50,0.36,0.20,0.57,0.36,0.57
812,Emerson,br,DF,MF,Tottenham,Premier League,22,1999,31,26,2286,25.4,1,1,2,1,0,0,5,0,1.5,1.5,2.2,3.6,68,68,175,0.04,0.04,0.08,0.04,0.08,0.06,0.09,0.14,0.06,0.14
813,Emerson,br,DF,,Barcelona,La Liga,22,1999,3,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
814,Renaud Emond,be,FW,MF,Nantes,Ligue 1,29,1991,6,2,190,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
815,Youssef En-Nesyri,ma,FW,,Sevilla,La Liga,24,1997,23,15,1277,14.2,5,1,6,4,1,1,1,0,6.4,5.6,1.2,6.7,7,14,57,0.35,0.07,0.42,0.28,0.35,0.45,0.08,0.53,0.39,0.47
816,Keita Endo,jp,MF,,Union Berlin,Bundesliga,23,1997,4,0,55,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,12,0.00,0.00,0.00,0.00,0.00,0.12,0.04,0.17,0.12,0.17
817,Wataru Endo,jp,MF,,Stuttgart,Bundesliga,28,1993,33,33,2899,32.2,4,2,6,4,0,0,4,0,5.0,4.8,1.3,6.2,34,165,63,0.12,0.06,0.19,0.12,0.19,0.16,0.04,0.20,0.15,0.19
818,Christian Eriksen,dk,MF,,Brentford,Premier League,29,1992,11,10,939,10.4,1,4,5,1,0,0,1,0,1.3,1.3,3.5,4.8,21,82,22,0.10,0.38,0.48,0.10,0.48,0.12,0.34,0.46,0.12,0.46
819,Martin Erlic,hr,DF,,Spezia,Serie A,23,1998,30,30,2576,28.6,2,0,2,2,0,0,5,0,3.0,3.0,0.4,3.4,6,32,3,0.07,0.00,0.07,0.07,0.07,0.10,0.01,0.12,0.10,0.12
820,Gonzalo Escalante,ar,MF,,Lazio,Serie A,28,1993,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
821,Gonzalo Escalante,ar,MF,,Alavés,La Liga,28,1993,17,15,1300,14.4,5,0,5,5,0,0,8,1,3.2,3.2,0.2,3.4,7,41,15,0.35,0.00,0.35,0.35,0.35,0.22,0.01,0.23,0.22,0.23
822,Aarón Escandell,es,GK,,Granada,La Liga,25,1995,4,3,284,3.2,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
823,Sergio Escudero,es,DF,MF,Granada,La Liga,31,1989,27,15,1434,15.9,2,1,3,2,0,0,6,0,1.1,1.1,1.6,2.7,17,51,37,0.13,0.06,0.19,0.13,0.19,0.07,0.10,0.17,0.07,0.17
824,Alfonso Espino,uy,DF,,Cádiz,La Liga,29,1992,37,37,3329,37.0,2,2,4,2,0,0,6,0,1.7,1.5,2.5,4.0,62,124,123,0.05,0.05,0.11,0.05,0.11,0.05,0.07,0.11,0.04,0.11
825,Michael Esser,de,GK,,Bochum,Bundesliga,33,1987,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
826,Estanis,es,FW,,Barcelona,La Liga,17,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
827,Maxime Estève,fr,DF,,Montpellier,Ligue 1,19,2002,24,20,1857,20.6,0,0,0,0,0,0,2,0,0.9,0.9,0.2,1.1,12,29,2,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
828,Pervis Estupiñán,ec,DF,,Villarreal,La Liga,23,1998,28,17,1575,17.5,0,1,1,0,0,0,3,0,0.8,0.8,2.5,3.3,50,70,148,0.00,0.06,0.06,0.00,0.06,0.04,0.14,0.19,0.04,0.19
829,Oghenekaro Etebo,ng,MF,,Watford,Premier League,25,1995,9,4,401,4.5,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,3,16,1,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
830,Jonny Evans,nir,DF,,Leicester City,Premier League,33,1988,18,16,1348,15.0,1,1,2,1,0,0,3,0,0.6,0.6,0.8,1.4,1,49,4,0.07,0.07,0.13,0.07,0.13,0.04,0.05,0.09,0.04,0.09
831,Eberechi Eze,eng,MF,FW,Crystal Palace,Premier League,23,1998,13,6,605,6.7,1,1,2,1,0,0,1,0,0.4,0.4,0.9,1.3,20,33,38,0.15,0.15,0.30,0.15,0.30,0.07,0.13,0.20,0.07,0.20
832,Abde Ezzalzouli,ma,FW,,Barcelona,La Liga,19,2001,10,6,580,6.4,1,0,1,1,0,0,4,0,1.3,1.3,0.9,2.2,47,8,76,0.16,0.00,0.16,0.16,0.16,0.20,0.14,0.33,0.20,0.33
833,Łukasz Fabiański,pl,GK,,West Ham,Premier League,36,1985,37,37,3330,37.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
834,Fabinho,br,MF,,Liverpool,Premier League,27,1993,29,26,2314,25.7,5,1,6,3,2,2,7,0,3.9,2.4,1.3,3.7,18,134,37,0.19,0.04,0.23,0.12,0.16,0.15,0.05,0.20,0.09,0.14
835,Fábio,br,DF,,Nantes,Ligue 1,31,1990,27,21,1667,18.5,0,2,2,0,0,0,8,1,1.0,1.0,1.0,2.0,26,64,75,0.00,0.11,0.11,0.00,0.11,0.05,0.06,0.11,0.05,0.11
836,Cesc Fàbregas,es,MF,,Monaco,Ligue 1,34,1987,2,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,12,3,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.52,0.00,0.52
837,Wout Faes,be,DF,,Reims,Ligue 1,23,1998,37,37,3330,37.0,4,0,4,4,0,0,2,0,2.1,2.1,0.2,2.3,13,83,10,0.11,0.00,0.11,0.11,0.11,0.06,0.00,0.06,0.06,0.06
838,Wahid Faghir,dk,FW,,Stuttgart,Bundesliga,18,2003,6,0,123,1.4,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,2,3,18,0.73,0.00,0.73,0.73,0.73,0.26,0.00,0.26,0.26,0.26
839,Romain Faivre,fr,FW,MF,Lyon,Ligue 1,23,1998,14,9,889,9.9,3,0,3,3,0,0,0,0,1.8,1.8,2.3,4.1,63,84,72,0.30,0.00,0.30,0.30,0.30,0.18,0.23,0.41,0.18,0.41
840,Romain Faivre,fr,MF,,Brest,Ligue 1,23,1998,21,20,1795,19.9,7,5,12,2,5,5,1,0,6.5,2.5,2.8,5.3,100,118,98,0.35,0.25,0.60,0.10,0.35,0.32,0.14,0.47,0.13,0.27
841,Radamel Falcao,co,FW,,Rayo Vallecano,La Liga,35,1986,22,8,838,9.3,6,0,6,6,0,0,1,0,4.9,4.9,0.3,5.2,8,15,38,0.64,0.00,0.64,0.64,0.64,0.53,0.03,0.56,0.53,0.56
842,Diego Falcinelli,it,FW,,Bologna,Serie A,30,1991,6,0,66,0.7,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,1,2,9,0.00,0.00,0.00,0.00,0.00,0.78,0.00,0.78,0.78,0.78
843,Wladimiro Falcone,it,GK,,Sampdoria,Serie A,26,1995,10,9,855,9.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
844,Fali,es,DF,MF,Cádiz,La Liga,27,1993,28,23,1803,20.0,0,2,2,0,0,0,6,0,0.7,0.7,1.4,2.0,9,49,6,0.00,0.10,0.10,0.00,0.10,0.03,0.07,0.10,0.03,0.10
845,Paolo Faragò,it,MF,,Cagliari,Serie A,28,1993,1,0,16,0.2,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,1,2,0.00,0.00,0.00,0.00,0.00,2.44,0.00,2.44,2.44,2.44
846,Omar Faraj,ps,FW,,Levante,La Liga,19,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
847,Davide Faraoni,it,DF,,Hellas Verona,Serie A,29,1991,32,30,2572,28.6,4,5,9,4,0,0,8,1,3.0,3.0,2.9,5.9,31,123,125,0.14,0.17,0.31,0.14,0.31,0.11,0.10,0.21,0.11,0.21
848,Mohamed Fares,dz,DF,FW,Genoa,Serie A,25,1996,9,6,587,6.5,2,1,3,2,0,0,2,0,1.1,1.1,0.7,1.8,16,15,22,0.31,0.15,0.46,0.31,0.46,0.17,0.11,0.28,0.17,0.28
849,Diego Farias,br,MF,FW,Cagliari,Serie A,31,1990,4,0,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,7,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
850,Wuilker Faríñez,ve,GK,,Lens,Ligue 1,23,1998,13,11,1105,12.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
851,Ömer Faruk Beyaz,tr,DF,MF,Stuttgart,Bundesliga,17,2003,4,0,71,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,5,5,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.19,0.19,0.19
852,Noah Fatar,fr,DF,MF,Angers,Ligue 1,19,2002,3,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
853,Ansu Fati,es,FW,,Barcelona,La Liga,18,2002,10,3,336,3.7,4,0,4,4,0,0,0,0,1.3,1.3,0.4,1.8,20,9,49,1.07,0.00,1.07,1.07,1.07,0.36,0.12,0.47,0.36,0.47
854,Julien Faussurier,fr,MF,DF,Brest,Ligue 1,34,1987,16,4,489,5.4,0,1,1,0,0,0,1,0,0.4,0.4,0.8,1.2,18,22,60,0.00,0.18,0.18,0.00,0.18,0.07,0.15,0.22,0.07,0.22
855,Andrea Favilli,it,FW,,Genoa,Serie A,24,1997,1,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
856,Federico Fazio,ar,DF,,Salernitana,Serie A,34,1987,16,16,1434,15.9,1,0,1,1,0,0,3,1,1.5,1.5,0.4,1.8,19,40,6,0.06,0.00,0.06,0.06,0.06,0.09,0.02,0.12,0.09,0.12
857,Aleix Febas,es,MF,,Mallorca,La Liga,25,1996,4,1,117,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,1,9,1,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12
858,Peter Federico,do,MF,DF,Real Madrid,La Liga,19,2002,3,0,27,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,3,1,3,0.00,0.00,0.00,0.00,0.00,0.22,0.70,0.92,0.22,0.92
859,Adrian Fein,de,MF,,Greuther Fürth,Bundesliga,22,1999,3,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.06,0.15,0.21,0.06,0.21
860,Nabil Fekir,fr,MF,,Betis,La Liga,28,1993,34,33,2794,31.0,6,8,14,6,0,0,7,1,4.7,4.7,7.0,11.6,117,171,231,0.19,0.26,0.45,0.19,0.45,0.15,0.22,0.37,0.15,0.37
861,Felipe,br,DF,,Atlético Madrid,La Liga,32,1989,26,15,1504,16.7,2,1,3,2,0,0,5,1,0.7,0.7,0.4,1.1,5,32,2,0.12,0.06,0.18,0.12,0.18,0.04,0.02,0.07,0.04,0.07
862,Luiz Felipe,it,DF,,Lazio,Serie A,24,1997,31,28,2491,27.7,0,0,0,0,0,0,9,1,0.3,0.3,0.2,0.5,12,78,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
863,João Félix,pt,FW,MF,Atlético Madrid,La Liga,21,1999,24,13,1263,14.0,8,4,12,8,0,0,3,1,5.7,5.7,4.7,10.4,42,49,82,0.57,0.29,0.86,0.57,0.86,0.41,0.33,0.74,0.41,0.74
864,Ohis Felix Uduokhai,de,DF,,Augsburg,Bundesliga,23,1997,13,8,787,8.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,7,28,4,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
865,Kiko Femenía,es,DF,,Watford,Premier League,30,1991,27,26,2142,23.8,0,5,5,0,0,0,2,0,0.1,0.1,3.6,3.8,40,100,48,0.00,0.21,0.21,0.00,0.21,0.00,0.15,0.16,0.00,0.16
866,Evan Ferguson,ie,MF,,Brighton,Premier League,16,2004,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
867,Nathan Ferguson,eng,DF,,Crystal Palace,Premier League,20,2000,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
868,Bruno Fernandes,pt,MF,,Manchester Utd,Premier League,26,1994,36,35,3111,34.6,10,6,16,10,0,2,10,0,9.7,8.1,9.0,17.1,78,237,190,0.29,0.17,0.46,0.29,0.46,0.28,0.26,0.54,0.23,0.50
869,Edimilson Fernandes,ch,MF,FW,Arminia,Bundesliga,25,1996,7,2,283,3.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6,12,21,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09
870,Aitor Fernández,es,GK,,Levante,La Liga,30,1991,13,13,1166,13.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
871,Álex Fernández,es,MF,,Cádiz,La Liga,28,1992,32,22,2051,22.8,3,2,5,2,1,2,2,0,3.0,1.5,1.3,2.7,48,122,44,0.13,0.09,0.22,0.09,0.18,0.13,0.06,0.19,0.06,0.12
872,Álvaro Fernández,es,GK,,Brentford,Premier League,23,1998,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
873,Federico Fernández,ar,DF,,Newcastle Utd,Premier League,32,1989,7,5,523,5.8,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,0,12,1,0.00,0.00,0.00,0.00,0.00,0.07,0.06,0.13,0.07,0.13
874,Fernandinho,br,MF,DF,Manchester City,Premier League,36,1985,19,10,964,10.7,2,1,3,2,0,0,1,0,1.6,1.6,1.0,2.5,16,81,11,0.19,0.09,0.28,0.19,0.28,0.15,0.09,0.24,0.15,0.24
875,Fernando,br,MF,DF,Sevilla,La Liga,34,1987,24,21,1850,20.6,1,1,2,1,0,0,6,0,1.0,1.0,0.4,1.4,15,86,11,0.05,0.05,0.10,0.05,0.10,0.05,0.02,0.07,0.05,0.07
876,Alex Ferrari,it,DF,,Sampdoria,Serie A,27,1994,23,20,1643,18.3,1,0,1,1,0,0,4,0,0.6,0.6,0.0,0.6,7,39,5,0.05,0.00,0.05,0.05,0.05,0.03,0.00,0.03,0.03,0.03
877,Salvador Ferrer,es,DF,MF,Spezia,Serie A,23,1998,27,14,1495,16.6,0,3,3,0,0,0,3,0,0.2,0.2,1.3,1.6,24,67,52,0.00,0.18,0.18,0.00,0.18,0.01,0.08,0.09,0.01,0.09
878,Jordan Ferri,fr,MF,,Montpellier,Ligue 1,29,1992,34,33,2911,32.3,0,2,2,0,0,0,13,1,0.3,0.3,3.4,3.7,78,290,43,0.00,0.06,0.06,0.00,0.06,0.01,0.11,0.12,0.01,0.12
879,Riccardo Fiamozzi,it,DF,,Empoli,Serie A,28,1993,10,7,620,6.9,0,1,1,0,0,0,1,0,0.0,0.0,0.6,0.6,10,23,14,0.00,0.15,0.15,0.00,0.15,0.00,0.09,0.09,0.00,0.09
880,Fidel,es,MF,,Elche,La Liga,31,1989,33,29,2261,25.1,5,6,11,4,1,1,9,0,2.8,2.0,4.4,6.4,64,135,136,0.20,0.24,0.44,0.16,0.40,0.11,0.17,0.28,0.08,0.25
881,Karol Fila,pl,DF,,Strasbourg,Ligue 1,23,1998,16,7,560,6.2,0,0,0,0,0,0,3,0,0.0,0.0,0.5,0.5,10,39,51,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07
882,Alfreð Finnbogason,is,FW,,Augsburg,Bundesliga,32,1989,10,3,292,3.2,2,1,3,2,0,0,0,0,1.3,1.3,0.8,2.2,2,8,14,0.62,0.31,0.92,0.62,0.92,0.41,0.26,0.67,0.41,0.67
883,Luca Fiordilino,it,MF,,Venezia,Serie A,25,1996,15,5,661,7.3,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0.6,3,23,10,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09
884,Vincenzo Fiorillo,it,GK,,Salernitana,Serie A,31,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
885,Roberto Firmino,br,FW,,Liverpool,Premier League,29,1991,20,10,990,11.0,5,4,9,5,0,0,3,0,4.7,4.7,1.7,6.4,27,40,100,0.45,0.36,0.82,0.45,0.82,0.43,0.16,0.59,0.43,0.59
886,Junior Firpo,do,DF,MF,Leeds United,Premier League,24,1996,24,19,1711,19.0,0,2,2,0,0,0,11,0,0.9,0.9,1.9,2.8,36,111,72,0.00,0.11,0.11,0.00,0.11,0.05,0.10,0.15,0.05,0.15
887,Mark Flekken,nl,GK,,Freiburg,Bundesliga,28,1993,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
888,Ashley Fletcher,eng,FW,,Watford,Premier League,25,1995,3,0,30,0.3,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,1,0,1,0.00,0.00,0.00,0.00,0.00,1.80,0.00,1.80,1.80,1.80
889,Alexis Flips,fr,MF,DF,Reims,Ligue 1,21,2000,25,13,1056,11.7,2,4,6,1,1,1,2,0,2.0,1.2,3.0,4.2,15,29,61,0.17,0.34,0.51,0.09,0.43,0.17,0.26,0.43,0.10,0.36
890,Alessandro Florenzi,it,DF,FW,Milan,Serie A,30,1991,24,12,1152,12.8,2,0,2,2,0,0,2,0,0.7,0.7,0.9,1.6,30,68,51,0.16,0.00,0.16,0.16,0.16,0.06,0.07,0.13,0.06,0.13
891,Phil Foden,eng,FW,,Manchester City,Premier League,21,2000,28,24,2128,23.6,9,5,14,9,0,0,1,0,9.4,9.4,6.3,15.7,71,98,248,0.38,0.21,0.59,0.38,0.59,0.40,0.27,0.66,0.40,0.66
892,Mamadou Fofana,ml,DF,,Metz,Ligue 1,23,1998,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
893,Seko Fofana,ci,MF,,Lens,Ligue 1,26,1995,38,38,3357,37.3,8,1,9,8,0,0,2,0,6.4,6.4,3.1,9.5,131,178,227,0.21,0.03,0.24,0.21,0.24,0.17,0.08,0.25,0.17,0.25
894,Wesley Fofana,fr,DF,,Leicester City,Premier League,20,2000,7,7,630,7.0,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,10,28,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
895,Youssouf Fofana,fr,MF,,Monaco,Ligue 1,22,1999,33,23,2190,24.3,0,4,4,0,0,0,4,0,1.1,1.1,2.6,3.7,44,146,47,0.00,0.16,0.16,0.00,0.16,0.05,0.11,0.15,0.05,0.15
896,Thomas Foket,be,DF,FW,Reims,Ligue 1,26,1994,29,26,2235,24.8,1,0,1,1,0,0,5,0,0.6,0.6,1.6,2.1,34,72,115,0.04,0.00,0.04,0.04,0.04,0.02,0.06,0.09,0.02,0.09
897,Thomas Fontaine,mg,DF,,Lorient,Ligue 1,30,1991,2,2,167,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
898,José Fontán,es,DF,,Celta Vigo,La Liga,21,2000,9,3,276,3.1,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,3,7,4,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.08,0.06,0.08
899,José Fonte,pt,DF,,Lille,Ligue 1,37,1983,38,38,3420,38.0,0,2,2,0,0,0,4,0,1.4,1.4,1.1,2.4,14,117,13,0.00,0.05,0.05,0.00,0.05,0.04,0.03,0.06,0.04,0.06
900,Fernando Forestieri,it,FW,MF,Udinese,Serie A,31,1990,4,0,58,0.6,2,1,3,2,0,0,1,0,1.1,1.1,0.0,1.2,2,3,8,3.10,1.55,4.66,3.10,4.66,1.75,0.08,1.82,1.75,1.82
901,Pablo Fornals,es,FW,MF,West Ham,Premier League,25,1996,36,32,2795,31.1,6,3,9,6,0,0,4,0,4.6,4.6,6.3,10.9,49,191,200,0.19,0.10,0.29,0.19,0.29,0.15,0.20,0.35,0.15,0.35
902,Emil Forsberg,se,MF,,RB Leipzig,Bundesliga,29,1991,31,20,1706,19.0,6,2,8,2,4,4,2,0,8.0,4.8,3.5,8.3,39,80,118,0.32,0.11,0.42,0.11,0.21,0.42,0.19,0.61,0.25,0.44
903,Adam Forshaw,eng,MF,,Leeds United,Premier League,29,1991,22,17,1530,17.0,0,1,1,0,0,0,5,0,0.5,0.5,1.0,1.5,19,80,26,0.00,0.06,0.06,0.00,0.06,0.03,0.06,0.09,0.03,0.09
904,Marcus Forss,fi,FW,MF,Brentford,Premier League,22,1999,7,1,209,2.3,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.6,2,6,12,0.00,0.43,0.43,0.00,0.43,0.14,0.10,0.24,0.14,0.24
905,Fraser Forster,eng,GK,,Southampton,Premier League,33,1988,19,19,1710,19.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
906,Philipp Förster,de,MF,FW,Stuttgart,Bundesliga,26,1995,20,11,967,10.7,2,1,3,2,0,0,4,0,2.8,2.8,1.3,4.0,33,46,59,0.19,0.09,0.28,0.19,0.28,0.26,0.12,0.38,0.26,0.38
907,Francesco Forte,it,FW,,Venezia,Serie A,28,1993,12,4,422,4.7,1,0,1,1,0,0,3,0,1.0,1.0,0.6,1.6,3,7,16,0.21,0.00,0.21,0.21,0.21,0.23,0.14,0.37,0.23,0.37
908,Steven Fortes,cv,DF,,Lens,Ligue 1,29,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
909,Ben Foster,eng,GK,,Watford,Premier League,38,1983,26,26,2340,26.0,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.04,0.04,0.00,0.04,0.00,0.00,0.00,0.00,0.00
910,Tariqe Fosu,gh,DF,,Brentford,Premier League,25,1995,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,1,4,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22
911,Timothy Fosu-Mensah,nl,DF,,Leverkusen,Bundesliga,23,1998,6,0,145,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0.7,2,2,6,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.42,0.00,0.42
912,Dimitri Foulquier,fr,DF,,Granada,La Liga,28,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,5,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
913,Dimitri Foulquier,fr,DF,,Valencia,La Liga,28,1993,29,25,2342,26.0,0,1,1,0,0,0,11,0,0.6,0.6,0.6,1.2,39,80,31,0.00,0.04,0.04,0.00,0.04,0.02,0.02,0.05,0.02,0.05
914,Juan Foyth,ar,DF,,Villarreal,La Liga,23,1998,25,22,1924,21.4,1,1,2,1,0,0,6,1,0.7,0.7,1.1,1.8,48,91,35,0.05,0.05,0.09,0.05,0.09,0.03,0.05,0.08,0.03,0.08
915,Gianluca Frabotta,it,DF,MF,Hellas Verona,Serie A,22,1999,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
916,Raphael Framberger,de,DF,,Augsburg,Bundesliga,25,1995,23,9,848,9.4,0,0,0,0,0,0,3,0,0.0,0.0,0.6,0.6,20,36,32,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06
