Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Matches
473,Gianluca Caprari,it,MF,Monza,it Serie A,31,1993,0,0,0,0,16,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
474,Elia Caprile,it,GK,Napoli,it Serie A,23,2001,0,0,0,0,4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
475,Francesco Caputo,it,FW,Empoli,it Serie A,37,1987,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
476,Maxence Caqueret,fr,MF,Lyon,Ligue 1,24,2000,0,0,0,0,9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
477,Simon Cara,fr,FW,Montpellier,Ligue 1,19,2005,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
478,Andrea Carboni,it,DF,Monza,it Serie A,23,2001,0,0,0,0,13,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
479,Franco Carboni,it,DF,Venezia,it Serie A,21,2003,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
480,Valentin Carboni,ar,MF,Marseille,Ligue 1,19,2005,0,0,0,0,4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
481,Cárdenas,es,GK,Rayo Vallecano,La Liga,27,1997,0,0,0,0,4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
482,Irvin Cardona,fr,FW,Espanyol,La Liga,27,1997,0,0,0,0,15,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
483,Marc Cardona,es,FW,Las Palmas,La Liga,29,1995,0,0,0,0,5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
484,Sergi Cardona,es,DF,Villarreal,La Liga,25,1999,0,0,0,0,16,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
485,Johnny Cardoso,us,MF,Betis,La Liga,23,2001,0,0,0,0,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
486,Patrik Carlgren,se,GK,Nantes,Ligue 1,32,1992,0,0,0,0,3,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
487,Diego Carlos,br,DF,Aston Villa,Premier League,31,1993,0,0,0,0,9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
488,Juan Carlos,es,GK,Girona,La Liga,36,1988,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
489,Carmona,es,DF,Sevilla,La Liga,22,2002,0,0,0,0,16,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
490,Marco Carnesecchi,it,GK,Atalanta,it Serie A,24,2000,0,0,0,0,15,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
491,Sergio Carreira,es,MF,Celta Vigo,La Liga,24,2000,0,0,0,0,4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
492,Scott Carson,eng,GK,Manchester City,Premier League,39,1985,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
493,Henry Cartwright,eng,MF,Leicester City,Premier League,20,2004,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
494,Dani Carvajal,es,DF,Real Madrid,La Liga,32,1992,0,0,0,0,8,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
495,Fabio Carvalho,pt,FW,Brentford,Premier League,22,2002,0,0,0,0,15,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
496,William Carvalho,pt,MF,Betis,La Liga,32,1992,0,0,0,0,4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
497,Cesare Casadei,it,MF,Chelsea,Premier League,21,2003,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
498,Marc Casado,es,MF,Barcelona,La Liga,21,2003,0,0,0,0,15,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
499,Nicolò Casale,it,DF,Bologna,it Serie A,26,1998,0,0,0,0,5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
500,Nicolò Casale,it,DF,Lazio,it Serie A,26,1998,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
501,Casemiro,br,MF,Manchester Utd,Premier League,32,1992,0,0,0,0,12,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
502,Kaelan Casey,eng,DF,West Ham,Premier League,20,2004,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
503,Matty Cash,pl,DF,Aston Villa,Premier League,27,1997,0,0,0,0,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
504,Josué Casimir,fr,FW,Le Havre,Ligue 1,23,2001,0,0,0,0,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
505,Federico Cassa,it,MF,Atalanta,it Serie A,18,2006,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
506,Tommaso Cassandro,it,DF,Como,it Serie A,24,2000,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
507,Cristian Cásseres Jr.,ve,MF,Toulouse,Ligue 1,24,2000,0,0,0,0,14,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
508,Timothy Castagne,be,DF,Fulham,Premier League,29,1995,0,0,0,0,6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
509,Valentín Castellanos,ar,FW,Lazio,it Serie A,26,1998,0,0,0,0,14,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
510,Jean-Charles Castelletto,cm,DF,Nantes,Ligue 1,29,1995,0,0,0,0,13,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
511,Santiago Castro,ar,FW,Bologna,it Serie A,20,2004,0,0,0,0,15,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
512,Gaetano Castrovilli,it,MF,Lazio,it Serie A,27,1997,0,0,0,0,7,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
513,Català,es,DF,Espanyol,La Liga,20,2004,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
514,Danilo Cataldi,it,MF,Fiorentina,it Serie A,30,1994,0,0,0,0,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
515,Danilo Cataldi,it,MF,Lazio,it Serie A,30,1994,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
516,Catena,es,DF,Osasuna,La Liga,30,1994,0,0,0,0,16,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
517,Maximiliano Caufriez,be,DF,Valencia,La Liga,27,1997,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
518,Dani Ceballos,es,MF,Real Madrid,La Liga,28,1996,0,0,0,0,8,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
519,Zeki Çelik,tr,DF,Roma,it Serie A,27,1997,0,0,0,0,16,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
520,Fabien Centonze,fr,DF,Nantes,Ligue 1,28,1996,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
521,Alberto Cerri,it,FW,Como,it Serie A,28,1996,0,0,0,0,4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
522,Franco Cervi,ar,DF,Celta Vigo,La Liga,30,1994,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
523,Julian Chabot,de,DF,Stuttgart,Bundesliga,26,1998,0,0,0,0,13,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
524,El Chadaille Bitshiabu,fr,DF,RB Leipzig,Bundesliga,19,2005,0,0,0,0,7,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
525,Fares Chaïbi,dz,MF,Eint Frankfurt,Bundesliga,22,2002,0,0,0,0,13,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
526,Trevoh Chalobah,eng,DF,Crystal Palace,Premier League,25,1999,0,0,0,0,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
527,Timothy Chandler,us,DF,Eint Frankfurt,Bundesliga,34,1990,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
528,Conor Chaplin,eng,MF,Ipswich Town,Premier League,27,1997,0,0,0,0,14,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
529,Brendan Chardonnet,fr,DF,Brest,Ligue 1,29,1994,0,0,0,0,13,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
530,Gabriel Charpentier,cg,FW,Parma,it Serie A,25,1999,0,0,0,0,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
531,Raúl Chasco,es,DF,Valladolid,La Liga,21,2003,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
532,Anrie Chase,jp,DF,Stuttgart,Bundesliga,20,2004,0,0,0,0,11,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
533,Pep Chavarría,es,DF,Rayo Vallecano,La Liga,26,1998,0,0,0,0,13,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
534,Arthur Chaves,br,DF,Hoffenheim,Bundesliga,23,2001,0,0,0,0,8,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
535,Jhoanner Chávez,ec,DF,Lens,Ligue 1,22,2002,0,0,0,0,9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
536,Walid Cheddira,ma,FW,Napoli,it Serie A,26,1998,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
537,Walid Cheddira,ma,FW,Espanyol,La Liga,26,1998,0,0,0,0,14,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
538,Chema,es,MF,Real Madrid,La Liga,19,2005,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
539,Théo Chennahi,fr,MF,Montpellier,Ligue 1,19,2005,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
540,Sidiki Cherif,fr,FW,Angers,Ligue 1,18,2006,0,0,0,0,5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
541,Rayan Cherki,fr,FW,Lyon,Ligue 1,21,2003,0,0,0,0,11,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
542,Lucas Chevalier,fr,GK,Lille,Ligue 1,23,2001,0,0,0,0,15,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
543,Fabio Chiarodia,it,DF,Gladbach,Bundesliga,19,2005,0,0,0,0,7,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
544,Julián Chicco,ar,MF,Leganés,La Liga,26,1998,0,0,0,0,7,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
545,Leandro Chichizola,ar,GK,Parma,it Serie A,34,1990,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
546,Alessio Chiesa,it,DF,Como,it Serie A,18,2006,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
547,Federico Chiesa,it,FW,Liverpool,Premier League,27,1997,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
548,Federico Chinetti,it,FW,Como,it Serie A,19,2005,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
549,Niccolò Chiorra,it,GK,Empoli,it Serie A,23,2001,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
550,Chiquinho,pt,MF,Wolves,Premier League,24,2000,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
551,Chiquinho,pt,MF,Mallorca,La Liga,24,2000,0,0,0,0,7,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
552,Pedro Chirivella,es,MF,Nantes,Ligue 1,27,1997,0,0,0,0,15,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
553,Joris Chotard,fr,MF,Montpellier,Ligue 1,23,2001,0,0,0,0,9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
554,Hamza Choudhury,eng,MF,Leicester City,Premier League,27,1997,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
555,Andreas Christensen,dk,DF,Barcelona,La Liga,28,1996,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
556,Ryan Christie,sct,MF,Bournemouth,Premier League,29,1995,0,0,0,0,15,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
557,Samuel Chukwueze,ng,FW,Milan,it Serie A,25,1999,0,0,0,0,15,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
558,Aaron Ciammaglichella,it,MF,Torino,it Serie A,19,2005,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
559,Jasper Cillessen,nl,GK,Las Palmas,La Liga,35,1989,0,0,0,0,15,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
560,Giuseppe Ciocci,it,GK,Cagliari,it Serie A,22,2002,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
561,Alessandro Circati,au,DF,Parma,it Serie A,21,2003,0,0,0,0,4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
562,Pathé Ciss,sn,MF,Rayo Vallecano,La Liga,30,1994,0,0,0,0,14,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
563,Alphadjo Cissè,it,MF,Hellas Verona,it Serie A,18,2006,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
564,Amadou Cissé,gn,FW,Strasbourg,Ligue 1,18,2006,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
565,Djaoui Cissé,fr,MF,Rennes,Ligue 1,20,2004,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
566,Seydouba Cissé,gn,MF,Leganés,La Liga,23,2001,0,0,0,0,15,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
567,Patrick Ciurria,it,DF,Monza,it Serie A,29,1995,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
568,Harry Clarke,eng,DF,Ipswich Town,Premier League,23,2001,0,0,0,0,5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
569,Jack Clarke,eng,FW,Ipswich Town,Premier League,24,2000,0,0,0,0,14,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
570,Alexis Claude-Maurice,fr,FW,Augsburg,Bundesliga,26,1998,0,0,0,0,8,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
571,Jonathan Clauss,fr,DF,Nice,Ligue 1,32,1992,0,0,0,0,11,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
572,Silvi Clúa,es,MF,Girona,La Liga,19,2005,0,0,0,0,4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
573,Nathaniel Clyne,eng,DF,Crystal Palace,Premier League,33,1991,0,0,0,0,7,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
574,Conor Coady,eng,DF,Leicester City,Premier League,31,1993,0,0,0,0,5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
575,Marcus Coco,fr,DF,Nantes,Ligue 1,28,1996,0,0,0,0,8,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
576,Saúl Coco,gq,DF,Torino,it Serie A,25,1999,0,0,0,0,15,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
577,Séamus Coleman,ie,DF,Everton,Premier League,36,1988,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
578,Nathan Collins,ie,DF,Brentford,Premier League,23,2001,0,0,0,0,16,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
579,Nnamdi Collins,de,DF,Eint Frankfurt,Bundesliga,20,2004,0,0,0,0,5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
580,Toby Collyer,eng,MF,Manchester Utd,Premier League,20,2004,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
581,Leonardo Colombo,it,MF,Monza,it Serie A,19,2005,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
582,Lorenzo Colombo,it,FW,Empoli,it Serie A,22,2002,0,0,0,0,16,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
583,Andrea Colpani,it,FW,Fiorentina,it Serie A,25,1999,0,0,0,0,15,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
584,Levi Colwill,eng,DF,Chelsea,Premier League,21,2003,0,0,0,0,15,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
585,Kingsley Coman,fr,FW,Bayern Munich,Bundesliga,28,1996,0,0,0,0,13,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
586,Eray Cömert,ch,DF,Valladolid,La Liga,26,1998,0,0,0,0,14,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
587,Santi Comesaña,es,MF,Villarreal,La Liga,28,1996,0,0,0,0,16,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
588,Pietro Comi,it,DF,Atalanta,it Serie A,19,2005,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
589,Pietro Comuzzo,it,DF,Fiorentina,it Serie A,19,2005,0,0,0,0,13,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
590,Francisco Conceição,pt,FW,Juventus,it Serie A,22,2002,0,0,0,0,11,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
591,Diego Conde,es,GK,Villarreal,La Liga,26,1998,0,0,0,0,15,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
592,Tomás Conechny,ar,FW,Alavés,La Liga,26,1998,0,0,0,0,9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
593,Alois Confais,fr,DF,Le Havre,Ligue 1,28,1996,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
594,Sirlord Conteh,de,FW,Heidenheim,Bundesliga,28,1996,0,0,0,0,13,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
595,Nikita Contini Baranovsky,it,GK,Napoli,it Serie A,28,1996,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
596,Lewis Cook,eng,MF,Bournemouth,Premier League,27,1997,0,0,0,0,15,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
597,Copete,es,DF,Mallorca,La Liga,25,1999,0,0,0,0,11,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
598,Diego Coppola,it,DF,Hellas Verona,it Serie A,20,2003,0,0,0,0,13,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
599,Tommaso Corazza,it,DF,Bologna,it Serie A,20,2004,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
600,Iker Córdoba,es,DF,Valencia,La Liga,19,2005,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
601,Derek Cornelius,ca,DF,Marseille,Ligue 1,27,1997,0,0,0,0,9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
602,Maxwel Cornet,ci,FW,Southampton,Premier League,28,1996,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
603,Pierre Cornud,fr,DF,Saint-Étienne,Ligue 1,28,1996,0,0,0,0,7,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
604,Christian Corradi,it,DF,Hellas Verona,it Serie A,19,2005,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
605,Ángel Correa,ar,FW,Atlético Madrid,La Liga,29,1995,0,0,0,0,16,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
606,Joaquín Correa,ar,FW,Inter,it Serie A,30,1994,0,0,0,0,5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
607,Thierry Correia,pt,DF,Valencia,La Liga,25,1999,0,0,0,0,11,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
608,Álvaro Cortés,es,DF,Barcelona,La Liga,19,2005,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
609,Guillem Cortiñas,es,DF,Getafe,La Liga,21,2003,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
610,Edoardo Corvi,it,GK,Parma,it Serie A,23,2001,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
611,Coba da Costa,es,FW,Getafe,La Liga,22,2002,0,0,0,0,3,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
612,Danny da Costa,de,DF,Mainz 05,Bundesliga,31,1993,0,0,0,0,5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
613,David Costa,pt,MF,Lens,Ligue 1,23,2001,0,0,0,0,9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
614,João Costa,br,FW,Roma,it Serie A,19,2005,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
615,Logan Costa,cv,DF,Villarreal,La Liga,23,2001,0,0,0,0,13,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
616,Logan Costa,cv,DF,Toulouse,Ligue 1,23,2001,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
617,Samu Costa,pt,MF,Mallorca,La Liga,24,2000,0,0,0,0,16,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
618,Grégoire Coudert,fr,GK,Brest,Ligue 1,25,1999,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
619,Vladimír Coufal,cz,DF,West Ham,Premier League,32,1992,0,0,0,0,9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
620,Lassana Coulibaly,ml,MF,Lecce,it Serie A,28,1996,0,0,0,0,16,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
621,Lasso Coulibaly,gh,FW,Auxerre,Ligue 1,22,2002,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
622,Soumaïla Coulibaly,fr,DF,Brest,Ligue 1,21,2003,0,0,0,0,5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
623,Tanguy Coulibaly,fr,FW,Montpellier,Ligue 1,23,2001,0,0,0,0,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
624,Woyo Coulibaly,fr,DF,Parma,it Serie A,25,1999,0,0,0,0,12,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
