Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90
17,Álvaro Aceves,es,GK,Valladolid,La Liga,19,2003,0,0,0,0,0.1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
18,Mohamed Achi,fr,FW,Nantes,Ligue 1,20,2002,0,0,0,0,0.4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
19,Marcos Acuña,ar,DF,Sevilla,La Liga,30,1991,0,0,0,0,21.2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
20,Che Adams,sct,FW,Southampton,Premier League,26,1996,0,0,0,0,22.1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
21,Tyler Adams,us,MF,Leeds United,Premier League,23,1999,0,0,0,0,24.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
22,Sargis Adamyan,am,FW,Köln,Bundesliga,29,1993,0,0,0,0,7.2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
23,Tosin Adarabioyo,eng,DF,Fulham,Premier League,24,1997,0,0,0,0,23.2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
24,Martin Adeline,fr,MF,Reims,Ligue 1,18,2003,0,0,0,0,1.2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
25,Karim Adeyemi,de,FW,Dortmund,Bundesliga,20,2002,0,0,0,0,15.4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
26,Amine Adli,ma,FW,Leverkusen,Bundesliga,22,2000,0,0,0,0,15.9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
27,Yacine Adli,fr,MF,Milan,it Serie A,22,2000,0,0,0,0,1.6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
28,Michel Aebischer,ch,FW,Bologna,it Serie A,25,1997,0,0,0,0,17.1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
29,Felix Afena-Gyan,gh,FW,Cremonese,it Serie A,19,2003,0,0,0,0,9.1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
30,Emmanuel Agbadou,ci,DF,Reims,Ligue 1,25,1997,0,0,0,0,26.5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
31,Julen Agirrezabala,es,GK,Athletic Club,La Liga,21,2000,0,0,0,0,7.5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
32,Lucien Agoume,fr,MF,Troyes,Ligue 1,20,2002,0,0,0,0,12.2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
33,Felix Agu,de,DF,Werder Bremen,Bundesliga,22,1999,0,0,0,0,0.5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
34,Álvaro Aguado,es,MF,Valladolid,La Liga,26,1996,0,0,0,0,21.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
35,Kevin Agudelo,co,MF,Spezia,it Serie A,23,1998,0,0,0,0,23.7,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
36,Nayef Aguerd,ma,DF,West Ham,Premier League,26,1996,0,0,0,0,17.7,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
37,Ruben Aguilar,fr,DF,Monaco,Ligue 1,29,1993,0,0,0,0,13.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
38,Naouirou Ahamada,fr,MF,Crystal Palace,Premier League,20,2002,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
39,Naouirou Ahamada,fr,MF,Stuttgart,Bundesliga,20,2002,0,0,0,0,15.5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
40,Amar Ahmed,se,FW,Troyes,Ligue 1,18,2004,0,0,0,0,0.2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
41,Jean-Eudes Aholou,ci,MF,Strasbourg,Ligue 1,28,1994,0,0,0,0,14.4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
42,Joseph Aidoo,gh,DF,Celta Vigo,La Liga,26,1995,0,0,0,0,34.7,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
43,Ola Aina,ng,DF,Torino,it Serie A,25,1996,0,0,0,0,9.7,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
44,Rayan Aït-Nouri,dz,DF,Wolves,Premier League,21,2001,0,0,0,0,12.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
45,Emanuel Aiwum,at,DF,Cremonese,it Serie A,21,2000,0,0,0,0,18.4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
46,Kristoffer Ajer,no,DF,Brentford,Premier League,24,1998,0,0,0,0,8.5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
47,Ludovic Ajorque,fr,FW,Strasbourg,Ligue 1,28,1994,0,0,0,0,8.6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
48,Ludovic Ajorque,fr,FW,Mainz 05,Bundesliga,28,1994,0,0,0,0,13.5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
49,Manuel Akanji,ch,DF,Manchester City,Premier League,27,1995,0,0,0,0,25.4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
50,Nathan Aké,nl,DF,Manchester City,Premier League,27,1995,0,0,0,0,20.8,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
51,Sergio Akieme,es,DF,Almería,La Liga,24,1997,0,0,0,0,25.5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
52,Babatunde Akinsola,ng,FW,Valladolid,La Liga,19,2003,0,0,0,0,0.1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
53,Maghnes Akliouche,fr,MF,Monaco,Ligue 1,20,2002,0,0,0,0,4.5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
54,Paul Akouokou,ci,MF,Betis,La Liga,24,1997,0,0,0,0,5.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
55,Jean-Daniel Akpa-Akpro,ci,MF,Empoli,it Serie A,29,1992,0,0,0,0,15.1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
56,Kevin Akpoguma,ng,DF,Hoffenheim,Bundesliga,27,1995,0,0,0,0,21.7,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
57,David Alaba,at,DF,Real Madrid,La Liga,30,1992,0,0,0,0,20.4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
58,Ángel Alarcón,es,FW,Barcelona,La Liga,18,2004,0,0,0,0,0.3,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
59,Tomás Alarcón,cl,MF,Cádiz,La Liga,23,1999,0,0,0,0,2.5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
60,Lucas Alario,ar,FW,Eint Frankfurt,Bundesliga,29,1992,0,0,0,0,3.7,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
61,Jordi Alba,es,DF,Barcelona,La Liga,33,1989,0,0,0,0,15.8,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
62,Luis Alberto,es,MF,Lazio,it Serie A,29,1992,0,0,0,0,27.1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
63,Raúl Albiol,es,DF,Villarreal,La Liga,36,1985,0,0,0,0,23.5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
64,Marc Albrighton,eng,FW,Leicester City,Premier League,32,1989,0,0,0,0,2.6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
65,Thiago Alcántara,es,MF,Liverpool,Premier League,31,1991,0,0,0,0,13.9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
66,Carlos Alcaraz,ar,MF,Southampton,Premier League,19,2002,0,0,0,0,11.4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
67,Rubén Alcaraz,es,MF,Cádiz,La Liga,31,1991,0,0,0,0,22.7,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
68,Omar Alderete,py,DF,Getafe,La Liga,25,1996,0,0,0,0,22.7,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
69,Iván Alejo,es,MF,Cádiz,La Liga,27,1995,0,0,0,0,14.6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
70,Doğan Alemdar,tr,GK,Rennes,Ligue 1,19,2002,0,0,0,0,4.5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
71,Carles Aleñá,es,MF,Getafe,La Liga,24,1998,0,0,0,0,23.5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
72,Trent Alexander-Arnold,eng,DF,Liverpool,Premier League,23,1998,0,0,0,0,32.5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
73,Alejandro Alfaro,es,MF,Elche,La Liga,20,2002,0,0,0,0,0.2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
74,Ángel Algobia,es,MF,Getafe,La Liga,23,1999,0,0,0,0,12.6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
75,Mohamed Ali Cho,fr,FW,Real Sociedad,La Liga,18,2004,0,0,0,0,6.5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
76,Faride Alidou,de,DF,Eint Frankfurt,Bundesliga,21,2001,0,0,0,0,2.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
77,Alisson,br,GK,Liverpool,Premier League,29,1992,0,0,0,0,37.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
78,Jim Allevinah,ga,DF,Clermont Foot,Ligue 1,27,1995,0,0,0,0,24.9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
79,Dele Alli,eng,MF,Everton,Premier League,26,1996,0,0,0,0,0.4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
80,Domingos André Ribeiro Almeida,pt,MF,Valencia,La Liga,22,2000,0,0,0,0,28.2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
81,Miguel Almirón,py,FW,Newcastle Utd,Premier League,28,1994,0,0,0,0,27.7,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
82,Marcos Alonso,es,DF,Barcelona,La Liga,31,1990,0,0,0,0,13.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
83,Mickaël Alphonse,gp,DF,Ajaccio,Ligue 1,33,1989,0,0,0,0,15.1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
84,Éder Álvarez Balanta,co,MF,Schalke 04,Bundesliga,29,1993,0,0,0,0,2.6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
85,Carlos Álvarez,es,MF,Sevilla,La Liga,18,2003,0,0,0,0,0.1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
86,Gastón Álvarez,uy,DF,Getafe,La Liga,22,2000,0,0,0,0,16.7,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
87,Julián Álvarez,ar,FW,Manchester City,Premier League,22,2000,0,0,0,0,16.3,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
88,Agustín Álvarez Martínez,uy,FW,Sassuolo,it Serie A,21,2001,0,0,0,0,4.1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
89,Yeray Álvarez,es,DF,Athletic Club,La Liga,27,1995,0,0,0,0,25.9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
90,Ibrahim Amadou,fr,DF,Angers,Ligue 1,29,1993,0,0,0,0,4.7,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
91,Selim Amallah,ma,MF,Valladolid,La Liga,25,1996,0,0,0,0,3.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
92,Daniel Amartey,gh,DF,Leicester City,Premier League,27,1994,0,0,0,0,17.9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
93,Amath,sn,MF,Mallorca,La Liga,26,1996,0,0,0,0,13.6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
94,Jordan Amavi,fr,DF,Getafe,La Liga,28,1994,0,0,0,0,2.2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
95,Lukáš Ambros,cz,MF,Wolfsburg,Bundesliga,18,2004,0,0,0,0,0.2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
96,Kelvin Amian,fr,DF,Spezia,it Serie A,24,1998,0,0,0,0,26.4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
97,Bruno Amione,ar,DF,Hellas Verona,it Serie A,20,2002,0,0,0,0,0.6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
98,Bruno Amione,ar,DF,Sampdoria,it Serie A,20,2002,0,0,0,0,23.2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
99,Nadiem Amiri,de,MF,Leverkusen,Bundesliga,25,1996,0,0,0,0,10.9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
100,Samuel Amo-Ameyaw,eng,MF,Southampton,Premier League,16,2006,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
101,Ethan Ampadu,wls,DF,Spezia,it Serie A,21,2000,0,0,0,0,29.3,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
102,Sofyan Amrabat,ma,MF,Fiorentina,it Serie A,25,1996,0,0,0,0,22.2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
103,Ayoub Amraoui,ma,DF,Nice,Ligue 1,18,2004,0,0,0,0,3.3,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
104,Joachim Andersen,dk,DF,Crystal Palace,Premier League,26,1996,0,0,0,0,30.9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
105,Elliot Anderson,eng,MF,Newcastle Utd,Premier League,19,2002,0,0,0,0,4.6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
106,Felipe Anderson,br,FW,Lazio,it Serie A,29,1993,0,0,0,0,32.9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
107,Benjamin André,fr,MF,Lille,Ligue 1,31,1990,0,0,0,0,32.4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
108,Marcos André,br,FW,Valencia,La Liga,25,1996,0,0,0,0,5.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
109,Komnen Andrić,rs,FW,Clermont Foot,Ligue 1,27,1995,0,0,0,0,16.1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
110,Robert Andrich,de,MF,Leverkusen,Bundesliga,27,1994,0,0,0,0,26.7,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
111,Angeliño,es,DF,Hoffenheim,Bundesliga,25,1997,0,0,0,0,29.1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
112,Fabrizio Angileri,ar,DF,Getafe,La Liga,28,1994,0,0,0,0,6.5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
113,Jaidon Anthony,eng,MF,Bournemouth,Premier League,22,1999,0,0,0,0,14.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
114,Janis Antiste,fr,FW,Sassuolo,it Serie A,19,2002,0,0,0,0,0.6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
115,Waldemar Anton,de,DF,Stuttgart,Bundesliga,26,1996,0,0,0,0,32.6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
116,Josep Antoni Gayá,es,DF,Mallorca,La Liga,22,2000,0,0,0,0,1.1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
117,José Antonio,es,MF,Cádiz,La Liga,18,2004,0,0,0,0,0.5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
118,Marcos Antônio,br,MF,Lazio,it Serie A,22,2000,0,0,0,0,6.6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
119,Michail Antonio,jm,FW,West Ham,Premier League,32,1990,0,0,0,0,20.3,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
120,Antony,br,FW,Manchester Utd,Premier League,22,2000,0,0,0,0,20.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
121,Valentin Antov,bg,DF,Monza,it Serie A,21,2000,0,0,0,0,3.4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
122,Christopher Antwi-Adjei,gh,FW,Bochum,Bundesliga,28,1994,0,0,0,0,22.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
123,Anuar,ma,MF,Valladolid,La Liga,27,1995,0,0,0,0,2.3,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
124,Houssem Aouar,dz,MF,Lyon,Ligue 1,24,1998,0,0,0,0,5.8,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
125,Adil Aouchiche,fr,MF,Lorient,Ligue 1,20,2002,0,0,0,0,2.8,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
126,Dennis Appiah,fr,DF,Nantes,Ligue 1,30,1992,0,0,0,0,8.8,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
127,Stredair Appuah,fr,DF,Nantes,Ligue 1,18,2004,0,0,0,0,0.7,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
128,Mauro Arambarri,uy,MF,Getafe,La Liga,26,1995,0,0,0,0,11.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
129,Charles Aránguiz,cl,MF,Leverkusen,Bundesliga,33,1989,0,0,0,0,5.5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
130,Ronald Araújo,uy,DF,Barcelona,La Liga,23,1999,0,0,0,0,20.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
131,Cameron Archer,eng,FW,Aston Villa,Premier League,21,2001,0,0,0,0,0.5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
132,Taïryk Arconte,fr,FW,Brest,Ligue 1,18,2003,0,0,0,0,1.4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
133,Alphonse Areola,fr,GK,West Ham,Premier League,29,1993,0,0,0,0,3.4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
134,Adu Ares,es,FW,Athletic Club,La Liga,20,2001,0,0,0,0,0.9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
135,Joe Aribo,ng,MF,Southampton,Premier League,26,1996,0,0,0,0,13.6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
136,Adam Armstrong,eng,FW,Southampton,Premier League,25,1997,0,0,0,0,14.8,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
137,Stuart Armstrong,sct,MF,Southampton,Premier League,30,1992,0,0,0,0,15.6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
138,Marko Arnautović,at,FW,Bologna,it Serie A,33,1989,0,0,0,0,17.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
139,Maximilian Arnold,de,MF,Wolfsburg,Bundesliga,28,1994,0,0,0,0,30.7,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
140,Mohamed El Arouch,fr,MF,Lyon,Ligue 1,18,2004,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
141,Sergio Arribas,es,MF,Real Madrid,La Liga,20,2001,0,0,0,0,0.2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
142,Kepa Arrizabalaga,es,GK,Chelsea,Premier League,27,1994,0,0,0,0,28.5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
143,Roberto Arroyo,es,MF,Valladolid,La Liga,18,2003,0,0,0,0,0.2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
144,Tolgay Arslan,de,MF,Udinese,it Serie A,31,1990,0,0,0,0,13.5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
145,Ricard Artero,es,MF,Girona,La Liga,19,2003,0,0,0,0,1.5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
146,Santiago Arzamendia,py,DF,Cádiz,La Liga,24,1998,0,0,0,0,5.4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
147,Takuma Asano,jp,FW,Bochum,Bundesliga,27,1994,0,0,0,0,19.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
148,Santiago Ascacíbar,ar,MF,Cremonese,it Serie A,25,1997,0,0,0,0,8.1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
149,Sergio Asenjo,es,GK,Valladolid,La Liga,33,1989,0,0,0,0,10.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
150,Marco Asensio,es,FW,Real Madrid,La Liga,26,1996,0,0,0,0,16.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
151,Kristoffer Askildsen,no,MF,Lecce,it Serie A,21,2001,0,0,0,0,8.1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
152,Fisnik Asllani,xk,FW,Hoffenheim,Bundesliga,19,2002,0,0,0,0,1.9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
153,Kristjan Asllani,al,MF,Inter,it Serie A,20,2002,0,0,0,0,6.6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
