Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Matches
975,Echu,es,MF,Granada,La Liga,22,1998,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
976,Bruno Ecuele Manga,ga,DF,Dijon,Ligue 1,32,1988,0,0,0,0,38,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
977,Simone Edera,it,DF,Torino,it Serie A,23,1997,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
978,Ederson,br,GK,Manchester City,Premier League,26,1993,0,0,0,0,36,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
979,Kyle Edwards,eng,MF,West Brom,Premier League,22,1998,0,0,0,0,5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
980,John Egan,ie,DF,Sheffield Utd,Premier League,27,1992,0,0,0,0,31,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
981,Johannes Eggestein,de,FW,Werder Bremen,Bundesliga,22,1998,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
982,Maximilian Eggestein,de,MF,Werder Bremen,Bundesliga,23,1996,0,0,0,0,33,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
983,Lilian Egloff,de,MF,Stuttgart,Bundesliga,17,2002,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
984,Kingsley Ehizibue,nl,DF,Köln,Bundesliga,25,1995,0,0,0,0,21,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
985,Albin Ekdal,se,MF,Sampdoria,it Serie A,31,1989,0,0,0,0,32,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
986,Hugo Ekitike,fr,FW,Reims,Ligue 1,18,2002,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
987,Anthony Elanga,se,FW,Manchester Utd,Premier League,18,2002,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
988,Niclas Eliasson,se,MF,Nîmes,Ligue 1,24,1995,0,0,0,0,30,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
989,Marvin Elimbi,fr,DF,Strasbourg,Ligue 1,17,2003,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
990,Elif Elmas,mk,MF,Napoli,it Serie A,20,1999,0,0,0,0,33,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
991,Ahmed Elmohamady,eg,DF,Aston Villa,Premier League,32,1987,0,0,0,0,14,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
992,Mohamed Elneny,eg,MF,Arsenal,Premier League,28,1992,0,0,0,0,23,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
993,Aritz Elustondo,es,DF,Real Sociedad,La Liga,26,1994,0,0,0,0,23,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
994,Nico Elvedi,ch,DF,Gladbach,Bundesliga,23,1996,0,0,0,0,29,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
995,Rodrigo Ely,br,DF,Alavés,La Liga,26,1993,0,0,0,0,8,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
996,Breel Embolo,ch,FW,Gladbach,Bundesliga,23,1997,0,0,0,0,31,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
997,Emerson,br,DF,Betis,La Liga,21,1999,0,0,0,0,34,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
998,Renaud Emond,be,FW,Nantes,Ligue 1,28,1991,0,0,0,0,22,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
999,Alan Empereur,br,DF,Hellas Verona,it Serie A,26,1994,0,0,0,0,4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1000,Youssef En-Nesyri,ma,FW,Sevilla,La Liga,23,1997,0,0,0,0,38,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1001,Keita Endo,jp,MF,Union Berlin,Bundesliga,22,1997,0,0,0,0,16,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1002,Wataru Endo,jp,MF,Stuttgart,Bundesliga,27,1993,0,0,0,0,33,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1003,Björn Engels,be,DF,Aston Villa,Premier League,25,1994,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1004,Sergi Enrich,es,FW,Eibar,La Liga,30,1990,0,0,0,0,27,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1005,Christian Eriksen,dk,MF,Inter,it Serie A,28,1992,0,0,0,0,26,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1006,Saturday Erimuya,ng,DF,Cádiz,La Liga,22,1998,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1007,Martin Erlic,hr,DF,Spezia,it Serie A,22,1998,0,0,0,0,27,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1008,Patrick Erras,de,FW,Werder Bremen,Bundesliga,25,1995,0,0,0,0,4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1009,Gonzalo Escalante,ar,MF,Lazio,it Serie A,27,1993,0,0,0,0,24,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1010,Aarón Escandell,es,GK,Granada,La Liga,24,1995,0,0,0,0,5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1011,Dani Escriche,es,FW,Huesca,La Liga,22,1998,0,0,0,0,23,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1012,Sergio Escudero,es,DF,Sevilla,La Liga,30,1989,0,0,0,0,9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1013,Alfonso Espino,uy,DF,Cádiz,La Liga,28,1992,0,0,0,0,32,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1014,Vicente Esquerdo,es,MF,Valencia,La Liga,21,1999,0,0,0,0,4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1015,Maxime Estève,fr,DF,Montpellier,Ligue 1,18,2002,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1016,Nahuel Estévez,ar,MF,Spezia,it Serie A,24,1995,0,0,0,0,27,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1017,Pervis Estupiñán,ec,DF,Villarreal,La Liga,22,1998,0,0,0,0,25,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1018,Yoann Etienne,fr,DF,Lorient,Ligue 1,23,1997,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1019,Etxebarría,es,GK,Valencia,La Liga,23,1996,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1020,Xabier Etxeita,es,DF,Getafe,La Liga,32,1987,0,0,0,0,11,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1021,Euse,es,DF,Levante,La Liga,19,2000,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1022,Jonny Evans,nir,DF,Leicester City,Premier League,32,1988,0,0,0,0,28,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1023,Edu Expósito,es,MF,Eibar,La Liga,23,1996,0,0,0,0,31,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1024,Valentin Eysseric,fr,MF,Fiorentina,it Serie A,28,1992,0,0,0,0,16,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1025,Eberechi Eze,eng,MF,Crystal Palace,Premier League,22,1998,0,0,0,0,34,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1026,Brooklyn Ezeh,de,DF,Schalke 04,Bundesliga,19,2001,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1027,Jokin Ezkieta,es,GK,Athletic Club,La Liga,23,1996,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1028,Łukasz Fabiański,pl,GK,West Ham,Premier League,35,1985,0,0,0,0,35,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1029,Fabinho,br,DF,Liverpool,Premier League,26,1993,0,0,0,0,30,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1030,Fábio,br,DF,Nantes,Ligue 1,30,1990,0,0,0,0,22,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1031,Arnau Fàbrega,es,GK,Granada,La Liga,20,2000,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1032,Cesc Fàbregas,es,MF,Monaco,Ligue 1,33,1987,0,0,0,0,21,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1033,Fabricio,es,GK,Fulham,Premier League,32,1987,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1034,Bandiougou Fadiga,fr,FW,Paris S-G,Ligue 1,19,2001,0,0,0,0,6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1035,Bandiougou Fadiga,fr,MF,Brest,Ligue 1,19,2001,0,0,0,0,4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1036,Wout Faes,be,DF,Reims,Ligue 1,22,1998,0,0,0,0,33,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1037,Nicolò Fagioli,it,MF,Juventus,it Serie A,19,2001,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1038,Ralf Fährmann,de,GK,Schalke 04,Bundesliga,31,1988,0,0,0,0,22,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1039,Romain Faivre,fr,MF,Brest,Ligue 1,22,1998,0,0,0,0,36,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1040,Simon Falette,gn,DF,Eint Frankfurt,Bundesliga,28,1992,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1041,Fali,es,DF,Cádiz,La Liga,26,1993,0,0,0,0,34,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1042,Boubacar Fall,sn,GK,Saint-Étienne,Ligue 1,19,2001,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1043,Oussama Falouh,ma,DF,Angers,Ligue 1,21,1999,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1044,Iago Falque,es,FW,Torino,it Serie A,30,1990,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1045,Iago Falque,es,MF,Benevento,it Serie A,30,1990,0,0,0,0,11,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1046,Andri Fannar Baldursson,is,MF,Bologna,it Serie A,18,2002,0,0,0,0,8,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1047,Paolo Faragò,it,DF,Bologna,it Serie A,27,1993,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1048,Paolo Faragò,it,DF,Cagliari,it Serie A,27,1993,0,0,0,0,8,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1049,Davide Faraoni,it,DF,Hellas Verona,it Serie A,28,1991,0,0,0,0,34,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1050,Simone Farelli,it,GK,Roma,it Serie A,37,1983,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1051,Mohamed Fares,dz,DF,Lazio,it Serie A,24,1996,0,0,0,0,21,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1052,Diego Farias,br,FW,Spezia,it Serie A,30,1990,0,0,0,0,29,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1053,Wuilker Faríñez,ve,GK,Lens,Ligue 1,22,1998,0,0,0,0,3,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1054,Noah Fatar,fr,FW,Angers,Ligue 1,18,2002,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1055,Ansu Fati,es,FW,Barcelona,La Liga,17,2002,0,0,0,0,7,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1056,Julien Faussurier,fr,DF,Brest,Ligue 1,33,1987,0,0,0,0,17,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1057,Andrea Favilli,it,FW,Hellas Verona,it Serie A,23,1997,0,0,0,0,11,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1058,Federico Fazio,ar,DF,Roma,it Serie A,33,1987,0,0,0,0,6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1059,Adrian Fein,de,MF,Bayern Munich,Bundesliga,21,1999,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1060,Nabil Fekir,fr,MF,Betis,La Liga,27,1993,0,0,0,0,33,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1061,Yassin Fekir,fr,FW,Betis,La Liga,23,1997,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1062,Felipe,br,DF,Atlético Madrid,La Liga,31,1989,0,0,0,0,31,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1063,Luiz Felipe,it,DF,Lazio,it Serie A,23,1997,0,0,0,0,14,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1064,Lucas Felippe,br,MF,Hellas Verona,it Serie A,20,2000,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1065,João Félix,pt,FW,Atlético Madrid,La Liga,20,1999,0,0,0,0,31,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1066,Ohis Felix Uduokhai,de,DF,Augsburg,Bundesliga,22,1997,0,0,0,0,29,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1067,Amir Feratovič,si,MF,Roma,it Serie A,18,2002,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1068,Zinedine Ferhat,dz,FW,Nîmes,Ligue 1,27,1993,0,0,0,0,33,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1069,Erick Ferigra,ec,DF,Torino,it Serie A,21,1999,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1070,Bruno Fernandes,pt,MF,Manchester Utd,Premier League,25,1994,0,0,0,0,37,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1071,Edimilson Fernandes,ch,MF,Mainz 05,Bundesliga,24,1996,0,0,0,0,14,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1072,Gedson Fernandes,pt,MF,Tottenham,Premier League,21,1999,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1073,Matheus Fernandes,br,MF,Barcelona,La Liga,22,1998,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1074,Aitor Fernández,es,GK,Levante,La Liga,29,1991,0,0,0,0,29,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1075,Álex Fernández,es,MF,Cádiz,La Liga,27,1992,0,0,0,0,25,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1076,Álvaro Fernández,es,GK,Huesca,La Liga,22,1998,0,0,0,0,22,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1077,Álvaro Fernández,es,GK,Celta Vigo,La Liga,20,2000,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1078,Andrés Fernández,es,GK,Huesca,La Liga,33,1986,0,0,0,0,16,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1079,Augusto Fernández,ar,MF,Cádiz,La Liga,34,1986,0,0,0,0,12,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1080,Carlos Fernández,es,FW,Sevilla,La Liga,24,1996,0,0,0,0,5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1081,Carlos Fernández,es,FW,Real Sociedad,La Liga,24,1996,0,0,0,0,11,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1082,Federico Fernández,ar,DF,Newcastle Utd,Premier League,31,1989,0,0,0,0,24,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1083,Joaquín Fernández,es,DF,Valladolid,La Liga,24,1996,0,0,0,0,25,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1084,Fernandinho,br,MF,Manchester City,Premier League,35,1985,0,0,0,0,21,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1085,Fernando,br,MF,Sevilla,La Liga,33,1987,0,0,0,0,31,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1086,Alex Ferrari,it,DF,Sampdoria,it Serie A,26,1994,0,0,0,0,12,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1087,David Ferreiro,es,MF,Huesca,La Liga,32,1988,0,0,0,0,37,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1088,Salvador Ferrer,es,DF,Spezia,it Serie A,22,1998,0,0,0,0,18,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1089,Facundo Ferreyra,ar,FW,Celta Vigo,La Liga,29,1991,0,0,0,0,13,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1090,Jordan Ferri,fr,MF,Montpellier,Ligue 1,28,1992,0,0,0,0,34,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1091,Will Ferry,ie,DF,Southampton,Premier League,19,2000,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1092,Marco Festa,it,GK,Crotone,it Serie A,28,1992,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1093,Fidel,es,MF,Elche,La Liga,30,1989,0,0,0,0,30,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1094,Sam Field,eng,MF,West Brom,Premier League,22,1998,0,0,0,0,3,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1095,Alfreð Finnbogason,is,FW,Augsburg,Bundesliga,31,1989,0,0,0,0,17,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1096,Ryan Finnigan,eng,MF,Southampton,Premier League,16,2003,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1097,Roberto Firmino,br,FW,Liverpool,Premier League,28,1991,0,0,0,0,36,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1098,Junior Firpo,do,DF,Barcelona,La Liga,23,1996,0,0,0,0,7,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1099,Will Fish,eng,FW,Manchester Utd,Premier League,17,2003,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1100,John Fleck,sct,MF,Sheffield Utd,Premier League,28,1991,0,0,0,0,31,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1101,Mark Flekken,nl,GK,Freiburg,Bundesliga,27,1993,0,0,0,0,3,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1102,Juan Flere,ar,GK,Cádiz,La Liga,22,1998,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1103,Florian Flick,de,MF,Schalke 04,Bundesliga,20,2000,0,0,0,0,4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1104,Alexis Flips,fr,MF,Reims,Ligue 1,20,2000,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1105,Alessandro Florenzi,it,DF,Paris S-G,Ligue 1,29,1991,0,0,0,0,21,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1106,Shane Flynn,ie,DF,Leicester City,Premier League,18,2001,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1107,Kingsley Fobi,gh,DF,Granada,La Liga,21,1998,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1108,Phil Foden,eng,FW,Manchester City,Premier League,20,2000,0,0,0,0,28,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1109,Wes Foderingham,eng,GK,Sheffield Utd,Premier League,29,1991,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1110,Mamadou Fofana,ml,MF,Metz,Ligue 1,22,1998,0,0,0,0,16,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1111,Seko Fofana,ci,MF,Lens,Ligue 1,25,1995,0,0,0,0,30,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1112,Wesley Fofana,fr,DF,Leicester City,Premier League,19,2000,0,0,0,0,28,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1113,Wesley Fofana,fr,DF,Saint-Étienne,Ligue 1,19,2000,0,0,0,0,4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1114,Youssouf Fofana,fr,MF,Monaco,Ligue 1,21,1999,0,0,0,0,35,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1115,Thomas Foket,be,DF,Reims,Ligue 1,25,1994,0,0,0,0,37,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1116,Ramón Folch,es,MF,Elche,La Liga,30,1989,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1117,Lamine Fomba,fr,MF,Nîmes,Ligue 1,22,1998,0,0,0,0,32,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1118,Thomas Fontaine,mg,DF,Lorient,Ligue 1,29,1991,0,0,0,0,4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1119,José Fontán,es,DF,Celta Vigo,La Liga,20,2000,0,0,0,0,14,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1120,José Fonte,pt,DF,Lille,Ligue 1,36,1983,0,0,0,0,36,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1121,Fernando Forestieri,it,FW,Udinese,it Serie A,30,1990,0,0,0,0,19,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1122,Pablo Fornals,es,FW,West Ham,Premier League,24,1996,0,0,0,0,33,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1123,Emil Forsberg,se,FW,RB Leipzig,Bundesliga,28,1991,0,0,0,0,29,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1124,Fraser Forster,eng,GK,Southampton,Premier League,32,1988,0,0,0,0,8,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
1125,Philipp Förster,de,MF,Stuttgart,Bundesliga,25,1995,0,0,0,0,25,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
