Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Matches
1302,Ben Johnson,eng,DF,FW,Ipswich Town,Premier League,24,2000,8,500,63,34.7,5.6,5,90,5,3,17,4,1.00,8,14,-6,-1.08,-0.51,5.7,15.8,-10.0,-1.81,Matches
1303,Brennan Johnson,wls,FW,,Tottenham,Premier League,23,2001,16,"1,171",73,81.3,13.0,13,81,7,3,39,0,1.44,25,15,+10,+0.77,-1.57,23.3,18.9,+4.4,+0.34,Matches
1304,Karl-Johan Johnsson,se,GK,,Strasbourg,Ligue 1,34,1990,3,270,90,20.0,3.0,3,90,3,0,,12,1.33,7,6,+1,+0.33,+0.58,4.3,5.3,-1.0,-0.32,Matches
1305,Sam Johnstone,eng,GK,,Crystal Palace,Premier League,31,1993,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
1306,Sam Johnstone,eng,GK,,Wolves,Premier League,31,1993,7,630,90,43.8,7.0,7,90,7,0,,3,0.14,9,17,-8,-1.14,-0.25,6.9,13.1,-6.2,-0.89,Matches
1307,Paul Joly,fr,DF,,Auxerre,Ligue 1,24,2000,10,512,51,37.9,5.7,5,82,2,5,20,1,0.80,5,10,-5,-0.88,-1.42,5.3,11.1,-5.7,-1.01,Matches
1308,Curtis Jones,eng,MF,,Liverpool,Premier League,23,2001,12,637,53,47.2,7.1,7,77,1,5,19,1,2.25,13,9,+4,+0.57,-1.20,10.4,8.6,+1.8,+0.25,Matches
1309,Frenkie de Jong,nl,MF,,Barcelona,La Liga,27,1997,8,235,29,14.5,2.6,1,45,0,7,27,2,1.75,9,7,+2,+0.77,-1.05,8.0,5.3,+2.6,+1.01,Matches
1310,Joan Jordán,es,MF,,Alavés,La Liga,30,1994,10,523,52,34.2,5.8,4,90,3,6,28,3,0.60,8,11,-3,-0.52,+0.02,6.4,9.0,-2.6,-0.44,Matches
1311,Jorginho,it,MF,,Arsenal,Premier League,32,1991,8,393,49,27.3,4.4,5,72,2,3,12,8,2.13,9,4,+5,+1.15,+0.37,9.1,2.9,+6.3,+1.43,Matches
1312,Jesse Joronen,fi,GK,,Venezia,it Serie A,31,1993,7,630,90,43.8,7.0,7,90,7,0,,7,0.57,5,12,-7,-1.00,-0.22,6.6,11.0,-4.5,-0.64,Matches
1313,Jota,pt,FW,MF,Rennes,Ligue 1,25,1999,9,334,37,24.7,3.7,3,73,0,6,19,1,1.44,3,5,-2,-0.54,-0.72,5.2,3.7,+1.5,+0.42,Matches
1314,Diogo Jota,pt,FW,,Liverpool,Premier League,28,1996,8,504,63,37.3,5.6,7,70,2,1,12,1,2.38,12,1,+11,+1.96,+1.22,12.2,3.4,+8.8,+1.58,Matches
1315,Antoine Joujou,fr,MF,FW,Le Havre,Ligue 1,21,2003,10,354,35,26.2,3.9,3,74,1,7,19,2,0.60,4,7,-3,-0.76,+0.59,5.3,6.0,-0.8,-0.19,Matches
1316,Luka Jović,rs,FW,,Milan,it Serie A,26,1997,3,79,26,5.9,0.9,1,59,0,2,10,2,1.33,0,1,-1,-1.14,-1.78,1.6,0.4,+1.2,+1.35,Matches
1317,Juanmi,es,FW,MF,Betis,La Liga,31,1993,8,190,24,12.4,2.1,2,60,0,6,12,8,0.75,2,3,-1,-0.47,-0.47,2.7,2.3,+0.4,+0.20,Matches
1318,Juanpe,es,DF,,Girona,La Liga,33,1991,5,327,65,21.4,3.6,4,82,3,1,1,12,1.80,6,7,-1,-0.28,-0.20,2.9,2.7,+0.2,+0.06,Matches
1319,Jubal,br,DF,,Auxerre,Ligue 1,31,1993,13,"1,117",86,82.7,12.4,13,86,11,0,,0,1.38,18,16,+2,+0.16,+0.93,15.8,20.3,-4.6,-0.37,Matches
1320,Abdulai Juma Bah,sl,DF,,Valladolid,La Liga,18,2006,9,639,71,41.8,7.1,7,88,6,2,11,3,0.89,5,13,-8,-1.13,+0.29,7.2,12.5,-5.3,-0.74,Matches
1321,Anthony Jung,de,DF,,Werder Bremen,Bundesliga,33,1991,13,844,65,67.0,9.4,9,82,7,4,27,0,1.69,14,14,0,0.00,+0.43,12.1,12.2,-0.1,-0.01,Matches
1322,Luiz Lúcio Reis Júnior,br,GK,,Villarreal,La Liga,23,2001,3,198,66,12.9,2.2,2,90,2,1,18,13,0.33,2,3,-1,-0.45,-0.59,3.3,2.8,+0.6,+0.25,Matches
1323,Hamed Junior Traorè,ci,FW,MF,Bournemouth,Premier League,24,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
1324,Hamed Junior Traorè,ci,MF,,Auxerre,Ligue 1,24,2000,12,995,83,73.7,11.1,12,83,6,0,,0,1.42,17,14,+3,+0.27,+1.03,13.5,21.2,-7.7,-0.70,Matches
1325,Vinicius Júnior,br,FW,,Real Madrid,La Liga,24,2000,14,"1,097",78,71.7,12.2,12,86,5,2,32,0,2.21,26,10,+16,+1.31,+0.27,21.9,10.6,+11.4,+0.93,Matches
1326,Josip Juranović,hr,DF,,Union Berlin,Bundesliga,29,1995,2,19,10,1.5,0.2,0,,0,2,10,1,0.00,0,0,0,0.00,+0.15,0.1,0.0,0.0,+0.06,Matches
1327,David Jurásek,cz,DF,FW,Hoffenheim,Bundesliga,24,2000,4,156,39,12.4,1.7,1,90,1,3,22,3,0.50,0,2,-2,-1.15,-0.75,0.9,3.1,-2.2,-1.27,Matches
1328,Stanko Jurić,hr,MF,,Valladolid,La Liga,28,1996,15,966,64,63.1,10.7,9,84,5,6,35,2,0.80,6,22,-16,-1.49,-0.53,9.5,20.1,-10.6,-0.99,Matches
1329,James Justin,eng,DF,,Leicester City,Premier League,26,1998,15,"1,342",89,93.2,14.9,15,89,14,0,,1,0.87,20,33,-13,-0.87,-0.87,14.9,32.4,-17.6,-1.18,Matches
1330,Filip Jørgensen,dk,GK,,Chelsea,Premier League,22,2002,1,90,90,6.3,1.0,1,90,1,0,,14,3.00,5,1,+4,+4.00,+3.07,5.2,1.6,+3.6,+3.61,Matches
1331,Mohamed Kaba,fr,MF,,Lecce,it Serie A,23,2001,5,86,17,6.0,1.0,0,,0,5,17,4,1.40,1,3,-2,-2.09,-1.10,1.2,1.2,0.0,-0.02,Matches
1332,Yusuf Kabadayı,de,FW,MF,Augsburg,Bundesliga,20,2004,5,71,14,5.6,0.8,0,,0,5,14,7,1.40,1,1,0,0.00,+0.83,1.8,1.0,+0.8,+1.05,Matches
1333,Almugera Kabar,de,DF,,Dortmund,Bundesliga,18,2006,3,48,16,3.8,0.5,0,,0,3,16,6,1.00,0,0,0,0.00,-0.30,0.3,0.4,-0.1,-0.22,Matches
1334,Christian Kabasele,be,DF,,Udinese,it Serie A,33,1991,10,652,65,45.3,7.2,7,79,3,3,32,6,1.50,9,12,-3,-0.41,-0.07,6.2,9.4,-3.2,-0.45,Matches
1335,Ismeal Kabia,eng,MF,,Arsenal,Premier League,19,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
1336,Issa Kaboré,bf,DF,MF,Manchester City,Premier League,23,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
1337,Maldini Kacurri,al,DF,,Arsenal,Premier League,19,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,Matches
1338,Yaya Kader Fofana,ml,MF,FW,Reims,Ligue 1,20,2004,12,634,53,47.0,7.0,8,69,0,4,22,2,1.50,12,7,+5,+0.71,+1.09,8.3,8.6,-0.4,-0.05,Matches
1339,Pavel Kadeřábek,cz,DF,,Hoffenheim,Bundesliga,32,1992,10,686,69,54.4,7.6,8,81,5,2,20,1,0.80,13,21,-8,-1.05,-1.21,9.6,16.5,-6.9,-0.90,Matches
1340,Tino Kadewere,zw,MF,FW,Nantes,Ligue 1,28,1996,8,475,59,35.2,5.3,6,75,0,2,14,0,1.13,7,7,0,0.00,+0.72,6.4,5.8,+0.6,+0.11,Matches
1341,Ferdi Kadioglu,tr,DF,MF,Brighton,Premier League,25,1999,6,385,64,26.7,4.3,5,72,1,1,23,1,1.33,5,8,-3,-0.70,-1.04,5.2,9.3,-4.1,-0.96,Matches
1342,Arnaud Kalimuendo,fr,FW,,Rennes,Ligue 1,22,2002,14,"1,086",78,80.4,12.1,13,81,6,1,33,0,1.00,15,16,-1,-0.08,-0.42,13.1,13.5,-0.4,-0.04,Matches
1343,Pierre Kalulu,fr,DF,,Juventus,it Serie A,24,2000,13,"1,077",83,74.8,12.0,12,89,11,1,14,2,1.77,17,10,+7,+0.58,-1.15,16.6,9.5,+7.1,+0.59,Matches
1344,Daichi Kamada,jp,MF,,Crystal Palace,Premier League,28,1996,12,651,54,45.2,7.2,7,80,2,5,18,1,0.83,7,11,-4,-0.55,-0.55,9.9,10.3,-0.4,-0.06,Matches
1345,Waren Kamanzi,no,DF,MF,Toulouse,Ligue 1,24,2000,14,682,49,50.5,7.6,7,83,4,7,15,1,1.50,9,4,+5,+0.66,+1.33,9.8,4.8,+5.0,+0.66,Matches
1346,Boubacar Kamara,fr,MF,,Aston Villa,Premier League,25,1999,7,346,49,24.0,3.8,4,78,1,3,12,1,1.00,5,7,-2,-0.52,-0.60,5.5,4.5,+1.0,+0.27,Matches
1347,Glen Kamara,fi,MF,,Rennes,Ligue 1,29,1995,13,662,51,49.0,7.4,8,70,3,5,20,1,1.23,10,13,-3,-0.41,-0.80,10.4,9.0,+1.4,+0.19,Matches
1348,Hassane Kamara,ci,DF,,Udinese,it Serie A,30,1994,12,657,55,45.6,7.3,8,70,1,4,25,2,1.17,12,12,0,0.00,+0.69,8.0,9.8,-1.8,-0.25,Matches
1349,Willy Kambwala,fr,DF,,Villarreal,La Liga,20,2004,2,121,61,7.9,1.3,2,61,1,0,,8,2.00,2,2,0,0.00,-0.06,1.2,1.3,-0.1,-0.10,Matches
1350,Jakub Kamiński,pl,DF,MF,Wolfsburg,Bundesliga,22,2002,10,663,66,52.6,7.4,7,88,6,3,15,3,1.20,17,16,+1,+0.14,-0.62,10.3,13.6,-3.4,-0.46,Matches
1351,Kevin Kampl,si,MF,,RB Leipzig,Bundesliga,34,1990,11,748,68,59.4,8.3,8,86,3,3,21,0,1.82,12,11,+1,+0.12,-1.11,11.4,10.9,+0.4,+0.05,Matches
1352,Nordine Kandil,fr,MF,,Strasbourg,Ligue 1,23,2001,1,10,10,0.7,0.1,0,,0,1,10,0,1.00,0,0,0,0.00,+0.13,0.2,0.0,+0.2,+2.03,Matches
1353,Harry Kane,eng,FW,,Bayern Munich,Bundesliga,31,1993,12,961,80,76.3,10.7,12,80,7,0,,0,2.50,35,7,+28,+2.62,+2.02,24.5,5.5,+19.0,+1.78,Matches
1354,Lee Kang-in,kr,FW,MF,Paris S-G,Ligue 1,23,2001,16,909,57,63.1,10.1,9,78,2,7,30,0,2.50,27,9,+18,+1.78,-0.25,23.1,9.9,+13.3,+1.31,Matches
1355,Ibrahim Kanté,fr,MF,,Brest,Ligue 1,17,2007,0,,,,,0,,0,0,,3,,,,,,,,,,,Matches
1356,Yann Karamoh,fr,FW,MF,Torino,it Serie A,26,1998,11,187,17,13.0,2.1,1,63,0,10,12,5,0.82,1,3,-2,-0.96,-0.89,2.6,2.9,-0.3,-0.13,Matches
1357,Atakan Karazor,,MF,,Stuttgart,Bundesliga,28,1996,14,"1,051",75,83.4,11.7,13,79,8,1,21,0,1.64,22,22,0,0.00,-2.15,21.0,18.6,+2.4,+0.21,Matches
1358,Jesper Karlsson,se,FW,,Bologna,it Serie A,26,1998,7,298,43,22.1,3.3,3,54,0,4,34,8,1.29,5,7,-2,-0.60,-1.03,4.3,4.2,+0.1,+0.03,Matches
1359,Jesper Karlström,se,MF,,Udinese,it Serie A,29,1995,16,"1,356",85,94.2,15.1,15,88,13,1,33,0,1.25,18,24,-6,-0.40,-0.40,14.4,19.4,-4.9,-0.33,Matches
1360,Lior Kasa,il,MF,,Genoa,it Serie A,19,2005,1,22,22,1.5,0.2,0,,0,1,22,6,0.00,0,1,-1,-4.09,-3.46,0.3,0.8,-0.5,-2.23,Matches
1361,Grigoris Kastanos,cy,MF,FW,Hellas Verona,it Serie A,26,1998,12,477,40,33.1,5.3,6,55,0,6,25,4,1.00,8,16,-8,-1.51,-0.57,5.0,11.0,-5.9,-1.12,Matches
1362,Silas Katompa,cd,DF,FW,Stuttgart,Bundesliga,26,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
1363,Mikkel Kaufmann,dk,FW,,Heidenheim,Bundesliga,23,2001,8,327,41,26.0,3.6,3,63,0,5,28,4,0.38,3,9,-6,-1.65,-0.98,4.6,7.7,-3.2,-0.88,Matches
1364,Michael Kayode,it,DF,FW,Fiorentina,it Serie A,20,2004,4,37,9,2.7,0.4,0,,0,4,9,12,2.50,2,0,+2,+4.86,+3.84,1.1,0.5,+0.6,+1.41,Matches
1365,Moise Kean,it,FW,,Fiorentina,it Serie A,24,2000,14,"1,126",80,83.4,12.5,13,84,9,1,35,0,1.87,23,11,+12,+0.96,-1.05,18.3,12.9,+5.5,+0.44,Matches
1366,Michael Keane,eng,DF,,Everton,Premier League,31,1993,9,810,90,60.0,9.0,9,90,9,0,,4,0.67,8,16,-8,-0.89,-1.06,10.0,14.2,-4.3,-0.48,Matches
1367,Yassine Kechta,ma,MF,FW,Le Havre,Ligue 1,22,2002,15,961,64,71.2,10.7,11,81,2,4,19,0,0.80,9,19,-10,-0.94,+0.91,10.3,17.0,-6.7,-0.63,Matches
1368,Thilo Kehrer,de,DF,,Monaco,Ligue 1,28,1996,13,"1,170",90,81.3,13.0,13,90,13,0,,3,2.00,22,12,+10,+0.77,+0.77,26.5,10.1,+16.3,+1.26,Matches
1369,Abdoulaye Keita,es,FW,MF,Getafe,La Liga,22,2002,2,82,41,5.4,0.9,1,54,0,1,28,1,0.00,0,0,0,0.00,+0.19,0.6,2.4,-1.9,-2.04,Matches
1370,Madiou Keïta,gn,DF,,Auxerre,Ligue 1,20,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
1371,Mandela Keita,be,MF,,Parma,it Serie A,22,2002,10,379,38,26.3,4.2,5,52,0,5,24,2,1.00,6,7,-1,-0.24,+0.10,4.5,5.9,-1.4,-0.33,Matches
1372,Yannik Keitel,de,MF,FW,Stuttgart,Bundesliga,24,2000,2,10,5,0.8,0.1,0,,0,2,5,8,3.00,1,0,+1,+9.00,+8.71,1.0,0.1,+0.9,+8.06,Matches
1373,Andu Kelati,de,MF,,Holstein Kiel,Bundesliga,22,2002,2,99,50,7.9,1.1,1,63,0,1,36,2,0.50,2,2,0,0.00,+1.78,2.0,1.4,+0.6,+0.54,Matches
1374,Caoimhín Kelleher,ie,GK,,Liverpool,Premier League,26,1998,8,720,90,53.3,8.0,8,90,8,0,,6,2.50,19,9,+10,+1.25,+0.11,16.8,9.4,+7.4,+0.93,Matches
1375,Thomas Keller,de,DF,MF,Heidenheim,Bundesliga,25,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
1376,Lloyd Kelly,eng,DF,,Newcastle Utd,Premier League,26,1998,8,298,37,20.7,3.3,4,68,1,4,7,8,1.63,1,6,-5,-1.51,-2.06,3.8,5.6,-1.8,-0.56,Matches
1377,Aljoscha Kemlein,de,MF,,Union Berlin,Bundesliga,20,2004,10,605,61,48.0,6.7,7,78,2,3,19,4,1.00,4,9,-5,-0.74,-1.16,6.8,8.8,-2.0,-0.30,Matches
1378,Marc-Oliver Kempf,de,DF,,Como,it Serie A,29,1995,13,"1,170",90,81.3,13.0,13,90,13,0,,0,1.08,17,22,-5,-0.38,+1.28,15.5,15.0,+0.5,+0.04,Matches
1379,Kenedy,br,MF,FW,Valladolid,La Liga,28,1996,2,9,5,0.6,0.1,0,,0,2,5,7,0.00,0,1,-1,-10.00,-8.76,0.0,0.3,-0.3,-2.97,Matches
1380,Luca Kerber,de,MF,DF,Heidenheim,Bundesliga,22,2002,6,161,27,12.8,1.8,1,63,0,5,20,6,1.50,5,2,+3,+1.68,+2.99,4.9,4.0,+0.9,+0.48,Matches
1381,Milos Kerkez,hu,DF,,Bournemouth,Premier League,21,2003,16,"1,367",85,94.9,15.2,16,85,12,0,,0,1.56,19,21,-2,-0.13,-6.30,28.5,19.7,+8.8,+0.58,Matches
1382,Reda Khadra,de,MF,FW,Reims,Ligue 1,23,2001,4,78,20,5.8,0.9,0,,0,4,20,1,1.75,1,1,0,0.00,-0.14,0.5,1.1,-0.6,-0.70,Matches
1383,Bilal El Khannouss,ma,MF,FW,Leicester City,Premier League,20,2004,11,514,47,35.7,5.7,6,73,0,5,16,3,0.82,5,14,-9,-1.58,-1.19,5.9,14.5,-8.6,-1.51,Matches
1384,Wahbi Khazri,tn,FW,MF,Montpellier,Ligue 1,33,1991,14,646,46,47.9,7.2,7,73,1,7,19,0,0.57,6,19,-13,-1.81,-0.53,7.8,15.6,-7.8,-1.09,Matches
1385,Rani Khedira,de,MF,,Union Berlin,Bundesliga,30,1994,14,"1,228",88,97.5,13.6,14,88,11,0,,0,1.21,13,15,-2,-0.15,-0.15,13.9,16.2,-2.2,-0.16,Matches
1386,Abdukodir Khusanov,uz,DF,,Lens,Ligue 1,20,2004,13,975,75,72.2,10.8,11,87,10,2,9,0,1.62,12,9,+3,+0.28,-0.20,14.3,13.1,+1.3,+0.12,Matches
1387,Kialonda,ao,DF,,Lecce,it Serie A,27,1997,15,"1,350",90,93.8,15.0,15,90,15,0,,0,0.87,8,26,-18,-1.20,-2.20,15.6,23.4,-7.8,-0.52,Matches
1388,Kiké,es,FW,,Alavés,La Liga,35,1989,16,935,58,61.1,10.4,10,78,2,6,26,0,1.00,13,11,+2,+0.19,+1.86,10.8,10.5,+0.3,+0.02,Matches
1389,Álvaro Killane,es,GK,,Las Palmas,La Liga,20,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,Matches
1390,Max Kilman,eng,DF,,West Ham,Premier League,27,1997,16,"1,440",90,100.0,16.0,16,90,16,0,,0,1.19,21,29,-8,-0.50,,23.4,28.7,-5.2,-0.33,Matches
