Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Matches
527,Luca Caldirola,it,DF,,Benevento,Serie A,29,1991,25,"1,572",63,46.0,17.5,17,82,13,8,23,4,0.80,18,38,-20,-1.15,-0.41,16.1,32.5,-16.4,-0.94,Matches
528,Duje Ćaleta-Car,hr,DF,,Marseille,Ligue 1,23,1996,33,"2,813",85,82.3,31.3,32,88,28,1,2,0,1.52,42,41,+1,+0.03,-0.86,37.1,40.1,-3.0,-0.10,Matches
529,Hakan Çalhanoğlu,tr,MF,FW,Milan,Serie A,26,1994,33,"2,614",79,76.4,29.0,30,84,13,3,35,0,2.09,58,32,+26,+0.90,+0.11,53.8,36.2,+17.6,+0.61,Matches
530,Kerim Calhanoglu,de,DF,,Schalke 04,Bundesliga,17,2002,4,296,74,9.7,3.3,4,74,2,0,,5,0.25,0,8,-8,-2.43,-0.71,1.1,5.3,-4.2,-1.28,Matches
531,Fabrizio Caligara,it,MF,FW,Cagliari,Serie A,20,2000,10,183,18,5.4,2.0,2,53,0,8,10,9,0.80,2,6,-4,-1.97,-1.63,1.9,5.5,-3.6,-1.78,Matches
532,Daniel Caligiuri,it,MF,FW,Augsburg,Bundesliga,32,1988,33,"2,665",81,87.1,29.6,31,85,22,2,22,0,1.09,29,46,-17,-0.57,-0.35,30.2,50.2,-20.0,-0.68,Matches
533,José Callejón,es,FW,MF,Fiorentina,Serie A,33,1987,20,664,33,19.4,7.4,6,68,0,14,18,13,0.80,6,13,-7,-0.95,-0.79,8.9,15.3,-6.4,-0.87,Matches
534,Jonathan Calleri,ar,FW,,Osasuna,La Liga,26,1993,25,"1,544",62,45.1,17.2,20,71,3,5,26,2,1.20,14,18,-4,-0.23,+0.10,16.9,17.0,-0.2,-0.01,Matches
535,Dominic Calvert-Lewin,eng,FW,,Everton,Premier League,23,1997,33,"2,871",87,83.9,31.9,32,89,26,1,29,0,1.64,41,39,+2,+0.06,+0.55,40.7,41.8,-1.1,-0.03,Matches
536,Dani Calvo,es,DF,,Elche,La Liga,26,1994,23,"1,779",77,52.0,19.8,19,88,18,4,29,13,1.13,16,27,-11,-0.56,-0.01,16.5,30.2,-13.7,-0.69,Matches
537,Boubakar Camara,fr,FW,,Lens,Ligue 1,19,2001,0,,,,,0,,,0,,4,,,,,,,,,,,Matches
538,Drissa Camara,ci,MF,,Parma,Serie A,18,2002,1,15,15,0.4,0.2,0,,0,1,15,19,0.00,2,3,-1,-6.00,-4.86,0.7,1.8,-1.1,-6.74,Matches
539,Mahdi Camara,fr,MF,DF,Saint-Étienne,Ligue 1,22,1998,37,"3,290",89,96.2,36.6,37,89,32,0,,0,1.22,40,52,-12,-0.33,-0.33,45.6,47.8,-2.2,-0.06,Matches
540,Eduardo Camavinga,fr,MF,,Rennes,Ligue 1,17,2002,35,"2,402",69,70.2,26.7,28,79,10,7,29,0,1.54,36,28,+8,+0.30,-0.05,33.0,26.5,+6.5,+0.25,Matches
541,Sergio Camello,es,FW,,Atlético Madrid,La Liga,19,2001,0,,,,,0,,0,0,,18,,,,,,,,,,,Matches
542,Camilo,br,MF,,Lyon,Ligue 1,21,1999,0,,,,,0,,,0,,1,,,,,,,,,,,Matches
543,José Campaña,es,MF,,Levante,La Liga,27,1993,9,748,83,21.9,8.3,8,90,8,1,28,0,0.78,8,13,-5,-0.60,-0.40,10.0,11.4,-1.5,-0.18,Matches
544,Gaizka Campos Bahillo,es,GK,,Valladolid,La Liga,23,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
545,Emre Can,de,DF,MF,Dortmund,Bundesliga,26,1994,28,"2,133",76,69.7,23.7,23,86,19,5,31,3,1.86,53,32,+21,+0.89,+0.11,44.8,31.0,+13.9,+0.59,Matches
546,Sergio Canales,es,MF,FW,Betis,La Liga,29,1991,31,"2,498",81,73.0,27.8,28,87,20,3,17,0,1.65,38,30,+8,+0.29,+1.07,38.0,31.0,+7.0,+0.25,Matches
547,Matteo Cancellieri,it,FW,,Hellas Verona,Serie A,18,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,Matches
548,João Cancelo,pt,DF,MF,Manchester City,Premier League,26,1994,28,"2,299",82,67.2,25.5,27,84,23,1,20,6,2.18,51,18,+33,+1.29,-0.15,50.7,17.0,+33.7,+1.32,Matches
549,Antonio Candreva,it,MF,,Sampdoria,Serie A,33,1987,35,"2,505",72,73.2,27.8,28,84,14,7,20,0,1.31,37,36,+1,+0.04,+0.33,31.3,39.7,-8.4,-0.30,Matches
550,Lucas Cañizares,es,GK,,Real Madrid,La Liga,18,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
551,Álex Cantero,es,FW,,Levante,La Liga,20,2000,4,237,59,6.9,2.6,3,71,0,1,24,1,0.50,3,4,-1,-0.38,-0.10,2.6,3.4,-0.8,-0.31,Matches
552,Ander Capa,es,DF,,Athletic Club,La Liga,28,1992,28,"2,131",76,62.3,23.7,25,82,15,3,23,2,1.25,33,27,+6,+0.25,+0.39,26.6,25.2,+1.4,+0.06,Matches
553,Pierrick Capelle,fr,MF,DF,Angers,Ligue 1,33,1987,35,"2,053",59,60.0,22.8,24,78,12,11,17,1,1.09,27,41,-14,-0.61,-0.35,26.1,33.3,-7.2,-0.32,Matches
554,Riccardo Capellini,it,DF,,Juventus,Serie A,20,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
555,Leonardo Capezzi,it,MF,,Sampdoria,Serie A,25,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
556,Étienne Capoue,fr,MF,,Villarreal,La Liga,32,1988,16,"1,185",74,34.6,13.2,15,78,4,1,18,2,1.38,22,14,+8,+0.61,+0.29,17.9,16.7,+1.3,+0.10,Matches
557,Elio Capradossi,ug,DF,,Spezia,Serie A,24,1996,1,90,90,2.6,1.0,1,90,1,0,,5,1.00,2,2,0,0.00,+0.54,2.4,2.4,0.0,-0.02,Matches
558,Gianluca Caprari,it,MF,FW,Benevento,Serie A,27,1993,30,"1,865",62,54.5,20.7,23,73,2,7,27,2,0.93,23,36,-13,-0.63,+0.65,22.4,34.0,-11.6,-0.56,Matches
559,Elia Caprile,it,GK,,Leeds United,Premier League,18,2001,0,,,,,0,,,0,,5,,,,,,,,,,,Matches
560,Francesco Caputo,it,FW,,Sassuolo,Serie A,32,1987,25,"1,697",68,49.6,18.9,19,79,11,6,32,1,1.52,36,30,+6,+0.32,+0.21,30.6,28.6,+2.0,+0.11,Matches
561,Maxence Caqueret,fr,MF,,Lyon,Ligue 1,20,2000,29,"1,761",61,51.5,19.6,19,81,10,10,23,6,2.00,37,25,+12,+0.61,-0.80,36.7,20.4,+16.4,+0.84,Matches
562,Andrea Carboni,it,DF,,Cagliari,Serie A,19,2001,15,"1,085",72,31.7,12.1,12,84,8,3,24,13,1.27,15,14,+1,+0.08,+0.74,15.8,19.2,-3.4,-0.28,Matches
563,Franco Carboni,it,MF,,Inter,Serie A,17,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
564,Isaac Carcelen,es,DF,,Cádiz,La Liga,27,1993,32,"2,581",81,75.5,28.7,31,82,24,1,33,0,1.13,28,44,-16,-0.56,+0.09,24.4,40.0,-15.6,-0.54,Matches
565,Cárdenas,es,GK,,Levante,La Liga,23,1997,8,720,90,21.1,8.0,8,90,8,0,,28,0.75,8,11,-3,-0.37,-0.11,6.5,14.9,-8.4,-1.05,Matches
566,Yoan Cardinale,fr,GK,,Nice,Ligue 1,26,1994,0,,,,,0,,,0,,37,,,,,,,,,,,Matches
567,Irvin Cardona,fr,FW,,Brest,Ligue 1,22,1997,36,"2,029",56,59.3,22.5,22,77,5,14,24,2,1.03,37,45,-8,-0.35,+0.16,31.1,35.6,-4.6,-0.20,Matches
568,Marc Cardona,es,FW,DF,Osasuna,La Liga,25,1995,3,53,18,1.5,0.6,0,,0,3,18,0,1.00,1,2,-1,-1.70,-1.43,0.7,2.5,-1.8,-3.02,Matches
569,Carlo,es,MF,,Villarreal,La Liga,19,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
570,Diego Carlos,br,DF,,Sevilla,La Liga,27,1993,33,"2,788",84,81.5,31.0,32,87,28,1,9,1,1.97,42,26,+16,+0.52,-0.05,45.8,27.0,+18.9,+0.61,Matches
571,Juan Carlos,es,MF,FW,Huesca,La Liga,29,1991,15,291,19,8.5,3.2,3,58,0,12,10,20,0.73,2,4,-2,-0.62,-0.13,3.9,3.4,+0.5,+0.16,Matches
572,Kevin Carlos,es,FW,,Huesca,La Liga,19,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
573,Matteo Carnelos,it,GK,,Udinese,Serie A,17,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,Matches
574,Marco Carnesecchi,it,GK,,Atalanta,Serie A,20,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,Matches
575,Lionel Carole,fr,DF,,Strasbourg,Ligue 1,29,1991,27,"1,342",50,39.2,14.9,14,82,11,13,15,11,1.00,16,27,-11,-0.74,-0.82,17.5,20.8,-3.4,-0.23,Matches
576,Yannick Carrasco,be,DF,MF,Atlético Madrid,La Liga,26,1993,30,"2,179",73,63.7,24.2,25,81,12,5,29,1,2.33,43,13,+30,+1.24,+0.37,32.0,20.6,+11.3,+0.47,Matches
577,Sergio Carreira,es,DF,,Celta Vigo,La Liga,19,2000,3,259,86,7.6,2.9,3,86,1,0,,12,0.33,2,6,-4,-1.39,-1.45,4.2,4.3,-0.1,-0.04,Matches
578,Guido Carrillo,ar,FW,,Elche,La Liga,29,1991,21,"1,002",48,29.3,11.1,11,77,4,10,16,1,0.90,14,18,-4,-0.36,+0.27,8.7,17.3,-8.6,-0.77,Matches
579,Andy Carroll,eng,FW,,Newcastle Utd,Premier League,31,1989,18,392,22,11.5,4.4,4,68,0,14,9,17,0.89,6,8,-2,-0.46,-0.04,4.7,9.0,-4.4,-1.00,Matches
580,Scott Carson,eng,GK,,Manchester City,Premier League,34,1985,1,90,90,2.6,1.0,1,90,1,0,,3,3.00,4,3,+1,+1.00,-0.35,1.5,2.2,-0.8,-0.75,Matches
581,Dani Carvajal,es,DF,,Real Madrid,La Liga,28,1992,13,950,73,27.8,10.6,11,81,7,2,32,0,2.38,19,6,+13,+1.23,+0.28,16.5,9.2,+7.3,+0.69,Matches
582,Fabio Carvalho,pt,MF,FW,Fulham,Premier League,17,2002,4,255,64,7.5,2.8,3,81,2,1,13,1,0.25,1,6,-5,-1.76,-1.17,2.6,3.7,-1.1,-0.39,Matches
583,Matis Carvalho,pt,GK,,Montpellier,Ligue 1,21,1999,0,,,,,0,,,0,,11,,,,,,,,,,,Matches
584,William Carvalho,pt,MF,,Betis,La Liga,28,1992,27,"1,223",45,35.8,13.6,12,77,4,15,20,4,1.56,21,23,-2,-0.15,-0.23,17.2,23.2,-6.0,-0.44,Matches
585,Nicolò Casale,it,DF,,Hellas Verona,Serie A,22,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
586,Casemiro,br,MF,,Real Madrid,La Liga,28,1992,34,"2,901",85,84.8,32.2,32,89,29,2,34,0,2.32,59,20,+39,+1.21,+1.21,54.6,27.8,+26.8,+0.83,Matches
587,Oliver Casey,eng,DF,,Leeds United,Premier League,19,2000,0,,,,,0,,,0,,9,,,,,,,,,,,Matches
588,Matty Cash,pl,DF,,Aston Villa,Premier League,22,1997,28,"2,372",85,69.4,26.4,28,85,22,0,,1,1.50,42,35,+7,+0.27,+0.09,35.9,35.1,+0.8,+0.03,Matches
589,Kiko Casilla,es,GK,,Leeds United,Premier League,33,1986,3,270,90,7.9,3.0,3,90,3,0,,31,2.00,5,2,+3,+1.00,+0.86,4.3,3.9,+0.4,+0.12,Matches
590,Giuseppe Caso,it,DF,FW,Genoa,Serie A,21,1998,2,54,27,1.6,0.6,0,,0,2,27,2,0.00,3,2,+1,+1.67,+1.99,1.3,1.1,+0.3,+0.46,Matches
591,Moreto Cassamã,gw,MF,,Reims,Ligue 1,22,1998,29,"2,031",70,59.4,22.6,26,76,11,3,22,2,0.97,25,35,-10,-0.44,-0.57,17.9,38.0,-20.0,-0.89,Matches
592,Francesco Cassata,it,DF,FW,Genoa,Serie A,23,1997,8,227,28,6.6,2.5,2,59,0,6,18,2,0.88,4,5,-1,-0.40,-0.11,2.0,4.7,-2.7,-1.07,Matches
593,Timothy Castagne,be,DF,,Leicester City,Premier League,24,1995,27,"2,345",87,68.6,26.1,27,87,25,0,,0,1.70,51,37,+14,+0.54,+0.20,37.0,29.7,+7.3,+0.28,Matches
594,Koen Casteels,be,GK,,Wolfsburg,Bundesliga,28,1992,32,"2,880",90,94.1,32.0,32,90,32,0,,0,1.88,58,33,+25,+0.78,+1.28,47.3,38.9,+8.4,+0.26,Matches
595,Jean-Charles Castelletto,cm,DF,,Nantes,Ligue 1,25,1995,24,"1,947",81,56.9,21.6,22,85,20,2,39,12,1.13,27,35,-8,-0.37,-0.37,29.5,31.3,-1.8,-0.08,Matches
596,Samu Castillejo,es,FW,,Milan,Serie A,25,1995,28,"1,181",42,34.5,13.1,12,71,3,16,21,7,1.93,23,13,+10,+0.76,-0.16,21.8,15.1,+6.8,+0.52,Matches
597,Luis Castillo,es,GK,,Elche,La Liga,20,2000,0,,,,,0,,0,0,,4,,,,,,,,,,,Matches
598,Aritz Castro,es,GK,,Alavés,La Liga,22,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,Matches
599,Gonzalo Castro,de,MF,,Stuttgart,Bundesliga,33,1987,26,"1,729",67,56.5,19.2,23,73,2,3,19,3,1.42,29,31,-2,-0.10,-0.31,26.6,29.5,-2.9,-0.15,Matches
600,Jonny Castro,es,MF,DF,Wolves,Premier League,26,1994,7,495,71,14.5,5.5,7,71,2,0,,0,1.29,3,4,-1,-0.18,+0.28,5.7,5.9,-0.2,-0.03,Matches
601,Óscar Castro,es,MF,,Atlético Madrid,La Liga,19,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
602,Gaetano Castrovilli,it,MF,,Fiorentina,Serie A,23,1997,34,"2,332",69,68.2,25.9,29,76,8,5,26,1,0.97,31,39,-8,-0.31,+0.02,31.3,37.2,-5.9,-0.23,Matches
603,Danilo Cataldi,it,MF,,Lazio,Serie A,25,1994,19,568,30,16.6,6.3,4,66,0,15,20,14,1.53,7,14,-7,-1.11,-1.52,9.8,10.5,-0.7,-0.12,Matches
604,Ivan Cavaleiro,pt,FW,,Fulham,Premier League,26,1993,36,"2,472",69,72.3,27.5,27,85,15,9,21,0,0.75,19,43,-24,-0.87,-0.68,28.4,39.4,-11.0,-0.40,Matches
605,Edinson Cavani,uy,FW,,Manchester Utd,Premier League,33,1987,26,"1,375",53,40.2,15.3,13,81,8,13,25,0,1.85,28,18,+10,+0.65,-0.18,25.3,16.2,+9.1,+0.59,Matches
606,Dani Ceballos,es,MF,,Arsenal,Premier League,23,1996,25,"1,615",65,47.2,17.9,17,84,11,8,24,10,1.28,23,17,+6,+0.33,-0.16,24.5,18.5,+6.0,+0.34,Matches
607,Federico Ceccherini,it,DF,,Hellas Verona,Serie A,28,1992,25,"1,738",70,50.8,19.3,23,74,10,2,15,3,1.08,23,24,-1,-0.05,0.00,25.3,26.6,-1.3,-0.07,Matches
608,Federico Ceccherini,it,DF,,Fiorentina,Serie A,28,1992,3,270,90,7.9,3.0,3,90,3,0,,0,1.00,5,6,-1,-0.33,-0.02,6.0,5.2,+0.9,+0.28,Matches
609,Christian Celesia,it,MF,,Torino,Serie A,18,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
610,Zeki Çelik,tr,DF,,Lille,Ligue 1,23,1997,29,"2,381",82,69.6,26.5,28,85,19,1,8,1,2.28,45,12,+33,+1.25,+0.55,31.6,19.3,+12.3,+0.46,Matches
611,Bersant Celina,xk,MF,FW,Dijon,Ligue 1,23,1996,32,"2,298",72,67.2,25.5,25,83,16,7,33,0,0.59,18,42,-24,-0.94,+0.99,20.8,46.1,-25.3,-0.99,Matches
612,Álex Centelles,es,DF,,Valencia,La Liga,22,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,Matches
613,Fabien Centonze,fr,DF,,Metz,Ligue 1,24,1996,36,"3,221",89,94.2,35.8,36,89,35,0,,0,1.25,41,45,-4,-0.11,-0.11,41.2,45.7,-4.5,-0.13,Matches
614,Luca Ceppitelli,it,DF,,Cagliari,Serie A,30,1989,19,"1,465",77,42.8,16.3,16,86,11,3,31,5,1.16,17,23,-6,-0.37,+0.09,16.9,25.1,-8.2,-0.51,Matches
615,Alberto Cerri,it,FW,,Cagliari,Serie A,24,1996,23,369,16,10.8,4.1,3,58,0,20,10,12,0.83,5,7,-2,-0.49,-0.07,8.3,8.8,-0.5,-0.13,Matches
616,César,es,MF,,Elche,La Liga,19,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
617,Sava Cestic,rs,DF,,Köln,Bundesliga,19,2001,11,899,82,29.4,10.0,11,82,9,0,,6,1.27,10,19,-9,-0.90,-0.19,8.3,16.5,-8.2,-0.82,Matches
618,Julian Chabot,de,DF,,Spezia,Serie A,22,1998,25,"1,655",66,48.4,18.4,19,83,14,6,15,8,0.76,22,35,-13,-0.71,-0.35,21.2,30.9,-9.6,-0.52,Matches
619,Julian Chabot,de,DF,,Sampdoria,Serie A,22,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
620,Nassim Chadli,fr,FW,MF,Nîmes,Ligue 1,19,2001,3,31,10,0.9,0.3,0,,0,3,10,4,1.00,0,1,-1,-2.90,-2.11,0.1,0.7,-0.5,-1.54,Matches
621,Fouad Chafik,ma,DF,,Dijon,Ligue 1,33,1986,23,"1,622",71,47.4,18.0,18,85,13,5,18,11,0.43,12,41,-29,-1.61,-0.66,16.7,36.3,-19.6,-1.09,Matches
622,Mehdi Chahiri,ma,FW,MF,Strasbourg,Ligue 1,24,1996,23,801,35,23.4,8.9,8,66,0,15,18,9,0.78,12,17,-5,-0.56,-0.42,13.2,14.5,-1.3,-0.14,Matches
623,Sofian Chakla,ma,DF,,Villarreal,La Liga,26,1993,1,13,13,0.4,0.1,0,,0,1,13,8,3.00,0,0,0,0.00,-0.42,0.4,0.2,+0.2,+1.19,Matches
624,Sofian Chakla,ma,DF,,Getafe,La Liga,26,1993,11,897,82,26.2,10.0,9,89,8,2,46,7,0.64,4,14,-10,-1.00,-0.82,6.7,13.7,-7.0,-0.70,Matches
625,Aníbal Chalá,ec,DF,,Dijon,Ligue 1,24,1996,13,744,57,21.8,8.3,9,77,6,4,14,7,0.38,5,19,-14,-1.69,-0.55,5.9,16.8,-10.9,-1.32,Matches
626,Trevoh Chalobah,eng,DF,MF,Lorient,Ligue 1,21,1999,29,"2,237",77,65.4,24.9,24,87,19,5,30,2,1.14,33,46,-13,-0.52,-0.14,32.6,35.6,-3.0,-0.12,Matches
627,Calum Chambers,eng,DF,,Arsenal,Premier League,25,1995,10,753,75,22.0,8.4,8,89,7,2,21,8,2.00,16,10,+6,+0.72,+0.38,11.0,10.4,+0.6,+0.08,Matches
628,Timothy Chandler,us,DF,,Eint Frankfurt,Bundesliga,30,1990,15,432,29,14.1,4.8,3,86,1,12,15,17,1.67,10,12,-2,-0.42,-1.03,9.4,10.5,-1.2,-0.25,Matches
629,Kwon Chang-hoon,kr,MF,FW,Freiburg,Bundesliga,26,1994,12,216,18,7.1,2.4,1,65,0,11,14,6,1.00,3,6,-3,-1.25,-1.34,2.9,5.6,-2.7,-1.13,Matches
630,Gaëtan Charbonnier,fr,MF,FW,Brest,Ligue 1,31,1988,36,"1,570",44,45.9,17.4,17,76,4,19,14,1,1.08,25,30,-5,-0.29,+0.25,27.8,27.1,+0.7,+0.04,Matches
631,Brendan Chardonnet,fr,DF,,Brest,Ligue 1,25,1994,33,"2,716",82,79.4,30.2,30,90,29,3,10,3,1.15,37,49,-12,-0.40,+0.11,39.3,48.7,-9.4,-0.31,Matches
632,Kgagelo Chauke,eng,MF,,Southampton,Premier League,17,2003,0,,,,,0,,,0,,10,,,,,,,,,,,Matches
633,Xavier Chavalerin,fr,MF,,Reims,Ligue 1,29,1991,30,"2,547",85,74.5,28.3,29,88,25,1,9,0,1.10,26,33,-7,-0.25,-0.14,21.5,42.6,-21.2,-0.75,Matches
634,Pape Cheikh Diop,sn,MF,,Dijon,Ligue 1,22,1997,21,"1,089",52,31.8,12.1,13,73,3,8,18,7,0.67,8,17,-9,-0.74,+0.76,11.0,21.0,-10.0,-0.83,Matches
635,Chema,es,DF,MF,Getafe,La Liga,28,1992,10,557,56,16.3,6.2,7,76,5,3,9,23,0.70,4,10,-6,-0.97,-0.69,4.9,6.3,-1.4,-0.23,Matches
636,Rayan Cherki,fr,FW,MF,Lyon,Ligue 1,16,2003,27,698,26,20.4,7.8,5,71,1,22,16,10,1.78,13,6,+7,+0.90,-0.12,14.7,6.7,+8.0,+1.03,Matches
637,Denis Cheryshev,ru,MF,,Valencia,La Liga,29,1990,21,"1,101",52,32.2,12.2,13,70,0,8,23,3,1.05,19,21,-2,-0.16,-0.12,15.6,17.2,-1.6,-0.13,Matches
638,Lucas Chevalier,fr,GK,,Lille,Ligue 1,18,2001,0,,,,,0,,,0,,14,,,,,,,,,,,Matches
639,Giorgio Chiellini,it,DF,,Juventus,Serie A,35,1984,17,"1,386",82,40.5,15.4,16,86,13,1,8,8,1.94,29,18,+11,+0.71,-0.52,28.6,18.5,+10.2,+0.66,Matches
640,Federico Chiesa,it,DF,,Fiorentina,Serie A,22,1997,3,240,80,7.0,2.7,3,80,1,0,,0,1.00,5,4,+1,+0.37,+0.74,5.4,4.0,+1.4,+0.54,Matches
641,Federico Chiesa,it,MF,DF,Juventus,Serie A,22,1997,30,"2,210",74,64.6,24.6,28,78,7,2,7,1,2.07,50,25,+25,+1.02,-0.02,47.9,23.6,+24.4,+0.99,Matches
642,Ben Chilwell,eng,DF,,Chelsea,Premier League,23,1996,27,"2,286",85,66.8,25.4,27,85,22,0,,7,1.70,37,23,+14,+0.55,-0.08,43.5,19.5,+24.0,+0.94,Matches
643,Chinchu,es,DF,,Getafe,La Liga,18,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
644,Vlad Chiricheș,ro,DF,,Sassuolo,Serie A,30,1989,24,"1,837",77,53.7,20.4,22,82,12,2,22,6,1.88,40,32,+8,+0.39,+0.39,32.5,30.3,+2.3,+0.11,Matches
645,Pedro Chirivella,es,MF,,Nantes,Ligue 1,23,1997,32,"2,280",71,66.7,25.3,26,83,18,6,23,6,1.03,38,35,+3,+0.12,+0.99,35.9,35.6,+0.2,+0.01,Matches
646,Lorenzo Chiti,it,DF,,Fiorentina,Serie A,19,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
647,Tahith Chong,nl,MF,FW,Werder Bremen,Bundesliga,20,1999,13,386,30,12.6,4.3,4,68,1,9,13,6,1.08,5,8,-3,-0.70,-0.09,4.0,6.1,-2.0,-0.47,Matches
648,Joris Chotard,fr,MF,,Montpellier,Ligue 1,18,2001,29,"1,165",40,34.1,12.9,11,76,3,18,18,7,1.41,15,28,-13,-1.00,-1.44,14.4,25.0,-10.6,-0.82,Matches
649,Hamza Choudhury,eng,MF,,Leicester City,Premier League,22,1997,10,316,32,9.2,3.5,4,71,1,6,6,21,1.80,3,2,+1,+0.28,-0.21,5.3,4.2,+1.1,+0.32,Matches
650,Mounir Chouiar,fr,FW,MF,Dijon,Ligue 1,21,1999,23,"1,288",56,37.7,14.3,14,74,4,9,28,5,0.48,8,30,-22,-1.54,-0.44,13.1,29.9,-16.8,-1.17,Matches
651,Andreas Christensen,dk,DF,,Chelsea,Premier League,24,1996,17,"1,371",81,40.1,15.2,15,84,13,2,57,6,1.94,21,15,+6,+0.39,-0.31,23.5,10.8,+12.7,+0.84,Matches
652,Cyrus Christie,ie,DF,MF,Fulham,Premier League,27,1992,0,,,,,0,,,0,,1,,,,,,,,,,,Matches
653,Carney Chukwuemeka,eng,MF,FW,Aston Villa,Premier League,16,2003,2,20,10,0.6,0.2,0,,0,2,10,5,3.00,0,0,0,0.00,-0.24,0.0,0.8,-0.7,-3.30,Matches
654,Samuel Chukwueze,ng,MF,FW,Villarreal,La Liga,21,1999,28,"1,365",49,39.9,15.2,13,76,3,15,25,1,1.61,21,19,+2,+0.13,-0.48,24.4,17.6,+6.9,+0.45,Matches
655,Darko Churlinov,mk,DF,MF,Stuttgart,Bundesliga,20,2000,14,216,15,7.1,2.4,0,,0,14,15,8,1.29,6,3,+3,+1.25,+1.31,4.1,2.7,+1.4,+0.59,Matches
656,Víctor Chust,es,DF,,Real Madrid,La Liga,20,2000,2,95,48,2.8,1.1,1,90,1,1,5,9,2.00,0,0,0,0.00,-1.06,0.5,1.8,-1.3,-1.25,Matches
657,Sébastien Cibois,fr,GK,,Brest,Ligue 1,22,1998,3,270,90,7.9,3.0,3,90,3,0,,25,1.33,4,4,0,0.00,+0.46,3.5,4.8,-1.2,-0.41,Matches
658,Riccardo Ciervo,it,MF,,Roma,Serie A,18,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,Matches
659,Cifu,es,DF,,Elche,La Liga,29,1990,11,451,41,13.2,5.0,4,67,2,7,26,23,1.00,6,10,-4,-0.80,-0.28,4.3,8.1,-3.8,-0.76,Matches
660,Alberto Cifuentes,es,GK,,Cádiz,La Liga,41,1979,2,180,90,5.3,2.0,2,90,2,0,,2,1.50,3,3,0,0.00,+0.61,2.3,2.7,-0.3,-0.15,Matches
661,Luca Cigarini,it,MF,,Crotone,Serie A,34,1986,14,929,66,27.2,10.3,13,70,2,1,14,4,0.71,10,19,-9,-0.87,+0.50,12.8,16.3,-3.5,-0.34,Matches
662,Jasper Cillessen,nl,GK,,Valencia,La Liga,31,1989,10,900,90,26.3,10.0,10,90,10,0,,5,1.60,15,11,+4,+0.40,+0.65,10.5,13.9,-3.4,-0.34,Matches
663,Giuseppe Ciocci,it,GK,,Cagliari,Serie A,18,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,Matches
664,Antonio Cioffi,it,FW,,Napoli,Serie A,17,2002,1,12,12,0.4,0.1,0,,0,1,12,19,3.00,1,0,+1,+7.50,+6.34,0.1,0.1,0.0,+0.18,Matches
665,Tim Civeja,al,MF,,Augsburg,Bundesliga,18,2002,3,34,11,1.1,0.4,0,,0,3,11,8,0.00,0,2,-2,-5.29,-4.82,0.1,0.6,-0.5,-1.42,Matches
666,Ciaran Clark,ie,DF,,Newcastle Utd,Premier League,30,1989,22,"1,891",86,55.3,21.0,21,88,18,1,37,8,0.95,19,35,-16,-0.76,-0.76,18.9,33.1,-14.2,-0.68,Matches
667,Leighton Clarkson,eng,MF,,Liverpool,Premier League,18,2001,0,,,,,0,,,0,,3,,,,,,,,,,,Matches
668,Alexis Claude-Maurice,fr,MF,FW,Nice,Ligue 1,22,1998,30,"1,910",64,55.8,21.2,21,81,14,9,24,3,1.10,31,34,-3,-0.14,-0.14,28.8,33.3,-4.5,-0.21,Matches
669,Jonathan Clauss,fr,DF,,Lens,Ligue 1,27,1992,33,"2,521",76,73.7,28.0,30,82,11,3,21,4,1.42,42,41,+1,+0.04,+0.04,41.0,35.7,+5.3,+0.19,Matches
670,Carlos Clerc,es,DF,,Levante,La Liga,28,1992,35,"2,781",79,81.3,30.9,30,90,30,5,16,2,1.14,39,47,-8,-0.26,+0.16,35.4,39.3,-3.9,-0.13,Matches
671,Nathaniel Clyne,eng,DF,,Crystal Palace,Premier League,29,1991,13,"1,145",88,33.5,12.7,13,88,11,0,,9,1.31,16,22,-6,-0.47,+0.28,12.4,17.5,-5.1,-0.40,Matches
