Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
534,Samuel Chukwueze,ng,FW,Milan,it Serie A,24,1999,11.3,48,4.25,32,0,9,5,2,0,7,0.62,5,0,1,1,0,0
535,Chumi,es,DF,Almería,La Liga,24,1999,27.0,21,0.78,18,1,0,1,0,1,1,0.04,1,0,0,0,0,0
536,Víctor Chust,es,DF,Cádiz,La Liga,23,2000,20.7,16,0.77,15,0,0,1,0,0,1,0.05,1,0,0,0,0,0
537,Pathé Ciss,sn,MF,Rayo Vallecano,La Liga,29,1994,18.5,29,1.57,17,0,3,1,5,3,2,0.11,1,0,0,0,1,0
538,Alphadjo Cissè,it,FW,Hellas Verona,it Serie A,16,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
539,Djaoui Cissé,fr,MF,Rennes,Ligue 1,19,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
540,Ibrahim Cissoko,nl,FW/MF,Toulouse,Ligue 1,20,2003,2.7,15,5.58,9,0,5,0,0,1,1,0.37,1,0,0,0,0,0
541,Giorgio Cittadini,it,DF,Monza,it Serie A,21,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
542,Giorgio Cittadini,it,DF,Genoa,it Serie A,21,2002,1.2,2,1.70,0,0,0,0,1,1,0,0.00,0,0,0,0,0,0
543,Patrick Ciurria,it,DF/MF,Monza,it Serie A,28,1995,17.8,53,2.98,43,4,2,2,1,1,3,0.17,2,0,0,1,0,0
544,Bobby Clark,eng,MF,Liverpool,Premier League,18,2005,1.0,1,1.01,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
545,Jordan Clark,eng,MF,Luton Town,Premier League,29,1993,14.5,29,2.00,23,0,2,3,1,0,1,0.07,1,0,0,0,0,0
546,Alexis Claude-Maurice,fr,MF,Nice,Ligue 1,25,1998,5.6,14,2.50,9,3,0,1,1,0,0,0.00,0,0,0,0,0,0
547,Jonathan Clauss,fr,DF,Marseille,Ligue 1,30,1992,23.0,76,3.31,53,16,1,3,2,1,5,0.22,4,1,0,0,0,0
548,Silvi Clúa,es,MF,Girona,La Liga,18,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
549,Nathaniel Clyne,eng,DF,Crystal Palace,Premier League,32,1991,14.9,8,0.54,6,0,0,1,0,1,1,0.07,0,0,0,1,0,0
550,Marcus Coco,fr,DF/FW,Nantes,Ligue 1,27,1996,16.5,30,1.82,26,0,1,1,2,0,2,0.12,1,0,0,1,0,0
551,Saúl Coco,gq,DF,Las Palmas,La Liga,24,1999,25.5,6,0.24,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0
552,Séamus Coleman,ie,DF,Everton,Premier League,34,1988,7.4,6,0.81,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0
553,Maxime Colin,fr,DF,Metz,Ligue 1,31,1991,20.4,24,1.18,16,4,1,1,1,1,1,0.05,0,0,0,0,1,0
554,Nathan Collins,ie,DF,Brentford,Premier League,22,2001,29.5,24,0.81,22,0,0,1,0,1,2,0.07,2,0,0,0,0,0
555,Nnamdi Collins,de,DF,Eint Frankfurt,Bundesliga,19,2004,1.0,1,1.00,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
556,Lorenzo Colombo,it,FW,Monza,it Serie A,21,2002,15.1,28,1.85,19,0,4,3,2,0,6,0.40,4,0,2,0,0,0
557,Andrea Colpani,it,MF/FW,Monza,it Serie A,24,1999,29.5,120,4.06,79,20,8,5,7,1,10,0.34,8,0,2,0,0,0
558,Levi Colwill,eng,DF,Chelsea,Premier League,20,2003,20.0,27,1.35,21,1,1,4,0,0,3,0.15,3,0,0,0,0,0
559,Kingsley Coman,fr,FW,Bayern Munich,Bundesliga,27,1996,12.4,63,5.09,50,0,6,4,3,0,7,0.57,6,0,0,1,0,0
560,Eray Cömert,ch,DF,Nantes,Ligue 1,25,1998,22.2,16,0.72,11,0,0,2,1,2,1,0.05,0,0,0,1,0,0
561,Santi Comesaña,es,MF,Villarreal,La Liga,26,1996,18.4,37,2.02,31,1,0,3,1,1,3,0.16,2,0,0,1,0,0
562,Pietro Comuzzo,it,DF/FW,Fiorentina,it Serie A,18,2005,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
563,Alois Confais,fr,MF/FW,Le Havre,Ligue 1,26,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
564,Andrea Consigli,it,GK,Sassuolo,it Serie A,36,1987,35.0,4,0.11,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0
565,Bambasé Conté,de,MF/FW,Hoffenheim,Bundesliga,20,2003,0.5,1,1.87,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
566,Nikita Contini Baranovsky,it,GK,Napoli,it Serie A,27,1996,0.2,1,5.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
567,Lewis Cook,eng,MF,Bournemouth,Premier League,26,1997,31.0,77,2.49,48,22,2,2,0,3,4,0.13,3,0,0,0,0,1
568,Copete,es,DF,Mallorca,La Liga,23,1999,14.8,8,0.54,6,0,0,1,0,1,0,0.00,0,0,0,0,0,0
569,Diego Coppola,it,DF,Hellas Verona,it Serie A,19,2003,18.2,8,0.44,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0
570,Francis Coquelin,fr,MF,Villarreal,La Liga,32,1991,10.1,16,1.58,12,0,0,0,1,3,0,0.00,0,0,0,0,0,0
571,Tommaso Corazza,it,DF,Bologna,it Serie A,19,2004,2.2,3,1.38,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0
572,Theo Corbeanu,ca,MF/FW,Granada,La Liga,21,2002,2.0,4,1.80,2,1,0,1,0,0,1,0.45,1,0,0,0,0,0
573,Jeppe Corfitzen,dk,FW,Lecce,it Serie A,18,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
574,Jack Cork,eng,MF,Burnley,Premier League,34,1989,0.3,1,3.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
575,Maxwel Cornet,ci,MF/FW,West Ham,Premier League,26,1996,1.2,5,4.02,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
576,Giacomo Corona,it,FW,Empoli,it Serie A,19,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
577,Jesús Corona,mx,MF/DF,Sevilla,La Liga,30,1993,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
578,Ángel Correa,ar,FW/MF,Atlético Madrid,La Liga,28,1995,17.0,68,4.00,48,2,11,3,2,2,11,0.65,8,0,2,0,0,1
579,Joaquín Correa,ar,FW/MF,Marseille,Ligue 1,28,1994,4.8,12,2.51,9,0,2,0,1,0,1,0.21,1,0,0,0,0,0
580,Thierry Correia,pt,DF,Valencia,La Liga,24,1999,23.9,51,2.13,38,6,3,1,3,0,7,0.29,3,2,0,1,1,0
581,Oscar Cortés,co,FW/MF,Lens,Ligue 1,19,2003,0.5,1,2.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
582,Danny da Costa,de,DF,Mainz 05,Bundesliga,30,1993,9.2,18,1.95,13,3,2,0,0,0,1,0.11,1,0,0,0,0,0
583,David Costa,pt,MF,Lens,Ligue 1,22,2001,16.6,55,3.32,30,12,5,4,4,0,6,0.36,4,0,0,1,1,0
584,Jaume Costa,es,DF,Mallorca,La Liga,35,1988,18.7,42,2.25,33,5,1,0,3,0,2,0.11,2,0,0,0,0,0
585,João Costa,br,MF/FW,Roma,it Serie A,18,2005,0.2,2,12.86,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
586,Logan Costa,cv,DF,Toulouse,Ligue 1,22,2001,29.4,21,0.71,21,0,0,0,0,0,2,0.07,2,0,0,0,0,0
587,Samu Costa,pt,MF,Mallorca,La Liga,22,2000,25.6,47,1.84,42,3,1,1,0,0,3,0.12,3,0,0,0,0,0
588,Benoît Costil,fr,GK,Salernitana,it Serie A,36,1987,13.0,4,0.31,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
589,Grégoire Coudert,fr,GK,Brest,Ligue 1,24,1999,2.0,1,0.50,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
590,Vladimír Coufal,cz,DF,West Ham,Premier League,30,1992,34.8,77,2.21,50,18,3,2,3,1,12,0.34,12,0,0,0,0,0
591,Lassana Coulibaly,ml,MF,Salernitana,it Serie A,27,1996,23.1,40,1.73,35,0,0,1,2,2,0,0.00,0,0,0,0,0,0
592,Mamadou Coulibaly,sn,DF,Salernitana,it Serie A,24,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
593,Mamadou Coulibaly,fr,MF,Monaco,Ligue 1,19,2004,1.3,5,3.81,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
594,Tanguy Coulibaly,fr,FW/MF,Montpellier,Ligue 1,22,2001,6.9,20,2.89,13,0,3,2,2,0,3,0.43,1,0,0,1,1,0
595,Thibaut Courtois,be,GK,Real Madrid,La Liga,31,1992,3.7,1,0.27,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
596,Philippe Coutinho,br,MF/FW,Aston Villa,Premier League,31,1992,0.3,2,7.20,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
597,Yan Couto,br,DF/FW,Girona,La Liga,21,2002,24.9,56,2.24,44,1,5,2,4,0,14,0.56,9,0,1,1,3,0
598,Nicolas Cozza,fr,DF,Nantes,Ligue 1,24,1999,9.9,15,1.51,9,0,1,0,5,0,0,0.00,0,0,0,0,0,0
599,Nicolas Cozza,fr,DF,Wolfsburg,Bundesliga,24,1999,3.1,4,1.30,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0
600,Alessio Cragno,it,GK,Sassuolo,it Serie A,29,1994,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
601,Crespo,pt,MF,Rayo Vallecano,La Liga,26,1996,5.9,10,1.71,7,0,0,0,1,2,0,0.00,0,0,0,0,0,0
602,Aaron Cresswell,eng,DF/FW,West Ham,Premier League,33,1989,4.8,12,2.48,7,3,0,0,2,0,1,0.21,1,0,0,0,0,0
603,Bryan Cristante,it,MF/DF,Roma,it Serie A,28,1995,36.5,82,2.24,69,0,0,9,4,0,16,0.44,9,0,0,6,1,0
604,Cristian,es,GK,Valencia,La Liga,25,1998,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
605,Juan Cruz Armada,es,DF,Osasuna,La Liga,31,1992,18.5,12,0.65,10,2,0,0,0,0,1,0.05,1,0,0,0,0,0
606,Juan Cruz,ar,FW/MF,Hellas Verona,it Serie A,24,1999,1.2,3,2.48,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0
607,Juan Cruz,es,FW,Betis,La Liga,23,2000,0.8,5,5.92,3,0,2,0,0,0,0,0.00,0,0,0,0,0,0
608,Juan Cuadrado,co,DF,Inter,it Serie A,35,1988,3.0,13,4.38,11,1,0,1,0,0,3,1.01,3,0,0,0,0,0
609,Pau Cubarsí,es,DF,Barcelona,La Liga,16,2007,17.3,17,0.98,17,0,0,0,0,0,1,0.06,1,0,0,0,0,0
610,Marc Cucurella,es,DF,Chelsea,Premier League,25,1998,19.8,35,1.77,28,1,1,1,4,0,3,0.15,2,0,0,0,1,0
611,Iván Cuéllar,es,GK,Mallorca,La Liga,39,1984,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
612,Jorge Cuenca,es,DF,Villarreal,La Liga,23,1999,21.8,15,0.69,12,0,2,0,0,1,2,0.09,2,0,0,0,0,0
613,Josh Cullen,ie,MF,Burnley,Premier League,27,1996,22.9,66,2.89,56,6,0,1,2,1,8,0.35,6,2,0,0,0,0
614,Matheus Cunha,br,FW/MF,Wolves,Premier League,24,1999,27.1,78,2.88,46,1,12,8,8,3,13,0.48,9,0,1,1,1,1
615,Marvin Cuni,al,FW,Frosinone,it Serie A,22,2001,5.9,17,2.88,11,0,1,1,3,1,1,0.17,0,0,0,0,1,0
616,Eric Curbelo,es,DF/MF,Las Palmas,La Liga,29,1994,1.1,1,0.88,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
617,Sam Curtis,ie,DF,Sheffield Utd,Premier League,17,2005,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
618,Tomáš Čvančara,cz,FW,Gladbach,Bundesliga,22,2000,10.0,20,2.01,10,0,2,7,0,1,3,0.30,1,0,0,2,0,0
619,Danilo D'Ambrosio,it,DF,Monza,it Serie A,34,1988,17.1,14,0.82,5,0,2,4,1,2,0,0.00,0,0,0,0,0,0
620,Alberto Dadie,es,MF,Real Sociedad,La Liga,21,2002,0.3,1,3.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
621,Trévis Dago,ci,FW/MF,Lille,Ligue 1,18,2005,0.3,2,7.83,1,0,1,0,0,0,2,7.83,1,0,1,0,0,0
622,Finn Dahmen,de,GK,Augsburg,Bundesliga,25,1998,31.0,10,0.32,6,4,0,0,0,0,0,0.00,0,0,0,0,0,0
623,Mahmoud Dahoud,de,MF,Brighton,Premier League,27,1996,5.0,13,2.59,13,0,0,0,0,0,2,0.40,2,0,0,0,0,0
624,Mahmoud Dahoud,de,MF,Stuttgart,Bundesliga,27,1996,2.5,11,4.36,10,1,0,0,0,0,1,0.40,1,0,0,0,0,0
625,Ameen Al-Dakhil,be,DF,Burnley,Premier League,21,2002,11.7,8,0.68,5,0,1,2,0,0,1,0.09,1,0,0,0,0,0
626,Thijs Dallinga,nl,FW,Toulouse,Ligue 1,22,2000,27.9,49,1.76,33,0,4,8,2,2,9,0.32,6,0,0,2,1,0
627,Diogo Dalot,pt,DF,Manchester Utd,Premier League,24,1999,35.3,78,2.21,67,4,2,3,1,1,7,0.20,6,0,0,1,0,0
628,Mikkel Damsgaard,dk,MF,Brentford,Premier League,23,2000,9.4,26,2.78,18,3,0,3,1,1,5,0.54,3,0,0,1,1,0
629,Flavius Daniliuc,at,DF,Salernitana,it Serie A,22,2001,8.3,10,1.21,9,0,0,0,0,1,0,0.00,0,0,0,0,0,0
630,Danilo,br,MF,Nott'ham Forest,Premier League,22,2001,19.9,48,2.41,34,5,4,4,1,0,4,0.20,4,0,0,0,0,0
631,Danilo,br,DF,Juventus,it Serie A,32,1991,27.2,48,1.76,41,1,1,2,0,3,3,0.11,1,0,0,1,0,1
632,Arnaut Danjuma,nl,MF/FW,Everton,Premier League,26,1997,6.6,18,2.72,9,0,1,5,2,1,1,0.15,0,0,0,1,0,0
633,Jayden Danns,eng,FW,Liverpool,Premier League,17,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
634,Kevin Danso,at,DF,Lens,Ligue 1,24,1998,29.5,32,1.08,27,0,0,3,1,1,3,0.10,3,0,0,0,0,0
635,Dante,br,DF,Nice,Ligue 1,39,1983,31.6,51,1.61,49,0,0,2,0,0,6,0.19,6,0,0,0,0,0
636,Raimane Daou,km,DF/MF,Marseille,Ligue 1,18,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
637,Mohammed Daramy,dk,FW/MF,Reims,Ligue 1,21,2002,18.3,59,3.22,43,0,9,3,4,0,8,0.44,7,0,1,0,0,0
638,Sergi Darder,es,MF,Mallorca,La Liga,29,1993,24.0,91,3.80,53,29,1,3,4,1,7,0.29,3,4,0,0,0,0
639,Achraf Dari,ma,DF/FW,Brest,Ligue 1,24,1999,1.3,1,0.74,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
640,Matteo Darmian,it,DF,Inter,it Serie A,33,1989,26.7,55,2.06,45,6,0,2,2,0,3,0.11,2,0,0,0,1,0
641,Lukas Daschner,de,MF/FW,Bochum,Bundesliga,24,1998,6.0,20,3.35,15,1,1,1,2,0,2,0.33,2,0,0,0,0,0
642,Josh Dasilva,eng,DF/FW,Brentford,Premier League,24,1998,0.3,1,3.75,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
643,David Datro Fofana,ci,FW,Burnley,Premier League,20,2002,9.8,18,1.84,8,0,4,4,1,1,2,0.20,0,0,2,0,0,0
644,David Datro Fofana,ci,FW/MF,Union Berlin,Bundesliga,20,2002,7.6,28,3.70,14,1,6,7,0,0,2,0.26,2,0,0,0,0,0
645,Juan David Cabal,co,DF,Hellas Verona,it Serie A,22,2001,16.6,40,2.41,28,3,1,2,2,4,2,0.12,1,0,0,0,0,1
646,Jonathan David,ca,FW,Lille,Ligue 1,23,2000,29.2,77,2.64,58,1,3,9,6,0,9,0.31,3,0,1,3,2,0
647,Alphonso Davies,ca,DF,Bayern Munich,Bundesliga,22,2000,22.9,76,3.31,63,1,7,1,2,2,14,0.61,10,1,2,0,1,0
648,Ben Davies,wls,DF,Tottenham,Premier League,30,1993,12.1,15,1.24,14,0,0,0,1,0,2,0.17,1,0,0,0,1,0
649,Tom Davies,eng,MF,Sheffield Utd,Premier League,25,1998,2.5,6,2.44,4,0,0,1,0,1,1,0.41,0,0,0,0,0,1
650,Keinan Davis,eng,FW/MF,Udinese,it Serie A,25,1998,2.1,11,5.32,8,0,0,3,0,0,1,0.48,0,0,0,1,0,0
651,Paweł Dawidowicz,pl,DF,Hellas Verona,it Serie A,28,1995,23.8,11,0.46,8,1,0,2,0,0,1,0.04,0,0,0,1,0,0
652,Craig Dawson,eng,DF,Wolves,Premier League,33,1990,24.5,12,0.49,8,0,0,3,0,1,1,0.04,0,0,0,1,0,0
653,Kevin De Bruyne,be,MF,Manchester City,Premier League,32,1991,13.6,100,7.36,73,17,2,5,3,0,16,1.18,12,3,0,0,1,0
654,Charles De Ketelaere,be,FW/MF,Atalanta,it Serie A,22,2001,22.5,93,4.13,70,2,8,2,8,3,10,0.44,10,0,0,0,0,0
655,Rodrigo De Paul,ar,MF,Atlético Madrid,La Liga,29,1994,23.1,82,3.55,71,3,2,3,3,0,12,0.52,10,0,0,2,0,0
656,Mattia De Sciglio,it,DF,Juventus,it Serie A,30,1992,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
657,Lorenzo De Silvestri,it,DF,Bologna,it Serie A,35,1988,7.5,4,0.53,4,0,0,0,0,0,1,0.13,1,0,0,0,0,0
658,Thibault De Smet,be,DF,Reims,Ligue 1,25,1998,20.3,23,1.13,18,1,2,1,1,0,1,0.05,0,0,0,0,1,0
659,Koni De Winter,be,DF,Genoa,it Serie A,21,2002,26.4,24,0.91,20,1,0,2,0,1,3,0.11,1,0,0,2,0,0
660,Grégoire Defrel,mq,FW/MF,Sassuolo,it Serie A,32,1991,8.4,19,2.26,16,1,0,2,0,0,2,0.24,2,0,0,0,0,0
661,Alessandro Deiola,it,MF,Cagliari,it Serie A,27,1995,17.9,28,1.57,23,1,0,3,0,1,0,0.00,0,0,0,0,0,0
662,Romain Del Castillo,fr,FW,Brest,Ligue 1,27,1996,27.7,166,5.98,101,38,9,4,12,2,14,0.50,9,4,0,1,0,0
663,Thomas Delaine,fr,DF/MF,Strasbourg,Ligue 1,31,1992,22.7,49,2.16,34,8,4,1,2,0,6,0.26,1,2,1,0,2,0
664,Sacha Delaye,fr,MF/FW,Montpellier,Ligue 1,21,2002,1.4,6,4.15,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0
665,Hannes Delcroix,be,DF,Burnley,Premier League,24,1999,6.5,7,1.07,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
666,Alessandro Dellavalle,it,DF,Torino,it Serie A,19,2004,0.2,1,6.00,1,0,0,0,0,0,1,6.00,1,0,0,0,0,0
667,Olivier Deman,be,DF,Werder Bremen,Bundesliga,23,2000,15.2,35,2.31,25,3,2,2,2,1,1,0.07,1,0,0,0,0,0
668,Karamoko Dembélé,eng,MF/FW,Brest,Ligue 1,20,2003,0.2,1,5.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
669,Ousmane Dembélé,fr,MF/FW,Paris S-G,Ligue 1,26,1997,16.7,118,7.05,86,9,12,6,3,2,19,1.14,16,0,1,1,1,0
670,Jessy Deminguet,fr,MF/FW,Strasbourg,Ligue 1,25,1998,7.7,8,1.04,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0
671,Ermedin Demirović,ba,FW/MF,Augsburg,Bundesliga,25,1998,31.9,72,2.26,49,0,9,8,6,0,14,0.44,11,0,2,0,1,0
672,Diego Demme,de,MF,Napoli,it Serie A,31,1991,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
673,Sepp van den Berg,nl,DF,Mainz 05,Bundesliga,21,2001,31.5,23,0.73,15,1,1,5,1,0,1,0.03,0,0,0,1,0,0
674,Leander Dendoncker,be,MF,Aston Villa,Premier League,28,1995,1.3,2,1.51,1,0,0,0,1,0,1,0.76,0,0,0,0,1,0
675,Leander Dendoncker,be,MF,Napoli,it Serie A,28,1995,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
676,Rémy Descamps,fr,GK,Nantes,Ligue 1,27,1996,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
677,Mikkel Desler,dk,DF,Toulouse,Ligue 1,28,1995,17.2,29,1.69,18,2,1,5,2,1,2,0.12,1,0,0,1,0,0
678,Arthur Desmas,fr,GK,Le Havre,Ligue 1,29,1994,33.0,4,0.12,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
679,Mattia Destro,it,FW/MF,Empoli,it Serie A,32,1991,4.1,4,0.98,1,0,0,1,1,1,0,0.00,0,0,0,0,0,0
680,Samuele Di Benedetto,de,MF,Stuttgart,Bundesliga,18,2005,0.1,1,12.86,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
681,Federico Di Francesco,it,FW/MF,Lecce,it Serie A,29,1994,0.2,1,6.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
682,Raffaele Di Gennaro,it,GK,Inter,it Serie A,29,1993,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
683,Michele Di Gregorio,it,GK,Monza,it Serie A,26,1997,31.9,11,0.34,8,2,0,0,1,0,3,0.09,1,1,0,0,1,0
684,Giovanni Di Lorenzo,it,DF,Napoli,it Serie A,29,1993,35.9,126,3.51,114,0,5,6,0,1,10,0.28,9,0,0,1,0,0
685,Alessandro Di Pardo,it,DF/MF,Cagliari,it Serie A,24,1999,4.0,6,1.50,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
686,Boulaye Dia,sn,FW/MF,Salernitana,it Serie A,26,1996,12.7,26,2.05,21,0,1,3,1,0,0,0.00,0,0,0,0,0,0
687,Moussa Diaby,fr,FW/MF,Aston Villa,Premier League,24,1999,24.2,80,3.31,64,1,6,7,2,0,10,0.41,9,0,1,0,0,0
688,Lamine Diack,sn,MF,Nantes,Ligue 1,22,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
689,Mouctar Diakhaby,gn,DF/MF,Valencia,La Liga,26,1996,11.9,6,0.50,6,0,0,0,0,0,1,0.08,1,0,0,0,0,0
690,Mamadou Diakhon,fr,FW/MF,Reims,Ligue 1,17,2005,2.3,4,1.72,1,0,1,0,2,0,0,0.00,0,0,0,0,0,0
691,Bafodé Diakité,fr,DF,Lille,Ligue 1,22,2001,18.8,22,1.17,18,1,0,1,1,1,2,0.11,1,0,0,1,0,0
692,Ibrahim Diakité,gn,DF,Reims,Ligue 1,19,2003,1.2,4,3.27,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
693,Moussa Diakité,ml,MF,Cádiz,La Liga,19,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
694,Oumar Diakité,ci,FW,Reims,Ligue 1,19,2003,17.6,41,2.33,26,0,9,1,3,2,5,0.28,3,0,1,0,0,1
695,Amad Diallo,ci,FW/MF,Manchester Utd,Premier League,21,2002,4.3,20,4.62,16,0,3,1,0,0,0,0.00,0,0,0,0,0,0
696,Amadou Diallo,eng,MF,Newcastle Utd,Premier League,20,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
697,Assane Diao,es,FW,Betis,La Liga,17,2005,11.6,23,1.98,17,0,0,5,0,1,0,0.00,0,0,0,0,0,0
698,Habib Diarra,sn,MF/FW,Strasbourg,Ligue 1,19,2004,25.6,51,1.99,38,0,5,1,4,3,4,0.16,2,0,1,0,1,0
699,Moussa Diarra,ml,DF,Toulouse,Ligue 1,22,2000,15.5,21,1.35,17,1,0,1,2,0,6,0.39,4,0,0,0,2,0
700,Rúben Dias,pt,DF,Manchester City,Premier League,26,1997,28.4,35,1.23,28,0,0,5,0,2,4,0.14,2,0,0,1,0,1
701,Krépin Diatta,sn,DF/FW,Monaco,Ligue 1,24,1999,13.4,41,3.06,34,4,2,0,1,0,8,0.60,7,0,1,0,0,0
702,Mory Diaw,sn,GK,Clermont Foot,Ligue 1,30,1993,30.0,7,0.23,6,1,0,0,0,0,1,0.03,1,0,0,0,0,0
703,Mahamadou Diawara,fr,MF,Lyon,Ligue 1,18,2005,4.0,9,2.26,6,0,0,1,2,0,1,0.25,0,0,0,1,0,0
704,Brahim Díaz,ma,FW/MF,Real Madrid,La Liga,23,1999,17.2,75,4.37,49,2,13,6,4,1,18,1.05,12,1,5,0,0,0
705,Luis Díaz,co,FW,Liverpool,Premier League,26,1997,29.2,163,5.58,121,1,17,15,8,1,9,0.31,9,0,0,0,0,0
706,Víctor Díaz,es,DF/MF,Granada,La Liga,35,1988,1.8,1,0.56,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
707,Famara Diedhiou,sn,FW/MF,Granada,La Liga,30,1992,1.0,7,7.00,5,0,1,0,1,0,2,2.00,1,0,0,0,1,0
708,Justin Diehl,de,FW/MF,Köln,Bundesliga,18,2004,1.9,11,5.86,4,3,2,2,0,0,0,0.00,0,0,0,0,0,0
709,Bamba Dieng,sn,FW,Lorient,Ligue 1,23,2000,6.1,19,3.11,9,0,1,3,6,0,4,0.65,2,0,0,2,0,0
710,Eric Dier,eng,DF,Tottenham,Premier League,29,1994,2.2,2,0.90,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
711,Eric Dier,eng,DF,Bayern Munich,Bundesliga,29,1994,13.0,13,1.00,12,0,0,1,0,0,5,0.39,4,0,0,1,0,0
712,Guillaume Dietsch,fr,GK,Metz,Ligue 1,22,2001,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
713,Florian Dietz,de,FW/MF,Köln,Bundesliga,24,1998,0.8,4,5.14,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
714,Lucas Digne,fr,DF,Aston Villa,Premier League,30,1993,26.8,74,2.76,48,19,0,3,3,1,4,0.15,4,0,0,0,0,0
715,Federico Dimarco,it,DF,Inter,it Serie A,25,1997,23.1,108,4.68,78,21,2,5,1,1,14,0.61,10,2,0,2,0,0
716,Stole Dimitrievski,mk,GK,Rayo Vallecano,La Liga,29,1993,37.0,10,0.27,3,7,0,0,0,0,0,0.00,0,0,0,0,0,0
717,Junior Dina Ebimbe,fr,MF/DF,Eint Frankfurt,Bundesliga,22,2000,21.7,54,2.48,38,0,8,5,2,1,6,0.28,6,0,0,0,0,0
718,Eren Dinkçi,de,FW/MF,Heidenheim,Bundesliga,21,2001,29.4,86,2.92,61,5,7,7,6,0,13,0.44,9,0,3,1,0,0
719,Sinaly Diomande,ci,DF,Lyon,Ligue 1,22,2001,9.9,6,0.61,5,0,0,1,0,0,1,0.10,1,0,0,0,0,0
