Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
1421,Mohamed Lamine Bayo,gn,FW,Le Havre,Ligue 1,25,1998,15.4,39,2.53,26,0,5,6,1,1,6,0.39,3,0,2,1,0,0
1422,Didier Lamkel Zé,cm,FW/MF,Metz,Ligue 1,26,1996,6.1,15,2.45,13,1,0,1,0,0,0,0.00,0,0,0,0,0,0
1423,Tariq Lamptey,gh,DF/FW,Brighton,Premier League,22,2000,10.2,17,1.68,15,0,1,1,0,0,3,0.30,3,0,0,0,0,0
1424,Bruno Langa,mz,DF,Almería,La Liga,25,1997,9.1,17,1.87,11,2,1,1,1,1,1,0.11,0,0,0,0,0,1
1425,Gianluca Lapadula,pe,FW,Cagliari,it Serie A,33,1990,13.4,34,2.54,23,0,2,5,4,0,4,0.30,0,0,2,1,1,0
1426,Aymeric Laporte,es,DF,Manchester City,Premier League,29,1994,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1427,Julien Laporte,fr,DF,Lorient,Ligue 1,29,1993,20.2,8,0.40,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0
1428,Cyle Larin,ca,FW,Mallorca,La Liga,28,1995,20.3,26,1.29,16,0,2,5,3,0,4,0.20,1,0,0,1,2,0
1429,Yasser Larouci,dz,DF,Sheffield Utd,Premier League,22,2001,5.9,8,1.36,5,1,1,1,0,0,0,0.00,0,0,0,0,0,0
1430,Hugo Larsson,se,MF,Eint Frankfurt,Bundesliga,19,2004,21.0,25,1.19,23,0,0,2,0,0,5,0.24,4,0,0,1,0,0
1431,Jamaal Lascelles,eng,DF,Newcastle Utd,Premier League,29,1993,12.0,8,0.67,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0
1432,Juanmi Latasa,es,FW,Getafe,La Liga,22,2001,17.3,33,1.91,23,0,0,6,4,0,1,0.06,0,0,0,0,1,0
1433,Toni Lato,es,DF,Mallorca,La Liga,25,1997,17.2,30,1.75,22,2,1,1,3,1,1,0.06,1,0,0,0,0,0
1434,Armand Lauriente,fr,FW,Sassuolo,it Serie A,24,1998,32.3,110,3.40,67,16,12,7,8,0,8,0.25,4,1,0,2,1,0
1435,Roméo Lavia,be,MF,Chelsea,Premier League,19,2004,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1436,Lázaro,br,FW/MF,Almería,La Liga,21,2002,3.2,12,3.80,7,2,0,2,1,0,1,0.32,0,0,0,1,0,0
1437,Valentino Lazaro,at,DF/MF,Torino,it Serie A,27,1996,22.2,58,2.62,36,18,2,1,1,0,5,0.23,4,1,0,0,0,0
1438,Darko Lazović,rs,FW/MF,Hellas Verona,it Serie A,32,1990,21.4,60,2.80,38,13,1,6,1,1,3,0.14,3,0,0,0,0,0
1439,Manuel Lazzari,it,DF,Lazio,it Serie A,29,1993,18.6,32,1.72,27,0,0,2,3,0,5,0.27,5,0,0,0,0,0
1440,Théo Le Bris,fr,DF/MF,Lorient,Ligue 1,20,2002,16.8,28,1.66,20,1,1,4,2,0,4,0.24,1,0,0,2,1,0
1441,Julien Le Cardinal,fr,DF,Brest,Ligue 1,25,1997,5.3,9,1.71,4,1,1,1,1,1,2,0.38,1,0,0,0,1,0
1442,Julien Le Cardinal,fr,DF,Lens,Ligue 1,25,1997,0.6,1,1.55,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1443,Jérémy Le Douaron,fr,FW,Brest,Ligue 1,25,1998,18.0,32,1.78,21,0,4,3,4,0,4,0.22,2,0,0,1,1,0
1444,Enzo Le Fée,fr,MF,Rennes,Ligue 1,23,2000,17.0,57,3.36,47,4,2,2,1,1,1,0.06,1,0,0,0,0,0
1445,Vincent Le Goff,fr,DF/MF,Lorient,Ligue 1,33,1989,6.0,13,2.17,11,2,0,0,0,0,1,0.17,1,0,0,0,0,0
1446,Robin Le Normand,es,DF,Real Sociedad,La Liga,26,1996,27.4,17,0.62,15,0,0,1,1,0,1,0.04,1,0,0,0,0,0
1447,Nicola Leali,it,GK,Genoa,it Serie A,30,1993,2.0,1,0.51,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
1448,Rafael Leão,pt,FW,Milan,it Serie A,24,1999,27.9,135,4.83,92,5,23,5,10,0,26,0.93,17,0,8,0,1,0
1449,Adrien Lebeau,fr,MF/FW,Brest,Ligue 1,24,1999,0.6,4,6.67,3,1,0,0,0,0,1,1.67,1,0,0,0,0,0
1450,Jean-Louis Leca,fr,GK,Lens,Ligue 1,37,1985,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1451,Benjamin Lecomte,fr,GK,Montpellier,Ligue 1,32,1991,30.0,8,0.27,6,2,0,0,0,0,1,0.03,1,0,0,0,0,0
1452,Jeremías Ledesma,ar,GK,Cádiz,La Liga,30,1993,33.9,7,0.21,3,4,0,0,0,0,2,0.06,1,1,0,0,0,0
1453,Pierre Lees-Melou,fr,MF,Brest,Ligue 1,30,1993,28.0,84,3.00,60,0,5,9,3,7,5,0.18,3,0,1,0,0,1
1454,Diogo Leite,pt,DF,Union Berlin,Bundesliga,24,1999,30.0,24,0.80,19,0,0,1,3,1,3,0.10,3,0,0,0,0,0
1455,Maxim Leitsch,de,DF,Mainz 05,Bundesliga,25,1998,4.2,1,0.24,1,0,0,0,0,0,1,0.24,1,0,0,0,0,0
1456,Florian Lejeune,fr,DF,Rayo Vallecano,La Liga,32,1991,37.0,44,1.19,31,3,0,8,2,0,3,0.08,2,0,0,1,0,0
1457,Stefan Lekovic,rs,DF,Villarreal,La Liga,19,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1458,Iñigo Lekue,es,DF,Athletic Club,La Liga,30,1993,22.2,35,1.57,29,4,1,1,0,0,7,0.31,7,0,0,0,0,0
1459,Thomas Lemar,fr,MF,Atlético Madrid,La Liga,27,1995,1.8,3,1.66,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
1460,Mario Lemina,ga,MF,Wolves,Premier League,29,1993,33.0,47,1.42,42,0,0,4,1,0,5,0.15,4,0,0,0,1,0
1461,Álvaro Lemos,es,DF,Las Palmas,La Liga,30,1993,2.8,1,0.36,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
1462,Ruben Lendinez,es,DF,Valencia,La Liga,20,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1463,Clément Lenglet,fr,DF,Aston Villa,Premier League,28,1995,12.8,15,1.17,11,1,0,3,0,0,1,0.08,1,0,0,0,0,0
1464,Bernd Leno,de,GK,Fulham,Premier League,31,1992,38.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1465,Christopher Lenz,de,DF/MF,RB Leipzig,Bundesliga,28,1994,0.5,2,3.83,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1466,Christopher Lenz,de,DF,Eint Frankfurt,Bundesliga,28,1994,0.1,1,8.18,1,0,0,0,0,0,1,8.18,1,0,0,0,0,0
1467,Johann Lepenant,fr,MF,Lyon,Ligue 1,20,2002,2.8,7,2.48,6,0,0,1,0,0,1,0.35,1,0,0,0,0,0
1468,Jefferson Lerma,co,MF/DF,Crystal Palace,Premier League,28,1994,26.7,55,2.06,49,0,1,3,1,1,4,0.15,4,0,0,0,0,0
1469,Léo Leroy,fr,MF,Montpellier,Ligue 1,23,2000,5.5,8,1.44,6,0,0,2,0,0,1,0.18,1,0,0,0,0,0
1470,Robert Lewandowski,pl,FW,Barcelona,La Liga,34,1988,30.6,63,2.06,42,1,4,10,6,0,12,0.39,10,0,0,0,2,0
1471,Jamie Leweling,de,FW/MF,Stuttgart,Bundesliga,22,2001,16.9,61,3.61,39,1,9,9,1,2,8,0.47,6,0,1,1,0,0
1472,Rico Lewis,eng,DF/MF,Manchester City,Premier League,18,2004,9.0,15,1.67,15,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1473,Keane Lewis-Potter,eng,FW/DF,Brentford,Premier League,22,2001,16.0,33,2.06,21,0,6,4,2,0,2,0.12,1,0,0,1,0,0
1474,Philipp Lienhart,at,DF,Freiburg,Bundesliga,27,1996,14.1,14,1.00,13,0,0,1,0,0,1,0.07,1,0,0,0,0,0
1475,Matthijs de Ligt,nl,DF,Bayern Munich,Bundesliga,23,1999,15.4,13,0.84,11,0,0,2,0,0,1,0.06,1,0,0,0,0,0
1476,Victor Lindelöf,se,DF,Manchester Utd,Premier League,29,1994,14.8,19,1.29,19,0,0,0,0,0,3,0.20,3,0,0,0,0,0
1477,Jesper Lindstrøm,dk,FW/MF,Napoli,it Serie A,23,2000,4.8,24,5.01,17,3,3,1,0,0,0,0.00,0,0,0,0,0,0
1478,Jesper Lindstrøm,dk,FW,Eint Frankfurt,Bundesliga,23,2000,0.9,2,2.17,2,0,0,0,0,0,1,1.08,1,0,0,0,0,0
1479,Karol Linetty,pl,MF,Torino,it Serie A,28,1995,20.6,36,1.74,27,4,1,2,2,0,1,0.05,1,0,0,0,0,0
1480,Samuel Lino,br,DF/MF,Atlético Madrid,La Liga,23,1999,23.1,77,3.33,54,1,7,4,9,2,12,0.52,9,0,1,1,1,0
1481,Luca Lipani,it,MF,Sassuolo,it Serie A,18,2005,4.3,9,2.10,5,0,2,1,0,1,0,0.00,0,0,0,0,0,0
1482,Pol Lirola,es,DF,Frosinone,it Serie A,25,1997,17.1,32,1.88,28,2,1,0,0,1,1,0.06,1,0,0,0,0,0
1483,Marcin Listkowski,pl,FW,Lecce,it Serie A,25,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1484,Valentino Livramento,eng,DF,Newcastle Utd,Premier League,20,2002,14.6,36,2.47,28,0,2,1,3,2,5,0.34,3,0,1,0,1,0
1485,Dejan Ljubicic,at,MF/FW,Köln,Bundesliga,25,1997,22.8,61,2.68,52,1,1,5,1,1,2,0.09,1,0,0,1,0,0
1486,Javier Llabrés,es,MF/FW,Mallorca,La Liga,20,2002,2.7,7,2.55,2,4,1,0,0,0,0,0.00,0,0,0,0,0,0
1487,Diego Llorente,es,DF,Roma,it Serie A,29,1993,24.1,22,0.91,19,0,0,2,1,0,2,0.08,2,0,0,0,0,0
1488,Marcos Llorente,es,MF/DF,Atlético Madrid,La Liga,28,1995,28.5,48,1.68,40,0,3,2,3,0,8,0.28,7,0,0,1,0,0
1489,Gautier Lloris,fr,DF,Le Havre,Ligue 1,28,1995,30.9,18,0.58,16,1,0,1,0,0,0,0.00,0,0,0,0,0,0
1490,Abou Lô,sn,MF/DF,Metz,Ligue 1,23,2000,2.2,2,0.91,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1491,Giovani Lo Celso,ar,MF,Tottenham,Premier League,27,1996,5.6,28,4.96,22,2,1,2,1,0,3,0.53,3,0,0,0,0,0
1492,Stanislav Lobotka,sk,MF,Napoli,it Serie A,28,1994,36.5,88,2.41,77,1,4,1,4,1,4,0.11,4,0,0,0,0,0
1493,Manuel Locatelli,it,MF,Juventus,it Serie A,25,1998,33.4,80,2.39,73,2,1,2,1,1,7,0.21,7,0,0,0,0,0
1494,Bradley Locko,fr,DF,Brest,Ligue 1,21,2002,32.9,63,1.92,49,2,6,2,3,1,7,0.21,6,0,1,0,0,0
1495,Tom Lockyer,wls,DF,Luton Town,Premier League,28,1994,13.0,10,0.77,9,0,0,0,0,1,1,0.08,1,0,0,0,0,0
1496,Renan Lodi,br,DF,Marseille,Ligue 1,25,1998,13.7,27,1.97,18,8,0,0,1,0,0,0.00,0,0,0,0,0,0
1497,Ruben Loftus-Cheek,eng,MF,Milan,it Serie A,27,1996,23.0,51,2.22,45,0,1,3,2,0,6,0.26,3,0,1,1,1,0
1498,Andy Logbo,fr,FW,Le Havre,Ligue 1,19,2004,2.8,3,1.09,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1499,Enzo Loiodice,fr,MF,Las Palmas,La Liga,22,2000,19.9,41,2.06,34,4,1,0,2,0,2,0.10,1,1,0,0,0,0
1500,Sean Longstaff,eng,MF,Newcastle Utd,Premier League,25,1997,30.5,51,1.67,43,1,1,3,3,0,7,0.23,3,1,1,1,1,0
1501,Ademola Lookman,ng,FW/MF,Atalanta,it Serie A,25,1997,21.0,101,4.81,65,10,16,4,4,2,14,0.67,9,1,2,1,1,0
1502,Noah Loosli,ch,DF,Bochum,Bundesliga,26,1997,3.8,2,0.52,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
1503,Anthony Lopes,pt,GK,Lyon,Ligue 1,32,1990,31.0,3,0.10,2,1,0,0,0,0,1,0.03,1,0,0,0,0,0
1504,David López,es,DF,Girona,La Liga,33,1989,21.8,13,0.60,8,1,1,3,0,0,1,0.05,1,0,0,0,0,0
1505,Diego López,es,MF/FW,Valencia,La Liga,21,2002,29.5,79,2.68,65,0,5,2,3,4,11,0.37,9,0,1,1,0,0
1506,Fermin López,es,MF/FW,Barcelona,La Liga,20,2003,16.1,42,2.61,33,0,5,4,0,0,0,0.00,0,0,0,0,0,0
1507,Javi López,es,DF,Alavés,La Liga,21,2002,26.5,51,1.92,39,2,4,2,4,0,8,0.30,6,0,1,0,1,0
1508,Maxime Lopez,fr,MF,Fiorentina,it Serie A,25,1997,8.9,19,2.14,14,3,0,1,0,1,2,0.23,1,1,0,0,0,0
1509,Maxime Lopez,fr,MF,Sassuolo,it Serie A,25,1997,1.6,5,3.21,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1510,Pau López,es,GK,Marseille,Ligue 1,28,1994,32.7,10,0.31,9,1,0,0,0,0,1,0.03,1,0,0,0,0,0
1511,Unai López,es,MF,Rayo Vallecano,La Liga,27,1995,23.4,58,2.47,34,15,2,4,0,3,3,0.13,2,0,0,0,0,1
1512,Dion Lopy,sn,MF,Almería,La Liga,21,2002,21.3,45,2.11,34,0,4,1,5,1,3,0.14,3,0,0,0,0,0
1513,Anthony Losilla,fr,MF,Bochum,Bundesliga,37,1986,28.6,43,1.50,34,0,2,3,3,1,2,0.07,2,0,0,0,0,0
1514,Jordan Lotomba,ch,DF,Nice,Ligue 1,24,1998,20.0,27,1.35,19,3,1,2,2,0,1,0.05,1,0,0,0,0,0
1515,Tom Louchet,fr,MF/DF,Nice,Ligue 1,20,2003,4.5,14,3.10,6,5,0,1,2,0,2,0.44,1,0,0,0,1,0
1516,Imran Louza,ma,MF,Lorient,Ligue 1,24,1999,9.6,46,4.80,25,16,1,3,1,0,3,0.31,2,1,0,0,0,0
1517,Matteo Lovato,it,DF,Torino,it Serie A,23,2000,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1518,Matteo Lovato,it,DF,Salernitana,it Serie A,23,2000,10.5,10,0.95,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1519,Dejan Lovren,hr,DF,Lyon,Ligue 1,34,1989,8.0,4,0.50,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
1520,Sandi Lovrić,si,MF,Udinese,it Serie A,25,1998,22.1,78,3.53,48,21,3,6,0,0,7,0.32,4,1,1,1,0,0
1521,Max Lowe,eng,DF/MF,Sheffield Utd,Premier League,26,1997,5.6,8,1.43,7,0,0,1,0,0,1,0.18,1,0,0,0,0,0
1522,Anthony Lozano,hn,MF/FW,Getafe,La Liga,30,1993,1.0,2,1.94,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1523,Anthony Lozano,hn,FW,Almería,La Liga,30,1993,8.6,19,2.22,12,1,1,0,5,0,1,0.12,0,0,0,0,1,0
1524,Lucas,br,DF,Cádiz,La Liga,22,2001,17.1,41,2.40,31,8,0,1,0,1,1,0.06,0,0,0,0,0,1
1525,Lorenzo Lucca,it,FW,Udinese,it Serie A,22,2000,28.8,46,1.60,29,0,1,9,6,1,4,0.14,3,0,0,1,0,0
1526,Jhon Lucumí,co,DF,Bologna,it Serie A,25,1998,24.6,20,0.81,17,0,1,2,0,0,1,0.04,0,0,0,1,0,0
1527,José Luis Gayà,es,DF,Valencia,La Liga,28,1995,19.9,45,2.26,40,2,1,0,0,2,7,0.35,7,0,0,0,0,0
1528,José Luis Morales,es,FW/MF,Villarreal,La Liga,36,1987,11.6,24,2.06,15,0,3,5,1,0,3,0.26,3,0,0,0,0,0
1529,José Luis Palomino,ar,DF,Atalanta,it Serie A,33,1990,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1530,Douglas Luiz,br,MF,Aston Villa,Premier League,25,1998,33.3,117,3.52,61,34,6,10,5,1,10,0.30,5,4,0,0,1,0
1531,Romelu Lukaku,be,FW,Roma,it Serie A,30,1993,29.3,67,2.28,56,0,3,6,1,1,9,0.31,8,0,1,0,0,0
1532,Castello Lukeba,fr,DF,RB Leipzig,Bundesliga,20,2002,24.3,12,0.49,12,0,0,0,0,0,1,0.04,1,0,0,0,0,0
1533,Dodi Lukebakio,be,FW/MF,Sevilla,La Liga,25,1997,12.5,48,3.84,32,2,8,1,5,0,6,0.48,5,0,1,0,0,0
1534,Saša Lukić,rs,MF,Fulham,Premier League,26,1996,12.5,27,2.17,19,0,1,6,0,1,0,0.00,0,0,0,0,0,0
1535,Karlo Lulić,hr,MF,Frosinone,it Serie A,27,1996,0.2,1,4.74,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1536,Andriy Lunin,ua,GK,Real Madrid,La Liga,24,1999,21.0,2,0.10,2,0,0,0,0,0,1,0.05,1,0,0,0,0,0
1537,Sebastiano Luperto,it,DF,Empoli,it Serie A,26,1996,37.8,29,0.77,21,2,0,4,1,1,1,0.03,1,0,0,0,0,0
1538,Mateus Lusuardi,br,DF,Frosinone,it Serie A,19,2004,2.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1539,Andreas Luthe,de,GK,Bochum,Bundesliga,36,1987,1.0,1,1.00,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
1540,Zito Luvumbo,ao,FW/MF,Cagliari,it Serie A,21,2002,21.6,65,3.01,39,1,10,4,11,0,7,0.32,6,0,0,0,1,0
1541,Charalambos Lykogiannis,gr,DF,Bologna,it Serie A,29,1993,10.0,19,1.89,13,4,1,1,0,0,3,0.30,2,0,1,0,0,0
1542,Senne Lynen,be,MF,Werder Bremen,Bundesliga,24,1999,20.0,27,1.35,25,0,0,0,0,2,5,0.25,5,0,0,0,0,0
1543,Joshua M'Bahia,ci,MF,Clermont Foot,Ligue 1,18,2005,0.2,3,19.29,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1544,Othmane Maamma,ma,FW,Montpellier,Ligue 1,17,2005,1.0,7,7.16,3,0,3,0,1,0,0,0.00,0,0,0,0,0,0
1545,Ian Maatsen,nl,FW/MF,Chelsea,Premier League,21,2002,2.3,5,2.15,3,1,0,1,0,0,0,0.00,0,0,0,0,0,0
1546,Ian Maatsen,nl,DF,Dortmund,Bundesliga,21,2002,14.0,27,1.92,26,0,0,0,0,1,5,0.36,4,0,0,0,0,1
1547,Alexis Mac Allister,ar,MF,Liverpool,Premier League,24,1998,28.9,108,3.74,92,5,3,1,5,2,12,0.42,10,1,1,0,0,0
1548,Deiver Machado,co,DF,Lens,Ligue 1,29,1993,12.5,24,1.92,18,0,1,2,3,0,0,0.00,0,0,0,0,0,0
1549,Darwin Machís,ve,MF,Cádiz,La Liga,30,1993,8.7,21,2.40,12,7,0,1,1,0,1,0.11,1,0,0,0,0,0
1550,James Maddison,eng,MF,Tottenham,Premier League,26,1996,23.7,161,6.79,110,22,10,6,10,3,19,0.80,13,1,2,1,1,1
1551,Noni Madueke,eng,FW,Chelsea,Premier League,21,2002,11.7,51,4.35,34,1,8,2,6,0,8,0.68,4,0,1,0,3,0
1552,Pablo Maffeo,es,DF,Mallorca,La Liga,26,1997,16.2,37,2.21,18,4,6,2,6,1,5,0.30,3,0,0,1,1,0
1553,Gabriel Magalhães,br,DF,Arsenal,Premier League,25,1997,33.8,23,0.68,20,1,0,1,0,1,3,0.09,3,0,0,0,0,0
1554,Soungoutou Magassa,fr,DF/MF,Monaco,Ligue 1,19,2003,15.0,13,0.87,11,0,0,1,0,1,1,0.07,1,0,0,0,0,0
1555,Giulio Maggiore,it,MF,Salernitana,it Serie A,25,1998,20.0,32,1.60,22,0,1,6,2,1,3,0.15,3,0,0,0,0,0
1556,Matej Maglica,hr,DF,Darmstadt 98,Bundesliga,24,1998,18.9,21,1.11,18,1,0,1,0,1,0,0.00,0,0,0,0,0,0
1557,Giangiacomo Magnani,it,DF,Hellas Verona,it Serie A,27,1995,27.2,22,0.81,19,0,1,0,1,1,6,0.22,5,0,0,0,0,1
1558,Hugo Magnetti,fr,MF,Brest,Ligue 1,25,1998,26.0,60,2.31,47,0,5,6,1,1,5,0.19,2,0,1,2,0,0
1559,Yohann Magnin,fr,MF,Clermont Foot,Ligue 1,26,1997,18.7,28,1.50,23,2,0,1,1,1,2,0.11,1,0,0,1,0,0
1560,Frank Magri,cm,FW/MF,Toulouse,Ligue 1,23,1999,16.0,32,2.00,21,1,4,2,4,0,3,0.19,2,0,0,1,0,0
1561,Harry Maguire,eng,DF,Manchester Utd,Premier League,30,1993,18.4,24,1.31,19,0,0,1,1,3,4,0.22,2,0,0,1,1,0
1562,Jon Magunacelaya,es,FW/MF,Real Sociedad,La Liga,23,2000,1.3,3,2.23,1,0,1,0,1,0,0,0.00,0,0,0,0,0,0
1563,Adel Mahamoud,km,FW,Nantes,Ligue 1,20,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1564,Arne Maier,de,MF,Augsburg,Bundesliga,24,1999,11.1,66,5.92,37,19,2,6,2,0,6,0.54,3,1,0,2,0,0
1565,Habib Maïga,ci,MF/FW,Metz,Ligue 1,27,1996,1.6,1,0.61,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
1566,Mike Maignan,fr,GK,Milan,it Serie A,28,1995,29.0,8,0.28,7,1,0,0,0,0,1,0.03,1,0,0,0,0,0
1567,Linton Maina,de,FW/MF,Köln,Bundesliga,24,1999,21.1,58,2.75,44,1,3,3,6,1,5,0.24,4,0,0,0,1,0
1568,Patrick Mainka,de,DF,Heidenheim,Bundesliga,28,1994,34.0,26,0.76,16,0,0,8,0,2,1,0.03,1,0,0,0,0,0
1569,Kobbie Mainoo,eng,MF,Manchester Utd,Premier League,18,2005,21.4,40,1.87,31,0,3,3,2,1,8,0.37,3,0,2,2,1,0
1570,Ainsley Maitland-Niles,eng,DF/MF,Lyon,Ligue 1,25,1997,15.9,33,2.07,27,0,0,4,1,1,7,0.44,7,0,0,0,0,0
1571,Radosław Majecki,pl,GK,Monaco,Ligue 1,23,1999,12.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1572,Lovro Majer,hr,MF,Rennes,Ligue 1,25,1998,0.2,2,10.59,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1573,Lovro Majer,hr,MF/FW,Wolfsburg,Bundesliga,25,1998,23.4,84,3.59,64,10,2,4,4,0,11,0.47,8,0,1,1,1,0
1574,Jean-Victor Makengo,fr,MF/FW,Lorient,Ligue 1,25,1998,5.3,4,0.75,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0
1575,Jordy Makengo,fr,DF,Freiburg,Bundesliga,21,2001,11.4,17,1.49,16,1,0,0,0,0,1,0.09,1,0,0,0,0,0
1576,Antoine Makoumbou,cg,MF,Cagliari,it Serie A,25,1998,30.0,51,1.70,42,2,4,1,1,1,2,0.07,1,0,0,0,0,1
1577,Nemanja Maksimović,rs,MF,Getafe,La Liga,28,1995,36.3,46,1.27,35,0,0,6,2,3,5,0.14,3,0,0,2,0,0
1578,Julián Malatini,ar,DF,Werder Bremen,Bundesliga,22,2001,6.7,6,0.90,5,0,1,0,0,0,1,0.15,0,0,1,0,0,0
1579,Daniel Maldini,it,MF/FW,Monza,it Serie A,21,2001,3.7,19,5.14,13,2,4,0,0,0,2,0.54,2,0,0,0,0,0
1580,Daniel Maldini,it,FW/MF,Empoli,it Serie A,21,2001,2.9,7,2.40,3,1,2,0,1,0,0,0.00,0,0,0,0,0,0
1581,Youssef Maleh,ma,MF,Empoli,it Serie A,24,1998,28.9,62,2.14,51,5,2,3,0,1,2,0.07,2,0,0,0,0,0
1582,Donyell Malen,nl,FW/MF,Dortmund,Bundesliga,24,1999,19.8,74,3.74,49,0,7,13,4,1,14,0.71,6,0,2,3,2,1
1583,Ruslan Malinovskyi,ua,MF,Genoa,it Serie A,30,1993,17.2,34,1.98,23,3,1,4,3,0,2,0.12,2,0,0,0,0,0
1584,Lennard Maloney,us,MF,Heidenheim,Bundesliga,23,1999,25.4,20,0.79,16,0,0,3,0,1,2,0.08,2,0,0,0,0,0
1585,Aaron Malouda,fr,FW,Lille,Ligue 1,17,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1586,Giorgi Mamardashvili,ge,GK,Valencia,La Liga,22,2000,36.5,7,0.19,2,5,0,0,0,0,1,0.03,0,1,0,0,0,0
1587,David Mamutovic,de,FW/DF,Mainz 05,Bundesliga,22,2000,0.1,1,8.18,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
1588,Wilson Manafá,pt,DF/MF,Granada,La Liga,29,1994,2.7,1,0.37,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1589,Hianga Mananga Mbock,fr,MF/FW,Brest,Ligue 1,23,1999,0.1,1,10.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1590,Gianluca Mancini,it,DF,Roma,it Serie A,27,1996,31.9,28,0.88,23,0,1,2,1,1,1,0.03,1,0,0,0,0,0
1591,Marco Mancosu,it,MF/FW,Cagliari,it Serie A,34,1988,1.7,7,4.04,4,0,1,1,1,0,0,0.00,0,0,0,0,0,0
1592,Steve Mandanda,fr,GK,Rennes,Ligue 1,38,1985,34.0,3,0.09,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0
1593,Christos Mandas,gr,GK,Lazio,it Serie A,21,2001,8.0,1,0.12,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
1594,Reinildo Mandava,mz,DF,Atlético Madrid,La Liga,29,1994,8.1,12,1.48,8,1,3,0,0,0,2,0.25,1,0,1,0,0,0
1595,Aïssa Mandi,dz,DF,Villarreal,La Liga,31,1991,12.4,15,1.21,15,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1596,Rolando Mandragora,it,MF,Fiorentina,it Serie A,26,1997,17.6,35,1.98,23,6,3,3,0,0,8,0.45,5,1,1,1,0,0
1597,Orel Mangala,be,MF,Nott'ham Forest,Premier League,25,1998,17.4,20,1.15,17,0,0,0,1,2,2,0.12,1,0,0,0,0,1
1598,Orel Mangala,be,MF,Lyon,Ligue 1,25,1998,4.4,13,2.95,11,0,1,0,1,0,1,0.23,1,0,0,0,0,0
1599,Vito Mannone,it,GK,Lille,Ligue 1,35,1988,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
1600,Kostas Manolas,gr,DF,Salernitana,it Serie A,32,1991,5.4,4,0.74,2,0,0,1,0,1,0,0.00,0,0,0,0,0,0
1601,Javier Manquillo,es,DF/MF,Celta Vigo,La Liga,29,1994,8.3,7,0.85,6,1,0,0,0,0,1,0.12,1,0,0,0,0,0
1602,Braydon Manu,gh,MF,Darmstadt 98,Bundesliga,26,1997,1.9,7,3.68,5,0,2,0,0,0,0,0.00,0,0,0,0,0,0
1603,Benson Manuel,ao,MF/FW,Burnley,Premier League,26,1997,1.3,6,4.70,3,0,2,0,1,0,0,0.00,0,0,0,0,0,0
1604,Faitout Maouassa,fr,DF/MF,Granada,La Liga,25,1998,2.5,6,2.19,3,2,1,0,0,0,1,0.36,1,0,0,0,0,0
