Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
69,Iván Alejo,es,MF,FW,Cádiz,La Liga,27,1995,14.6,40,2.75,27,3,3,5,2,0,0,0.00,27,3,3,5,2,0
70,Doğan Alemdar,tr,GK,,Rennes,Ligue 1,19,2002,4.5,1,0.22,0,1,0,0,0,0,0,0.00,0,1,0,0,0,0
71,Carles Aleñá,es,MF,FW,Getafe,La Liga,24,1998,23.5,44,1.87,30,2,1,2,9,0,4,0.17,30,2,1,2,9,0
72,Trent Alexander-Arnold,eng,DF,,Liverpool,Premier League,23,1998,32.5,124,3.82,81,34,3,5,1,0,17,0.52,81,34,3,5,1,0
73,Alejandro Alfaro,es,MF,,Elche,La Liga,20,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
74,Ángel Algobia,es,MF,,Getafe,La Liga,23,1999,12.6,16,1.27,13,0,1,2,0,0,1,0.08,13,0,1,2,0,0
75,Mohamed Ali Cho,fr,FW,MF,Real Sociedad,La Liga,18,2004,6.5,19,2.90,12,1,2,2,1,1,2,0.31,12,1,2,2,1,1
76,Faride Alidou,de,DF,MF,Eint Frankfurt,Bundesliga,21,2001,2.0,8,3.87,7,0,1,0,0,0,1,0.48,7,0,1,0,0,0
77,Alisson,br,GK,,Liverpool,Premier League,29,1992,37.0,3,0.08,3,0,0,0,0,0,2,0.05,3,0,0,0,0,0
78,Jim Allevinah,ga,DF,FW,Clermont Foot,Ligue 1,27,1995,24.9,48,1.93,39,1,3,2,3,0,2,0.08,39,1,3,2,3,0
79,Dele Alli,eng,MF,,Everton,Premier League,26,1996,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
80,Domingos André Ribeiro Almeida,pt,MF,,Valencia,La Liga,22,2000,28.2,91,3.22,67,17,1,1,2,3,5,0.18,67,17,1,1,2,3
81,Miguel Almirón,py,FW,,Newcastle Utd,Premier League,28,1994,27.7,87,3.14,63,2,10,9,3,0,13,0.47,63,2,10,9,3,0
82,Marcos Alonso,es,DF,,Barcelona,La Liga,31,1990,13.0,14,1.08,13,0,0,1,0,0,1,0.08,13,0,0,1,0,0
83,Mickaël Alphonse,gp,DF,,Ajaccio,Ligue 1,33,1989,15.1,19,1.25,15,1,1,1,0,1,0,0.00,15,1,1,1,0,1
84,Éder Álvarez Balanta,co,MF,FW,Schalke 04,Bundesliga,29,1993,2.6,8,3.03,6,1,0,0,0,1,1,0.38,6,1,0,0,0,1
85,Carlos Álvarez,es,MF,,Sevilla,La Liga,18,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
86,Gastón Álvarez,uy,DF,,Getafe,La Liga,22,2000,16.7,16,0.96,9,5,0,1,0,1,1,0.06,9,5,0,1,0,1
87,Julián Álvarez,ar,FW,MF,Manchester City,Premier League,22,2000,16.3,52,3.20,39,0,6,5,2,0,5,0.31,39,0,6,5,2,0
88,Agustín Álvarez Martínez,uy,FW,MF,Sassuolo,Serie A,21,2001,4.1,9,2.20,3,0,2,3,1,0,2,0.49,3,0,2,3,1,0
89,Yeray Álvarez,es,DF,,Athletic Club,La Liga,27,1995,25.9,28,1.08,24,1,0,1,1,1,2,0.08,24,1,0,1,1,1
90,Ibrahim Amadou,fr,DF,MF,Angers,Ligue 1,29,1993,4.7,3,0.64,3,0,0,0,0,0,0,0.00,3,0,0,0,0,0
91,Selim Amallah,ma,MF,FW,Valladolid,La Liga,25,1996,3.0,11,3.69,5,0,4,0,0,2,2,0.67,5,0,4,0,0,2
92,Daniel Amartey,gh,DF,,Leicester City,Premier League,27,1994,17.9,15,0.84,15,0,0,0,0,0,1,0.06,15,0,0,0,0,0
93,Amath,sn,MF,FW,Mallorca,La Liga,26,1996,13.6,24,1.76,11,0,5,4,3,1,3,0.22,11,0,5,4,3,1
94,Jordan Amavi,fr,DF,,Getafe,La Liga,28,1994,2.2,2,0.90,2,0,0,0,0,0,1,0.45,2,0,0,0,0,0
95,Lukáš Ambros,cz,MF,,Wolfsburg,Bundesliga,18,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
96,Kelvin Amian,fr,DF,,Spezia,Serie A,24,1998,26.4,45,1.71,34,3,2,4,0,2,3,0.11,34,3,2,4,0,2
97,Bruno Amione,ar,DF,,Hellas Verona,Serie A,20,2002,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
98,Bruno Amione,ar,DF,,Sampdoria,Serie A,20,2002,23.2,12,0.52,6,1,0,4,1,0,2,0.09,6,1,0,4,1,0
99,Nadiem Amiri,de,MF,FW,Leverkusen,Bundesliga,25,1996,10.9,36,3.32,23,4,4,1,4,0,5,0.46,23,4,4,1,4,0
100,Samuel Amo-Ameyaw,eng,MF,,Southampton,Premier League,16,2006,0.0,1,22.50,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0
101,Ethan Ampadu,wls,DF,MF,Spezia,Serie A,21,2000,29.3,40,1.36,33,0,0,4,2,1,4,0.14,33,0,0,4,2,1
102,Sofyan Amrabat,ma,MF,,Fiorentina,Serie A,25,1996,22.2,44,1.98,38,0,0,0,2,4,4,0.18,38,0,0,0,2,4
103,Ayoub Amraoui,ma,DF,FW,Nice,Ligue 1,18,2004,3.3,4,1.22,4,0,0,0,0,0,0,0.00,4,0,0,0,0,0
104,Joachim Andersen,dk,DF,,Crystal Palace,Premier League,26,1996,30.9,25,0.81,20,3,0,0,1,1,1,0.03,20,3,0,0,1,1
105,Elliot Anderson,eng,MF,FW,Newcastle Utd,Premier League,19,2002,4.6,22,4.83,16,0,2,0,4,0,1,0.22,16,0,2,0,4,0
106,Felipe Anderson,br,FW,,Lazio,Serie A,29,1993,32.9,99,3.01,79,1,10,6,3,0,15,0.46,79,1,10,6,3,0
107,Benjamin André,fr,MF,,Lille,Ligue 1,31,1990,32.4,70,2.16,62,0,0,3,3,2,6,0.19,62,0,0,3,3,2
108,Marcos André,br,FW,MF,Valencia,La Liga,25,1996,5.0,12,2.42,8,0,3,1,0,0,0,0.00,8,0,3,1,0,0
109,Komnen Andrić,rs,FW,,Clermont Foot,Ligue 1,27,1995,16.1,32,1.99,26,0,2,2,2,0,4,0.25,26,0,2,2,2,0
110,Robert Andrich,de,MF,,Leverkusen,Bundesliga,27,1994,26.7,45,1.68,37,0,0,4,1,3,4,0.15,37,0,0,4,1,3
111,Angeliño,es,DF,,Hoffenheim,Bundesliga,25,1997,29.1,88,3.03,61,20,1,2,3,1,10,0.34,61,20,1,2,3,1
112,Fabrizio Angileri,ar,DF,,Getafe,La Liga,28,1994,6.5,5,0.77,3,0,1,0,0,1,2,0.31,3,0,1,0,0,1
113,Jaidon Anthony,eng,MF,FW,Bournemouth,Premier League,22,1999,14.0,38,2.72,28,3,4,1,1,1,4,0.29,28,3,4,1,1,1
114,Janis Antiste,fr,FW,,Sassuolo,Serie A,19,2002,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
115,Waldemar Anton,de,DF,,Stuttgart,Bundesliga,26,1996,32.6,39,1.20,28,4,2,5,0,0,5,0.15,28,4,2,5,0,0
116,Josep Antoni Gayá,es,DF,MF,Mallorca,La Liga,22,2000,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
117,José Antonio,es,MF,DF,Cádiz,La Liga,18,2004,0.5,1,1.91,1,0,0,0,0,0,1,1.91,1,0,0,0,0,0
118,Marcos Antônio,br,MF,,Lazio,Serie A,22,2000,6.6,9,1.37,7,0,1,0,1,0,3,0.46,7,0,1,0,1,0
119,Michail Antonio,jm,FW,,West Ham,Premier League,32,1990,20.3,39,1.92,24,0,7,3,5,0,9,0.44,24,0,7,3,5,0
120,Antony,br,FW,,Manchester Utd,Premier League,22,2000,20.0,74,3.69,61,0,5,3,4,1,7,0.35,61,0,5,3,4,1
121,Valentin Antov,bg,DF,,Monza,Serie A,21,2000,3.4,2,0.59,2,0,0,0,0,0,1,0.29,2,0,0,0,0,0
122,Christopher Antwi-Adjei,gh,FW,MF,Bochum,Bundesliga,28,1994,22.0,79,3.59,46,16,5,3,9,0,12,0.54,46,16,5,3,9,0
123,Anuar,ma,MF,FW,Valladolid,La Liga,27,1995,2.3,4,1.71,2,0,1,0,0,1,1,0.43,2,0,1,0,0,1
124,Houssem Aouar,dz,MF,,Lyon,Ligue 1,24,1998,5.8,15,2.57,9,0,3,3,0,0,2,0.34,9,0,3,3,0,0
125,Adil Aouchiche,fr,MF,,Lorient,Ligue 1,20,2002,2.8,5,1.80,3,0,0,1,0,1,0,0.00,3,0,0,1,0,1
126,Dennis Appiah,fr,DF,MF,Nantes,Ligue 1,30,1992,8.8,11,1.25,8,1,2,0,0,0,1,0.11,8,1,2,0,0,0
127,Stredair Appuah,fr,DF,MF,Nantes,Ligue 1,18,2004,0.7,6,8.18,5,0,1,0,0,0,1,1.36,5,0,1,0,0,0
128,Mauro Arambarri,uy,MF,,Getafe,La Liga,26,1995,11.0,25,2.27,8,14,1,1,0,1,3,0.27,8,14,1,1,0,1
129,Charles Aránguiz,cl,MF,,Leverkusen,Bundesliga,33,1989,5.5,10,1.83,10,0,0,0,0,0,0,0.00,10,0,0,0,0,0
130,Ronald Araújo,uy,DF,,Barcelona,La Liga,23,1999,20.0,18,0.90,15,0,0,3,0,0,6,0.30,15,0,0,3,0,0
131,Cameron Archer,eng,FW,MF,Aston Villa,Premier League,21,2001,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
132,Taïryk Arconte,fr,FW,,Brest,Ligue 1,18,2003,1.4,3,2.11,2,1,0,0,0,0,0,0.00,2,1,0,0,0,0
133,Alphonse Areola,fr,GK,,West Ham,Premier League,29,1993,3.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
134,Adu Ares,es,FW,MF,Athletic Club,La Liga,20,2001,0.9,12,13.01,7,0,2,1,2,0,0,0.00,7,0,2,1,2,0
135,Joe Aribo,ng,MF,FW,Southampton,Premier League,26,1996,13.6,27,1.99,23,0,1,1,1,1,2,0.15,23,0,1,1,1,1
136,Adam Armstrong,eng,FW,MF,Southampton,Premier League,25,1997,14.8,24,1.62,19,0,2,1,1,1,2,0.13,19,0,2,1,1,1
137,Stuart Armstrong,sct,MF,FW,Southampton,Premier League,30,1992,15.6,50,3.20,39,1,0,6,4,0,2,0.13,39,1,0,6,4,0
138,Marko Arnautović,at,FW,,Bologna,Serie A,33,1989,17.0,44,2.58,36,0,3,2,3,0,5,0.29,36,0,3,2,3,0
139,Maximilian Arnold,de,MF,,Wolfsburg,Bundesliga,28,1994,30.7,82,2.67,41,35,1,3,2,0,10,0.33,41,35,1,3,2,0
140,Mohamed El Arouch,fr,MF,,Lyon,Ligue 1,18,2004,0.0,1,90.00,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0
141,Sergio Arribas,es,MF,FW,Real Madrid,La Liga,20,2001,0.2,3,14.21,2,1,0,0,0,0,0,0.00,2,1,0,0,0,0
142,Kepa Arrizabalaga,es,GK,,Chelsea,Premier League,27,1994,28.5,1,0.04,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0
143,Roberto Arroyo,es,MF,,Valladolid,La Liga,18,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
144,Tolgay Arslan,de,MF,,Udinese,Serie A,31,1990,13.5,44,3.28,30,5,3,1,4,1,0,0.00,30,5,3,1,4,1
145,Ricard Artero,es,MF,FW,Girona,La Liga,19,2003,1.5,1,0.68,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0
146,Santiago Arzamendia,py,DF,MF,Cádiz,La Liga,24,1998,5.4,11,2.05,8,2,1,0,0,0,0,0.00,8,2,1,0,0,0
147,Takuma Asano,jp,FW,MF,Bochum,Bundesliga,27,1994,19.0,56,2.94,39,1,2,7,6,1,8,0.42,39,1,2,7,6,1
148,Santiago Ascacíbar,ar,MF,,Cremonese,Serie A,25,1997,8.1,25,3.09,17,1,0,7,0,0,3,0.37,17,1,0,7,0,0
149,Sergio Asenjo,es,GK,,Valladolid,La Liga,33,1989,10.0,2,0.20,1,1,0,0,0,0,0,0.00,1,1,0,0,0,0
150,Marco Asensio,es,FW,MF,Real Madrid,La Liga,26,1996,16.0,76,4.74,47,16,6,4,3,0,12,0.75,47,16,6,4,3,0
151,Kristoffer Askildsen,no,MF,,Lecce,Serie A,21,2001,8.1,15,1.85,9,4,0,0,2,0,1,0.12,9,4,0,0,2,0
152,Fisnik Asllani,xk,FW,,Hoffenheim,Bundesliga,19,2002,1.9,8,4.29,6,0,0,0,1,1,1,0.54,6,0,0,0,1,1
153,Kristjan Asllani,al,MF,,Inter,Serie A,20,2002,6.6,22,3.36,11,9,1,0,1,0,1,0.15,11,9,1,0,1,0
154,Iago Aspas,es,FW,,Celta Vigo,La Liga,34,1987,31.9,141,4.42,110,8,5,8,9,1,8,0.25,110,8,5,8,9,1
155,Lorenz Assignon,tg,DF,,Rennes,Ligue 1,22,2000,2.9,4,1.37,3,1,0,0,0,0,1,0.34,3,1,0,0,0,0
156,Youcef Atal,dz,DF,MF,Nice,Ligue 1,26,1996,8.7,31,3.58,22,0,4,2,2,1,2,0.23,22,0,4,2,2,1
157,Valentin Atangana Edoa,fr,MF,,Reims,Ligue 1,16,2005,1.9,5,2.60,4,0,0,1,0,0,0,0.00,4,0,0,1,0,0
158,Pierre-Emerick Aubameyang,ga,FW,,Chelsea,Premier League,33,1989,6.2,8,1.30,6,0,0,2,0,0,0,0.00,6,0,0,2,0,0
159,Pierre-Emerick Aubameyang,ga,FW,,Barcelona,La Liga,33,1989,0.1,1,10.00,0,0,0,1,0,0,0,0.00,0,0,0,1,0,0
160,Emil Audero,it,GK,,Sampdoria,Serie A,25,1997,25.0,5,0.20,5,0,0,0,0,0,0,0.00,5,0,0,0,0,0
161,Tommaso Augello,it,DF,,Sampdoria,Serie A,27,1994,34.0,77,2.26,54,16,2,1,3,1,7,0.21,54,16,2,1,3,1
162,Ludwig Augustinsson,se,DF,,Aston Villa,Premier League,28,1994,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
