Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
175,Tiemoué Bakayoko,fr,MF,,Milan,Serie A,26,1994,5.6,7,1.26,6,0,0,0,0,1,0,0.00,6,0,0,0,0,1,Matches
176,Mitchel Bakker,nl,DF,,Leverkusen,Bundesliga,21,2000,20.2,37,1.83,34,0,1,1,1,0,6,0.30,34,0,1,1,1,0,Matches
177,Ridle Baku,de,DF,FW,Wolfsburg,Bundesliga,23,1998,27.2,82,3.02,60,4,4,7,7,0,9,0.33,60,4,4,7,7,0,Matches
178,Dilane Bakwa,fr,FW,MF,Bordeaux,Ligue 1,18,2002,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
179,Tommaso Baldanzi,it,FW,,Empoli,Serie A,18,2003,0.2,1,5.29,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
180,Alejandro Balde,es,DF,FW,Barcelona,La Liga,17,2003,2.1,3,1.44,2,0,0,0,1,0,0,0.00,2,0,0,0,1,0,Matches
181,Ibrahima Baldé,fr,FW,MF,Lens,Ligue 1,18,2003,0.6,1,1.58,0,1,0,0,0,0,0,0.00,0,1,0,0,0,0,Matches
182,Keita Baldé,sn,FW,,Cagliari,Serie A,26,1995,13.7,23,1.68,14,0,1,4,3,1,2,0.15,14,0,1,4,3,1,Matches
183,Gareth Bale,wls,FW,,Real Madrid,La Liga,32,1989,3.1,2,0.64,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0,Matches
184,Mikel Balenziaga,es,DF,,Athletic Club,La Liga,33,1988,22.5,23,1.02,19,2,0,1,1,0,1,0.04,19,2,0,1,1,0,Matches
185,Leonardo Balerdi,ar,DF,,Marseille,Ligue 1,22,1999,10.6,6,0.57,3,1,1,1,0,0,2,0.19,3,1,1,1,0,0,Matches
186,Iván Balliu,al,DF,,Rayo Vallecano,La Liga,29,1992,35.0,94,2.69,68,13,6,2,3,2,5,0.14,68,13,6,2,3,2,Matches
187,Fodé Ballo-Touré,sn,DF,,Milan,Serie A,24,1997,5.0,13,2.62,11,0,1,0,1,0,2,0.40,11,0,1,0,1,0,Matches
188,Folarin Balogun,us,FW,,Arsenal,Premier League,20,2001,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
189,Abdoulaye Bamba,ci,DF,FW,Angers,Ligue 1,31,1990,5.1,7,1.38,7,0,0,0,0,0,0,0.00,7,0,0,0,0,0,Matches
190,Jonathan Bamba,ci,MF,FW,Lille,Ligue 1,25,1996,27.0,89,3.30,47,25,9,3,4,1,7,0.26,47,25,9,3,4,1,Matches
191,Patrick Bamford,eng,FW,,Leeds United,Premier League,27,1993,6.2,13,2.09,9,0,1,2,1,0,3,0.48,9,0,1,2,1,0,Matches
192,Filippo Bandinelli,it,MF,,Empoli,Serie A,26,1995,21.7,58,2.67,46,4,3,3,1,1,4,0.18,46,4,3,3,1,1,Matches
193,Mattia Bani,it,DF,,Genoa,Serie A,27,1993,13.5,5,0.37,4,0,0,1,0,0,0,0.00,4,0,0,1,0,0,Matches
194,Simon Banza,cd,FW,,Lens,Ligue 1,24,1996,1.4,4,2.90,3,0,0,0,0,1,2,1.45,3,0,0,0,0,1,Matches
195,Shandon Baptiste,gd,MF,,Brentford,Premier League,23,1998,10.1,21,2.07,16,0,4,1,0,0,1,0.10,16,0,4,1,0,0,Matches
196,Antonín Barák,cz,MF,FW,Hellas Verona,Serie A,26,1994,26.0,70,2.69,57,1,4,6,2,0,9,0.35,57,1,4,6,2,0,Matches
197,Barbero,es,FW,MF,Osasuna,La Liga,22,1998,0.2,1,4.29,0,1,0,0,0,0,0,0.00,0,1,0,0,0,0,Matches
198,Danilo Barbosa,br,DF,,Nice,Ligue 1,25,1996,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
199,Barcia,es,DF,,Granada,La Liga,20,2000,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
200,Bradley Barcola,fr,FW,MF,Lyon,Ligue 1,18,2002,2.9,11,3.74,9,0,1,1,0,0,2,0.68,9,0,1,1,0,0,Matches
201,Melvin Bard,fr,DF,,Nice,Ligue 1,20,2000,28.8,45,1.56,40,3,1,0,0,1,4,0.14,40,3,1,0,0,1,Matches
202,Enis Bardhi,mk,MF,FW,Levante,La Liga,26,1995,18.9,83,4.39,44,23,3,8,5,0,5,0.26,44,23,3,8,5,0,Matches
203,Francesco Bardi,it,GK,,Bologna,Serie A,29,1992,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
204,Keidi Bare,al,MF,,Espanyol,La Liga,23,1997,16.5,20,1.21,18,0,1,0,1,0,2,0.12,18,0,1,0,1,0,Matches
205,Nicolò Barella,it,MF,,Inter,Serie A,24,1997,32.4,140,4.32,116,0,10,6,6,2,21,0.65,116,0,10,6,6,2,Matches
206,Kike Barja,es,MF,FW,Osasuna,La Liga,24,1997,9.6,21,2.18,12,0,2,2,4,1,2,0.21,12,0,2,2,4,1,Matches
207,Ross Barkley,eng,MF,FW,Chelsea,Premier League,27,1993,2.0,18,9.00,13,3,1,1,0,0,3,1.50,13,3,1,1,0,0,Matches
208,Aymen Barkok,ma,MF,DF,Eint Frankfurt,Bundesliga,23,1998,1.8,3,1.69,2,1,0,0,0,0,0,0.00,2,1,0,0,0,0,Matches
209,Ashley Barnes,eng,FW,,Burnley,Premier League,31,1989,9.0,18,2.00,12,0,0,3,3,0,1,0.11,12,0,0,3,3,0,Matches
210,Harvey Barnes,eng,FW,MF,Leicester City,Premier League,23,1997,23.3,63,2.70,48,0,7,4,3,1,13,0.56,48,0,7,4,3,1,Matches
211,Antonio Barragán,es,DF,,Elche,La Liga,34,1987,11.3,8,0.71,7,0,0,0,1,0,2,0.18,7,0,0,0,1,0,Matches
212,Leandro Barreiro Martins,lu,MF,,Mainz 05,Bundesliga,21,2000,19.9,32,1.61,19,0,2,5,5,1,4,0.20,19,0,2,5,5,1,Matches
213,Ander Barrenetxea,es,FW,MF,Real Sociedad,La Liga,19,2001,6.1,14,2.31,10,0,3,0,1,0,3,0.49,10,0,3,0,1,0,Matches
214,Jacob Barrett Laursen,dk,DF,,Arminia,Bundesliga,26,1994,18.1,22,1.21,12,9,1,0,0,0,1,0.06,12,9,1,0,0,0,Matches
215,Musa Barrow,gm,FW,MF,Bologna,Serie A,22,1998,23.7,87,3.67,65,11,3,4,4,0,10,0.42,65,11,3,4,4,0,Matches
216,Abdourahmane Barry,gn,DF,,Greuther Fürth,Bundesliga,21,2000,2.3,3,1.29,3,0,0,0,0,0,0,0.00,3,0,0,0,0,0,Matches
217,Marc Bartra,es,DF,,Betis,La Liga,30,1991,22.1,12,0.54,8,1,0,3,0,0,0,0.00,8,1,0,3,0,0,Matches
218,Daniele Baselli,it,MF,FW,Torino,Serie A,29,1992,1.7,2,1.23,1,1,0,0,0,0,0,0.00,1,1,0,0,0,0,Matches
219,Daniele Baselli,it,MF,,Cagliari,Serie A,29,1992,3.2,15,4.69,8,3,0,2,0,2,1,0.31,8,3,0,2,0,2,Matches
220,Toma Bašić,hr,MF,,Lazio,Serie A,24,1996,10.9,9,0.83,5,1,1,2,0,0,3,0.28,5,1,1,2,0,0,Matches
221,Toma Bašić,hr,MF,,Bordeaux,Ligue 1,24,1996,2.3,6,2.58,2,3,1,0,0,0,1,0.43,2,3,1,0,0,0,Matches
222,Amine Bassi,fr,MF,FW,Metz,Ligue 1,23,1997,2.0,12,5.87,4,6,0,0,2,0,0,0.00,4,6,0,0,2,0,Matches
223,Álvaro Bastida,es,MF,,Cádiz,La Liga,17,2004,2.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
224,Alessandro Bastoni,it,DF,,Inter,Serie A,22,1999,25.7,45,1.75,39,0,2,2,0,2,5,0.19,39,0,2,2,0,2,Matches
225,Simone Bastoni,it,MF,DF,Spezia,Serie A,24,1996,25.4,80,3.15,49,22,3,4,1,1,5,0.20,49,22,3,4,1,1,Matches
226,Lewis Bate,eng,MF,,Leeds United,Premier League,18,2002,1.6,3,1.85,2,0,0,1,0,0,0,0.00,2,0,0,1,0,0,Matches
227,Rodrigo Battaglia,ar,MF,,Mallorca,La Liga,30,1991,13.1,13,0.99,10,0,1,0,2,0,0,0.00,10,0,1,0,2,0,Matches
228,Maximilian Bauer,de,DF,,Greuther Fürth,Bundesliga,21,2000,18.8,8,0.43,7,0,0,1,0,0,0,0.00,7,0,0,1,0,0,Matches
229,Oliver Baumann,de,GK,,Hoffenheim,Bundesliga,31,1990,33.0,2,0.06,0,2,0,0,0,0,0,0.00,0,2,0,0,0,0,Matches
230,Timo Baumgartl,de,DF,,Union Berlin,Bundesliga,25,1996,24.1,29,1.20,20,1,2,5,0,1,2,0.08,20,1,2,5,0,1,Matches
231,Julian Baumgartlinger,at,MF,FW,Leverkusen,Bundesliga,33,1988,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
232,Christoph Baumgartner,at,MF,FW,Hoffenheim,Bundesliga,21,1999,21.0,53,2.53,43,0,3,1,4,2,4,0.19,43,0,3,1,4,2,Matches
233,Jon Bautista,es,MF,,Real Sociedad,La Liga,26,1995,0.5,2,4.00,0,0,0,0,2,0,1,2.00,0,0,0,0,2,0,Matches
234,Paul Baysse,fr,MF,DF,Bordeaux,Ligue 1,33,1988,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
235,Noah Joel Sarenren Bazee,ng,MF,FW,Augsburg,Bundesliga,24,1996,2.7,5,1.86,3,0,0,0,1,1,0,0.00,3,0,0,0,1,1,Matches
236,Bebé,cv,FW,,Rayo Vallecano,La Liga,31,1990,9.6,39,4.05,19,6,5,5,4,0,5,0.52,19,6,5,5,4,0,Matches
237,Ihlas Bebou,tg,FW,DF,Hoffenheim,Bundesliga,27,1994,23.2,57,2.45,41,2,6,6,2,0,7,0.30,41,2,6,6,2,0,Matches
238,Rodrigo Becão,br,DF,,Udinese,Serie A,25,1996,34.8,27,0.78,20,3,1,0,3,0,1,0.03,20,3,1,0,3,0,Matches
239,Mads Bech Sørensen,dk,DF,,Brentford,Premier League,22,1999,9.3,11,1.19,4,7,0,0,0,0,0,0.00,4,7,0,0,0,0,Matches
240,Sheraldo Becker,sr,FW,MF,Union Berlin,Bundesliga,26,1995,19.5,72,3.69,59,0,3,2,8,0,11,0.56,59,0,3,2,8,0,Matches
241,Jan Bednarek,pl,DF,,Southampton,Premier League,25,1996,29.2,22,0.75,16,3,0,1,0,2,1,0.03,16,3,0,1,0,2,Matches
242,Donny van de Beek,nl,MF,,Manchester Utd,Premier League,24,1997,0.8,6,7.20,5,0,1,0,0,0,1,1.20,5,0,1,0,0,0,Matches
243,Donny van de Beek,nl,MF,,Everton,Premier League,24,1997,5.4,8,1.49,7,0,0,1,0,0,0,0.00,7,0,0,1,0,0,Matches
244,Asmir Begović,ba,GK,,Everton,Premier League,34,1987,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
245,Valon Behrami,ch,MF,FW,Genoa,Serie A,36,1985,3.5,5,1.45,4,0,0,1,0,0,1,0.29,4,0,0,1,0,0,Matches
246,Kevin Behrens,de,FW,,Union Berlin,Bundesliga,30,1991,5.5,21,3.79,15,0,3,2,1,0,5,0.90,15,0,3,2,1,0,Matches
247,Youcef Belaïli,dz,MF,FW,Brest,Ligue 1,29,1992,9.2,36,3.93,18,8,4,4,2,0,4,0.44,18,8,4,4,2,0,Matches
248,Vid Belec,si,GK,,Salernitana,Serie A,31,1990,21.5,1,0.05,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
249,Ishak Belfodil,dz,FW,,Hertha BSC,Bundesliga,29,1992,18.2,53,2.92,41,0,4,5,2,1,8,0.44,41,0,4,5,2,1,Matches
250,Haris Belkebla,dz,MF,,Brest,Ligue 1,27,1994,25.7,34,1.32,32,0,0,1,1,0,1,0.04,32,0,0,1,1,0,Matches
251,Stefan Bell,de,DF,,Mainz 05,Bundesliga,29,1991,31.8,23,0.72,21,0,0,2,0,0,2,0.06,21,0,0,2,0,0,Matches
252,Armel Bella Kotchap,de,DF,,Bochum,Bundesliga,19,2001,19.6,10,0.54,9,0,0,0,1,0,0,0.00,9,0,0,0,1,0,Matches
253,Raoul Bellanova,it,DF,FW,Cagliari,Serie A,21,2000,27.7,66,2.38,54,1,4,2,5,0,8,0.29,54,1,4,2,5,0,Matches
254,Karim Bellarabi,de,FW,MF,Leverkusen,Bundesliga,31,1990,7.6,28,3.69,15,0,2,6,4,1,4,0.53,15,0,2,6,4,1,Matches
255,Jean-Ricner Bellegarde,fr,MF,,Strasbourg,Ligue 1,23,1998,25.9,52,2.01,32,5,2,5,7,1,5,0.19,32,5,2,5,7,1,Matches
256,Héctor Bellerín,es,DF,,Betis,La Liga,26,1995,22.0,47,2.14,39,6,2,0,0,0,7,0.32,39,6,2,0,0,0,Matches
257,Jude Bellingham,eng,MF,,Dortmund,Bundesliga,18,2003,31.0,104,3.35,72,0,13,5,11,3,17,0.55,72,0,13,5,11,3,Matches
258,George Bello,us,DF,,Arminia,Bundesliga,19,2002,4.8,5,1.04,3,0,0,1,1,0,0,0.00,3,0,0,1,1,0,Matches
259,Jeanuël Belocian,fr,DF,,Rennes,Ligue 1,16,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
260,Andrea Belotti,it,FW,,Torino,Serie A,27,1993,15.2,38,2.49,18,2,2,7,9,0,4,0.26,18,2,2,7,9,0,Matches
261,Fran Beltrán,es,MF,,Celta Vigo,La Liga,22,1999,28.9,38,1.32,34,0,1,1,1,1,1,0.03,34,0,1,1,1,1,Matches
262,Hatem Ben Arfa,fr,FW,MF,Lille,Ligue 1,34,1987,3.5,13,3.73,9,2,1,1,0,0,2,0.57,9,2,1,1,0,0,Matches
263,Salim Ben Seghir,fr,MF,,Marseille,Ligue 1,18,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
264,Wissam Ben Yedder,fr,FW,,Monaco,Ligue 1,30,1990,28.1,71,2.53,57,0,4,5,5,0,14,0.50,57,0,4,5,5,0,Matches
265,Marco Benassi,it,DF,MF,Fiorentina,Serie A,26,1994,1.8,1,0.56,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
266,Marco Benassi,it,MF,,Empoli,Serie A,26,1994,4.2,7,1.65,5,0,0,1,1,0,0,0.00,5,0,0,1,1,0,Matches
267,Darío Benedetto,ar,FW,MF,Elche,La Liga,31,1990,6.6,12,1.84,7,0,3,2,0,0,3,0.46,7,0,3,2,0,0,Matches
268,Darío Benedetto,ar,FW,MF,Marseille,Ligue 1,31,1990,0.6,1,1.67,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
269,László Bénes,sk,MF,,Gladbach,Bundesliga,23,1997,2.7,14,5.12,6,5,0,1,1,1,1,0.37,6,5,0,1,1,1,Matches
270,Walter Benítez,ar,GK,,Nice,Ligue 1,28,1993,37.0,3,0.08,3,0,0,0,0,0,1,0.03,3,0,0,0,0,0,Matches
271,Iker Benito,es,FW,MF,Osasuna,La Liga,18,2002,1.3,2,1.53,1,0,1,0,0,0,0,0.00,1,0,1,0,0,0,Matches
272,Loris Benito,ch,DF,,Bordeaux,Ligue 1,29,1992,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
273,Pedro Benito,es,FW,,Cádiz,La Liga,21,2000,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
274,Filip Benković,hr,DF,FW,Udinese,Serie A,24,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
275,Ismaël Bennacer,dz,MF,,Milan,Serie A,23,1997,16.9,61,3.60,44,7,4,1,3,2,3,0.18,44,7,4,1,3,2,Matches
276,Keanan Bennetts,eng,FW,DF,Gladbach,Bundesliga,22,1999,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
277,Saïd Benrahma,dz,FW,MF,West Ham,Premier League,25,1995,24.1,75,3.11,58,0,7,7,3,0,8,0.33,58,0,7,7,3,0,Matches
278,Ramy Bensebaini,dz,DF,,Gladbach,Bundesliga,26,1995,22.4,31,1.45,24,2,0,1,1,3,4,0.19,24,2,0,1,1,3,Matches
279,Nabil Bentaleb,dz,MF,,Angers,Ligue 1,26,1994,16.8,18,1.07,15,0,1,1,1,0,1,0.06,15,0,1,1,1,0,Matches
280,Rodrigo Bentancur,uy,MF,,Tottenham,Premier League,24,1997,15.1,38,2.51,33,0,1,2,1,1,7,0.46,33,0,1,2,1,1,Matches
281,Rodrigo Bentancur,uy,MF,,Juventus,Serie A,24,1997,12.8,36,2.81,30,1,0,3,0,2,3,0.23,30,1,0,3,0,2,Matches
282,Christian Benteke,be,FW,,Crystal Palace,Premier League,30,1990,12.7,23,1.81,19,0,1,1,2,0,2,0.16,19,0,1,1,2,0,Matches
283,Karim Benzema,fr,FW,,Real Madrid,La Liga,33,1987,28.8,128,4.45,108,0,12,7,1,0,22,0.77,108,0,12,7,1,0,Matches
284,Alessandro Berardi,it,GK,,Hellas Verona,Serie A,30,1991,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
285,Domenico Berardi,it,FW,,Sassuolo,Serie A,26,1994,31.3,170,5.42,126,22,8,3,8,3,22,0.70,126,22,8,3,8,3,Matches
286,Yuri Berchiche,es,DF,,Athletic Club,La Liga,31,1990,11.3,17,1.51,14,2,0,0,1,0,3,0.27,14,2,0,0,1,0,Matches
287,Álex Berenguer,es,MF,,Athletic Club,La Liga,26,1995,24.1,77,3.20,47,16,6,3,4,1,10,0.41,47,16,6,3,4,1,Matches
288,Bartosz Bereszyński,pl,DF,,Sampdoria,Serie A,29,1992,32.7,54,1.65,39,7,4,2,2,0,7,0.21,39,7,4,2,2,0,Matches
289,Jóhann Berg Guðmundsson,is,MF,,Burnley,Premier League,30,1990,12.2,23,1.88,16,0,1,4,2,0,2,0.16,16,0,1,4,2,0,Matches
290,Patrick Berg,no,MF,,Lens,Ligue 1,23,1997,3.4,5,1.47,4,0,0,1,0,0,1,0.29,4,0,0,1,0,0,Matches
291,Mitchell van Bergen,nl,FW,MF,Reims,Ligue 1,21,1999,10.9,27,2.47,17,5,4,1,0,0,0,0.00,17,5,4,1,0,0,Matches
292,Steven Bergwijn,nl,FW,MF,Tottenham,Premier League,23,1997,6.3,21,3.35,15,1,2,1,2,0,3,0.48,15,1,2,1,2,0,Matches
293,Etrit Berisha,al,GK,,Torino,Serie A,32,1989,10.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
294,Valon Berisha,xk,MF,FW,Reims,Ligue 1,28,1993,5.1,10,1.98,5,4,1,0,0,0,2,0.40,5,4,1,0,0,0,Matches
295,Federico Bernardeschi,it,MF,FW,Juventus,Serie A,27,1994,16.4,62,3.78,40,5,6,8,3,0,4,0.24,40,5,6,8,3,0,Matches
296,Paul Bernardoni,fr,GK,,Angers,Ligue 1,24,1997,13.0,1,0.08,0,1,0,0,0,0,0,0.00,0,1,0,0,0,0,Matches
297,Paul Bernardoni,fr,GK,,Saint-Étienne,Ligue 1,24,1997,19.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
298,Juan Bernat,es,DF,MF,Paris S-G,Ligue 1,28,1993,10.6,10,0.94,10,0,0,0,0,0,1,0.09,10,0,0,0,0,0,Matches
299,Dimitry Bertaud,cd,GK,,Montpellier,Ligue 1,23,1998,9.3,2,0.22,2,0,0,0,0,0,1,0.11,2,0,0,0,0,0,Matches
300,Jason Berthomier,fr,MF,,Clermont Foot,Ligue 1,31,1990,19.2,89,4.63,45,33,5,5,1,0,9,0.47,45,33,5,5,1,0,Matches
301,Nicolò Bertola,it,MF,DF,Spezia,Serie A,18,2003,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
302,Ryan Bertrand,eng,DF,,Leicester City,Premier League,31,1989,3.7,2,0.53,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0,Matches
303,Daniel Bessa,it,MF,,Hellas Verona,Serie A,28,1993,8.5,26,3.05,25,0,0,1,0,0,4,0.47,25,0,0,1,0,0,Matches
304,Beto,gw,FW,,Udinese,Serie A,23,1998,24.1,49,2.03,31,0,7,9,2,0,3,0.12,31,0,7,9,2,0,Matches
305,Jordan Beyer,de,DF,,Gladbach,Bundesliga,21,2000,15.4,24,1.67,18,1,0,1,2,2,1,0.07,18,1,0,1,2,2,Matches
306,Giulian Biancone,fr,DF,MF,Troyes,Ligue 1,21,2000,25.5,45,1.77,34,1,0,5,4,1,3,0.12,34,1,0,5,4,1,Matches
307,Bartosz Białek,pl,FW,DF,Wolfsburg,Bundesliga,19,2001,2.0,4,2.02,3,0,0,0,1,0,0,0.00,3,0,0,0,1,0,Matches
308,Ermin Bičakčić,ba,DF,,Hoffenheim,Bundesliga,31,1990,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
309,Mads Bidstrup,dk,MF,,Brentford,Premier League,20,2001,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
310,Pedro Bigas,es,DF,,Elche,La Liga,30,1990,17.2,12,0.70,9,0,0,1,2,0,1,0.06,9,0,0,1,2,0,Matches
311,El Bilal Touré,ml,FW,,Reims,Ligue 1,19,2001,13.3,28,2.11,21,0,1,3,1,2,7,0.53,21,0,1,3,1,2,Matches
312,Jean-Claude Billong,cm,DF,,Clermont Foot,Ligue 1,27,1993,10.9,4,0.37,3,0,0,0,0,1,0,0.00,3,0,0,0,0,1,Matches
313,Luis Binks,eng,DF,,Bologna,Serie A,19,2001,7.2,1,0.14,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
314,Cristiano Biraghi,it,DF,,Fiorentina,Serie A,28,1992,35.0,126,3.59,64,55,0,6,1,0,8,0.23,64,55,0,6,1,0,Matches
315,Davide Biraschi,it,DF,,Genoa,Serie A,27,1994,10.3,5,0.48,4,0,0,0,1,0,0,0.00,4,0,0,0,1,0,Matches
316,Tom Bischof,de,MF,,Hoffenheim,Bundesliga,16,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
317,Yves Bissouma,ml,MF,,Brighton,Premier League,24,1996,23.5,31,1.32,24,0,4,1,0,2,4,0.17,24,0,4,1,0,2,Matches
318,Nathan Bitumazala,fr,DF,,Paris S-G,Ligue 1,18,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
319,Marco Bizot,nl,GK,,Brest,Ligue 1,30,1991,38.0,6,0.16,6,0,0,0,0,0,2,0.05,6,0,0,0,0,0,Matches
320,Bjarki Bjarkason,is,MF,,Venezia,Serie A,21,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
321,Antonio Blanco,es,MF,,Real Madrid,La Liga,21,2000,0.3,1,2.90,1,0,0,0,0,0,1,2.90,1,0,0,0,0,0,Matches
322,Ludovic Blas,fr,MF,FW,Nantes,Ligue 1,23,1997,32.9,107,3.25,77,2,7,11,8,2,17,0.52,77,2,7,11,8,2,Matches
323,Danny Blum,de,FW,,Bochum,Bundesliga,30,1991,3.8,19,4.94,13,5,1,0,0,0,0,0.00,13,5,1,0,0,0,Matches
324,Myron Boadu,nl,FW,,Monaco,Ligue 1,20,2001,10.7,22,2.07,16,0,3,0,3,0,5,0.47,16,0,3,0,3,0,Matches
325,Jérôme Boateng,de,DF,,Lyon,Ligue 1,32,1988,18.0,23,1.28,20,1,0,2,0,0,3,0.17,20,1,0,2,0,0,Matches
326,Kevin-Prince Boateng,gh,MF,FW,Hertha BSC,Bundesliga,34,1987,7.7,19,2.46,16,0,0,1,2,0,0,0.00,16,0,0,1,2,0,Matches
327,Antonin Bobichon,fr,MF,FW,Angers,Ligue 1,25,1995,0.4,2,4.74,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0,Matches
328,Herbert Bockhorn,de,DF,,Bochum,Bundesliga,26,1995,9.4,15,1.78,8,1,2,0,4,0,1,0.12,8,1,2,0,4,0,Matches
329,Jean-Paul Boëtius,nl,MF,,Mainz 05,Bundesliga,27,1994,20.0,62,3.10,41,14,1,2,3,1,6,0.30,41,14,1,2,3,1,Matches
330,Jeremie Boga,ci,FW,MF,Atalanta,Serie A,24,1997,8.5,51,6.01,32,6,6,3,2,2,0,0.00,32,6,6,3,2,2,Matches
331,Jeremie Boga,ci,FW,MF,Sassuolo,Serie A,24,1997,7.4,24,3.22,16,0,5,1,2,0,4,0.54,16,0,5,1,2,0,Matches
332,Luka Bogdan,hr,DF,,Salernitana,Serie A,25,1996,4.4,1,0.23,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
333,Emil Bohinen,no,MF,,Salernitana,Serie A,22,1999,7.8,25,3.22,15,7,2,0,1,0,1,0.13,15,7,2,0,1,0,Matches
334,Quentin Boisgard,fr,MF,FW,Lorient,Ligue 1,24,1997,10.6,27,2.54,17,6,0,1,3,0,2,0.19,17,6,0,1,3,0,Matches
335,Charles Boli,fr,MF,DF,Lens,Ligue 1,22,1998,0.4,1,2.81,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
336,Willy Boly,ci,DF,,Wolves,Premier League,30,1991,10.0,3,0.30,2,0,0,0,0,1,0,0.00,2,0,0,0,0,1,Matches
337,Giacomo Bonaventura,it,MF,,Fiorentina,Serie A,31,1989,25.2,83,3.30,69,1,3,5,5,0,13,0.52,69,1,3,5,5,0,Matches
338,Federico Bonazzoli,it,FW,MF,Salernitana,Serie A,24,1997,20.7,41,1.98,26,0,1,6,6,2,1,0.05,26,0,1,6,6,2,Matches
339,Tarsis Bonga,de,MF,FW,Bochum,Bundesliga,24,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
340,Kevin Bonifazi,it,DF,,Bologna,Serie A,25,1996,13.4,12,0.89,9,0,1,2,0,0,2,0.15,9,0,1,2,0,0,Matches
341,Solomon Bonnah,nl,DF,,RB Leipzig,Bundesliga,17,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
342,Leonardo Bonucci,it,DF,,Juventus,Serie A,34,1987,22.3,18,0.81,17,0,0,1,0,0,2,0.09,17,0,0,1,0,0,Matches
343,Sebastiaan Bornauw,be,DF,,Wolfsburg,Bundesliga,22,1999,22.3,5,0.22,5,0,0,0,0,0,1,0.04,5,0,0,0,0,0,Matches
344,Rafael Borré,co,FW,,Eint Frankfurt,Bundesliga,25,1995,26.4,66,2.50,46,0,6,8,6,0,9,0.34,46,0,6,8,6,0,Matches
345,Sven Botman,nl,DF,,Lille,Ligue 1,21,2000,25.0,18,0.72,16,1,1,0,0,0,2,0.08,16,1,1,0,0,0,Matches
346,Denis Bouanga,ga,FW,MF,Saint-Étienne,Ligue 1,26,1994,27.1,87,3.21,49,7,17,8,3,3,12,0.44,49,7,17,8,3,3,Matches
347,Hicham Boudaoui,dz,MF,,Nice,Ligue 1,21,1999,18.0,32,1.78,27,0,0,2,3,0,4,0.22,27,0,0,2,3,0,Matches
348,Ryad Boudebouz,dz,MF,FW,Saint-Étienne,Ligue 1,31,1990,25.0,96,3.84,75,13,4,2,2,0,6,0.24,75,13,4,2,2,0,Matches
