Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1163,Jules Koundé,fr,DF,,Barcelona,La Liga,26,1998,15.9,29,1.82,28,0,1,0,0,0,4,0.25,28,0,1,0,0,0,Matches
1164,Boubakar Kouyaté,ml,DF,,Montpellier,Ligue 1,27,1997,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1165,Mateo Kovačić,hr,MF,,Manchester City,Premier League,30,1994,10.0,34,3.39,27,0,3,3,1,0,4,0.40,27,0,3,3,1,0,Matches
1166,Matej Kovar,cz,GK,,Leverkusen,Bundesliga,24,2000,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1167,Mateusz Kowalski,pl,MF,,Parma,Serie A,19,2005,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1168,Caleb Kporha,eng,DF,,Crystal Palace,Premier League,18,2006,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1169,Emil Krafth,se,DF,,Newcastle Utd,Premier League,30,1994,2.7,3,1.12,2,0,0,1,0,0,0,0.00,2,0,0,1,0,0,Matches
1170,Alex Král,cz,MF,,Espanyol,La Liga,26,1998,15.4,18,1.17,15,0,0,2,0,1,0,0.00,15,0,0,2,0,1,Matches
1171,Andrej Kramarić,hr,MF,FW,Hoffenheim,Bundesliga,33,1991,12.0,40,3.33,30,6,1,2,1,0,4,0.33,30,6,1,2,1,0,Matches
1172,Frans Krätzig,de,DF,,Stuttgart,Bundesliga,21,2003,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1173,Ladislav Krejčí,cz,DF,,Girona,La Liga,25,1999,8.1,7,0.86,6,0,0,0,1,0,2,0.25,6,0,0,0,1,0,Matches
1174,Rasmus Kristensen,dk,DF,,Eint Frankfurt,Bundesliga,27,1997,10.4,23,2.21,22,0,0,0,1,0,1,0.10,22,0,0,0,1,0,Matches
1175,Thomas Kristensen,dk,DF,,Udinese,Serie A,22,2002,4.1,2,0.49,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0,Matches
1176,Nikola Krstović,me,FW,,Lecce,Serie A,24,2000,15.0,44,2.94,28,0,5,7,2,2,2,0.13,28,0,5,7,2,2,Matches
1177,Lukas Kübler,de,DF,,Freiburg,Bundesliga,32,1992,11.8,11,0.93,9,1,0,1,0,0,3,0.25,9,1,0,1,0,0,Matches
1178,Takefusa Kubo,jp,MF,FW,Real Sociedad,La Liga,23,2001,12.9,52,4.03,33,4,7,0,5,3,4,0.31,33,4,7,0,5,3,Matches
1179,Mohammed Kudus,gh,MF,FW,West Ham,Premier League,24,2000,10.0,45,4.50,33,0,8,2,0,2,1,0.10,33,0,8,2,0,2,Matches
1180,Dejan Kulusevski,se,MF,FW,Tottenham,Premier League,24,2000,13.7,75,5.49,56,9,6,1,3,0,5,0.37,56,9,6,1,3,0,Matches
1181,Sael Kumbedi,fr,DF,,Lyon,Ligue 1,19,2005,2.0,2,1.02,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0,Matches
1182,Marash Kumbulla,al,DF,,Espanyol,La Liga,24,2000,12.2,9,0.74,8,0,0,0,1,0,1,0.08,8,0,0,0,1,0,Matches
1183,Daler Kuzyaev,ru,MF,,Le Havre,Ligue 1,31,1993,5.7,4,0.70,2,1,1,0,0,0,0,0.00,2,1,1,0,0,0,Matches
1184,Khvicha Kvaratskhelia,ge,FW,MF,Napoli,Serie A,23,2001,12.1,51,4.23,36,9,2,1,3,0,6,0.50,36,9,2,1,3,0,Matches
1185,Moritz-Broni Kwarteng,gh,MF,FW,Bochum,Bundesliga,26,1998,1.9,9,4.68,7,0,1,1,0,0,0,0.00,7,0,1,1,0,0,Matches
1186,Giorgos Kyriakopoulos,gr,DF,,Monza,Serie A,28,1996,16.0,47,2.94,27,10,3,2,5,0,4,0.25,27,10,3,2,5,0,Matches
1187,Luca de la Torre,us,MF,,Celta Vigo,La Liga,26,1998,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1188,Rémy Labeau Lascary,gp,FW,MF,Lens,Ligue 1,21,2003,7.1,20,2.83,10,0,7,2,1,0,5,0.71,10,0,7,2,1,0,Matches
1189,Gaëtan Laborde,fr,FW,,Nice,Ligue 1,30,1994,4.3,9,2.08,6,0,0,2,1,0,2,0.46,6,0,0,2,1,0,Matches
1190,Nediljko Labrović,hr,GK,,Augsburg,Bundesliga,25,1999,14.0,1,0.07,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
1191,Alexandre Lacazette,fr,FW,,Lyon,Ligue 1,33,1991,10.5,33,3.13,25,0,3,3,2,0,4,0.38,25,0,3,3,2,0,Matches
1192,Maxence Lacroix,fr,DF,,Crystal Palace,Premier League,24,2000,13.0,15,1.15,13,1,0,1,0,0,3,0.23,13,1,0,1,0,0,Matches
1193,Alban Lafont,fr,GK,,Nantes,Ligue 1,25,1999,12.0,2,0.17,1,1,0,0,0,0,0,0.00,1,1,0,0,0,0,Matches
1194,Konrad Laimer,at,DF,,Bayern Munich,Bundesliga,27,1997,4.6,11,2.39,11,0,0,0,0,0,0,0.00,11,0,0,0,0,0,Matches
1195,Stefan Lainer,at,DF,,Gladbach,Bundesliga,32,1992,3.4,2,0.59,2,0,0,0,0,0,1,0.30,2,0,0,0,0,0,Matches
1196,Kenny Lala,mg,DF,,Brest,Ligue 1,33,1991,11.8,23,1.94,17,3,1,1,0,1,3,0.25,17,3,1,1,0,1,Matches
1197,Adam Lallana,eng,MF,,Southampton,Premier League,36,1988,3.5,7,2.00,6,0,0,0,1,0,2,0.57,6,0,0,0,1,0,Matches
1198,Mathis Lambourde,fr,FW,MF,Hellas Verona,Serie A,18,2006,0.4,2,4.39,1,0,1,0,0,0,1,2.20,1,0,1,0,0,0,Matches
1199,Mohamed Lamine Bayo,gn,FW,MF,Lille,Ligue 1,26,1998,2.4,8,3.36,5,0,0,3,0,0,1,0.42,5,0,0,3,0,0,Matches
1200,Tariq Lamptey,gh,DF,,Brighton,Premier League,24,2000,2.6,5,1.91,5,0,0,0,0,0,2,0.76,5,0,0,0,0,0,Matches
1201,Will Lankshear,eng,FW,,Tottenham,Premier League,19,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1202,Gianluca Lapadula,pe,FW,MF,Cagliari,Serie A,34,1990,2.7,10,3.73,4,0,1,5,0,0,0,0.00,4,0,1,5,0,0,Matches
1203,Cyle Larin,ca,FW,,Mallorca,La Liga,29,1995,10.0,13,1.30,8,0,0,3,2,0,2,0.20,8,0,0,3,2,0,Matches
1204,Gautier Larsonneur,fr,GK,,Saint-Étienne,Ligue 1,27,1997,15.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1205,Hugo Larsson,se,MF,,Eint Frankfurt,Bundesliga,20,2004,10.3,19,1.85,17,0,0,2,0,0,0,0.00,17,0,0,2,0,0,Matches
1206,Juanmi Latasa,es,FW,,Valladolid,La Liga,23,2001,5.8,10,1.72,7,0,0,2,1,0,0,0.00,7,0,0,2,1,0,Matches
1207,Toni Lato,es,DF,,Mallorca,La Liga,27,1997,2.9,11,3.76,9,1,0,0,0,1,1,0.34,9,1,0,0,0,1,Matches
1208,Roméo Lavia,be,MF,,Chelsea,Premier League,20,2004,5.3,10,1.89,10,0,0,0,0,0,2,0.38,10,0,0,0,0,0,Matches
1209,Valentino Lazaro,at,DF,,Torino,Serie A,28,1996,11.9,20,1.68,13,5,0,2,0,0,5,0.42,13,5,0,2,0,0,Matches
1210,Darko Lazović,rs,FW,MF,Hellas Verona,Serie A,34,1990,12.5,17,1.36,12,3,0,1,1,0,4,0.32,12,3,0,1,1,0,Matches
1211,Manuel Lazzari,it,DF,,Lazio,Serie A,31,1993,8.9,23,2.60,21,0,0,0,1,1,2,0.23,21,0,0,0,1,1,Matches
1212,Julien Le Cardinal,fr,DF,,Brest,Ligue 1,27,1997,8.8,8,0.91,6,0,0,0,1,1,2,0.23,6,0,0,0,1,1,Matches
1213,Jérémy Le Douaron,fr,FW,,Brest,Ligue 1,26,1998,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1214,Enzo Le Fée,fr,MF,,Roma,Serie A,24,2000,3.5,9,2.55,7,1,1,0,0,0,0,0.00,7,1,1,0,0,0,Matches
1215,Robin Le Normand,es,DF,,Atlético Madrid,La Liga,28,1996,7.1,2,0.28,1,0,0,1,0,0,0,0.00,1,0,0,1,0,0,Matches
1216,Nicola Leali,it,GK,,Genoa,Serie A,31,1993,9.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1217,Rafael Leão,pt,FW,,Milan,Serie A,25,1999,11.1,60,5.38,35,1,13,6,4,1,9,0.81,35,1,13,6,4,1,Matches
1218,Benjamin Lecomte,fr,GK,,Montpellier,Ligue 1,33,1991,12.0,4,0.33,4,0,0,0,0,0,0,0.00,4,0,0,0,0,0,Matches
1219,Pierre Lees-Melou,fr,MF,,Brest,Ligue 1,31,1993,3.9,11,2.83,8,0,0,2,1,0,1,0.26,8,0,0,2,1,0,Matches
1220,Jordan Lefort,fr,DF,,Angers,Ligue 1,31,1993,15.0,14,0.93,12,0,0,0,1,1,1,0.07,12,0,0,0,1,1,Matches
1221,Diogo Leite,pt,DF,,Union Berlin,Bundesliga,25,1999,12.1,12,0.99,8,2,1,0,1,0,0,0.00,8,2,1,0,1,0,Matches
1222,Maxim Leitsch,de,DF,,Mainz 05,Bundesliga,26,1998,6.1,7,1.14,6,0,0,1,0,0,0,0.00,6,0,0,1,0,0,Matches
1223,Florian Lejeune,fr,DF,,Rayo Vallecano,La Liga,33,1991,15.9,13,0.82,10,0,0,3,0,0,2,0.13,10,0,0,3,0,0,Matches
1224,Iñigo Lekue,es,DF,,Athletic Club,La Liga,31,1993,4.1,6,1.44,4,1,0,0,0,1,0,0.00,4,1,0,0,0,1,Matches
1225,Nunzio Lella,it,MF,,Venezia,Serie A,24,2000,0.1,1,15.00,0,0,0,0,1,0,0,0.00,0,0,0,0,1,0,Matches
1226,Thomas Lemar,fr,MF,,Atlético Madrid,La Liga,29,1995,0.1,1,12.86,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
1227,Félix Lemaréchal,fr,MF,FW,Strasbourg,Ligue 1,21,2003,3.1,7,2.27,7,0,0,0,0,0,2,0.65,7,0,0,0,0,0,Matches
1228,Mario Lemina,ga,MF,DF,Wolves,Premier League,31,1993,14.8,25,1.69,20,0,2,2,0,1,5,0.34,20,0,2,2,0,1,Matches
1229,Clément Lenglet,fr,DF,,Atlético Madrid,La Liga,29,1995,7.3,8,1.10,7,0,1,0,0,0,1,0.14,7,0,1,0,0,0,Matches
1230,Bernd Leno,de,GK,,Fulham,Premier League,32,1992,16.0,3,0.19,3,0,0,0,0,0,1,0.06,3,0,0,0,0,0,Matches
1231,Donovan Léon,gf,GK,,Auxerre,Ligue 1,32,1992,15.0,9,0.60,6,3,0,0,0,0,2,0.13,6,3,0,0,0,0,Matches
1232,Giovanni Leoni,it,DF,,Parma,Serie A,17,2006,3.1,1,0.32,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
1233,Esteban Lepaul,fr,FW,MF,Angers,Ligue 1,24,2000,2.5,3,1.22,2,0,0,1,0,0,1,0.41,2,0,0,1,0,0,Matches
1234,Johann Lepenant,fr,MF,,Nantes,Ligue 1,22,2002,9.7,19,1.95,16,0,2,1,0,0,4,0.41,16,0,2,1,0,0,Matches
1235,Jefferson Lerma,co,MF,,Crystal Palace,Premier League,30,1994,8.4,11,1.31,10,0,0,1,0,0,0,0.00,10,0,0,1,0,0,Matches
1236,Louis Leroux,fr,MF,FW,Nantes,Ligue 1,18,2006,0.2,3,15.00,2,0,0,0,0,1,1,5.00,2,0,0,0,0,1,Matches
1237,Robert Lewandowski,pl,FW,,Barcelona,La Liga,36,1988,15.4,33,2.14,22,0,4,4,3,0,1,0.06,22,0,4,4,3,0,Matches
1238,Jamie Leweling,de,FW,MF,Stuttgart,Bundesliga,23,2001,7.3,21,2.88,14,0,4,1,2,0,2,0.27,14,0,4,1,2,0,Matches
1239,Rico Lewis,eng,DF,MF,Manchester City,Premier League,20,2004,11.4,19,1.67,18,0,0,0,1,0,2,0.18,18,0,0,0,1,0,Matches
1240,Keane Lewis-Potter,eng,DF,FW,Brentford,Premier League,23,2001,13.3,27,2.03,18,0,3,1,4,1,5,0.38,18,0,3,1,4,1,Matches
1241,Myles Lewis-Skelly,eng,DF,,Arsenal,Premier League,18,2006,0.9,2,2.14,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0,Matches
1242,Ben Lhassine Kone,ci,MF,,Como,Serie A,24,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1243,Mattia Liberali,it,MF,,Milan,Serie A,17,2007,0.7,1,1.48,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
1244,Philipp Lienhart,at,DF,,Freiburg,Bundesliga,28,1996,13.2,5,0.38,4,0,0,0,0,1,0,0.00,4,0,0,0,0,1,Matches
1245,Matthijs de Ligt,nl,DF,,Manchester Utd,Premier League,25,1999,12.7,5,0.40,5,0,0,0,0,0,0,0.00,5,0,0,0,0,0,Matches
1246,Victor Lindelöf,se,DF,MF,Manchester Utd,Premier League,30,1994,0.7,2,2.90,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0,Matches
1247,Jesper Lindstrøm,dk,FW,,Everton,Premier League,24,2000,5.8,24,4.17,15,5,1,2,1,0,0,0.00,15,5,1,2,1,0,Matches
1248,Karol Linetty,pl,MF,,Torino,Serie A,29,1995,11.2,14,1.25,12,0,1,0,0,1,0,0.00,12,0,1,0,0,1,Matches
1249,Samuel Lino,br,MF,DF,Atlético Madrid,La Liga,24,1999,7.9,21,2.65,19,0,0,2,0,0,2,0.25,19,0,0,2,0,0,Matches
1250,Pol Lirola,es,DF,,Marseille,Ligue 1,27,1997,4.0,6,1.51,3,2,0,1,0,0,1,0.25,3,2,0,1,0,0,Matches
1251,Dailon Livramento,cv,FW,MF,Hellas Verona,Serie A,23,2001,5.5,10,1.83,5,0,2,1,1,1,3,0.55,5,0,2,1,1,1,Matches
1252,Valentino Livramento,eng,DF,,Newcastle Utd,Premier League,22,2002,12.6,16,1.27,16,0,0,0,0,0,0,0.00,16,0,0,0,0,0,Matches
1253,Javier Llabrés,es,FW,,Mallorca,La Liga,22,2002,0.6,3,4.74,2,0,0,1,0,0,0,0.00,2,0,0,1,0,0,Matches
1254,Diego Llorente,es,DF,,Betis,La Liga,31,1993,15.6,10,0.64,7,0,0,1,1,1,2,0.13,7,0,0,1,1,1,Matches
1255,Marcos Llorente,es,DF,MF,Atlético Madrid,La Liga,29,1995,10.1,24,2.38,21,1,1,1,0,0,4,0.40,21,1,1,1,0,0,Matches
1256,Gautier Lloris,fr,DF,,Le Havre,Ligue 1,29,1995,15.0,7,0.47,7,0,0,0,0,0,1,0.07,7,0,0,0,0,0,Matches
1257,Giovani Lo Celso,ar,MF,,Betis,La Liga,28,1996,8.7,56,6.45,38,15,0,0,3,0,5,0.58,38,15,0,0,3,0,Matches
1258,Stanislav Lobotka,sk,MF,,Napoli,Serie A,30,1994,11.0,24,2.19,21,1,0,1,0,1,4,0.36,21,1,0,1,0,1,Matches
1259,Manuel Locatelli,it,MF,,Juventus,Serie A,26,1998,12.3,36,2.92,32,2,0,0,0,2,4,0.32,32,2,0,0,0,2,Matches
1260,Ruben Loftus-Cheek,eng,MF,,Milan,Serie A,28,1996,7.6,27,3.57,21,0,2,1,3,0,2,0.26,21,0,2,1,3,0,Matches
1261,Enzo Loiodice,fr,MF,,Las Palmas,La Liga,24,2000,3.0,6,2.02,2,3,0,0,1,0,0,0.00,2,3,0,0,1,0,Matches
1262,Sean Longstaff,eng,MF,,Newcastle Utd,Premier League,27,1997,7.6,14,1.83,12,0,1,1,0,0,2,0.26,12,0,1,1,0,0,Matches
1263,Ademola Lookman,ng,FW,MF,Atalanta,Serie A,27,1997,9.7,72,7.44,39,15,10,6,2,0,10,1.03,39,15,10,6,2,0,Matches
1264,David López,es,DF,,Girona,La Liga,35,1989,15.4,11,0.71,9,0,0,2,0,0,1,0.06,9,0,0,2,0,0,Matches
1265,Diego López,es,MF,FW,Valencia,La Liga,22,2002,12.4,25,2.02,21,1,1,1,1,0,1,0.08,21,1,1,1,1,0,Matches
1266,Fer López,,FW,,Celta Vigo,La Liga,,,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1267,Fermin López,es,MF,FW,Barcelona,La Liga,21,2003,3.7,4,1.08,3,0,0,0,0,1,0,0.00,3,0,0,0,0,1,Matches
1268,Javi López,es,DF,,Real Sociedad,La Liga,22,2002,9.6,8,0.84,4,1,1,0,2,0,1,0.10,4,1,1,0,2,0,Matches
1269,Roberto López,es,MF,,Leganés,La Liga,24,2000,4.0,13,3.27,6,5,1,0,0,1,1,0.25,6,5,1,0,0,1,Matches
1270,Unai López,es,MF,,Rayo Vallecano,La Liga,29,1995,8.2,19,2.30,17,2,0,0,0,0,0,0.00,17,2,0,0,0,0,Matches
1271,Iker Losada,es,MF,FW,Betis,La Liga,23,2001,3.7,8,2.14,7,0,0,1,0,0,0,0.00,7,0,0,1,0,0,Matches
1272,Anthony Losilla,fr,MF,,Bochum,Bundesliga,38,1986,9.7,18,1.86,17,0,0,0,1,0,1,0.10,17,0,0,0,1,0,Matches
1273,Jordan Lotomba,ch,MF,DF,Nice,Ligue 1,26,1998,0.4,2,5.14,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0,Matches
1274,Tom Louchet,fr,DF,MF,Nice,Ligue 1,21,2003,5.3,18,3.37,14,0,1,1,0,2,0,0.00,14,0,1,1,0,2,Matches
1275,Sandi Lovrić,si,MF,,Udinese,Serie A,26,1998,10.2,36,3.53,25,5,2,3,1,0,6,0.59,25,5,2,3,1,0,Matches
1276,Pol Lozano,es,MF,,Espanyol,La Liga,25,1999,9.1,18,1.94,12,5,0,0,0,1,1,0.11,12,5,0,0,0,1,Matches
1277,Lorenzo Lucca,it,FW,,Udinese,Serie A,24,2000,11.3,13,1.15,9,0,1,3,0,0,1,0.09,9,0,1,3,0,0,Matches
1278,Jhon Lucumí,co,DF,,Bologna,Serie A,26,1998,10.4,15,1.45,14,0,0,0,0,1,2,0.19,14,0,0,0,0,1,Matches
1279,Yannik Lührs,de,DF,,Dortmund,Bundesliga,21,2003,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1280,José Luis Gayà,es,DF,,Valencia,La Liga,29,1995,3.6,9,2.50,8,0,1,0,0,0,2,0.56,8,0,1,0,0,0,Matches
1281,José Luis Palomino,ar,DF,,Cagliari,Serie A,34,1990,3.2,3,0.95,3,0,0,0,0,0,0,0.00,3,0,0,0,0,0,Matches
1282,Douglas Luiz,br,MF,,Juventus,Serie A,26,1998,3.3,12,3.62,7,4,0,1,0,0,0,0.00,7,4,0,1,0,0,Matches
1283,Romelu Lukaku,be,FW,,Napoli,Serie A,31,1993,11.6,22,1.89,18,0,0,2,2,0,4,0.34,18,0,0,2,2,0,Matches
1284,Castello Lukeba,fr,DF,,RB Leipzig,Bundesliga,22,2002,8.1,9,1.11,8,0,1,0,0,0,1,0.12,8,0,1,0,0,0,Matches
1285,Dodi Lukebakio,be,FW,,Sevilla,La Liga,27,1997,15.1,40,2.65,18,5,11,3,2,1,1,0.07,18,5,11,3,2,1,Matches
1286,Saša Lukić,rs,MF,,Fulham,Premier League,28,1996,9.7,18,1.85,13,3,0,1,0,1,0,0.00,13,3,0,1,0,1,Matches
1287,Milos Lukovic,rs,FW,MF,Strasbourg,Ligue 1,19,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1288,Joe Lumley,eng,GK,,Southampton,Premier League,29,1995,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1289,Daniel Luna,co,MF,,Mallorca,La Liga,21,2003,0.2,1,4.50,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
1290,Andriy Lunin,ua,GK,,Real Madrid,La Liga,25,1999,3.0,1,0.33,1,0,0,0,0,0,1,0.33,1,0,0,0,0,0,Matches
1291,Massimo Luongo,au,MF,,Ipswich Town,Premier League,32,1992,1.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1292,Sebastiano Luperto,it,DF,,Cagliari,Serie A,28,1996,16.0,19,1.19,14,0,0,5,0,0,3,0.19,14,0,0,5,0,0,Matches
1293,Zito Luvumbo,ao,FW,MF,Cagliari,Serie A,22,2002,11.0,23,2.08,15,1,3,1,3,0,2,0.18,15,1,3,1,3,0,Matches
1294,Charalambos Lykogiannis,gr,DF,,Bologna,Serie A,31,1993,4.6,12,2.59,7,5,0,0,0,0,1,0.22,7,5,0,0,0,0,Matches
1295,Senne Lynen,be,MF,,Werder Bremen,Bundesliga,25,1999,12.6,14,1.11,12,0,0,1,0,1,0,0.00,12,0,0,1,0,1,Matches
1296,Othmane Maamma,ma,FW,MF,Montpellier,Ligue 1,19,2005,0.7,1,1.53,1,0,0,0,0,0,1,1.53,1,0,0,0,0,0,Matches
1297,Ian Maatsen,nl,DF,,Aston Villa,Premier League,22,2002,3.2,22,6.80,16,2,1,2,0,1,4,1.24,16,2,1,2,0,1,Matches
1298,Alexis Mac Allister,ar,MF,,Liverpool,Premier League,25,1998,11.0,44,4.02,35,5,1,1,1,1,3,0.27,35,5,1,1,1,1,Matches
1299,Deiver Machado,co,DF,MF,Lens,Ligue 1,31,1993,6.0,17,2.82,9,2,1,4,0,1,2,0.33,9,2,1,4,0,1,Matches
1300,Shuto Machino,jp,FW,MF,Holstein Kiel,Bundesliga,25,1999,7.0,21,2.99,18,2,0,1,0,0,3,0.43,18,2,0,1,0,0,Matches
1301,Darwin Machís,ve,FW,MF,Valladolid,La Liga,31,1993,3.4,4,1.18,1,2,0,1,0,0,0,0.00,1,2,0,1,0,0,Matches
1302,Yvann Macon,fr,DF,,Saint-Étienne,Ligue 1,26,1998,3.2,4,1.26,4,0,0,0,0,0,0,0.00,4,0,0,0,0,0,Matches
1303,James Maddison,eng,MF,,Tottenham,Premier League,28,1996,11.4,60,5.28,42,7,4,3,4,0,13,1.14,42,7,4,3,4,0,Matches
1304,Eros Maddy,nl,DF,,Auxerre,Ligue 1,23,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1305,Noni Madueke,eng,FW,,Chelsea,Premier League,22,2002,11.4,40,3.52,27,0,5,5,2,1,7,0.62,27,0,5,5,2,1,Matches
1306,Pablo Maffeo,es,DF,,Mallorca,La Liga,27,1997,11.2,30,2.68,21,4,3,1,0,1,2,0.18,21,4,3,1,0,1,Matches
1307,Gabriel Magalhães,br,DF,,Arsenal,Premier League,26,1997,13.1,15,1.15,12,0,0,2,1,0,1,0.08,12,0,0,2,1,0,Matches
1308,Soungoutou Magassa,fr,MF,,Monaco,Ligue 1,21,2003,6.3,8,1.28,8,0,0,0,0,0,0,0.00,8,0,0,0,0,0,Matches
1309,Edmond-Paris Maghoma,eng,MF,,Brentford,Premier League,23,2001,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1310,Giangiacomo Magnani,it,DF,,Hellas Verona,Serie A,29,1995,10.4,4,0.39,2,1,0,1,0,0,0,0.00,2,1,0,1,0,0,Matches
1311,Hugo Magnetti,fr,MF,,Brest,Ligue 1,26,1998,11.3,14,1.24,13,1,0,0,0,0,3,0.26,13,1,0,0,0,0,Matches
1312,Frank Magri,cm,FW,MF,Toulouse,Ligue 1,25,1999,3.9,9,2.29,4,0,1,3,1,0,0,0.00,4,0,1,3,1,0,Matches
1313,Harry Maguire,eng,DF,,Manchester Utd,Premier League,31,1993,5.0,4,0.80,4,0,0,0,0,0,0,0.00,4,0,0,0,0,0,Matches
1314,Jon Magunacelaya,es,MF,,Real Sociedad,La Liga,24,2000,0.1,1,12.86,1,0,0,0,0,0,1,12.86,1,0,0,0,0,0,Matches
1315,Arne Maier,de,MF,,Augsburg,Bundesliga,25,1999,4.9,23,4.70,11,10,0,2,0,0,2,0.41,11,10,0,2,0,0,Matches
1316,Mike Maignan,fr,GK,,Milan,Serie A,29,1995,15.0,3,0.20,3,0,0,0,0,0,0,0.00,3,0,0,0,0,0,Matches
1317,Patrick Mainka,de,DF,,Heidenheim,Bundesliga,30,1994,14.0,11,0.79,10,0,0,1,0,0,1,0.07,10,0,0,1,0,0,Matches
1318,Kobbie Mainoo,eng,MF,,Manchester Utd,Premier League,19,2005,9.1,13,1.43,11,0,1,0,1,0,1,0.11,11,0,1,0,1,0,Matches
1319,Ainsley Maitland-Niles,eng,DF,MF,Lyon,Ligue 1,27,1997,11.4,21,1.85,18,1,1,0,0,1,3,0.26,18,1,1,0,0,1,Matches
1320,Radosław Majecki,pl,GK,,Monaco,Ligue 1,25,1999,7.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1321,Lovro Majer,hr,MF,,Wolfsburg,Bundesliga,26,1998,1.6,3,1.86,1,1,0,1,0,0,1,0.62,1,1,0,1,0,0,Matches
1322,Jordy Makengo,fr,DF,MF,Freiburg,Bundesliga,23,2001,0.8,3,3.70,2,1,0,0,0,0,0,0.00,2,1,0,0,0,0,Matches
1323,Antoine Makoumbou,cg,MF,,Cagliari,Serie A,26,1998,8.4,8,0.95,7,0,0,1,0,0,3,0.36,7,0,0,1,0,0,Matches
1324,Nikola Maksimović,rs,DF,,Montpellier,Ligue 1,33,1991,5.7,8,1.39,6,2,0,0,0,0,0,0.00,6,2,0,0,0,0,Matches
1325,Tyrell Malacia,nl,DF,,Manchester Utd,Premier League,25,1999,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1326,Julián Malatini,ar,DF,,Werder Bremen,Bundesliga,23,2001,4.8,3,0.63,2,0,0,1,0,0,2,0.42,2,0,0,1,0,0,Matches
1327,Daniel Maldini,it,MF,,Monza,Serie A,23,2001,11.0,30,2.73,16,3,3,4,4,0,4,0.36,16,3,3,4,4,0,Matches
1328,Youssef Maleh,ma,MF,,Empoli,Serie A,26,1998,9.5,15,1.58,12,0,1,1,1,0,1,0.11,12,0,1,1,1,0,Matches
1329,Donyell Malen,nl,FW,MF,Dortmund,Bundesliga,25,1999,6.0,9,1.51,6,0,2,1,0,0,2,0.33,6,0,2,1,0,0,Matches
1330,Ruslan Malinovskyi,ua,MF,FW,Genoa,Serie A,31,1993,2.5,8,3.21,4,1,0,2,1,0,0,0.00,4,1,0,2,1,0,Matches
1331,Lennard Maloney,us,MF,,Heidenheim,Bundesliga,25,1999,8.4,7,0.83,6,0,0,1,0,0,0,0.00,6,0,0,1,0,0,Matches
1332,Giorgi Mamardashvili,ge,GK,,Valencia,La Liga,24,2000,14.0,4,0.29,2,2,0,0,0,0,0,0.00,2,2,0,0,0,0,Matches
1333,Dennis Man,ro,FW,MF,Parma,Serie A,26,1998,13.9,60,4.32,44,7,5,2,1,1,6,0.43,44,7,5,2,1,1,Matches
1334,Hianga Mananga Mbock,fr,MF,,Brest,Ligue 1,24,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1335,Gianluca Mancini,it,DF,,Roma,Serie A,28,1996,14.4,20,1.39,18,0,0,1,1,0,1,0.07,18,0,0,1,1,0,Matches
