Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
618,Jeremy Doku,be,FW,MF,Manchester City,Premier League,22,2002,6.9,28,4.08,22,1,4,1,0,0,3,0.44,22,1,4,1,0,0,Matches
619,Marc Domenech,es,FW,,Mallorca,La Liga,18,2006,1.3,1,0.79,0,0,0,1,0,0,0,0.00,0,0,0,1,0,0,Matches
620,Álex Domínguez,es,GK,,Toulouse,Ligue 1,26,1998,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
621,Benjamín Domínguez,ar,FW,,Bologna,Serie A,21,2003,2.6,7,2.70,6,0,1,0,0,0,1,0.39,6,0,1,0,0,0,Matches
622,Carlos Dominguez,es,DF,,Celta Vigo,La Liga,23,2001,3.8,2,0.52,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0,Matches
623,Israel Domínguez,es,FW,,Sevilla,La Liga,21,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
624,Nicolás Domínguez,ar,MF,FW,Nott'ham Forest,Premier League,26,1998,8.7,11,1.27,7,1,0,2,1,0,0,0.00,7,1,0,2,1,0,Matches
625,Sergi Dominguez,es,DF,,Barcelona,La Liga,19,2005,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
626,Gianluigi Donnarumma,it,GK,,Paris S-G,Ligue 1,25,1999,11.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
627,Patrick Dorgu,dk,FW,DF,Lecce,Serie A,20,2004,14.4,39,2.70,22,0,4,3,9,1,4,0.28,22,0,4,3,9,1,Matches
628,Alfie Dorrington,eng,DF,,Tottenham,Premier League,19,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
629,Niklas Dorsch,de,MF,,Augsburg,Bundesliga,26,1998,0.4,1,2.81,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
630,Niklas Dorsch,de,MF,,Heidenheim,Bundesliga,26,1998,6.2,13,2.10,6,4,0,0,1,2,0,0.00,6,4,0,0,1,2,Matches
631,Alberto Dossena,it,DF,,Como,Serie A,26,1998,11.6,6,0.52,4,0,1,1,0,0,1,0.09,4,0,1,1,0,0,Matches
632,Abdoulaye Doucouré,ml,MF,,Everton,Premier League,31,1993,10.9,25,2.29,23,0,0,1,0,1,1,0.09,23,0,0,1,0,1,Matches
633,Cheick Doucouré,ml,MF,,Crystal Palace,Premier League,24,2000,2.7,5,1.82,3,0,0,2,0,0,2,0.73,3,0,0,2,0,0,Matches
634,Désiré Doué,fr,FW,MF,Paris S-G,Ligue 1,19,2005,5.7,31,5.46,23,0,5,2,1,0,7,1.23,23,0,5,2,1,0,Matches
635,Guela Doué,ci,DF,,Strasbourg,Ligue 1,22,2002,14.0,21,1.50,14,1,1,3,1,1,2,0.14,14,1,1,3,1,1,Matches
636,Douglas,br,MF,,Nantes,Ligue 1,27,1997,12.4,19,1.53,16,1,1,1,0,0,2,0.16,16,1,1,1,0,0,Matches
637,Ismaël Doukouré,fr,MF,DF,Strasbourg,Ligue 1,21,2003,11.8,13,1.10,11,0,0,0,1,1,3,0.25,11,0,0,0,1,1,Matches
638,Issa Doumbia,ci,MF,,Venezia,Serie A,21,2003,2.3,5,2.16,4,0,0,0,0,1,1,0.43,4,0,0,0,0,1,Matches
639,Kamory Doumbia,ml,MF,FW,Brest,Ligue 1,21,2003,6.2,20,3.23,15,2,0,0,1,2,2,0.32,15,2,0,0,1,2,Matches
640,Amidou Doumbouya,fr,DF,,Nice,Ligue 1,17,2007,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
641,Anastasios Douvikas,gr,FW,,Celta Vigo,La Liga,25,1999,7.0,11,1.57,5,0,2,1,3,0,1,0.14,5,0,2,1,3,0,Matches
642,Artem Dovbyk,ua,FW,,Roma,Serie A,27,1997,12.8,21,1.64,15,0,4,2,0,0,3,0.23,15,0,4,2,0,0,Matches
643,Flynn Downes,eng,MF,,Southampton,Premier League,25,1999,13.5,23,1.70,19,2,0,1,0,1,1,0.07,19,2,0,1,0,1,Matches
644,Tommy Doyle,eng,MF,,Wolves,Premier League,23,2001,3.7,14,3.81,9,3,1,1,0,0,2,0.54,9,3,1,1,0,0,Matches
645,Radu Drăgușin,ro,DF,,Tottenham,Premier League,22,2002,8.0,3,0.38,3,0,0,0,0,0,1,0.13,3,0,0,0,0,0,Matches
646,Patrick Drewes,de,GK,,Bochum,Bundesliga,31,1993,14.0,2,0.14,1,1,0,0,0,0,0,0.00,1,1,0,0,0,0,Matches
647,Tim Drexler,de,DF,,Hoffenheim,Bundesliga,19,2005,4.0,6,1.51,6,0,0,0,0,0,1,0.25,6,0,0,0,0,0,Matches
648,Domingos Duarte,pt,DF,,Getafe,La Liga,29,1995,3.0,1,0.33,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
649,Martin Dúbravka,sk,GK,,Newcastle Utd,Premier League,35,1989,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
650,Marvin Ducksch,de,FW,,Werder Bremen,Bundesliga,30,1994,12.8,48,3.76,31,15,0,2,0,0,7,0.55,31,15,0,2,0,0,Matches
651,Ondrej Duda,sk,MF,,Hellas Verona,Serie A,30,1994,8.9,29,3.25,13,8,2,3,3,0,5,0.56,13,8,2,3,3,0,Matches
652,Denzel Dumfries,nl,DF,FW,Inter,Serie A,28,1996,7.3,17,2.32,12,1,0,1,3,0,3,0.41,12,1,0,1,3,0,Matches
653,Alfred Duncan,gh,MF,,Venezia,Serie A,31,1993,8.8,22,2.49,17,4,0,1,0,0,2,0.23,17,4,0,1,0,0,Matches
654,Lewis Dunk,eng,DF,,Brighton,Premier League,33,1991,11.0,11,1.00,10,0,0,1,0,0,1,0.09,10,0,0,1,0,0,Matches
655,Jhon Durán,co,FW,,Aston Villa,Premier League,21,2003,5.5,14,2.56,7,0,0,3,2,2,1,0.18,7,0,0,3,2,2,Matches
656,Pablo Durán,es,FW,MF,Celta Vigo,La Liga,23,2001,2.9,9,3.14,7,0,1,1,0,0,1,0.35,7,0,1,1,0,0,Matches
657,Julien Duranville,be,FW,MF,Dortmund,Bundesliga,18,2006,0.6,2,3.40,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0,Matches
658,Hugo Duro,es,FW,,Valencia,La Liga,25,1999,11.6,16,1.38,11,0,0,2,3,0,2,0.17,11,0,0,2,3,0,Matches
659,Jean-Kevin Duverne,ht,DF,,Nantes,Ligue 1,27,1997,6.0,5,0.84,3,0,1,0,1,0,0,0.00,3,0,1,0,1,0,Matches
660,Paulo Dybala,ar,FW,MF,Roma,Serie A,31,1993,8.7,46,5.31,27,10,1,4,4,0,2,0.23,27,10,1,4,4,0,Matches
661,Stefan Džodić,rs,DF,,Montpellier,Ligue 1,19,2005,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
662,Adam Dźwigała,pl,MF,DF,St. Pauli,Bundesliga,29,1995,1.2,2,1.71,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0,Matches
663,Aron Dønnum,no,DF,MF,Toulouse,Ligue 1,26,1998,12.0,20,1.67,12,3,1,2,2,0,4,0.33,12,3,1,2,2,0,Matches
664,Enzo Ebosse,cm,DF,,Udinese,Serie A,25,1999,1.0,3,3.00,2,0,1,0,0,0,0,0.00,2,0,1,0,0,0,Matches
665,Ederson,br,GK,,Manchester City,Premier League,31,1993,13.0,3,0.23,3,0,0,0,0,0,1,0.08,3,0,0,0,0,0,Matches
666,Éderson,br,MF,,Atalanta,Serie A,25,1999,14.8,42,2.84,30,1,5,3,1,2,6,0.41,30,1,5,3,1,2,Matches
667,George Edmundson,eng,DF,,Ipswich Town,Premier League,27,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
668,Odsonne Édouard,fr,MF,FW,Crystal Palace,Premier League,26,1998,1.3,1,0.78,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
669,Odsonne Édouard,fr,FW,,Leicester City,Premier League,26,1998,0.3,2,6.21,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0,Matches
670,Samuel Edozie,eng,DF,FW,Southampton,Premier League,21,2003,0.7,4,5.54,3,0,0,0,1,0,0,0.00,3,0,0,0,1,0,Matches
671,Ronnie Edwards,eng,DF,,Southampton,Premier League,21,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
672,Johannes Eggestein,de,FW,,St. Pauli,Bundesliga,26,1998,12.6,29,2.29,26,0,0,1,1,1,2,0.16,26,0,0,1,1,1,Matches
673,Maximilian Eggestein,de,MF,,Freiburg,Bundesliga,28,1996,12.4,24,1.94,19,0,1,1,2,1,2,0.16,19,0,1,1,2,1,Matches
674,Kingsley Ehizibue,nl,DF,,Udinese,Serie A,29,1995,14.4,24,1.67,18,2,0,2,1,1,2,0.14,18,2,0,2,1,1,Matches
675,Chidera Ejuke,ng,FW,MF,Sevilla,La Liga,26,1998,6.0,30,4.98,17,4,7,0,2,0,1,0.17,17,4,7,0,2,0,Matches
676,Jeff Ekhator,it,FW,MF,Genoa,Serie A,18,2006,4.0,14,3.52,10,0,0,2,2,0,2,0.50,10,0,0,2,2,0,Matches
677,Hugo Ekitike,fr,FW,,Eint Frankfurt,Bundesliga,22,2002,10.5,39,3.72,25,0,6,6,2,0,5,0.48,25,0,6,6,2,0,Matches
678,Jurgen Ekkelenkamp,nl,MF,,Udinese,Serie A,24,2000,6.7,13,1.95,10,2,0,1,0,0,3,0.45,10,2,0,1,0,0,Matches
679,Jacques Ekomie,ga,DF,,Angers,Ligue 1,21,2003,3.2,3,0.93,2,0,0,0,0,1,1,0.31,2,0,0,0,0,1,Matches
680,Emmanuel Ekong,se,MF,FW,Empoli,Serie A,22,2002,1.9,5,2.62,2,0,3,0,0,0,0,0.00,2,0,3,0,0,0,Matches
681,Caleb Ekuban,gh,FW,,Genoa,Serie A,30,1994,2.3,2,0.86,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0,Matches
682,Pierre Ekwah Elimby,fr,MF,DF,Saint-Étienne,Ligue 1,22,2002,11.7,13,1.11,13,0,0,0,0,0,1,0.09,13,0,0,0,0,0,Matches
683,Anthony Elanga,se,FW,,Nott'ham Forest,Premier League,22,2002,9.1,30,3.29,17,8,0,1,4,0,3,0.33,17,8,0,1,4,0,Matches
684,Mikael Ellertsson,is,DF,MF,Venezia,Serie A,22,2002,10.6,24,2.27,17,0,2,2,2,1,2,0.19,17,0,2,2,2,1,Matches
685,Harvey Elliott,eng,DF,FW,Liverpool,Premier League,21,2003,0.2,2,8.57,0,2,0,0,0,0,0,0.00,0,2,0,0,0,0,Matches
686,Elif Elmas,mk,MF,,RB Leipzig,Bundesliga,25,1999,0.5,1,2.05,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
687,Aritz Elustondo,es,DF,,Real Sociedad,La Liga,30,1994,3.1,4,1.28,4,0,0,0,0,0,0,0.00,4,0,0,0,0,0,Matches
688,Nico Elvedi,ch,DF,,Gladbach,Bundesliga,28,1996,7.5,6,0.80,5,0,0,1,0,0,2,0.27,5,0,0,1,0,0,Matches
689,Adri Embarba,es,FW,MF,Rayo Vallecano,La Liga,32,1992,8.3,23,2.78,12,7,1,0,3,0,1,0.12,12,7,1,0,3,0,Matches
690,Breel Embolo,ch,FW,,Monaco,Ligue 1,27,1997,8.1,15,1.86,12,0,1,1,1,0,2,0.25,12,0,1,1,1,0,Matches
691,Emanuel Emegha,nl,FW,,Strasbourg,Ligue 1,21,2003,8.7,14,1.62,11,0,1,0,2,0,1,0.12,11,0,1,0,2,0,Matches
692,Emerson,br,DF,,Milan,Serie A,25,1999,11.5,23,2.00,21,0,0,1,1,0,1,0.09,21,0,0,1,1,0,Matches
693,Yunus Emre Konak,tr,MF,FW,Brentford,Premier League,18,2006,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
694,Julio Enciso,py,MF,FW,Brighton,Premier League,20,2004,1.5,11,7.33,5,1,3,0,2,0,0,0.00,5,1,3,0,2,0,Matches
695,Wataru Endo,jp,MF,,Liverpool,Premier League,31,1993,0.3,1,3.91,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
696,Endrick,br,FW,,Real Madrid,La Liga,18,2006,1.0,3,2.87,1,0,1,0,1,0,2,1.91,1,0,1,0,1,0,Matches
697,Yannik Engelhardt,de,MF,,Como,Serie A,23,2001,6.6,12,1.81,9,1,1,0,1,0,0,0.00,9,1,1,0,1,0,Matches
698,Arne Engels,be,MF,FW,Augsburg,Bundesliga,21,2003,0.9,1,1.14,0,0,0,1,0,0,0,0.00,0,0,0,1,0,0,Matches
699,Christian Eriksen,dk,MF,,Manchester Utd,Premier League,32,1992,5.6,25,4.43,16,9,0,0,0,0,5,0.89,16,9,0,0,0,0,Matches
700,Martin Erlic,hr,DF,,Bologna,Serie A,26,1998,2.5,2,0.81,1,0,0,0,1,0,1,0.41,1,0,0,0,1,0,Matches
701,Patrick Erras,de,DF,,Holstein Kiel,Bundesliga,29,1995,9.2,8,0.87,8,0,0,0,0,0,0,0.00,8,0,0,0,0,0,Matches
702,Alfonso Espino,uy,DF,,Rayo Vallecano,La Liga,32,1992,3.4,3,0.89,0,3,0,0,0,0,0,0.00,0,3,0,0,0,0,Matches
703,Sebastiano Esposito,it,FW,MF,Empoli,Serie A,22,2002,8.4,21,2.50,13,1,1,4,2,0,4,0.48,13,1,1,4,2,0,Matches
704,Samuel Essende,cd,FW,,Augsburg,Bundesliga,26,1998,7.4,15,2.03,8,1,0,3,3,0,1,0.14,8,1,0,3,3,0,Matches
705,Dario Essugo,pt,MF,,Las Palmas,La Liga,19,2005,10.1,19,1.89,13,0,2,3,1,0,1,0.10,13,0,2,3,1,0,Matches
706,Nahuel Estévez,ar,MF,,Parma,Serie A,29,1995,4.0,7,1.77,6,0,0,1,0,0,0,0.00,6,0,0,1,0,0,Matches
707,Pervis Estupiñán,ec,DF,,Brighton,Premier League,26,1998,10.8,28,2.59,17,9,0,2,0,0,3,0.28,17,9,0,2,0,0,Matches
708,Evanilson,br,FW,,Bournemouth,Premier League,25,1999,12.3,36,2.92,20,0,2,6,8,0,6,0.49,20,0,2,6,8,0,Matches
709,Jonny Evans,nir,DF,,Manchester Utd,Premier League,36,1988,3.2,2,0.62,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0,Matches
710,Eberechi Eze,eng,MF,FW,Crystal Palace,Premier League,26,1998,12.0,54,4.51,29,12,4,6,3,0,3,0.25,29,12,4,6,3,0,Matches
711,Abde Ezzalzouli,ma,FW,MF,Betis,La Liga,23,2001,13.4,43,3.20,27,0,7,5,3,1,3,0.22,27,0,7,5,3,1,Matches
712,Giovanni Fabbian,it,MF,,Bologna,Serie A,21,2003,4.7,5,1.07,1,0,0,2,1,1,0,0.00,1,0,0,2,1,1,Matches
713,Łukasz Fabiański,pl,GK,,West Ham,Premier League,39,1985,8.5,3,0.35,2,1,0,0,0,0,0,0.00,2,1,0,0,0,0,Matches
714,Alieu Fadera,gm,FW,,Como,Serie A,23,2001,11.0,30,2.74,19,0,5,3,3,0,4,0.36,19,0,5,3,3,0,Matches
715,Wout Faes,be,DF,,Leicester City,Premier League,26,1998,13.5,4,0.30,2,0,0,1,0,1,0,0.00,2,0,0,1,0,1,Matches
716,Nicolò Fagioli,it,MF,,Juventus,Serie A,23,2001,6.2,10,1.62,8,0,0,2,0,0,1,0.16,8,0,0,2,0,0,Matches
717,Romain Faivre,fr,FW,MF,Brest,Ligue 1,26,1998,5.4,17,3.14,11,3,1,0,1,1,2,0.37,11,3,1,0,1,1,Matches
718,Wladimiro Falcone,it,GK,,Lecce,Serie A,29,1995,16.0,4,0.25,3,1,0,0,0,0,1,0.06,3,1,0,0,0,0,Matches
719,Davide Faraoni,it,DF,MF,Hellas Verona,Serie A,33,1991,0.5,1,2.14,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
720,Abdul Fatawu Issahaku,gh,FW,,Leicester City,Premier League,20,2004,6.4,17,2.64,10,0,2,1,4,0,3,0.47,10,0,2,1,4,0,Matches
721,Ansu Fati,es,FW,,Barcelona,La Liga,22,2002,1.4,4,2.83,3,0,0,1,0,0,0,0.00,3,0,0,1,0,0,Matches
722,Khalil Fayad,fr,MF,FW,Montpellier,Ligue 1,20,2004,2.8,8,2.83,7,0,0,0,1,0,1,0.35,7,0,0,0,1,0,Matches
723,Jacopo Fazzini,it,MF,,Empoli,Serie A,21,2003,6.1,17,2.80,9,1,2,2,3,0,2,0.33,9,1,2,2,3,0,Matches
724,Peter Federico,do,MF,FW,Getafe,La Liga,22,2002,2.8,4,1.42,2,0,0,1,1,0,0,0.00,2,0,0,1,1,0,Matches
725,Nabil Fekir,fr,MF,,Betis,La Liga,31,1993,2.0,12,6.00,9,2,0,0,0,1,1,0.50,9,2,0,0,0,1,Matches
726,Mattia Felici,it,MF,FW,Cagliari,Serie A,23,2001,1.7,9,5.23,4,1,4,0,0,0,1,0.58,4,1,4,0,0,0,Matches
727,João Félix,pt,FW,MF,Chelsea,Premier League,25,1999,3.3,12,3.61,10,0,1,1,0,0,1,0.30,10,0,1,1,0,0,Matches
728,Kiko Femenía,es,DF,,Villarreal,La Liga,33,1991,14.3,25,1.75,21,2,1,0,0,1,2,0.14,21,2,1,0,0,1,Matches
729,Evan Ferguson,ie,FW,,Brighton,Premier League,20,2004,2.5,3,1.22,2,0,1,0,0,0,0,0.00,2,0,1,0,0,0,Matches
730,Lewis Ferguson,sct,MF,,Bologna,Serie A,25,1999,0.6,2,3.33,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0,Matches
731,Zinedine Ferhat,dz,FW,MF,Angers,Ligue 1,31,1993,2.5,8,3.14,4,3,1,0,0,0,0,0.00,4,3,1,0,0,0,Matches
732,Bruno Fernandes,pt,MF,FW,Manchester Utd,Premier League,30,1994,14.9,68,4.57,53,7,3,1,3,1,6,0.40,53,7,3,1,3,1,Matches
733,Edimilson Fernandes,ch,MF,,Brest,Ligue 1,28,1996,4.7,4,0.85,3,0,0,0,0,1,0,0.00,3,0,0,0,0,1,Matches
734,Mateus Fernandes,pt,MF,,Southampton,Premier League,20,2004,12.7,24,1.89,17,2,1,3,0,1,3,0.24,17,2,1,3,0,1,Matches
735,Álvaro Fernández,es,GK,,Sevilla,La Liga,26,1998,6.3,2,0.32,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0,Matches
736,Enzo Fernández,ar,MF,,Chelsea,Premier League,23,2001,11.8,48,4.07,37,5,0,2,0,4,11,0.93,37,5,0,2,0,4,Matches
737,Valery Fernández,es,MF,FW,Mallorca,La Liga,25,1999,2.4,2,0.82,1,0,0,0,0,1,1,0.41,1,0,0,0,0,1,Matches
738,Matias Fernandez-Pardo,be,FW,,Lille,Ligue 1,19,2005,4.8,11,2.31,8,2,0,0,1,0,3,0.63,8,2,0,0,1,0,Matches
739,Jordan Ferri,fr,MF,,Montpellier,Ligue 1,32,1992,8.8,17,1.93,15,0,0,1,1,0,3,0.34,15,0,0,1,1,0,Matches
740,Karol Fila,pl,MF,,Strasbourg,Ligue 1,26,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
741,Kilian Fischer,de,DF,,Wolfsburg,Bundesliga,24,2000,11.2,10,0.89,8,1,0,1,0,0,1,0.09,8,1,0,1,0,0,Matches
742,Mark Flekken,nl,GK,,Brentford,Premier League,31,1993,16.0,2,0.12,0,2,0,0,0,0,1,0.06,0,2,0,0,0,0,Matches
743,Mateo Flores,es,MF,,Betis,La Liga,20,2004,1.2,1,0.85,1,0,0,0,0,0,0,0.00,1,0,0,0,0,0,Matches
744,Phil Foden,eng,MF,FW,Manchester City,Premier League,24,2000,8.0,45,5.63,27,11,2,3,2,0,3,0.37,27,11,2,3,2,0,Matches
745,Malick Fofana,be,FW,,Lyon,Ligue 1,19,2005,9.0,26,2.87,19,0,2,1,4,0,5,0.55,19,0,2,1,4,0,Matches
746,Wesley Fofana,fr,DF,,Chelsea,Premier League,24,2000,11.3,11,0.98,9,1,1,0,0,0,0,0.00,9,1,1,0,0,0,Matches
747,Yahia Fofana,ci,GK,,Angers,Ligue 1,24,2000,15.0,1,0.07,0,1,0,0,0,0,0,0.00,0,1,0,0,0,0,Matches
748,Youssouf Fofana,fr,MF,,Milan,Serie A,25,1999,12.6,22,1.74,21,0,0,0,0,1,2,0.16,21,0,0,0,0,1,Matches
749,Jonas Föhrenbach,de,DF,,Heidenheim,Bundesliga,28,1996,13.6,24,1.76,21,0,1,1,1,0,2,0.15,21,0,1,1,1,0,Matches
750,Michael Folorunsho,it,FW,MF,Napoli,Serie A,26,1998,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
751,Lamine Fomba,fr,MF,,Saint-Étienne,Ligue 1,26,1998,0.8,2,2.57,2,0,0,0,0,0,0,0.00,2,0,0,0,0,0,Matches
752,Carlos Forbs,pt,MF,FW,Wolves,Premier League,20,2004,2.3,4,1.76,3,0,1,0,0,0,1,0.44,3,0,1,0,0,0,Matches
753,Pablo Fornals,es,MF,FW,Betis,La Liga,28,1996,10.6,53,5.01,45,5,2,1,0,0,4,0.38,45,5,2,1,0,0,Matches
754,Omari Forson,eng,MF,FW,Monza,Serie A,20,2004,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
755,Fraser Forster,eng,GK,,Tottenham,Premier League,36,1988,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
756,Héctor Fort,es,DF,,Barcelona,La Liga,18,2006,3.1,7,2.29,6,1,0,0,0,0,0,0.00,6,1,0,0,0,0,Matches
757,Dimitri Foulquier,fr,DF,,Valencia,La Liga,31,1993,8.1,10,1.23,4,2,1,2,0,1,0,0.00,4,2,1,2,0,1,Matches
758,Alejandro Francés,es,DF,,Girona,La Liga,22,2002,6.2,9,1.45,8,0,0,1,0,0,1,0.16,8,0,0,1,0,0,Matches
759,Przemysław Frankowski,pl,DF,,Lens,Ligue 1,29,1995,10.5,32,3.04,27,4,0,0,1,0,4,0.38,27,4,0,0,1,0,Matches
760,Enric Franquesa,es,DF,FW,Leganés,La Liga,27,1997,6.8,6,0.88,4,0,0,1,0,1,0,0.00,4,0,0,1,0,1,Matches
761,Ryan Fraser,sct,FW,DF,Southampton,Premier League,30,1994,3.4,5,1.49,5,0,0,0,0,0,0,0.00,5,0,0,0,0,0,Matches
762,Davide Frattesi,it,MF,,Inter,Serie A,25,1999,6.5,7,1.08,6,0,1,0,0,0,1,0.15,6,0,1,0,0,0,Matches
763,Morten Frendrup,dk,MF,,Genoa,Serie A,23,2001,14.5,21,1.45,19,0,0,0,0,2,0,0.00,19,0,0,0,0,2,Matches
764,Martin Frese,dk,DF,,Hellas Verona,Serie A,26,1998,3.7,7,1.87,5,2,0,0,0,0,0,0.00,5,2,0,0,0,0,Matches
765,Remo Freuler,ch,MF,,Bologna,Serie A,32,1992,14.7,33,2.24,31,0,0,0,0,2,1,0.07,31,0,0,0,0,2,Matches
766,Marco Friedl,at,DF,,Werder Bremen,Bundesliga,26,1998,11.4,2,0.18,1,1,0,0,0,0,0,0.00,1,1,0,0,0,0,Matches
767,Marvin Friedrich,de,DF,,Gladbach,Bundesliga,29,1995,6.6,3,0.45,2,0,0,1,0,0,1,0.15,2,0,0,1,0,0,Matches
768,Jeremie Frimpong,nl,DF,MF,Leverkusen,Bundesliga,24,2000,11.0,31,2.81,26,0,2,0,1,2,6,0.54,26,0,2,0,1,2,Matches
769,Jorge de Frutos,es,MF,FW,Rayo Vallecano,La Liga,27,1997,12.3,32,2.61,28,0,2,0,2,0,3,0.24,28,0,2,0,2,0,Matches
770,Darío Fuentes,es,DF,,Sevilla,La Liga,21,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
771,Chris Führich,de,FW,MF,Stuttgart,Bundesliga,26,1998,7.5,34,4.51,27,1,2,4,0,0,3,0.40,27,1,2,4,0,0,Matches
772,Angelo Fulgini,fr,MF,FW,Lens,Ligue 1,28,1996,6.5,26,4.01,22,3,0,1,0,0,2,0.31,22,3,0,1,0,0,Matches
773,Niclas Füllkrug,de,FW,,West Ham,Premier League,31,1993,1.3,4,3.19,4,0,0,0,0,0,0,0.00,4,0,0,0,0,0,Matches
774,Manuel Fuster,es,FW,MF,Las Palmas,La Liga,27,1997,3.3,17,5.10,14,3,0,0,0,0,1,0.30,14,3,0,0,0,0,Matches
775,Matteo Gabbia,it,DF,,Milan,Serie A,25,1999,7.7,5,0.65,2,1,0,0,1,1,2,0.26,2,1,0,0,1,1,Matches
776,Alessandro Gabrielloni,it,FW,MF,Como,Serie A,30,1994,1.1,6,5.24,4,0,0,1,1,0,1,0.87,4,0,0,1,1,0,Matches
777,Gianluca Gaetano,it,MF,FW,Cagliari,Serie A,24,2000,5.6,21,3.78,13,2,2,3,1,0,1,0.18,13,2,2,3,1,0,Matches
778,Roberto Gagliardini,it,MF,DF,Monza,Serie A,30,1994,1.1,3,2.84,1,1,0,0,1,0,0,0.00,1,1,0,0,1,0,Matches
779,Cody Gakpo,nl,FW,,Liverpool,Premier League,25,1999,7.7,28,3.65,20,0,1,4,2,1,1,0.13,20,0,1,4,2,1,Matches
780,Javi Galán,es,DF,,Atlético Madrid,La Liga,30,1994,6.5,16,2.45,14,1,1,0,0,0,4,0.61,14,1,1,0,0,0,Matches
781,Iñigo Ruiz de Galarreta,es,MF,,Athletic Club,La Liga,31,1993,9.1,27,2.96,24,2,1,0,0,0,2,0.22,24,2,1,0,0,0,Matches
782,Conor Gallagher,eng,MF,,Atlético Madrid,La Liga,24,2000,8.3,10,1.20,6,0,2,0,2,0,1,0.12,6,0,2,0,2,0,Matches
783,Antonino Gallo,it,DF,,Lecce,Serie A,24,2000,12.3,34,2.76,26,6,1,0,1,0,2,0.16,26,6,1,0,1,0,Matches
784,Gauthier Gallon,fr,GK,,Rennes,Ligue 1,31,1993,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
785,Cristian Gamboa,cr,DF,,Bochum,Bundesliga,35,1989,1.3,6,4.46,4,0,0,0,2,0,0,0.00,4,0,0,0,2,0,Matches
786,Idrissa Gana Gueye,sn,MF,,Everton,Premier League,35,1989,11.9,26,2.19,21,0,0,2,2,1,0,0.00,21,0,0,2,2,1,Matches
787,Ignatius Ganago,cm,FW,MF,Nantes,Ligue 1,25,1999,1.8,6,3.42,4,0,1,1,0,0,1,0.57,4,0,1,1,0,0,Matches
788,Aleix García,es,MF,,Leverkusen,Bundesliga,27,1997,5.2,23,4.42,13,8,0,2,0,0,4,0.77,13,8,0,2,0,0,Matches
789,Álvaro García,es,MF,FW,Rayo Vallecano,La Liga,32,1992,10.3,44,4.26,34,0,2,2,4,2,1,0.10,34,0,2,2,4,2,Matches
790,Eric García,es,MF,DF,Barcelona,La Liga,23,2001,5.8,10,1.71,8,0,0,2,0,0,4,0.69,8,0,0,2,0,0,Matches
791,Fran Garcia,es,DF,,Real Madrid,La Liga,25,1999,8.5,15,1.76,13,0,0,2,0,0,0,0.00,13,0,0,2,0,0,Matches
792,Joan García,es,GK,,Espanyol,La Liga,23,2001,16.0,3,0.19,2,1,0,0,0,0,0,0.00,2,1,0,0,0,0,Matches
