Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
34,Ola Aina,ng,DF,,Torino,Serie A,24,1996,16.0,27,19,11,10,6,15,23,65.2,8,17,3,14,28,55,30
35,Rayan Aït-Nouri,dz,DF,MF,Wolves,Premier League,20,2001,20.3,64,36,46,15,3,22,44,50.0,22,24,2,22,22,86,39
36,Kristoffer Ajer,no,DF,,Brentford,Premier League,23,1998,22.2,29,18,21,6,2,13,21,61.9,8,19,11,8,26,55,74
37,Ludovic Ajorque,fr,FW,,Strasbourg,Ligue 1,27,1994,30.4,36,25,5,19,12,7,40,17.5,33,28,3,25,8,44,31
38,Manuel Akanji,ch,DF,,Dortmund,Bundesliga,26,1995,25.1,33,23,20,11,2,22,32,68.8,10,26,15,11,35,68,58
39,Carlos Akapo,gq,DF,,Cádiz,La Liga,28,1993,20.5,43,31,26,15,2,21,37,56.8,16,26,7,19,51,94,61
40,Marley Aké,fr,FW,MF,Juventus,Serie A,20,2001,0.9,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0
41,Nathan Aké,nl,DF,,Manchester City,Premier League,26,1995,10.3,16,9,7,8,1,6,8,75.0,2,7,5,2,8,24,23
42,Ilias Akhomach,ma,FW,,Barcelona,La Liga,17,2004,1.4,2,0,0,1,1,0,0,,0,0,0,0,0,2,0
43,Maghnes Akliouche,fr,MF,FW,Monaco,Ligue 1,19,2002,0.6,2,0,0,2,0,0,1,0.0,1,2,0,2,0,2,0
44,Paul Akouokou,ci,MF,,Betis,La Liga,23,1997,5.7,14,9,5,7,2,8,12,66.7,4,6,0,6,11,25,6
45,Jean-Daniel Akpa-Akpro,ci,MF,,Lazio,Serie A,28,1992,3.5,17,10,7,9,1,7,12,58.3,5,4,2,2,2,19,6
46,Kevin Akpoguma,ng,DF,FW,Hoffenheim,Bundesliga,26,1995,17.0,33,19,16,11,6,16,28,57.1,12,32,2,30,20,53,29
47,David Alaba,at,DF,,Real Madrid,La Liga,29,1992,29.4,23,13,15,6,2,9,19,47.4,10,26,15,11,22,45,70
48,Sofiane Alakouch,ma,DF,MF,Metz,Ligue 1,23,1998,1.8,7,4,3,4,0,2,5,40.0,3,4,0,4,1,8,4
49,Tomás Alarcón,cl,MF,,Cádiz,La Liga,22,1999,15.8,31,20,17,10,4,10,31,32.3,21,19,7,12,30,61,31
50,Lucas Alario,ar,FW,,Leverkusen,Bundesliga,28,1992,7.3,6,5,0,2,4,2,5,40.0,3,5,0,5,1,7,6
51,Jordi Alba,es,DF,,Barcelona,La Liga,32,1989,29.4,47,34,12,26,9,27,47,57.4,20,26,6,20,33,80,41
52,Josué Albert,gf,DF,,Clermont Foot,Ligue 1,29,1992,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,2
53,Luis Alberto,es,MF,,Lazio,Serie A,28,1992,26.1,29,17,8,11,10,8,52,15.4,44,32,4,28,13,42,7
54,Raúl Albiol,es,DF,,Villarreal,La Liga,35,1985,27.4,26,15,20,5,1,14,18,77.8,4,24,15,9,21,47,126
55,Marc Albrighton,eng,FW,DF,Leicester City,Premier League,31,1989,12.6,31,19,16,9,6,10,47,21.3,37,15,3,12,14,45,20
56,Paco Alcácer,es,FW,,Villarreal,La Liga,27,1993,8.7,9,3,2,4,3,1,5,20.0,4,7,0,7,6,15,1
57,Thiago Alcántara,es,MF,,Liverpool,Premier League,30,1991,17.0,48,29,14,24,10,10,42,23.8,32,22,2,20,26,74,13
58,Rubén Alcaraz,es,MF,,Cádiz,La Liga,30,1991,12.3,41,20,14,24,3,22,45,48.9,23,10,2,8,13,54,14
59,Omar Alderete,py,DF,,Valencia,La Liga,24,1996,26.7,53,34,34,17,2,34,53,64.2,19,30,18,12,35,88,153
60,Iván Alejo,es,MF,FW,Cádiz,La Liga,26,1995,11.8,33,15,21,10,2,15,44,34.1,29,12,0,12,8,41,17
61,Doğan Alemdar,tr,GK,,Rennes,Ligue 1,18,2002,12.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9
62,Carles Aleñá,es,MF,,Getafe,La Liga,23,1998,25.8,27,19,11,13,3,9,48,18.8,39,21,2,19,15,42,16
63,Trent Alexander-Arnold,eng,DF,,Liverpool,Premier League,22,1998,31.7,40,23,19,13,8,27,60,45.0,33,22,4,18,43,83,40
64,Mohamed Ali Cho,fr,FW,,Angers,Ligue 1,17,2004,20.4,10,5,1,4,5,5,17,29.4,12,17,1,16,8,18,0
65,Alisson,br,GK,,Liverpool,Premier League,28,1992,36.0,3,1,3,0,0,3,5,60.0,2,1,0,1,0,3,28
66,Allan,br,MF,,Everton,Premier League,30,1991,24.3,74,44,28,39,7,34,105,32.4,71,40,9,31,23,97,39
67,Jim Allevinah,ga,FW,,Clermont Foot,Ligue 1,26,1995,16.5,18,13,8,8,2,5,18,27.8,13,11,0,11,6,24,4
68,Dele Alli,eng,MF,,Tottenham,Premier League,25,1996,7.3,14,8,10,3,1,5,17,29.4,12,22,5,17,6,20,16
69,Dele Alli,eng,MF,FW,Everton,Premier League,25,1996,3.8,7,2,3,4,0,0,4,0.0,4,7,2,5,6,13,10
70,Miguel Almirón,py,MF,FW,Newcastle Utd,Premier League,27,1994,19.1,47,29,23,17,7,11,44,25.0,33,14,1,13,20,67,13
71,Marcos Alonso,es,DF,,Chelsea,Premier League,30,1990,24.1,41,29,20,12,9,17,36,47.2,19,29,5,24,43,84,53
72,Giorgio Altare,it,DF,,Cagliari,Serie A,22,1998,16.3,39,28,18,18,3,21,26,80.8,5,17,5,12,30,69,70
73,Hugo Álvarez,es,FW,,Celta Vigo,La Liga,18,2003,0.1,1,0,1,0,0,0,0,,0,0,0,0,0,1,1
74,Yeray Álvarez,es,DF,,Athletic Club,La Liga,26,1995,20.7,24,14,15,8,1,10,18,55.6,8,21,16,5,45,69,97
75,Dani Alves,br,DF,,Barcelona,La Liga,38,1983,12.2,30,19,13,13,4,14,26,53.8,12,10,3,7,11,41,10
76,Steven Alzate,co,MF,,Brighton,Premier League,22,1998,4.5,10,4,4,5,1,4,7,57.1,3,2,1,1,10,20,10
77,Ibrahim Amadou,fr,DF,MF,Metz,Ligue 1,28,1993,9.0,16,8,10,6,0,8,15,53.3,7,4,2,2,14,30,26
78,Emmanuel Amankwaa Akurugu,gh,DF,,Getafe,La Liga,19,2001,0.9,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0
79,Daniel Amartey,gh,DF,,Leicester City,Premier League,26,1994,23.6,26,13,19,7,0,19,29,65.5,10,30,22,8,21,47,93
80,Amath,sn,FW,MF,Mallorca,La Liga,25,1996,9.8,21,11,11,6,4,7,17,41.2,10,12,0,12,7,28,7
81,Jordan Amavi,fr,DF,,Nice,Ligue 1,27,1994,4.6,16,10,8,7,1,10,17,58.8,7,3,1,2,15,31,7
82,Jordan Amavi,fr,DF,FW,Marseille,Ligue 1,27,1994,1.4,6,5,3,1,2,5,10,50.0,5,1,0,1,1,7,3
83,Wisdom Amey,it,DF,,Bologna,Serie A,15,2005,0.8,3,2,1,1,1,2,3,66.7,1,2,0,2,3,6,1
84,Kelvin Amian,fr,DF,,Spezia,Serie A,23,1998,29.4,66,42,43,18,5,30,41,73.2,11,39,21,18,32,98,75
85,Nadiem Amiri,de,MF,FW,Genoa,Serie A,24,1996,7.6,6,4,2,2,2,2,9,22.2,7,7,0,7,0,6,0
86,Nadiem Amiri,de,MF,FW,Leverkusen,Bundesliga,24,1996,4.1,8,4,3,2,3,4,8,50.0,4,4,2,2,5,13,0
87,Ethan Ampadu,wls,MF,DF,Venezia,Serie A,20,2000,25.4,67,43,37,27,3,24,58,41.4,34,49,19,30,51,118,76
88,Sofyan Amrabat,ma,MF,,Fiorentina,Serie A,24,1996,10.5,24,13,9,13,2,11,19,57.9,8,25,8,17,5,29,6
89,Joachim Andersen,dk,DF,,Crystal Palace,Premier League,25,1996,32.4,30,23,21,9,0,16,27,59.3,11,29,19,10,37,67,125
90,Felipe Anderson,br,FW,,Lazio,Serie A,28,1993,32.1,71,45,30,33,8,27,99,27.3,72,65,6,59,20,91,16
91,Sebastian Andersson,se,FW,,Köln,Bundesliga,30,1991,14.0,11,7,0,3,8,3,9,33.3,6,8,0,8,3,14,14
92,Florin Andone,ro,FW,,Cádiz,La Liga,28,1993,2.0,1,1,1,0,0,0,1,0.0,1,2,0,2,0,1,1
93,Andrés Andrade Cedeño,pa,DF,,Arminia,Bundesliga,22,1998,11.6,27,16,18,8,1,17,35,48.6,18,16,7,9,19,46,44
94,Benjamin André,fr,MF,,Lille,Ligue 1,30,1990,30.6,123,69,49,65,9,51,113,45.1,62,49,11,38,50,173,56
95,Fredrik André Bjørkan,no,DF,,Hertha BSC,Bundesliga,22,1998,3.9,12,10,7,4,1,7,9,77.8,2,6,2,4,6,18,8
96,Marcos André,br,FW,MF,Valencia,La Liga,24,1996,10.8,15,11,4,6,5,5,16,31.3,11,15,0,15,7,22,13
97,Robert Andrich,de,MF,,Leverkusen,Bundesliga,26,1994,20.2,33,17,18,14,1,14,28,50.0,14,19,7,12,31,64,46
98,José Ángel,es,DF,,Osasuna,La Liga,31,1989,12.0,20,13,9,9,2,9,14,64.3,5,6,1,5,10,30,21
99,Angeliño,es,DF,,RB Leipzig,Bundesliga,24,1997,25.5,28,21,14,13,1,14,30,46.7,16,24,3,21,29,57,40
100,Ebenezer Annan,gh,DF,,Bologna,Serie A,18,2002,0.3,1,1,1,0,0,0,0,,0,0,0,0,1,2,1
101,Cristian Ansaldi,ar,DF,,Torino,Serie A,34,1986,7.7,20,9,11,7,2,10,13,76.9,3,9,1,8,6,26,10
102,Janis Antiste,fr,FW,,Spezia,Serie A,18,2002,8.8,18,11,6,6,6,5,13,38.5,8,7,1,6,4,22,6
103,Waldemar Anton,de,DF,,Stuttgart,Bundesliga,25,1996,28.8,40,26,22,15,3,19,32,59.4,13,27,16,11,32,72,116
104,Josep Antoni Gayá,es,DF,,Mallorca,La Liga,21,2000,0.6,0,0,0,0,0,0,0,,0,1,0,1,1,1,3
105,Michail Antonio,jm,FW,,West Ham,Premier League,31,1990,33.0,23,17,5,9,9,7,18,38.9,11,19,1,18,3,26,13
106,Christopher Antwi-Adjei,gh,FW,MF,Bochum,Bundesliga,27,1994,12.6,21,18,7,8,6,6,26,23.1,20,12,0,12,1,22,8
107,Houssem Aouar,dz,MF,FW,Lyon,Ligue 1,23,1998,27.8,46,30,9,25,12,27,54,50.0,27,26,1,25,20,66,5
108,Adil Aouchiche,fr,MF,FW,Saint-Étienne,Ligue 1,19,2002,12.0,13,6,5,5,3,5,33,15.2,28,18,1,17,17,30,4
109,Dennis Appiah,fr,DF,,Nantes,Ligue 1,29,1992,23.3,55,34,35,18,2,28,48,58.3,20,30,13,17,27,82,74
110,Mauro Arambarri,uy,MF,,Getafe,La Liga,25,1995,29.6,62,37,19,32,11,20,68,29.4,48,35,5,30,32,94,18
111,Mattia Aramu,it,MF,FW,Venezia,Serie A,26,1995,23.3,20,15,5,9,6,8,33,24.2,25,20,2,18,8,28,19
112,Charles Aránguiz,cl,MF,,Leverkusen,Bundesliga,32,1989,17.5,45,25,18,21,6,22,52,42.3,30,24,4,20,33,78,21
113,Néstor Araujo,mx,DF,,Celta Vigo,La Liga,29,1991,29.1,22,14,17,5,0,9,21,42.9,12,17,10,7,27,49,105
114,Ronald Araújo,uy,DF,,Barcelona,La Liga,22,1999,25.2,41,23,29,12,0,21,25,84.0,4,37,20,17,23,64,66
115,Cameron Archer,eng,FW,MF,Aston Villa,Premier League,20,2001,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
116,Alphonse Areola,fr,GK,,West Ham,Premier League,28,1993,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
117,Jesús Areso,es,DF,,Osasuna,La Liga,22,1999,2.1,3,3,2,1,0,0,2,0.0,2,0,0,0,0,3,2
118,Matias Arezo,uy,FW,MF,Granada,La Liga,18,2002,1.8,5,3,2,1,2,4,9,44.4,5,1,0,1,1,6,1
119,Santiago Arias,co,DF,,Granada,La Liga,29,1992,4.9,12,5,8,3,1,4,9,44.4,5,8,4,4,5,17,10
120,Adam Armstrong,eng,FW,,Southampton,Premier League,24,1997,15.7,10,4,2,2,6,0,6,0.0,6,13,1,12,3,13,6
121,Stuart Armstrong,sct,MF,,Southampton,Premier League,29,1992,16.4,27,19,15,6,6,9,23,39.1,14,10,1,9,8,35,15
122,Marko Arnautović,at,FW,,Bologna,Serie A,32,1989,29.9,17,9,1,11,5,7,30,23.3,23,13,2,11,7,24,17
123,Maximilian Arnold,de,MF,,Wolfsburg,Bundesliga,27,1994,33.3,37,20,19,16,2,20,50,40.0,30,43,15,28,37,74,55
124,Kepa Arrizabalaga,es,GK,,Chelsea,Premier League,26,1994,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4
125,Tolgay Arslan,de,MF,,Udinese,Serie A,30,1990,18.4,35,20,15,16,4,19,50,38.0,31,17,4,13,13,48,23
126,Santiago Arzamendia,py,MF,,Cádiz,La Liga,23,1998,5.2,14,6,6,5,3,6,13,46.2,7,6,0,6,4,18,7
127,Takuma Asano,jp,FW,MF,Bochum,Bundesliga,26,1994,17.9,11,6,3,6,2,5,19,26.3,14,14,1,13,7,18,7
128,Santiago Ascacíbar,ar,MF,,Hertha BSC,Bundesliga,24,1997,26.4,93,54,50,37,6,38,89,42.7,51,31,6,25,41,134,42
129,Sergio Asenjo,es,GK,,Villarreal,La Liga,32,1989,6.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,6
130,Alejandro Asensio,es,FW,,Rayo Vallecano,La Liga,20,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
131,Marco Asensio,es,FW,MF,Real Madrid,La Liga,25,1996,19.2,12,8,6,4,2,4,18,22.2,14,8,1,7,12,24,6
132,Harrison Ashby,sct,DF,,West Ham,Premier League,19,2001,0.1,0,0,0,0,0,0,0,,0,1,0,1,1,1,1
133,Kristoffer Askildsen,no,MF,,Sampdoria,Serie A,20,2001,8.4,18,6,7,11,0,9,19,47.4,10,14,7,7,15,33,15
134,Fisnik Asllani,xk,MF,FW,Hoffenheim,Bundesliga,18,2002,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
135,Kristjan Asllani,al,MF,,Empoli,Serie A,19,2002,15.0,18,9,9,8,1,11,29,37.9,18,16,7,9,19,37,15
136,Iago Aspas,es,FW,,Celta Vigo,La Liga,33,1987,34.3,14,7,1,5,8,4,24,16.7,20,23,2,21,11,25,19
137,Lorenz Assignon,tg,DF,,Rennes,Ligue 1,21,2000,6.8,15,10,11,3,1,5,9,55.6,4,3,1,2,11,26,19
138,Simon Asta,de,DF,,Greuther Fürth,Bundesliga,20,2001,8.7,13,6,4,5,4,4,8,50.0,4,14,2,12,8,21,16
139,Youcef Atal,dz,DF,,Nice,Ligue 1,25,1996,12.7,29,19,17,10,2,14,25,56.0,11,13,2,11,32,61,21
140,Pierre-Emerick Aubameyang,ga,FW,,Arsenal,Premier League,32,1989,11.5,11,5,6,4,1,3,10,30.0,7,12,1,11,0,11,4
141,Pierre-Emerick Aubameyang,ga,FW,,Barcelona,La Liga,32,1989,12.0,2,2,0,1,1,0,5,0.0,5,9,1,8,2,4,4
142,Emil Audero,it,GK,,Sampdoria,Serie A,24,1997,28.4,3,1,3,0,0,3,5,60.0,2,0,0,0,2,5,17
143,Tommaso Augello,it,DF,,Sampdoria,Serie A,26,1994,26.6,36,20,22,8,6,17,29,58.6,12,19,4,15,29,65,68
144,Jean-Kévin Augustin,fr,FW,MF,Nantes,Ligue 1,24,1997,0.9,1,0,0,0,1,0,3,0.0,3,1,0,1,0,1,0
145,Ludwig Augustinsson,se,DF,FW,Sevilla,La Liga,27,1994,8.8,18,14,11,3,4,8,13,61.5,5,10,3,7,5,23,21
146,Serge Aurier,ci,DF,,Villarreal,La Liga,28,1992,11.2,14,9,11,2,1,4,7,57.1,3,14,7,7,11,25,25
147,Ezequiel Ávila,ar,FW,MF,Osasuna,La Liga,27,1994,20.8,17,7,6,7,4,7,21,33.3,14,14,2,12,13,30,15
148,Taiwo Awoniyi,ng,FW,,Union Berlin,Bundesliga,23,1997,24.2,11,7,3,6,2,1,9,11.1,8,11,2,9,2,13,29
149,Ramzi Aya,it,DF,,Salernitana,Serie A,30,1990,1.5,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,4
150,Jordan Ayew,gh,FW,,Crystal Palace,Premier League,29,1991,22.4,47,30,20,20,7,17,31,54.8,14,33,3,30,15,62,15
151,Kaan Ayhan,tr,DF,,Sassuolo,Serie A,26,1994,15.0,20,12,14,6,0,7,15,46.7,8,20,14,6,13,33,57
152,Luke Ayling,eng,DF,,Leeds United,Premier League,29,1991,25.2,74,42,46,23,5,51,97,52.6,46,46,25,21,28,102,52
153,Karim Azamoum,fr,DF,,Troyes,Ligue 1,31,1990,4.3,6,5,4,2,0,3,5,60.0,2,4,2,2,1,7,10
154,Sardar Azmoun,ir,FW,MF,Leverkusen,Bundesliga,26,1995,4.0,3,1,0,2,1,0,5,0.0,5,2,0,2,0,3,8
155,César Azpilicueta,es,DF,,Chelsea,Premier League,31,1989,23.0,51,28,18,27,6,16,35,45.7,19,32,9,23,23,74,65
156,Iddrisu Baba,gh,MF,,Mallorca,La Liga,25,1996,21.5,57,30,31,23,3,25,43,58.1,18,19,5,14,24,81,34
157,Carlos Bacca,co,FW,,Granada,La Liga,34,1986,5.7,4,4,2,0,2,0,3,0.0,3,5,0,5,1,5,5
158,Daniel Bachmann,at,GK,,Watford,Premier League,27,1994,12.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5
159,Loïc Bade,fr,DF,,Rennes,Ligue 1,21,2000,10.9,6,5,4,2,0,3,5,60.0,2,12,10,2,12,18,48
160,Milan Badelj,hr,MF,,Genoa,Serie A,32,1989,31.6,64,37,25,30,9,34,80,42.5,46,39,7,32,85,149,43
161,Édgar Badía,es,GK,,Elche,La Liga,29,1992,24.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,16
162,Benoît Badiashile,fr,DF,,Monaco,Ligue 1,20,2001,20.4,36,19,21,15,0,14,23,60.9,9,18,12,6,28,64,68
163,Youssouph Badji,sn,FW,MF,Brest,Ligue 1,19,2001,1.5,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,0
164,Miguel Baeza,es,DF,,Celta Vigo,La Liga,21,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
165,Nicola Bagnolini,it,GK,,Bologna,Serie A,17,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
166,Issa Bah,lu,FW,,Venezia,Serie A,19,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
167,Stéphane Bahoken,cm,FW,,Angers,Ligue 1,29,1992,12.2,13,8,2,7,4,1,9,11.1,8,15,0,15,3,16,3
168,Leon Bailey,jm,FW,MF,Aston Villa,Premier League,23,1997,8.5,17,11,6,8,3,6,13,46.2,7,10,1,9,1,18,2
169,Eric Bailly,ci,DF,,Manchester Utd,Premier League,27,1994,2.4,5,4,4,0,1,3,4,75.0,1,4,2,2,3,8,11
170,Dénys Bain,fr,DF,,Brest,Ligue 1,28,1993,2.0,3,3,1,2,0,1,1,100.0,0,3,1,2,3,6,5
171,Stefan Bajic,fr,GK,,Saint-Étienne,Ligue 1,19,2001,5.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,4
172,Nedim Bajrami,al,MF,FW,Empoli,Serie A,22,1999,22.8,21,14,5,13,3,4,14,28.6,10,11,0,11,3,24,8
173,Cédric Bakambu,cd,FW,,Marseille,Ligue 1,30,1991,4.0,2,0,1,0,1,0,3,0.0,3,2,0,2,0,2,1
174,Abdoulaye Bakayoko,fr,DF,,Saint-Étienne,Ligue 1,18,2002,3.4,15,9,13,2,0,8,12,66.7,4,5,4,1,12,27,15
175,Tiemoué Bakayoko,fr,MF,,Milan,Serie A,26,1994,5.6,19,13,9,7,3,5,16,31.3,11,8,1,7,9,28,10
176,Mitchel Bakker,nl,DF,,Leverkusen,Bundesliga,21,2000,20.2,33,22,16,12,5,20,34,58.8,14,13,2,11,23,56,42
177,Ridle Baku,de,DF,FW,Wolfsburg,Bundesliga,23,1998,27.2,62,37,30,24,8,25,65,38.5,40,43,1,42,21,83,52
178,Dilane Bakwa,fr,FW,MF,Bordeaux,Ligue 1,18,2002,0.5,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,1
179,Tommaso Baldanzi,it,FW,,Empoli,Serie A,18,2003,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0
180,Alejandro Balde,es,DF,FW,Barcelona,La Liga,17,2003,2.1,2,1,1,0,1,0,0,,0,2,2,0,1,3,1
181,Ibrahima Baldé,fr,FW,MF,Lens,Ligue 1,18,2003,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
182,Keita Baldé,sn,FW,,Cagliari,Serie A,26,1995,13.7,8,4,1,5,2,1,10,10.0,9,6,0,6,4,12,6
183,Gareth Bale,wls,FW,,Real Madrid,La Liga,32,1989,3.1,2,1,1,0,1,1,4,25.0,3,2,0,2,2,4,1
184,Mikel Balenziaga,es,DF,,Athletic Club,La Liga,33,1988,22.5,33,24,15,15,3,25,43,58.1,18,27,4,23,21,54,79
185,Leonardo Balerdi,ar,DF,,Marseille,Ligue 1,22,1999,10.6,9,6,9,0,0,5,14,35.7,9,11,4,7,19,28,30
186,Iván Balliu,al,DF,,Rayo Vallecano,La Liga,29,1992,35.0,45,22,25,11,9,19,31,61.3,12,24,5,19,39,84,64
187,Fodé Ballo-Touré,sn,DF,,Milan,Serie A,24,1997,5.0,18,14,5,13,0,4,9,44.4,5,6,2,4,3,21,5
188,Folarin Balogun,us,FW,,Arsenal,Premier League,20,2001,0.8,1,1,0,0,1,0,0,,0,1,0,1,0,1,1
189,Abdoulaye Bamba,ci,DF,FW,Angers,Ligue 1,31,1990,5.1,6,5,6,0,0,4,11,36.4,7,5,1,4,9,15,13
190,Jonathan Bamba,ci,MF,FW,Lille,Ligue 1,25,1996,27.0,30,12,13,9,8,13,36,36.1,23,24,1,23,21,51,10
191,Patrick Bamford,eng,FW,,Leeds United,Premier League,27,1993,6.2,1,0,0,1,0,0,3,0.0,3,8,2,6,2,3,8
192,Filippo Bandinelli,it,MF,,Empoli,Serie A,26,1995,21.7,33,20,10,17,6,15,31,48.4,16,22,5,17,10,43,37
193,Mattia Bani,it,DF,,Genoa,Serie A,27,1993,13.5,23,13,17,6,0,14,18,77.8,4,19,11,8,20,43,76
194,Simon Banza,cd,FW,,Lens,Ligue 1,24,1996,1.4,2,1,0,0,2,0,2,0.0,2,1,0,1,1,3,2
