Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
699,Stéphane Diarra,fr,MF,FW,Lorient,Ligue 1,22,1998,5.8,11,9,7,3,1,5,10,50.0,5,4,0,4,7,18,1
700,Rúben Dias,pt,DF,,Manchester City,Premier League,24,1997,26.7,26,19,11,12,3,8,15,53.3,7,19,13,6,23,49,66
701,Krépin Diatta,sn,MF,DF,Monaco,Ligue 1,22,1999,3.2,3,2,1,0,2,1,3,33.3,2,2,0,2,1,4,0
702,Amadou Diawara,gn,MF,,Roma,Serie A,24,1997,1.9,7,2,5,2,0,1,3,33.3,2,2,0,2,0,7,1
703,Brahim Díaz,ma,MF,,Milan,Serie A,21,1999,20.6,23,17,3,11,9,8,22,36.4,14,11,0,11,8,31,4
704,Javier Díaz,es,GK,,Sevilla,La Liga,24,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
705,Luis Díaz,co,FW,,Liverpool,Premier League,24,1997,10.6,9,7,3,5,1,2,8,25.0,6,7,0,7,4,13,2
706,Víctor Díaz,es,DF,,Granada,La Liga,33,1988,16.7,23,15,14,9,0,12,25,48.0,13,19,11,8,17,40,71
707,Daniel Didavi,de,MF,FW,Stuttgart,Bundesliga,31,1990,3.1,6,2,0,4,2,4,7,57.1,3,4,1,3,1,7,1
708,Bamba Dieng,sn,FW,,Marseille,Ligue 1,21,2000,10.8,17,11,5,5,7,4,14,28.6,10,7,0,7,5,22,8
709,Eric Dier,eng,DF,,Tottenham,Premier League,27,1994,34.1,15,9,6,8,1,7,14,50.0,7,37,32,5,27,42,142
710,Elhadji Dieye,sn,FW,MF,Saint-Étienne,Ligue 1,19,2002,0.4,3,2,2,1,0,0,1,0.0,1,2,0,2,1,4,0
711,Lucas Digne,fr,DF,,Aston Villa,Premier League,28,1993,14.1,13,10,8,3,2,9,19,47.4,10,15,8,7,23,36,40
712,Lucas Digne,fr,DF,,Everton,Premier League,28,1993,13.0,33,19,26,4,3,21,28,75.0,7,16,5,11,14,47,30
713,Mitchell Dijks,nl,DF,FW,Bologna,Serie A,28,1993,7.7,15,6,6,6,3,5,12,41.7,7,11,2,9,3,18,10
714,Javairô Dilrosun,nl,MF,FW,Bordeaux,Ligue 1,23,1998,19.2,13,4,2,8,3,7,24,29.2,17,14,1,13,11,24,5
715,Javairô Dilrosun,nl,FW,,Hertha BSC,Bundesliga,23,1998,1.5,3,1,1,2,0,1,1,100.0,0,1,0,1,0,3,0
716,Federico Dimarco,it,DF,,Inter,Serie A,23,1997,15.9,28,15,10,15,3,13,24,54.2,11,6,1,5,19,47,19
717,Landry Dimata,be,FW,MF,Espanyol,La Liga,23,1997,6.0,2,2,1,1,0,1,4,25.0,3,0,0,0,1,3,7
718,Stole Dimitrievski,mk,GK,,Rayo Vallecano,La Liga,27,1993,30.8,0,0,0,0,0,0,0,,0,0,0,0,1,1,14
719,Junior Dina Ebimbe,fr,MF,,Paris S-G,Ligue 1,20,2000,3.5,9,4,3,4,2,2,3,66.7,1,5,3,2,2,11,1
720,Tristan Dingomé,cm,MF,FW,Troyes,Ligue 1,30,1991,12.0,23,11,10,12,1,10,18,55.6,8,7,1,6,9,32,3
721,Sinaly Diomande,ci,DF,,Lyon,Ligue 1,20,2001,6.4,6,3,4,2,0,5,6,83.3,1,6,6,0,12,18,26
722,Issa Diop,fr,DF,,West Ham,Premier League,24,1997,10.7,10,8,5,5,0,4,11,36.4,7,14,13,1,7,17,44
723,Sofiane Diop,fr,MF,FW,Monaco,Ligue 1,21,2000,21.6,38,20,12,19,7,15,47,31.9,32,10,0,10,23,61,4
724,Andy Diouf,fr,MF,,Rennes,Ligue 1,18,2003,0.2,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,0
725,Assane Dioussé,sn,MF,,Saint-Étienne,Ligue 1,23,1997,0.3,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0
726,Axel Disasi,fr,DF,,Monaco,Ligue 1,23,1998,30.2,42,27,20,21,1,23,39,59.0,16,40,30,10,26,68,75
727,Filippo Distefano,it,FW,,Fiorentina,Serie A,17,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
728,Matías Dituro,ar,GK,,Celta Vigo,La Liga,34,1987,38.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10
729,Tiago Djaló,pt,DF,,Lille,Ligue 1,21,2000,25.9,60,39,39,19,2,26,39,66.7,13,26,10,16,24,84,71
730,Djené,tg,DF,,Getafe,La Liga,29,1991,34.6,44,26,24,16,4,23,34,67.6,11,24,5,19,59,103,109
731,Moussa Djenepo,ml,MF,,Southampton,Premier League,23,1998,5.1,9,3,3,5,1,3,11,27.3,8,6,1,5,2,11,6
732,Koffi Djidji,ci,DF,,Torino,Serie A,28,1992,19.3,48,29,21,23,4,14,18,77.8,4,20,9,11,34,82,60
733,Alexander Djiku,gh,DF,,Strasbourg,Ligue 1,26,1994,29.9,50,37,33,13,4,18,35,51.4,17,30,13,17,61,111,90
734,Bryan Djile Nokoué,cm,DF,MF,Saint-Étienne,Ligue 1,19,2002,0.6,3,3,1,2,0,2,2,100.0,0,1,0,1,1,4,2
735,Berat Djimsiti,al,DF,,Atalanta,Serie A,28,1993,25.1,43,24,21,20,2,29,46,63.0,17,21,11,10,31,74,56
736,Ouparine Djoco,gw,GK,,Clermont Foot,Ligue 1,23,1998,23.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,14
737,Naïs Djouahra,fr,FW,MF,Real Sociedad,La Liga,21,1999,2.4,7,3,2,2,3,4,8,50.0,4,3,0,3,2,9,2
738,Marko Dmitrović,rs,GK,,Sevilla,La Liga,29,1992,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3
739,Lewis Dobbin,eng,FW,MF,Everton,Premier League,18,2003,0.4,2,1,0,1,1,1,2,50.0,1,0,0,0,0,2,0
740,Matt Doherty,ie,DF,,Tottenham,Premier League,29,1992,9.7,18,12,5,11,2,8,14,57.1,6,11,2,9,13,31,20
741,Jeremy Doku,be,FW,MF,Rennes,Ligue 1,19,2002,5.2,10,5,3,5,2,3,6,50.0,3,4,0,4,3,13,0
742,Kasper Dolberg,dk,FW,,Nice,Ligue 1,23,1997,16.6,9,4,4,3,2,3,9,33.3,6,15,1,14,6,15,17
743,Jaume Doménech,es,GK,,Valencia,La Liga,30,1990,3.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,3
744,Brandon Domingues,fr,MF,FW,Troyes,Ligue 1,21,2000,2.6,6,2,2,4,0,2,3,66.7,1,3,0,3,3,9,0
745,Carlos Dominguez,es,DF,,Celta Vigo,La Liga,20,2001,3.8,4,1,4,0,0,4,6,66.7,2,2,1,1,4,8,21
746,Mario Dominguez,es,FW,,Valencia,La Liga,17,2004,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
747,Nicolás Domínguez,ar,MF,,Bologna,Serie A,23,1998,22.4,76,45,36,32,8,32,76,42.1,44,38,9,29,32,108,34
748,John Donald,es,DF,,Elche,La Liga,20,2000,2.0,7,4,4,2,1,5,8,62.5,3,5,3,2,3,10,3
749,Lee Dongjun,kr,MF,FW,Hertha BSC,Bundesliga,24,1997,1.3,2,1,0,2,0,1,3,33.3,2,2,0,2,2,4,1
750,Anastasios Donis,gr,FW,MF,Reims,Ligue 1,24,1996,4.1,8,7,4,2,2,2,6,33.3,4,3,0,3,0,8,1
751,Gianluigi Donnarumma,it,GK,,Paris S-G,Ligue 1,22,1999,17.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9
752,Niklas Dorsch,de,MF,,Augsburg,Bundesliga,23,1998,25.8,76,47,47,23,6,30,60,50.0,30,34,12,22,35,111,36
753,Jodel Dossou,bj,FW,,Clermont Foot,Ligue 1,29,1992,22.3,36,17,15,14,7,15,43,34.9,28,14,0,14,5,41,7
754,Lohann Doucet,fr,MF,DF,Nantes,Ligue 1,18,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0
755,Abdoulaye Doucouré,ml,MF,,Everton,Premier League,28,1993,28.2,75,43,30,37,8,32,71,45.1,39,33,8,25,28,103,32
756,Cheick Doucouré,ml,MF,,Lens,Ligue 1,21,2000,32.7,75,43,34,34,7,35,79,44.3,44,30,7,23,68,143,24
757,Fodé Doucouré,ml,DF,FW,Reims,Ligue 1,20,2001,1.7,12,9,9,3,0,9,11,81.8,2,1,0,1,4,16,6
758,Ismaël Doukouré,fr,DF,,Strasbourg,Ligue 1,18,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
759,Kamory Doumbia,ml,MF,FW,Reims,Ligue 1,18,2003,3.9,8,2,2,5,1,5,13,38.5,8,9,3,6,3,11,3
760,Moussa Doumbia,ml,FW,,Reims,Ligue 1,26,1994,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
761,Souleyman Doumbia,ci,DF,FW,Angers,Ligue 1,24,1996,24.7,30,20,16,9,5,13,27,48.1,14,25,4,21,39,69,51
762,Kieran Dowell,eng,FW,MF,Norwich City,Premier League,23,1997,10.1,18,7,8,7,3,9,32,28.1,23,10,1,9,7,25,4
763,Bartłomiej Drągowski,pl,GK,,Fiorentina,Serie A,23,1997,6.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,5
764,Radu Drăgușin,ro,DF,,Sampdoria,Serie A,19,2002,6.9,4,3,2,2,0,2,6,33.3,4,8,4,4,10,14,33
765,Radu Drăgușin,ro,DF,,Salernitana,Serie A,19,2002,5.4,5,4,2,3,0,4,10,40.0,6,7,3,4,13,18,17
766,Cody Drameh,eng,DF,MF,Leeds United,Premier League,19,2001,1.4,4,2,3,1,0,1,3,33.3,2,0,0,0,1,5,4
767,Julian Draxler,de,FW,MF,Paris S-G,Ligue 1,27,1993,6.1,3,2,0,3,0,0,4,0.0,4,3,0,3,5,8,3
768,Matthieu Dreyer,fr,GK,,Lorient,Ligue 1,32,1989,16.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,9
769,Domingos Duarte,pt,DF,,Granada,La Liga,26,1995,18.7,18,14,9,9,0,6,11,54.5,5,27,20,7,22,40,82
770,Óscar Duarte,cr,DF,,Levante,La Liga,32,1989,19.7,18,8,12,6,0,8,23,34.8,15,18,9,9,24,42,102
771,Rubén Duarte,es,DF,,Alavés,La Liga,25,1995,29.1,76,47,43,27,6,43,85,50.6,42,40,6,34,57,133,82
772,Leo Dubois,fr,DF,,Lyon,Ligue 1,26,1994,19.4,43,27,22,14,7,27,46,58.7,19,27,3,24,22,65,35
773,Martin Dúbravka,sk,GK,,Newcastle Utd,Premier League,32,1989,26.0,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,8
774,Ondrej Duda,sk,MF,FW,Köln,Bundesliga,26,1994,17.9,23,16,4,12,7,6,23,26.1,17,14,2,12,17,40,9
775,Jeremy Dudziak,tn,MF,FW,Greuther Fürth,Bundesliga,25,1995,12.6,17,6,5,8,4,3,14,21.4,11,8,0,8,10,27,4
776,Shane Duffy,ie,DF,,Brighton,Premier League,29,1992,16.0,15,12,12,3,0,8,14,57.1,6,24,18,6,16,31,76
777,Unai Dufur,es,DF,,Osasuna,La Liga,22,1999,1.0,0,0,0,0,0,0,0,,0,1,0,1,4,4,4
778,Denzel Dumfries,nl,DF,,Inter,Serie A,25,1996,22.5,32,12,9,14,9,16,32,50.0,16,15,6,9,9,41,26
779,Paul Dummett,wls,DF,,Newcastle Utd,Premier League,29,1991,2.2,7,3,3,4,0,5,8,62.5,3,5,0,5,3,10,5
780,Alfred Duncan,gh,MF,,Fiorentina,Serie A,28,1993,21.5,34,19,13,16,5,11,32,34.4,21,32,3,29,10,44,7
781,Lewis Dunk,eng,DF,,Brighton,Premier League,29,1991,28.6,10,8,5,5,0,5,11,45.5,6,32,28,4,27,37,113
782,Erik Durm,de,DF,,Eint Frankfurt,Bundesliga,29,1992,5.3,13,7,6,5,2,10,13,76.9,3,8,1,7,10,23,7
783,Hugo Duro,es,DF,MF,Getafe,La Liga,21,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
784,Hugo Duro,es,FW,MF,Valencia,La Liga,21,1999,20.4,25,19,11,13,1,15,38,39.5,23,24,2,22,4,29,20
785,Jean-Kevin Duverne,ht,DF,,Brest,Ligue 1,24,1997,33.4,71,44,43,21,7,42,90,46.7,48,40,5,35,53,124,92
786,Paulo Dybala,ar,FW,MF,Juventus,Serie A,27,1993,22.9,30,13,7,14,9,8,35,22.9,27,19,0,19,9,39,4
787,Edin Džeko,ba,FW,,Inter,Serie A,35,1986,27.4,14,8,7,4,3,8,25,32.0,17,22,5,17,4,18,35
788,Enzo Ebosse,cm,DF,,Angers,Ligue 1,22,1999,21.0,25,14,19,6,0,11,19,57.9,8,19,9,10,15,40,42
789,Tyronne Ebuehi,ng,DF,,Venezia,Serie A,25,1995,12.6,28,12,16,8,4,10,18,55.6,8,13,3,10,16,44,38
790,Ederson,br,GK,,Manchester City,Premier League,27,1993,37.0,2,1,2,0,0,0,2,0.0,2,0,0,0,0,2,12
791,Éderson,br,MF,,Salernitana,Serie A,22,1999,12.7,29,18,11,14,4,14,26,53.8,12,11,2,9,19,48,8
792,Odsonne Édouard,fr,FW,,Crystal Palace,Premier League,23,1998,17.4,16,10,2,7,7,7,21,33.3,14,20,5,15,0,16,18
793,CJ Egan-Riley,eng,DF,,Manchester City,Premier League,18,2003,0.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0
794,Maximilian Eggestein,de,MF,,Freiburg,Bundesliga,24,1996,24.4,48,28,17,25,6,22,50,44.0,28,35,11,24,30,78,32
795,Lilian Egloff,de,MF,DF,Stuttgart,Bundesliga,18,2002,0.3,1,0,0,1,0,0,0,,0,1,0,1,0,1,0
796,Kingsley Ehizibue,nl,DF,,Köln,Bundesliga,26,1995,7.6,32,18,27,5,0,15,24,62.5,9,13,4,9,9,41,26
797,Julian Eitschberger,de,DF,,Hertha BSC,Bundesliga,17,2004,0.5,0,0,0,0,0,0,1,0.0,1,1,1,0,2,2,2
798,Albin Ekdal,se,MF,,Sampdoria,Serie A,32,1989,18.2,43,28,17,21,5,26,56,46.4,30,27,7,20,29,72,25
799,Hugo Ekitike,fr,FW,,Reims,Ligue 1,19,2002,14.1,18,10,8,6,4,4,11,36.4,7,9,2,7,6,24,15
800,Jurgen Ekkelenkamp,nl,MF,FW,Hertha BSC,Bundesliga,21,2000,8.0,8,3,2,6,0,2,7,28.6,5,9,2,7,4,12,5
801,Caleb Ekuban,gh,FW,MF,Genoa,Serie A,27,1994,19.1,19,12,2,12,5,7,23,30.4,16,19,5,14,9,28,6
802,Anthony Elanga,se,FW,,Manchester Utd,Premier League,19,2002,13.5,26,20,12,12,2,15,29,51.7,14,17,1,16,9,35,7
803,Alberth Elis,hn,FW,MF,Bordeaux,Ligue 1,25,1996,15.7,19,10,5,5,9,11,25,44.0,14,9,0,9,7,26,10
804,Harvey Elliott,eng,MF,,Liverpool,Premier League,18,2003,3.8,3,0,1,1,1,0,6,0.0,6,8,1,7,4,7,2
805,Elif Elmas,mk,FW,MF,Napoli,Serie A,21,1999,18.0,25,15,10,10,5,12,28,42.9,16,13,2,11,8,33,17
806,Mohamed Elneny,eg,MF,,Arsenal,Premier League,29,1992,9.0,16,8,10,5,1,7,12,58.3,5,7,1,6,14,30,13
807,Aritz Elustondo,es,DF,,Real Sociedad,La Liga,27,1994,23.4,21,14,16,5,0,10,20,50.0,10,19,13,6,29,50,86
808,Nico Elvedi,ch,DF,,Gladbach,Bundesliga,24,1996,27.0,40,24,23,17,0,22,36,61.1,14,33,22,11,34,74,83
809,Mohamed Elyounoussi,no,MF,FW,Southampton,Premier League,26,1994,22.7,36,17,14,15,7,11,39,28.2,28,23,2,21,12,48,28
810,Adri Embarba,es,FW,MF,Espanyol,La Liga,29,1992,22.1,44,29,22,15,7,26,69,37.7,43,35,3,32,19,63,30
811,Breel Embolo,ch,FW,,Gladbach,Bundesliga,24,1997,24.1,16,11,1,12,3,3,8,37.5,5,14,2,12,6,22,7
812,Emerson,br,DF,MF,Tottenham,Premier League,22,1999,25.4,72,47,50,16,6,36,67,53.7,31,25,2,23,22,94,92
813,Emerson,br,DF,,Barcelona,La Liga,22,1999,1.0,3,3,2,1,0,1,2,50.0,1,1,0,1,2,5,1
814,Renaud Emond,be,FW,MF,Nantes,Ligue 1,29,1991,2.1,1,0,0,1,0,0,4,0.0,4,2,1,1,0,1,1
815,Youssef En-Nesyri,ma,FW,,Sevilla,La Liga,24,1997,14.2,10,5,5,2,3,4,11,36.4,7,9,1,8,4,14,18
816,Keita Endo,jp,MF,,Union Berlin,Bundesliga,23,1997,0.6,1,1,1,0,0,0,0,,0,1,0,1,0,1,0
817,Wataru Endo,jp,MF,,Stuttgart,Bundesliga,28,1993,32.2,73,41,34,34,5,31,72,43.1,41,43,12,31,30,103,64
818,Christian Eriksen,dk,MF,,Brentford,Premier League,29,1992,10.4,13,6,4,5,4,8,17,47.1,9,9,1,8,9,22,14
819,Martin Erlic,hr,DF,,Spezia,Serie A,23,1998,28.6,28,16,18,10,0,10,18,55.6,8,54,39,15,28,56,122
820,Gonzalo Escalante,ar,MF,,Lazio,Serie A,28,1993,0.1,1,0,1,0,0,1,1,100.0,0,2,1,1,1,2,0
821,Gonzalo Escalante,ar,MF,,Alavés,La Liga,28,1993,14.4,30,14,9,20,1,13,34,38.2,21,27,2,25,21,51,28
822,Aarón Escandell,es,GK,,Granada,La Liga,25,1995,3.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4
823,Sergio Escudero,es,DF,MF,Granada,La Liga,31,1989,15.9,46,24,25,17,4,26,54,48.1,28,18,3,15,26,72,35
824,Alfonso Espino,uy,DF,,Cádiz,La Liga,29,1992,37.0,107,63,58,39,10,44,112,39.3,68,45,10,35,54,161,87
825,Michael Esser,de,GK,,Bochum,Bundesliga,33,1987,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2
826,Estanis,es,FW,,Barcelona,La Liga,17,2003,0.1,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0
827,Maxime Estève,fr,DF,,Montpellier,Ligue 1,19,2002,20.6,27,18,22,4,1,15,27,55.6,12,31,24,7,22,49,69
828,Pervis Estupiñán,ec,DF,,Villarreal,La Liga,23,1998,17.5,36,22,20,11,5,17,24,70.8,7,13,5,8,25,61,29
829,Oghenekaro Etebo,ng,MF,,Watford,Premier League,25,1995,4.5,11,8,7,4,0,3,8,37.5,5,3,1,2,5,16,5
830,Jonny Evans,nir,DF,,Leicester City,Premier League,33,1988,15.0,24,14,14,8,2,14,22,63.6,8,17,13,4,20,44,59
831,Eberechi Eze,eng,MF,FW,Crystal Palace,Premier League,23,1998,6.7,10,6,5,2,3,6,11,54.5,5,4,1,3,5,15,1
832,Abde Ezzalzouli,ma,FW,,Barcelona,La Liga,19,2001,6.4,17,9,9,5,3,5,8,62.5,3,3,0,3,9,26,0
833,Łukasz Fabiański,pl,GK,,West Ham,Premier League,36,1985,37.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11
834,Fabinho,br,MF,,Liverpool,Premier League,27,1993,25.7,46,25,17,23,6,24,70,34.3,46,33,10,23,39,85,25
835,Fábio,br,DF,,Nantes,Ligue 1,31,1990,18.5,61,40,31,23,7,36,74,48.6,38,29,7,22,35,96,31
836,Cesc Fàbregas,es,MF,,Monaco,Ligue 1,34,1987,0.4,1,0,0,1,0,1,1,100.0,0,0,0,0,1,2,0
837,Wout Faes,be,DF,,Reims,Ligue 1,23,1998,37.0,40,24,30,9,1,25,33,75.8,8,47,37,10,53,93,169
838,Wahid Faghir,dk,FW,,Stuttgart,Bundesliga,18,2003,1.4,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0
839,Romain Faivre,fr,FW,MF,Lyon,Ligue 1,23,1998,9.9,10,4,2,6,2,4,13,30.8,9,4,0,4,3,13,2
840,Romain Faivre,fr,MF,,Brest,Ligue 1,23,1998,19.9,30,18,12,13,5,12,30,40.0,18,11,0,11,13,43,10
841,Radamel Falcao,co,FW,,Rayo Vallecano,La Liga,35,1986,9.3,2,1,0,1,1,1,4,25.0,3,4,1,3,2,4,11
842,Diego Falcinelli,it,FW,,Bologna,Serie A,30,1991,0.7,2,2,2,0,0,0,0,,0,0,0,0,1,3,1
843,Wladimiro Falcone,it,GK,,Sampdoria,Serie A,26,1995,9.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,5
844,Fali,es,DF,MF,Cádiz,La Liga,27,1993,20.0,32,19,24,8,0,17,32,53.1,15,26,16,10,24,56,82
845,Paolo Faragò,it,MF,,Cagliari,Serie A,28,1993,0.2,1,1,1,0,0,0,0,,0,2,0,2,0,1,0
846,Omar Faraj,ps,FW,,Levante,La Liga,19,2002,0.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0
847,Davide Faraoni,it,DF,,Hellas Verona,Serie A,29,1991,28.6,62,40,38,21,3,29,62,46.8,33,38,5,33,23,85,62
848,Mohamed Fares,dz,DF,FW,Genoa,Serie A,25,1996,6.5,4,2,1,3,0,0,4,0.0,4,8,3,5,8,12,11
849,Diego Farias,br,MF,FW,Cagliari,Serie A,31,1990,0.7,1,1,0,1,0,1,3,33.3,2,0,0,0,0,1,0
850,Wuilker Faríñez,ve,GK,,Lens,Ligue 1,23,1998,12.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,4
851,Ömer Faruk Beyaz,tr,DF,MF,Stuttgart,Bundesliga,17,2003,0.8,4,3,1,3,0,1,5,20.0,4,0,0,0,2,6,0
852,Noah Fatar,fr,DF,MF,Angers,Ligue 1,19,2002,0.1,1,0,0,0,1,0,1,0.0,1,0,0,0,1,2,0
853,Ansu Fati,es,FW,,Barcelona,La Liga,18,2002,3.7,3,2,0,2,1,1,1,100.0,0,4,0,4,1,4,0
854,Julien Faussurier,fr,MF,DF,Brest,Ligue 1,34,1987,5.4,10,6,3,3,4,6,13,46.2,7,12,1,11,5,15,6
855,Andrea Favilli,it,FW,,Genoa,Serie A,24,1997,0.4,1,1,0,0,1,0,0,,0,0,0,0,0,1,2
856,Federico Fazio,ar,DF,,Salernitana,Serie A,34,1987,15.9,17,11,10,6,1,9,12,75.0,3,21,16,5,27,44,67
857,Aleix Febas,es,MF,,Mallorca,La Liga,25,1996,1.3,4,1,0,4,0,2,4,50.0,2,0,0,0,0,4,0
858,Peter Federico,do,MF,DF,Real Madrid,La Liga,19,2002,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,0
859,Adrian Fein,de,MF,,Greuther Fürth,Bundesliga,22,1999,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,0
860,Nabil Fekir,fr,MF,,Betis,La Liga,28,1993,31.0,43,29,5,25,13,7,36,19.4,29,14,0,14,7,50,7
861,Felipe,br,DF,,Atlético Madrid,La Liga,32,1989,16.7,20,15,11,8,1,8,18,44.4,10,17,11,6,28,48,77
862,Luiz Felipe,it,DF,,Lazio,Serie A,24,1997,27.7,41,23,21,16,4,20,34,58.8,14,40,33,7,33,74,102
863,João Félix,pt,FW,MF,Atlético Madrid,La Liga,21,1999,14.0,5,2,1,4,0,1,5,20.0,4,4,1,3,7,12,8
864,Ohis Felix Uduokhai,de,DF,,Augsburg,Bundesliga,23,1997,8.7,9,6,6,3,0,6,11,54.5,5,13,8,5,9,18,33
865,Kiko Femenía,es,DF,,Watford,Premier League,30,1991,23.8,35,22,23,10,2,21,37,56.8,16,24,8,16,37,72,51
866,Evan Ferguson,ie,MF,,Brighton,Premier League,16,2004,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
867,Nathan Ferguson,eng,DF,,Crystal Palace,Premier League,20,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
868,Bruno Fernandes,pt,MF,,Manchester Utd,Premier League,26,1994,34.6,54,28,26,22,6,26,91,28.6,65,36,0,36,17,71,42
869,Edimilson Fernandes,ch,MF,FW,Arminia,Bundesliga,25,1996,3.1,2,0,1,1,0,1,4,25.0,3,2,2,0,2,4,6
870,Aitor Fernández,es,GK,,Levante,La Liga,30,1991,13.0,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,7
871,Álex Fernández,es,MF,,Cádiz,La Liga,28,1992,22.8,47,31,22,17,8,21,61,34.4,40,30,7,23,30,77,31
872,Álvaro Fernández,es,GK,,Brentford,Premier League,23,1998,12.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5
873,Federico Fernández,ar,DF,,Newcastle Utd,Premier League,32,1989,5.8,3,0,3,0,0,2,5,40.0,3,10,10,0,4,7,28
874,Fernandinho,br,MF,DF,Manchester City,Premier League,36,1985,10.7,21,10,7,10,4,9,27,33.3,18,8,2,6,8,29,13
875,Fernando,br,MF,DF,Sevilla,La Liga,34,1987,20.6,24,17,14,9,1,12,33,36.4,21,21,13,8,29,53,32
876,Alex Ferrari,it,DF,,Sampdoria,Serie A,27,1994,18.3,40,22,28,9,3,19,33,57.6,14,31,22,9,39,79,63
877,Salvador Ferrer,es,DF,MF,Spezia,Serie A,23,1998,16.6,32,18,15,9,8,12,25,48.0,13,24,12,12,18,50,46
878,Jordan Ferri,fr,MF,,Montpellier,Ligue 1,29,1992,32.3,55,35,28,23,4,29,87,33.3,58,21,5,16,30,85,35
879,Riccardo Fiamozzi,it,DF,,Empoli,Serie A,28,1993,6.9,7,5,2,2,3,2,4,50.0,2,6,5,1,7,14,12
880,Fidel,es,MF,,Elche,La Liga,31,1989,25.1,44,23,18,17,9,14,57,24.6,43,9,1,8,7,51,20
881,Karol Fila,pl,DF,,Strasbourg,Ligue 1,23,1998,6.2,10,8,5,4,1,4,8,50.0,4,7,2,5,4,14,6
882,Alfreð Finnbogason,is,FW,,Augsburg,Bundesliga,32,1989,3.2,3,1,0,2,1,2,4,50.0,2,5,1,4,2,5,8
883,Luca Fiordilino,it,MF,,Venezia,Serie A,25,1996,7.3,21,13,11,6,4,13,27,48.1,14,14,4,10,11,32,12
884,Vincenzo Fiorillo,it,GK,,Salernitana,Serie A,31,1990,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
885,Roberto Firmino,br,FW,,Liverpool,Premier League,29,1991,11.0,23,14,5,8,10,3,16,18.8,13,20,0,20,4,27,3
886,Junior Firpo,do,DF,MF,Leeds United,Premier League,24,1996,19.0,61,29,30,26,5,31,59,52.5,28,22,6,16,24,85,37
887,Mark Flekken,nl,GK,,Freiburg,Bundesliga,28,1993,32.0,0,0,0,0,0,0,2,0.0,2,1,0,1,2,2,10
888,Ashley Fletcher,eng,FW,,Watford,Premier League,25,1995,0.3,2,1,1,1,0,1,1,100.0,0,1,1,0,0,2,0
889,Alexis Flips,fr,MF,DF,Reims,Ligue 1,21,2000,11.7,37,21,21,9,7,22,45,48.9,23,21,0,21,24,61,17
890,Alessandro Florenzi,it,DF,FW,Milan,Serie A,30,1991,12.8,28,14,14,7,7,14,32,43.8,18,9,2,7,27,55,10
891,Phil Foden,eng,FW,,Manchester City,Premier League,21,2000,23.6,16,8,10,4,2,7,17,41.2,10,9,0,9,11,27,5
892,Mamadou Fofana,ml,DF,,Metz,Ligue 1,23,1998,0.4,1,1,0,1,0,1,2,50.0,1,2,1,1,1,2,2
893,Seko Fofana,ci,MF,,Lens,Ligue 1,26,1995,37.3,27,19,11,13,3,12,58,20.7,46,24,2,22,26,53,17
894,Wesley Fofana,fr,DF,,Leicester City,Premier League,20,2000,7.0,12,8,11,1,0,7,11,63.6,4,5,2,3,12,24,26
895,Youssouf Fofana,fr,MF,,Monaco,Ligue 1,22,1999,24.3,69,43,19,41,9,29,56,51.8,27,29,7,22,32,101,22
