Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
2298,Modibo Sagnan,ml,DF,,Real Sociedad,La Liga,21,1999,6.9,12,7,6,6,0,4,6,66.7,2,7,2,5,6,18,25,Matches
2299,Allan Saint-Maximin,fr,FW,MF,Newcastle Utd,Premier League,23,1997,17.3,16,9,6,9,1,4,9,44.4,5,10,0,10,4,20,2,Matches
2300,Borja Sainz,es,MF,FW,Alavés,La Liga,19,2001,5.0,7,3,3,2,2,4,16,25.0,12,4,0,4,6,13,1,Matches
2301,Romain Saïss,ma,DF,,Wolves,Premier League,30,1990,26.7,35,24,23,12,0,19,33,57.6,14,28,13,15,52,87,115,Matches
2302,Bukayo Saka,eng,FW,MF,Arsenal,Premier League,18,2001,28.4,25,16,10,13,2,11,40,27.5,29,21,2,19,25,50,24,Matches
2303,Hiroki Sakai,jp,DF,,Marseille,Ligue 1,30,1990,26.5,81,48,34,35,12,39,51,76.5,12,21,5,16,54,135,65,Matches
2304,Moïse Sakava,cm,MF,,Reims,Ligue 1,19,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
2305,Mamadou Sakho,fr,DF,,Crystal Palace,Premier League,30,1990,3.1,3,2,1,2,0,3,3,100.0,0,3,2,1,3,6,11,Matches
2306,Jacopo Sala,it,DF,,Spezia,it Serie A,28,1991,4.2,17,9,14,1,2,8,22,36.4,14,5,2,3,5,22,6,Matches
2307,Mohamed Salah,eg,FW,,Liverpool,Premier League,28,1992,34.2,18,9,4,4,10,7,16,43.8,9,10,0,10,1,19,10,Matches
2308,Eddie Salcedo,it,MF,FW,Hellas Verona,it Serie A,18,2001,8.4,6,2,3,2,1,3,3,100.0,0,6,0,6,6,12,6,Matches
2309,William Saliba,fr,DF,,Nice,Ligue 1,19,2001,20.0,15,9,8,5,2,5,6,83.3,1,17,16,1,26,41,80,Matches
2310,Romain Salin,fr,GK,,Rennes,Ligue 1,36,1984,15.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,6,Matches
2311,Mohammed Salisu,gh,DF,,Southampton,Premier League,21,1999,9.4,38,21,20,16,2,25,34,73.5,9,22,5,17,17,55,30,Matches
2312,Roland Sallai,hu,MF,FW,Freiburg,Bundesliga,23,1997,18.5,18,14,7,9,2,5,13,38.5,8,11,1,10,11,29,8,Matches
2313,Salvi,es,MF,FW,Cádiz,La Liga,29,1991,21.5,18,10,14,3,1,8,26,30.8,18,14,1,13,20,38,24,Matches
2314,Lazar Samardzic,rs,MF,,RB Leipzig,Bundesliga,18,2002,2.2,10,7,4,6,0,5,13,38.5,8,6,0,6,2,12,1,Matches
2315,Diadie Samassékou,ml,MF,,Hoffenheim,Bundesliga,24,1996,28.5,71,41,22,42,7,33,90,36.7,57,41,12,29,78,149,50,Matches
2316,Mama Samba Baldé,gw,FW,,Dijon,Ligue 1,24,1995,24.0,23,9,4,13,6,9,22,40.9,13,16,1,15,4,27,26,Matches
2317,Junior Sambia,fr,DF,MF,Montpellier,Ligue 1,23,1996,27.2,41,29,20,14,7,26,38,68.4,12,27,14,13,39,80,46,Matches
2318,Frédéric Sammaritano,fr,FW,MF,Dijon,Ligue 1,34,1986,12.6,15,10,9,5,1,9,26,34.6,17,6,0,6,9,24,3,Matches
2319,Fede San Emeterio,es,MF,,Valladolid,La Liga,23,1997,16.2,25,14,15,7,3,11,31,35.5,20,23,8,15,28,53,33,Matches
2320,Antonio Sanabria,py,FW,,Torino,it Serie A,24,1996,10.9,8,3,0,4,4,2,9,22.2,7,5,0,5,5,13,8,Matches
2321,Antonio Sanabria,py,FW,,Betis,La Liga,24,1996,10.4,5,5,0,4,1,0,2,0.0,2,8,1,7,3,8,9,Matches
2322,Oihan Sancet,es,FW,MF,Athletic Club,La Liga,20,2000,11.5,8,2,3,4,1,2,7,28.6,5,4,0,4,5,13,7,Matches
2323,Renato Sanches,pt,MF,,Lille,Ligue 1,22,1997,14.1,13,7,4,8,1,5,25,20.0,20,13,2,11,13,26,8,Matches
2324,Ricard Sánchez,es,DF,,Atlético Madrid,La Liga,20,2000,0.3,1,1,0,0,1,0,0,,0,1,0,1,0,1,1,Matches
2325,Alexis Sánchez,cl,FW,,Inter,it Serie A,31,1988,12.7,14,8,4,4,6,5,18,27.8,13,11,0,11,7,21,1,Matches
2326,Davinson Sánchez,co,DF,,Tottenham,Premier League,24,1996,16.5,40,20,31,9,0,21,32,65.6,11,18,13,5,14,54,85,Matches
2327,Germán Sánchez,es,DF,,Granada,La Liga,33,1986,29.3,24,11,13,9,2,11,23,47.8,12,28,26,2,38,62,130,Matches
2328,Javi Sánchez,es,DF,,Valladolid,La Liga,23,1997,10.2,15,10,10,4,1,9,10,90.0,1,15,7,8,15,30,37,Matches
2329,Manu Sánchez,es,DF,,Osasuna,La Liga,19,2000,10.8,27,15,10,10,7,11,25,44.0,14,8,0,8,8,35,14,Matches
2330,Manu Sánchez,es,DF,,Atlético Madrid,La Liga,19,2000,0.5,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,Matches
2331,Juan Sánchez Miño,ar,DF,MF,Elche,La Liga,30,1990,5.5,8,5,5,3,0,6,14,42.9,8,4,0,4,4,12,7,Matches
2332,Pepe Sánchez,es,DF,,Granada,La Liga,20,2000,2.8,4,2,2,2,0,3,4,75.0,1,5,2,3,4,8,9,Matches
2333,Robert Sánchez,es,GK,,Brighton,Premier League,22,1997,27.0,1,0,1,0,0,1,1,100.0,0,1,0,1,1,2,11,Matches
2334,Jadon Sancho,eng,FW,MF,Dortmund,Bundesliga,20,2000,22.9,18,11,4,10,4,7,16,43.8,9,20,1,19,16,34,9,Matches
2335,Alex Sandro,br,DF,,Juventus,it Serie A,29,1991,20.6,37,23,19,13,5,13,25,52.0,12,20,4,16,31,68,57,Matches
2336,Leroy Sané,de,FW,MF,Bayern Munich,Bundesliga,24,1996,20.1,18,10,2,10,6,13,30,43.3,17,23,1,22,9,27,8,Matches
2337,Salif Sané,sn,DF,,Schalke 04,Bundesliga,29,1990,11.9,17,9,9,7,1,13,23,56.5,10,25,13,12,25,42,66,Matches
2338,Oier Sanjurjo,es,MF,,Osasuna,La Liga,34,1986,23.2,39,16,8,27,4,17,60,28.3,43,24,6,18,29,68,41,Matches
2339,Mohamed Sankoh,nl,MF,,Stuttgart,Bundesliga,16,2003,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,Matches
2340,Siriki Sanogo,ci,MF,,Benevento,it Serie A,18,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
2341,Morgan Sanson,fr,MF,,Aston Villa,Premier League,25,1994,3.3,7,4,4,2,1,1,4,25.0,3,5,0,5,4,11,1,Matches
2342,Morgan Sanson,fr,MF,,Marseille,Ligue 1,25,1994,9.2,21,12,6,12,3,9,28,32.1,19,12,0,12,9,30,5,Matches
2343,Nicola Sansone,it,FW,MF,Bologna,it Serie A,28,1991,13.0,22,11,7,12,3,10,31,32.3,21,15,0,15,9,31,7,Matches
2344,Baptiste Santamaria,fr,MF,,Angers,Ligue 1,25,1995,3.0,9,6,3,5,1,2,7,28.6,5,4,0,4,7,16,8,Matches
2345,Baptiste Santamaria,fr,MF,,Freiburg,Bundesliga,25,1995,24.5,51,38,19,24,8,20,54,37.0,34,36,7,29,52,103,34,Matches
2346,Federico Santander,py,FW,,Bologna,it Serie A,29,1991,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
2347,Davide Santon,it,DF,,Roma,it Serie A,29,1991,6.5,4,3,2,2,0,3,7,42.9,4,10,1,9,4,8,12,Matches
2348,Samir Santos,br,DF,,Udinese,it Serie A,25,1994,24.6,40,23,26,12,2,13,29,44.8,16,33,17,16,58,98,60,Matches
2349,Riccardo Saponara,it,MF,,Fiorentina,it Serie A,28,1991,0.6,2,1,0,2,0,1,3,33.3,2,0,0,0,1,3,0,Matches
2350,Riccardo Saponara,it,FW,MF,Spezia,it Serie A,28,1991,4.3,4,1,1,0,3,1,3,33.3,2,1,0,1,1,5,4,Matches
2351,Ivan Šaponjić,rs,FW,,Cádiz,La Liga,22,1997,4.3,1,0,0,1,0,0,2,0.0,2,2,0,2,1,2,4,Matches
2352,Pablo Sarabia,es,FW,MF,Paris S-G,Ligue 1,28,1992,14.7,15,11,6,6,3,10,38,26.3,28,9,1,8,5,20,8,Matches
2353,Josh Sargent,us,FW,MF,Werder Bremen,Bundesliga,20,2000,27.8,32,19,13,13,6,13,27,48.1,14,39,4,35,17,49,36,Matches
2354,Bouna Sarr,sn,DF,,Marseille,Ligue 1,28,1992,0.8,1,1,0,0,1,1,1,100.0,0,1,1,0,1,2,1,Matches
2355,Bouna Sarr,sn,DF,,Bayern Munich,Bundesliga,28,1992,5.0,9,8,4,3,2,3,6,50.0,3,7,0,7,10,19,7,Matches
2356,Sidy Sarr,sn,MF,,Nîmes,Ligue 1,24,1996,5.1,10,6,4,6,0,2,5,40.0,3,1,1,0,7,17,4,Matches
2357,Marco Sau,it,MF,FW,Benevento,it Serie A,32,1987,8.7,6,2,0,6,0,1,16,6.3,15,7,0,7,5,11,3,Matches
2358,Téji Savanier,fr,MF,,Montpellier,Ligue 1,28,1991,24.1,49,33,16,25,8,22,73,30.1,51,28,6,22,38,87,15,Matches
2359,Stefan Savić,me,DF,,Atlético Madrid,La Liga,29,1991,32.8,40,25,32,7,1,21,34,61.8,13,33,19,14,42,82,110,Matches
2360,Romaine Sawyers,kn,MF,,West Brom,Premier League,28,1991,16.5,30,18,16,12,2,14,43,32.6,29,20,4,16,18,48,12,Matches
2361,Gianluca Scamacca,it,FW,,Genoa,it Serie A,21,1999,15.0,19,10,6,7,6,7,19,36.8,12,21,4,17,9,28,12,Matches
2362,Dane Scarlett,eng,FW,,Tottenham,Premier League,16,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
2363,Fabian Schär,ch,DF,,Newcastle Utd,Premier League,28,1991,13.8,13,4,8,5,0,7,19,36.8,12,19,12,7,27,40,52,Matches
2364,Aurélien Scheidler,fr,FW,,Dijon,Ligue 1,22,1998,3.8,2,0,0,2,0,0,2,0.0,2,0,0,0,1,3,5,Matches
2365,Nicolás Schiappacasse,uy,MF,,Sassuolo,it Serie A,21,1999,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
2366,Pasquale Schiattarella,it,MF,,Benevento,it Serie A,33,1987,25.0,37,22,25,12,0,19,47,40.4,28,19,5,14,32,69,29,Matches
2367,Patrik Schick,cz,FW,,Leverkusen,Bundesliga,24,1996,20.7,7,2,0,5,2,1,4,25.0,3,5,2,3,3,10,20,Matches
2368,Sven Schipplock,de,FW,MF,Arminia,Bundesliga,31,1988,8.3,15,8,7,6,2,6,27,22.2,21,13,2,11,6,21,8,Matches
2369,Xaver Schlager,at,MF,,Wolfsburg,Bundesliga,22,1997,29.2,66,40,20,38,8,22,68,32.4,46,50,6,44,54,120,38,Matches
2370,Keven Schlotterbeck,de,DF,,Freiburg,Bundesliga,23,1997,18.4,31,10,16,15,0,10,23,43.5,13,26,18,8,36,67,89,Matches
2371,Nico Schlotterbeck,de,DF,,Union Berlin,Bundesliga,20,1999,14.3,34,19,14,19,1,18,28,64.3,10,13,6,7,31,65,29,Matches
2372,Jeffrey Schlupp,gh,MF,,Crystal Palace,Premier League,27,1992,15.9,29,16,14,12,3,6,23,26.1,17,24,8,16,22,51,16,Matches
2373,Kasper Schmeichel,dk,GK,,Leicester City,Premier League,33,1986,38.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,Matches
2374,Jonathan Schmid,fr,MF,DF,Freiburg,Bundesliga,30,1990,26.6,37,19,17,13,7,16,30,53.3,14,26,10,16,28,65,38,Matches
2375,Romano Schmid,at,MF,FW,Werder Bremen,Bundesliga,20,2000,13.1,22,16,8,10,4,8,35,22.9,27,21,0,21,8,30,6,Matches
2376,Benno Schmitz,de,DF,,Köln,Bundesliga,25,1994,4.6,14,7,6,7,1,7,13,53.8,6,8,2,6,6,20,7,Matches
2377,Morgan Schneiderlin,fr,MF,,Nice,Ligue 1,30,1989,24.4,51,31,21,24,6,20,54,37.0,34,21,11,10,53,104,46,Matches
2378,Alessandro Schöpf,at,FW,MF,Schalke 04,Bundesliga,26,1994,10.5,11,9,3,7,1,1,6,16.7,5,15,1,14,6,17,6,Matches
2379,Jerdy Schouten,nl,MF,,Bologna,it Serie A,23,1997,27.9,50,25,23,25,2,16,37,43.2,21,36,13,23,79,129,37,Matches
2380,Nico Schulz,de,DF,,Dortmund,Bundesliga,27,1993,6.8,9,6,4,3,2,2,11,18.2,9,12,4,8,6,15,10,Matches
2381,Alexander Schwolow,de,GK,,Hertha BSC,Bundesliga,28,1992,26.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,6,Matches
2382,Christopher Scott,de,MF,FW,Bayern Munich,Bundesliga,18,2002,0.4,2,1,0,1,1,2,2,100.0,0,0,0,0,0,2,1,Matches
2383,Matteo Scozzarella,it,MF,,Parma,it Serie A,32,1988,1.7,4,0,3,1,0,2,3,66.7,1,3,1,2,6,10,0,Matches
2384,Simone Scuffet,it,GK,,Udinese,it Serie A,24,1996,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
2385,Jacopo Segre,it,MF,,Torino,it Serie A,23,1997,2.1,5,2,2,1,2,2,5,40.0,3,0,0,0,0,5,1,Matches
2386,Davie Selke,de,FW,,Werder Bremen,Bundesliga,25,1995,9.0,3,2,1,1,1,0,6,0.0,6,3,2,1,1,4,7,Matches
2387,Malik Sellouki,fr,FW,MF,Nice,Ligue 1,20,2000,0.7,0,0,0,0,0,0,1,0.0,1,2,0,2,2,2,0,Matches
2388,Matz Sels,be,GK,,Strasbourg,Ligue 1,28,1992,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,Matches
2389,Nélson Semedo,pt,DF,MF,Wolves,Premier League,26,1993,33.1,85,48,53,23,9,42,72,58.3,30,30,10,20,41,126,78,Matches
2390,Léo Sena,br,MF,,Spezia,it Serie A,24,1995,9.8,22,12,7,10,5,12,26,46.2,14,19,4,15,11,33,5,Matches
2391,Stefano Sensi,it,MF,,Inter,it Serie A,24,1995,6.7,9,6,3,5,1,4,11,36.4,7,6,1,5,7,16,1,Matches
2392,Jaime Seoane,es,MF,,Huesca,La Liga,23,1997,22.9,50,30,20,23,7,24,65,36.9,41,27,6,21,17,67,14,Matches
2393,Luigi Sepe,it,GK,,Parma,it Serie A,29,1991,36.0,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,13,Matches
2394,Suat Serdar,de,MF,,Schalke 04,Bundesliga,23,1997,21.7,55,35,18,33,4,17,52,32.7,35,29,4,25,23,78,21,Matches
2395,Jean Seri,ci,MF,,Bordeaux,Ligue 1,29,1991,7.9,17,9,3,12,2,4,15,26.7,11,8,2,6,12,29,7,Matches
2396,Femi Seriki,eng,MF,,Sheffield Utd,Premier League,18,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
2397,Ryan Sessegnon,eng,DF,FW,Hoffenheim,Bundesliga,20,2000,17.5,47,25,26,13,8,15,34,44.1,19,26,3,23,30,77,46,Matches
2398,Nils Seufert,de,MF,FW,Arminia,Bundesliga,23,1997,3.8,12,9,2,5,5,2,8,25.0,6,3,1,2,5,17,6,Matches
2399,Edgar Sevikyan,am,MF,,Levante,La Liga,18,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
2400,Stephan El Shaarawy,it,MF,FW,Roma,it Serie A,27,1992,6.4,4,3,0,3,1,2,9,22.2,7,3,1,2,3,7,2,Matches
2401,Jamie Shackleton,eng,MF,DF,Leeds United,Premier League,20,1999,5.1,10,6,6,4,0,4,11,36.4,7,3,1,2,9,19,3,Matches
2402,Xherdan Shaqiri,ch,MF,FW,Liverpool,Premier League,28,1991,6.2,7,4,3,1,3,2,7,28.6,5,4,0,4,2,9,0,Matches
2403,Billy Sharp,eng,FW,,Sheffield Utd,Premier League,34,1986,8.2,5,1,0,3,2,2,9,22.2,7,2,0,2,0,5,2,Matches
2404,Luke Shaw,eng,DF,,Manchester Utd,Premier League,25,1995,29.5,44,28,21,16,7,21,36,58.3,15,34,9,25,20,64,44,Matches
2405,Jonjo Shelvey,eng,MF,,Newcastle Utd,Premier League,28,1992,29.1,39,14,18,19,2,10,37,27.0,27,26,14,12,36,75,42,Matches
2406,Eldor Shomurodov,uz,FW,,Genoa,it Serie A,25,1995,18.6,28,14,7,13,8,9,37,24.3,28,17,2,15,6,34,11,Matches
2407,Shola Shoretire,eng,FW,,Manchester Utd,Premier League,16,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
2408,Mahame Siby,ml,MF,,Strasbourg,Ligue 1,24,1996,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,Matches
2409,Abdoulaye Sidibé,fr,MF,,Saint-Étienne,Ligue 1,18,2002,0.1,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,0,Matches
2410,Djibril Sidibé,fr,DF,,Monaco,Ligue 1,28,1992,22.0,58,34,26,29,3,37,52,71.2,15,20,5,15,50,108,37,Matches
2411,Sidnei,br,DF,,Betis,La Liga,30,1989,7.7,9,3,6,3,0,4,9,44.4,5,6,4,2,16,25,28,Matches
2412,Kaj Sierhuis,nl,FW,MF,Reims,Ligue 1,22,1998,7.2,7,2,1,2,4,2,9,22.2,7,2,1,1,2,9,5,Matches
2413,Tim Siersleben,de,DF,,Wolfsburg,Bundesliga,20,2000,0.4,2,2,2,0,0,1,1,100.0,0,1,0,1,0,2,0,Matches
2414,Gylfi Sigurðsson,is,MF,FW,Everton,Premier League,30,1989,25.0,30,20,9,14,7,13,44,29.5,31,31,2,29,34,64,21,Matches
2415,Luca Siligardi,it,MF,FW,Crotone,it Serie A,32,1988,0.5,4,2,0,3,1,1,5,20.0,4,0,0,0,0,4,0,Matches
2416,Luca Siligardi,it,FW,MF,Parma,it Serie A,32,1988,0.4,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,Matches
2417,Adrien Silva,pt,MF,,Sampdoria,it Serie A,31,1989,17.8,49,22,21,22,6,18,54,33.3,36,34,1,33,30,79,10,Matches
2418,André Silva,pt,FW,,Eint Frankfurt,Bundesliga,24,1995,30.7,11,2,0,7,4,6,13,46.2,7,11,1,10,3,14,15,Matches
2419,Bernardo Silva,pt,MF,FW,Manchester City,Premier League,25,1994,22.9,26,14,7,12,7,11,52,21.2,41,17,1,16,17,43,8,Matches
2420,Caio Henrique Oliveira Silva,br,DF,,Monaco,Ligue 1,23,1997,26.3,50,34,25,20,5,31,51,60.8,20,20,3,17,16,66,37,Matches
2421,David Silva,es,MF,,Real Sociedad,La Liga,34,1986,15.5,19,12,2,14,3,8,21,38.1,13,14,1,13,13,32,8,Matches
2422,Fábio Silva,pt,FW,,Wolves,Premier League,18,2002,15.2,6,4,1,4,1,4,12,33.3,8,12,1,11,4,10,5,Matches
2423,Florent da Silva,fr,FW,,Lyon,Ligue 1,17,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
2424,Gabriel Silva,br,DF,,Saint-Étienne,Ligue 1,29,1991,3.9,7,6,7,0,0,1,2,50.0,1,4,1,3,6,13,8,Matches
2425,Gastón Silva,uy,DF,,Huesca,La Liga,26,1994,6.7,16,12,11,5,0,8,14,57.1,6,10,4,6,11,27,16,Matches
2426,Rui Silva,pt,GK,,Granada,La Liga,26,1994,32.0,1,0,1,0,0,1,3,33.3,2,0,0,0,2,3,14,Matches
2427,Thiago Silva,br,DF,,Chelsea,Premier League,35,1984,21.5,20,12,11,8,1,14,21,66.7,7,21,13,8,33,53,86,Matches
2428,Marco Silvestri,it,GK,,Hellas Verona,it Serie A,29,1991,34.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14,Matches
2429,Mohamed Simakan,fr,DF,,Strasbourg,Ligue 1,20,2000,17.9,32,22,21,6,5,9,18,50.0,9,17,11,6,31,63,41,Matches
2430,Giovanni Simeone,ar,FW,,Cagliari,it Serie A,25,1995,19.3,24,11,2,15,7,7,31,22.6,24,23,1,22,10,34,18,Matches
2431,Moses Simon,ng,FW,MF,Nantes,Ligue 1,25,1995,25.8,27,14,11,9,7,17,36,47.2,19,24,1,23,15,42,15,Matches
2432,Unai Simón,es,GK,,Athletic Club,La Liga,23,1997,37.0,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,7,Matches
2433,Xavi Simons,nl,MF,,Paris S-G,Ligue 1,17,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
2434,Jóan Símun Edmundsson,fo,FW,MF,Arminia,Bundesliga,29,1991,0.6,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,Matches
2435,Wilfried Singo,ci,DF,,Torino,it Serie A,19,2000,20.6,29,14,16,6,7,17,33,51.5,16,13,3,10,29,58,40,Matches
2436,Daley Sinkgraven,nl,DF,,Leverkusen,Bundesliga,25,1995,17.4,32,17,13,16,3,18,35,51.4,17,22,5,17,23,55,23,Matches
2437,Dimitris Siovas,gr,DF,,Huesca,La Liga,31,1988,34.1,46,24,34,10,2,20,30,66.7,10,38,17,21,62,108,125,Matches
2438,Tobias Sippel,de,GK,,Gladbach,Bundesliga,32,1988,3.8,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,Matches
2439,Salvatore Sirigu,it,GK,,Torino,it Serie A,33,1987,32.0,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,6,Matches
2440,Issouf Sissokho,ml,MF,DF,Bordeaux,Ligue 1,18,2002,0.9,6,4,4,2,0,3,6,50.0,3,2,0,2,1,7,0,Matches
2441,Ibrahima Sissoko,ml,MF,,Strasbourg,Ligue 1,22,1997,28.7,68,48,25,35,8,28,68,41.2,40,22,5,17,48,116,44,Matches
2442,Moussa Sissoko,fr,MF,,Tottenham,Premier League,30,1989,17.6,22,16,19,3,0,8,20,40.0,12,11,4,7,23,45,25,Matches
2443,Nelson Sissoko,fr,DF,,Saint-Étienne,Ligue 1,23,1997,5.3,12,6,6,3,3,7,12,58.3,5,2,1,1,12,24,16,Matches
2444,Antonio Sivera,es,GK,,Alavés,La Liga,23,1996,0.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
2445,Jacques Siwe,fr,FW,,Dijon,Ligue 1,19,2001,1.9,4,1,1,1,2,0,1,0.0,1,1,0,1,1,5,1,Matches
2446,Ellyes Skhiri,tn,MF,,Köln,Bundesliga,25,1995,30.9,83,48,44,31,8,33,65,50.8,32,49,13,36,82,165,38,Matches
2447,Łukasz Skorupski,pl,GK,,Bologna,it Serie A,29,1991,28.0,1,1,1,0,0,1,4,25.0,3,0,0,0,0,1,23,Matches
2448,Andreas Skov Olsen,dk,FW,DF,Bologna,it Serie A,20,1999,13.1,19,10,11,4,4,11,21,52.4,10,15,0,15,3,22,25,Matches
2449,Robert Skov,dk,FW,MF,Hoffenheim,Bundesliga,24,1996,12.9,19,10,9,7,3,7,16,43.8,9,9,2,7,15,34,10,Matches
2450,Milan Škriniar,sk,DF,,Inter,it Serie A,25,1995,30.9,48,32,29,16,3,23,34,67.6,11,30,19,11,30,78,89,Matches
2451,Steven Skrzybski,de,FW,DF,Schalke 04,Bundesliga,27,1992,4.7,5,4,0,5,0,1,7,14.3,6,13,1,12,5,10,1,Matches
2452,Petar Škuletić,rs,FW,MF,Montpellier,Ligue 1,30,1990,2.6,3,2,1,2,0,0,5,0.0,5,4,2,2,0,3,4,Matches
2453,Islam Slimani,dz,FW,,Leicester City,Premier League,32,1988,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
2454,Islam Slimani,dz,FW,,Lyon,Ligue 1,32,1988,6.4,7,5,3,1,3,3,12,25.0,9,4,1,3,1,8,6,Matches
2455,William Smallbone,ie,MF,,Southampton,Premier League,20,2000,1.9,6,3,2,4,0,1,3,33.3,2,5,0,5,2,8,1,Matches
2456,Chris Smalling,eng,DF,,Roma,it Serie A,30,1989,12.3,14,8,5,7,2,6,10,60.0,4,17,11,6,28,42,46,Matches
2457,Emile Smith Rowe,eng,MF,FW,Arsenal,Premier League,20,2000,16.0,14,7,5,5,4,6,17,35.3,11,15,1,14,10,24,12,Matches
2458,Robert Snodgrass,sct,MF,FW,West Brom,Premier League,32,1987,5.8,17,12,12,4,1,10,16,62.5,6,11,2,9,1,18,12,Matches
2459,Robert Snodgrass,sct,FW,MF,West Ham,Premier League,32,1987,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
2460,Cédric Soares,pt,DF,,Arsenal,Premier League,28,1991,8.3,12,8,6,4,2,6,21,28.6,15,6,1,5,8,20,16,Matches
2461,Rafa Soares,pt,DF,,Eibar,La Liga,25,1995,12.6,28,17,16,8,4,15,21,71.4,6,14,4,10,20,48,32,Matches
2462,Rubén Sobrino,es,MF,FW,Valencia,La Liga,28,1992,0.5,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,1,Matches
2463,Rubén Sobrino,es,FW,MF,Cádiz,La Liga,28,1992,12.4,29,13,8,16,5,8,18,44.4,10,19,0,19,15,44,11,Matches
2464,Simon Sohm,ch,MF,,Parma,it Serie A,19,2001,10.0,18,12,11,6,1,11,26,42.3,15,8,0,8,5,23,7,Matches
2465,Augusto Solari,ar,MF,,Celta Vigo,La Liga,28,1992,5.4,18,13,9,8,1,6,26,23.1,20,13,1,12,6,24,5,Matches
2466,Roberto Soldado,es,FW,,Granada,La Liga,35,1985,16.0,7,4,1,4,2,2,11,18.2,9,8,0,8,4,11,13,Matches
2467,Carlos Soler,es,MF,,Valencia,La Liga,23,1997,30.4,41,24,14,24,3,19,52,36.5,33,35,11,24,23,64,41,Matches
2468,Yann Sommer,ch,GK,,Gladbach,Bundesliga,31,1988,30.1,1,1,1,0,0,1,1,100.0,0,0,0,0,2,3,9,Matches
2469,Son,es,DF,MF,Levante,La Liga,26,1994,12.3,18,10,11,6,1,9,19,47.4,10,11,2,9,12,30,20,Matches
2470,Brandon Soppy,fr,DF,,Rennes,Ligue 1,18,2002,6.2,21,15,16,5,0,10,16,62.5,6,3,0,3,6,27,12,Matches
2471,David Soria,es,GK,,Getafe,La Liga,27,1993,28.0,2,2,2,0,0,1,3,33.3,2,0,0,0,1,3,12,Matches
2472,Roberto Soriano,it,MF,,Bologna,it Serie A,29,1991,36.1,48,26,15,20,13,15,64,23.4,49,31,8,23,18,66,43,Matches
2473,Alberto Soro,es,FW,MF,Granada,La Liga,21,1999,4.4,7,2,2,4,1,4,10,40.0,6,7,0,7,1,8,2,Matches
2474,Borna Sosa,hr,DF,FW,Stuttgart,Bundesliga,22,1998,22.7,14,10,6,6,2,8,25,32.0,17,23,4,19,31,45,74,Matches
2475,Hugo Sotelo,es,MF,,Celta Vigo,La Liga,16,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
2476,Florian Sotoca,fr,FW,,Lens,Ligue 1,29,1990,26.8,31,20,3,20,8,6,22,27.3,16,27,0,27,9,40,24,Matches
2477,Riccardo Sottil,it,FW,MF,Cagliari,it Serie A,21,1999,13.2,7,3,2,3,2,0,7,0.0,7,4,0,4,5,12,3,Matches
2478,Cheick Souaré,fr,MF,,Marseille,Ligue 1,17,2002,0.1,0,0,0,0,0,0,0,,0,1,1,0,1,1,0,Matches
2479,Tomáš Souček,cz,MF,,West Ham,Premier League,25,1995,38.0,78,41,37,36,5,28,77,36.4,49,43,18,25,62,140,107,Matches
