Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
1348,Dominik Kohr,de,DF,MF,Mainz 05,Bundesliga,29,1994,24.3,65,42,36,25,4,36,57,63.2,21,27,6,21,43,108,58
1349,Koke,es,MF,,Atlético Madrid,La Liga,31,1992,27.7,66,44,27,32,7,36,79,45.6,43,37,12,25,16,82,34
1350,Sead Kolašinac,ba,DF,,Atalanta,Serie A,30,1993,24.2,44,32,23,19,2,30,49,61.2,19,22,9,13,21,65,47
1351,Luca Koleosho,it,MF,FW,Burnley,Premier League,18,2004,10.8,7,4,2,5,0,2,10,20.0,8,13,0,13,2,9,0
1352,Randal Kolo Muani,fr,FW,MF,Paris S-G,Ligue 1,24,1998,14.1,10,8,5,3,2,5,13,38.5,8,5,0,5,4,14,10
1353,Randal Kolo Muani,fr,FW,,Eint Frankfurt,Bundesliga,24,1998,1.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
1354,Mert Kömür,de,MF,DF,Augsburg,Bundesliga,18,2005,1.3,3,3,3,0,0,3,5,60.0,2,0,0,0,0,3,1
1355,Cheick Konaté,ml,DF,,Clermont Foot,Ligue 1,19,2004,11.9,26,15,17,9,0,20,36,55.6,16,16,2,14,13,39,21
1356,Ibrahima Konaté,fr,DF,,Liverpool,Premier League,24,1999,17.5,36,22,22,13,1,18,24,75.0,6,18,12,6,20,56,51
1357,Geoffrey Kondogbia,cf,MF,,Marseille,Ligue 1,30,1993,16.3,48,31,18,25,5,13,32,40.6,19,21,4,17,30,78,25
1358,Abdoul Koné,fr,DF,,Reims,Ligue 1,18,2005,2.1,7,7,5,2,0,4,11,36.4,7,2,0,2,2,9,9
1359,Amadou Koné,ml,MF,,Reims,Ligue 1,18,2005,5.3,13,8,11,2,0,6,10,60.0,4,8,3,5,10,23,10
1360,Ibrahima Koné,ml,FW,,Almería,La Liga,24,1999,3.1,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,4
1361,Ibrahima Koné,ml,FW,,Lorient,Ligue 1,24,1999,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
1362,Manu Koné,fr,MF,,Gladbach,Bundesliga,22,2001,17.3,45,26,20,20,5,17,25,68.0,8,22,1,21,15,60,16
1363,Ezri Konsa,eng,DF,,Aston Villa,Premier League,25,1997,34.1,54,32,28,23,3,23,27,85.2,4,36,20,16,28,82,73
1364,Teun Koopmeiners,nl,MF,,Atalanta,Serie A,25,1998,29.2,39,24,12,22,5,17,50,34.0,33,33,3,30,10,49,35
1365,Odilon Kossounou,ci,DF,,Leverkusen,Bundesliga,22,2001,20.1,30,20,11,12,7,15,26,57.7,11,27,3,24,27,57,43
1366,Filip Kostić,rs,DF,,Juventus,Serie A,30,1992,20.2,37,23,20,13,4,17,33,51.5,16,29,8,21,9,46,43
1367,N'Guessan Kouadio,ci,MF,FW,Metz,Ligue 1,20,2003,1.2,3,1,0,3,0,0,3,0.0,3,3,0,3,1,4,0
1368,Christian Kouamé,ci,FW,,Fiorentina,Serie A,25,1997,12.1,13,4,7,6,0,6,10,60.0,4,16,0,16,2,15,10
1369,Rominigue Kouamé,ml,MF,,Cádiz,La Liga,26,1996,9.1,14,9,6,7,1,7,15,46.7,8,10,2,8,13,27,10
1370,Koffi Kouao,ci,DF,,Metz,Ligue 1,25,1998,9.6,20,13,12,7,1,11,17,64.7,6,9,6,3,13,33,38
1371,Tomáš Koubek,cz,GK,,Augsburg,Bundesliga,30,1992,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
1372,Therence Koudou,fr,DF,,Reims,Ligue 1,18,2004,3.5,2,2,1,1,0,0,2,0.0,2,4,3,1,4,6,9
1373,Jules Koundé,fr,DF,,Barcelona,La Liga,24,1998,32.2,37,23,22,10,5,28,51,54.9,23,32,12,20,25,62,83
1374,Boubakar Kouyaté,ml,DF,,Montpellier,Ligue 1,26,1997,21.4,49,30,39,8,2,28,51,54.9,23,31,20,11,29,78,123
1375,Cheikhou Kouyaté,sn,MF,,Nott'ham Forest,Premier League,33,1989,2.4,8,5,3,3,2,1,4,25.0,3,4,1,3,2,10,10
1376,Mateo Kovačić,hr,MF,,Manchester City,Premier League,29,1994,17.2,36,25,16,15,5,18,28,64.3,10,23,1,22,10,46,10
1377,Viktor Kovalenko,ua,MF,,Empoli,Serie A,27,1996,6.8,5,2,2,2,1,2,8,25.0,6,12,2,10,1,6,7
1378,Matej Kovar,cz,GK,,Leverkusen,Bundesliga,23,2000,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1379,Dawid Kownacki,pl,FW,,Werder Bremen,Bundesliga,26,1997,4.2,1,1,1,0,0,1,4,25.0,3,3,1,2,0,1,1
1380,Emil Krafth,se,DF,,Newcastle Utd,Premier League,28,1994,10.1,21,14,10,7,4,12,25,48.0,13,8,3,5,9,30,21
1381,Alex Král,cz,MF,,Union Berlin,Bundesliga,25,1998,15.2,19,14,7,10,2,8,20,40.0,12,15,4,11,11,30,30
1382,Andrej Kramarić,hr,MF,FW,Hoffenheim,Bundesliga,32,1991,24.4,11,2,5,4,2,6,13,46.2,7,14,2,12,10,21,12
1383,Christoph Kramer,de,MF,,Gladbach,Bundesliga,32,1991,2.8,10,5,5,5,0,2,14,14.3,12,7,1,6,4,14,6
1384,Frans Krätzig,de,DF,,Bayern Munich,Bundesliga,20,2003,0.6,2,0,2,0,0,1,2,50.0,1,0,0,0,0,2,0
1385,Tom Krauß,de,MF,,Mainz 05,Bundesliga,22,2001,15.0,57,33,22,31,4,21,58,36.2,37,33,4,29,17,74,28
1386,Rasmus Kristensen,dk,DF,,Roma,Serie A,26,1997,19.4,36,19,25,8,3,28,50,56.0,22,27,7,20,8,44,50
1387,Thomas Kristensen,dk,DF,,Udinese,Serie A,21,2002,23.3,35,24,25,10,0,21,33,63.6,12,29,20,9,29,64,118
1388,Toni Kroos,de,MF,,Real Madrid,La Liga,33,1990,23.6,53,34,19,25,9,24,59,40.7,35,22,4,18,17,70,11
1389,Nikola Krstović,me,FW,,Lecce,Serie A,23,2000,26.4,17,6,3,9,5,6,10,60.0,4,12,4,8,4,21,22
1390,Rade Krunić,ba,MF,,Milan,Serie A,29,1993,7.6,10,8,3,6,1,4,9,44.4,5,7,3,4,11,21,14
1391,Lukas Kübler,de,DF,,Freiburg,Bundesliga,30,1992,20.5,50,24,35,13,2,26,42,61.9,16,36,14,22,37,87,57
1392,Takefusa Kubo,jp,FW,MF,Real Sociedad,La Liga,22,2001,23.9,26,17,15,6,5,9,23,39.1,14,21,2,19,11,37,8
1393,Mahmut Kücüksahin,,MF,,Augsburg,Bundesliga,19,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1394,Mohammed Kudus,gh,FW,MF,West Ham,Premier League,22,2000,27.6,65,47,27,27,11,20,40,50.0,20,25,0,25,11,76,9
1395,Christian Kühlwetter,de,MF,,Heidenheim,Bundesliga,27,1996,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1396,Dejan Kulusevski,se,FW,MF,Tottenham,Premier League,23,2000,30.7,62,33,19,20,23,25,67,37.3,42,24,1,23,18,80,2
1397,Sael Kumbedi,fr,DF,,Lyon,Ligue 1,18,2005,10.3,30,20,14,12,4,9,22,40.9,13,12,3,9,14,44,18
1398,Marash Kumbulla,al,DF,,Sassuolo,Serie A,23,2000,4.0,3,2,2,1,0,1,2,50.0,1,8,6,2,0,3,22
1399,Justin Kumi,it,FW,,Sassuolo,Serie A,19,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1400,Layvin Kurzawa,fr,DF,,Paris S-G,Ligue 1,30,1992,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1401,Berkan Kutlu,tr,MF,,Genoa,Serie A,25,1998,2.2,6,4,5,1,0,3,6,50.0,3,3,0,3,4,10,5
1402,Daler Kuzyaev,ru,MF,,Le Havre,Ligue 1,30,1993,23.2,34,19,11,13,10,15,43,34.9,28,18,5,13,22,56,18
1403,Khvicha Kvaratskhelia,ge,FW,,Napoli,Serie A,22,2001,30.4,42,21,11,19,12,15,49,30.6,34,15,1,14,13,55,9
1404,Giorgi Kvernadze,ge,FW,DF,Frosinone,Serie A,20,2003,0.7,3,0,2,0,1,2,2,100.0,0,1,0,1,1,4,0
1405,Moritz-Broni Kwarteng,gh,FW,,Bochum,Bundesliga,25,1998,3.1,3,0,0,3,0,1,7,14.3,6,4,0,4,2,5,0
1406,Grejohn Kyei,fr,FW,,Clermont Foot,Ligue 1,27,1995,11.4,6,4,2,2,2,2,3,66.7,1,5,1,4,1,7,10
1407,Giorgos Kyriakopoulos,gr,DF,,Monza,Serie A,27,1996,19.0,19,10,16,3,0,11,24,45.8,13,18,1,17,13,32,28
1408,Luca de la Torre,us,MF,,Celta Vigo,La Liga,25,1998,21.7,39,21,12,22,5,22,43,51.2,21,23,4,19,12,51,17
1409,Gaëtan Laborde,fr,FW,MF,Nice,Ligue 1,29,1994,21.2,18,12,8,4,6,11,30,36.7,19,20,2,18,6,24,8
1410,Alexandre Lacazette,fr,FW,,Lyon,Ligue 1,32,1991,25.5,19,12,8,9,2,5,17,29.4,12,22,3,19,8,27,9
1411,Maxence Lacroix,fr,DF,,Wolfsburg,Bundesliga,23,2000,26.2,48,29,28,18,2,29,41,70.7,12,35,12,23,24,72,121
1412,Alban Lafont,fr,GK,,Nantes,Ligue 1,24,1999,27.7,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,14
1413,Yoel Lago,es,DF,,Celta Vigo,La Liga,19,2004,1.0,2,0,2,0,0,0,0,,0,1,0,1,0,2,2
1414,Aïssa Laïdouni,tn,MF,,Union Berlin,Bundesliga,26,1996,11.9,21,12,4,12,5,4,12,33.3,8,26,2,24,12,33,14
1415,Konrad Laimer,at,DF,MF,Bayern Munich,Bundesliga,26,1997,19.7,56,36,25,20,11,22,52,42.3,30,42,6,36,18,74,13
1416,Stefan Lainer,at,DF,MF,Gladbach,Bundesliga,30,1992,8.3,23,16,15,8,0,14,24,58.3,10,13,6,7,5,28,28
1417,Kenny Lala,mg,DF,,Brest,Ligue 1,31,1991,33.0,78,51,39,28,11,30,56,53.6,26,27,6,21,28,106,75
1418,Adam Lallana,eng,MF,FW,Brighton,Premier League,35,1988,9.4,8,3,4,4,0,0,4,0.0,4,2,1,1,3,11,1
1419,Mathis Lambourde,fr,FW,,Rennes,Ligue 1,17,2006,0.1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1
1420,Érik Lamela,ar,FW,MF,Sevilla,La Liga,31,1992,5.1,21,14,4,10,7,10,15,66.7,5,12,0,12,1,22,5
1421,Mohamed Lamine Bayo,gn,FW,,Le Havre,Ligue 1,25,1998,15.4,13,5,2,5,6,2,10,20.0,8,8,1,7,2,15,11
1422,Didier Lamkel Zé,cm,FW,MF,Metz,Ligue 1,26,1996,6.1,7,2,2,4,1,2,5,40.0,3,4,0,4,0,7,11
1423,Tariq Lamptey,gh,DF,FW,Brighton,Premier League,22,2000,10.2,21,14,14,5,2,13,22,59.1,9,7,3,4,6,27,6
1424,Bruno Langa,mz,DF,,Almería,La Liga,25,1997,9.1,17,12,10,5,2,6,14,42.9,8,11,4,7,4,21,33
1425,Gianluca Lapadula,pe,FW,,Cagliari,Serie A,33,1990,13.4,1,1,0,0,1,1,10,10.0,9,2,1,1,2,3,5
1426,Aymeric Laporte,es,DF,,Manchester City,Premier League,29,1994,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,1
1427,Julien Laporte,fr,DF,,Lorient,Ligue 1,29,1993,20.2,23,14,15,7,1,16,36,44.4,20,36,26,10,11,34,116
1428,Cyle Larin,ca,FW,,Mallorca,La Liga,28,1995,20.3,17,8,6,4,7,2,7,28.6,5,16,5,11,3,20,17
1429,Yasser Larouci,dz,DF,,Sheffield Utd,Premier League,22,2001,5.9,17,9,10,5,2,10,14,71.4,4,6,1,5,7,24,20
1430,Hugo Larsson,se,MF,,Eint Frankfurt,Bundesliga,19,2004,21.0,32,18,18,10,4,15,28,53.6,13,34,7,27,29,61,30
1431,Jamaal Lascelles,eng,DF,,Newcastle Utd,Premier League,29,1993,12.0,14,9,7,7,0,6,11,54.5,5,17,12,5,5,19,42
1432,Juanmi Latasa,es,FW,,Getafe,La Liga,22,2001,17.3,9,7,0,6,3,1,11,9.1,10,9,0,9,4,13,21
1433,Toni Lato,es,DF,,Mallorca,La Liga,25,1997,17.2,38,23,19,13,6,16,27,59.3,11,17,3,14,17,55,27
1434,Armand Lauriente,fr,FW,,Sassuolo,Serie A,24,1998,32.3,31,20,8,14,9,13,44,29.5,31,29,4,25,15,46,11
1435,Roméo Lavia,be,MF,,Chelsea,Premier League,19,2004,0.4,1,0,0,1,0,0,0,,0,0,0,0,0,1,1
1436,Lázaro,br,FW,MF,Almería,La Liga,21,2002,3.2,4,1,2,0,2,2,8,25.0,6,4,0,4,1,5,1
1437,Valentino Lazaro,at,DF,MF,Torino,Serie A,27,1996,22.2,18,11,7,9,2,13,19,68.4,6,14,1,13,8,26,29
1438,Darko Lazović,rs,FW,MF,Hellas Verona,Serie A,32,1990,21.4,26,16,11,6,9,16,31,51.6,15,10,1,9,6,32,14
1439,Manuel Lazzari,it,DF,,Lazio,Serie A,29,1993,18.6,26,18,13,10,3,18,28,64.3,10,20,4,16,12,38,37
1440,Théo Le Bris,fr,DF,MF,Lorient,Ligue 1,20,2002,16.8,35,22,25,7,3,19,40,47.5,21,24,3,21,12,47,42
1441,Julien Le Cardinal,fr,DF,,Brest,Ligue 1,25,1997,5.3,19,11,11,7,1,8,12,66.7,4,6,3,3,13,32,26
1442,Julien Le Cardinal,fr,DF,,Lens,Ligue 1,25,1997,0.6,6,2,4,2,0,4,9,44.4,5,2,1,1,0,6,0
1443,Jérémy Le Douaron,fr,FW,,Brest,Ligue 1,25,1998,18.0,21,10,7,9,5,11,26,42.3,15,14,1,13,2,23,10
1444,Enzo Le Fée,fr,MF,,Rennes,Ligue 1,23,2000,17.0,50,35,23,17,10,23,47,48.9,24,17,3,14,19,69,20
1445,Vincent Le Goff,fr,DF,MF,Lorient,Ligue 1,33,1989,6.0,5,0,4,0,1,4,8,50.0,4,11,3,8,3,8,10
1446,Robin Le Normand,es,DF,,Real Sociedad,La Liga,26,1996,27.4,31,22,16,15,0,17,30,56.7,13,26,15,11,28,59,96
1447,Nicola Leali,it,GK,,Genoa,Serie A,30,1993,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1448,Rafael Leão,pt,FW,,Milan,Serie A,24,1999,27.9,16,10,3,8,5,8,13,61.5,5,15,1,14,9,25,19
1449,Adrien Lebeau,fr,MF,FW,Brest,Ligue 1,24,1999,0.6,0,0,0,0,0,0,3,0.0,3,2,1,1,0,0,1
1450,Jean-Louis Leca,fr,GK,,Lens,Ligue 1,37,1985,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
1451,Benjamin Lecomte,fr,GK,,Montpellier,Ligue 1,32,1991,30.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,16
1452,Jeremías Ledesma,ar,GK,,Cádiz,La Liga,30,1993,33.9,1,1,1,0,0,1,4,25.0,3,0,0,0,0,1,15
1453,Pierre Lees-Melou,fr,MF,,Brest,Ligue 1,30,1993,28.0,96,67,51,41,4,49,129,38.0,80,61,11,50,43,139,64
1454,Diogo Leite,pt,DF,,Union Berlin,Bundesliga,24,1999,30.0,52,36,31,15,6,25,51,49.0,26,48,22,26,47,99,155
1455,Maxim Leitsch,de,DF,,Mainz 05,Bundesliga,25,1998,4.2,6,3,5,1,0,3,6,50.0,3,2,0,2,4,10,13
1456,Florian Lejeune,fr,DF,,Rayo Vallecano,La Liga,32,1991,37.0,39,25,26,11,2,19,30,63.3,11,33,18,15,23,62,155
1457,Stefan Lekovic,rs,DF,,Villarreal,La Liga,19,2004,0.3,0,0,0,0,0,0,0,,0,1,1,0,0,0,1
1458,Iñigo Lekue,es,DF,,Athletic Club,La Liga,30,1993,22.2,40,22,25,10,5,27,53,50.9,26,24,6,18,15,55,50
1459,Thomas Lemar,fr,MF,,Atlético Madrid,La Liga,27,1995,1.8,3,1,2,1,0,1,2,50.0,1,0,0,0,0,3,0
1460,Mario Lemina,ga,MF,,Wolves,Premier League,29,1993,33.0,90,58,46,33,11,25,47,53.2,22,36,9,27,41,131,64
1461,Álvaro Lemos,es,DF,,Las Palmas,La Liga,30,1993,2.8,4,1,1,3,0,0,2,0.0,2,3,1,2,2,6,4
1462,Ruben Lendinez,es,DF,,Valencia,La Liga,20,2003,0.1,2,2,0,2,0,1,1,100.0,0,0,0,0,0,2,1
1463,Clément Lenglet,fr,DF,,Aston Villa,Premier League,28,1995,12.8,13,9,7,5,1,7,13,53.8,6,19,11,8,7,20,47
1464,Bernd Leno,de,GK,,Fulham,Premier League,31,1992,38.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14
1465,Christopher Lenz,de,DF,MF,RB Leipzig,Bundesliga,28,1994,0.5,2,1,2,0,0,1,1,100.0,0,0,0,0,2,4,2
1466,Christopher Lenz,de,DF,,Eint Frankfurt,Bundesliga,28,1994,0.1,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,1
1467,Johann Lepenant,fr,MF,,Lyon,Ligue 1,20,2002,2.8,4,3,2,2,0,1,8,12.5,7,5,0,5,4,8,0
1468,Jefferson Lerma,co,MF,DF,Crystal Palace,Premier League,28,1994,26.7,42,25,15,23,4,19,40,47.5,21,31,12,19,36,78,72
1469,Léo Leroy,fr,MF,,Montpellier,Ligue 1,23,2000,5.5,19,10,8,8,3,6,21,28.6,15,12,3,9,7,26,8
1470,Robert Lewandowski,pl,FW,,Barcelona,La Liga,34,1988,30.6,8,5,0,6,2,4,12,33.3,8,13,4,9,9,17,18
1471,Jamie Leweling,de,FW,MF,Stuttgart,Bundesliga,22,2001,16.9,18,10,4,6,8,5,17,29.4,12,21,1,20,5,23,13
1472,Rico Lewis,eng,DF,MF,Manchester City,Premier League,18,2004,9.0,10,7,4,4,2,3,7,42.9,4,7,1,6,4,14,6
1473,Keane Lewis-Potter,eng,FW,DF,Brentford,Premier League,22,2001,16.0,17,7,5,11,1,7,15,46.7,8,10,2,8,7,24,23
1474,Philipp Lienhart,at,DF,,Freiburg,Bundesliga,27,1996,14.1,20,13,14,5,1,13,23,56.5,10,18,11,7,14,34,51
1475,Matthijs de Ligt,nl,DF,,Bayern Munich,Bundesliga,23,1999,15.4,15,12,4,8,3,6,11,54.5,5,14,10,4,19,34,52
1476,Victor Lindelöf,se,DF,,Manchester Utd,Premier League,29,1994,14.8,15,10,8,7,0,5,13,38.5,8,18,9,9,12,27,40
1477,Jesper Lindstrøm,dk,FW,MF,Napoli,Serie A,23,2000,4.8,8,3,2,3,3,4,8,50.0,4,3,0,3,2,10,6
1478,Jesper Lindstrøm,dk,FW,,Eint Frankfurt,Bundesliga,23,2000,0.9,1,1,1,0,0,0,0,,0,0,0,0,0,1,0
1479,Karol Linetty,pl,MF,,Torino,Serie A,28,1995,20.6,30,21,9,20,1,9,29,31.0,20,24,8,16,23,53,27
1480,Samuel Lino,br,DF,MF,Atlético Madrid,La Liga,23,1999,23.1,61,34,32,17,12,35,70,50.0,35,37,1,36,14,75,27
1481,Luca Lipani,it,MF,,Sassuolo,Serie A,18,2005,4.3,9,7,4,3,2,3,11,27.3,8,9,2,7,6,15,7
1482,Pol Lirola,es,DF,,Frosinone,Serie A,25,1997,17.1,30,18,14,15,1,17,35,48.6,18,12,1,11,19,49,41
1483,Marcin Listkowski,pl,FW,,Lecce,Serie A,25,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1484,Valentino Livramento,eng,DF,,Newcastle Utd,Premier League,20,2002,14.6,23,13,15,6,2,10,21,47.6,11,16,7,9,25,48,41
1485,Dejan Ljubicic,at,MF,FW,Köln,Bundesliga,25,1997,22.8,43,27,20,18,5,20,43,46.5,23,22,2,20,18,61,11
1486,Javier Llabrés,es,MF,FW,Mallorca,La Liga,20,2002,2.7,3,1,1,1,1,1,2,50.0,1,1,0,1,3,6,4
1487,Diego Llorente,es,DF,,Roma,Serie A,29,1993,24.1,31,19,20,10,1,11,24,45.8,13,40,27,13,22,53,79
1488,Marcos Llorente,es,MF,DF,Atlético Madrid,La Liga,28,1995,28.5,40,23,18,17,5,16,44,36.4,28,36,11,25,14,54,35
1489,Gautier Lloris,fr,DF,,Le Havre,Ligue 1,28,1995,30.9,50,28,40,9,1,28,42,66.7,14,50,30,20,32,82,142
1490,Abou Lô,sn,MF,DF,Metz,Ligue 1,23,2000,2.2,3,1,2,1,0,1,4,25.0,3,5,2,3,4,7,8
1491,Giovani Lo Celso,ar,MF,,Tottenham,Premier League,27,1996,5.6,22,13,10,8,4,9,14,64.3,5,4,1,3,5,27,2
1492,Stanislav Lobotka,sk,MF,,Napoli,Serie A,28,1994,36.5,61,39,18,30,13,24,60,40.0,36,30,8,22,30,91,29
1493,Manuel Locatelli,it,MF,,Juventus,Serie A,25,1998,33.4,69,43,24,35,10,31,58,53.4,27,43,17,26,25,94,65
1494,Bradley Locko,fr,DF,,Brest,Ligue 1,21,2002,32.9,97,55,57,34,6,47,80,58.8,33,28,1,27,40,137,69
1495,Tom Lockyer,wls,DF,,Luton Town,Premier League,28,1994,13.0,25,16,17,6,2,15,22,68.2,7,23,13,10,23,48,68
1496,Renan Lodi,br,DF,,Marseille,Ligue 1,25,1998,13.7,24,16,8,13,3,13,21,61.9,8,7,2,5,16,40,35
1497,Ruben Loftus-Cheek,eng,MF,,Milan,Serie A,27,1996,23.0,28,18,7,14,7,15,27,55.6,12,24,12,12,9,37,10
1498,Andy Logbo,fr,FW,,Le Havre,Ligue 1,19,2004,2.8,0,0,0,0,0,0,3,0.0,3,7,3,4,0,0,2
1499,Enzo Loiodice,fr,MF,,Las Palmas,La Liga,22,2000,19.9,62,35,15,34,13,20,42,47.6,22,20,2,18,12,74,16
1500,Sean Longstaff,eng,MF,,Newcastle Utd,Premier League,25,1997,30.5,54,30,17,29,8,24,63,38.1,39,43,7,36,17,71,23
1501,Ademola Lookman,ng,FW,MF,Atalanta,Serie A,25,1997,21.0,20,15,2,11,7,8,22,36.4,14,19,0,19,9,29,0
1502,Noah Loosli,ch,DF,,Bochum,Bundesliga,26,1997,3.8,10,7,6,4,0,7,14,50.0,7,7,1,6,7,17,18
1503,Anthony Lopes,pt,GK,,Lyon,Ligue 1,32,1990,31.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,16
1504,David López,es,DF,,Girona,La Liga,33,1989,21.8,33,20,21,12,0,17,22,77.3,5,28,19,9,20,53,63
1505,Diego López,es,MF,FW,Valencia,La Liga,21,2002,29.5,37,25,14,16,7,13,56,23.2,43,23,1,22,20,57,12
1506,Fermin López,es,MF,FW,Barcelona,La Liga,20,2003,16.1,41,21,15,18,8,14,40,35.0,26,14,1,13,4,45,9
1507,Javi López,es,DF,,Alavés,La Liga,21,2002,26.5,23,12,11,9,3,15,26,57.7,11,25,9,16,10,33,77
1508,Maxime Lopez,fr,MF,,Fiorentina,Serie A,25,1997,8.9,18,9,5,10,3,6,12,50.0,6,3,1,2,7,25,6
1509,Maxime Lopez,fr,MF,,Sassuolo,Serie A,25,1997,1.6,2,1,1,1,0,1,2,50.0,1,1,1,0,2,4,0
1510,Pau López,es,GK,,Marseille,Ligue 1,28,1994,32.7,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,10
1511,Unai López,es,MF,,Rayo Vallecano,La Liga,27,1995,23.4,48,24,18,23,7,21,53,39.6,32,24,3,21,16,64,15
1512,Dion Lopy,sn,MF,,Almería,La Liga,21,2002,21.3,62,37,36,20,6,17,44,38.6,27,23,5,18,15,77,22
1513,Anthony Losilla,fr,MF,,Bochum,Bundesliga,37,1986,28.6,63,37,15,40,8,23,51,45.1,28,37,8,29,25,88,51
1514,Jordan Lotomba,ch,DF,,Nice,Ligue 1,24,1998,20.0,36,28,18,9,9,25,35,71.4,10,30,9,21,16,52,26
1515,Tom Louchet,fr,MF,DF,Nice,Ligue 1,20,2003,4.5,14,5,6,6,2,7,11,63.6,4,7,3,4,3,17,9
1516,Imran Louza,ma,MF,,Lorient,Ligue 1,24,1999,9.6,13,7,2,8,3,2,8,25.0,6,8,1,7,9,22,4
1517,Matteo Lovato,it,DF,,Torino,Serie A,23,2000,6.0,10,7,5,5,0,4,5,80.0,1,9,5,4,13,23,10
1518,Matteo Lovato,it,DF,,Salernitana,Serie A,23,2000,10.5,27,14,17,8,2,16,24,66.7,8,14,7,7,18,45,41
1519,Dejan Lovren,hr,DF,,Lyon,Ligue 1,34,1989,8.0,9,7,6,3,0,3,7,42.9,4,6,5,1,12,21,37
1520,Sandi Lovrić,si,MF,,Udinese,Serie A,25,1998,22.1,25,12,9,11,5,9,23,39.1,14,21,2,19,21,46,24
1521,Max Lowe,eng,DF,MF,Sheffield Utd,Premier League,26,1997,5.6,21,10,13,5,3,8,15,53.3,7,10,4,6,5,26,15
1522,Anthony Lozano,hn,MF,FW,Getafe,La Liga,30,1993,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1
1523,Anthony Lozano,hn,FW,,Almería,La Liga,30,1993,8.6,7,5,2,5,0,4,7,57.1,3,6,1,5,2,9,12
1524,Lucas,br,DF,,Cádiz,La Liga,22,2001,17.1,47,27,32,11,4,32,55,58.2,23,27,4,23,17,64,45
1525,Lorenzo Lucca,it,FW,,Udinese,Serie A,22,2000,28.8,19,11,4,11,4,5,20,25.0,15,18,3,15,3,22,36
1526,Jhon Lucumí,co,DF,,Bologna,Serie A,25,1998,24.6,48,29,31,17,0,27,36,75.0,9,32,17,15,16,64,68
1527,José Luis Gayà,es,DF,,Valencia,La Liga,28,1995,19.9,71,36,44,23,4,43,67,64.2,24,18,3,15,11,82,42
1528,José Luis Morales,es,FW,MF,Villarreal,La Liga,36,1987,11.6,5,3,1,4,0,3,13,23.1,10,9,1,8,7,12,4
1529,José Luis Palomino,ar,DF,,Atalanta,Serie A,33,1990,0.3,2,1,1,1,0,1,1,100.0,0,2,1,1,1,3,6
1530,Douglas Luiz,br,MF,,Aston Villa,Premier League,25,1998,33.3,58,38,21,27,10,25,53,47.2,28,32,8,24,23,81,18
1531,Romelu Lukaku,be,FW,,Roma,Serie A,30,1993,29.3,6,5,1,2,3,2,4,50.0,2,7,1,6,0,6,19
1532,Castello Lukeba,fr,DF,,RB Leipzig,Bundesliga,20,2002,24.3,19,12,10,9,0,10,12,83.3,2,35,13,22,12,31,94
1533,Dodi Lukebakio,be,FW,MF,Sevilla,La Liga,25,1997,12.5,5,2,2,2,1,1,6,16.7,5,9,2,7,2,7,5
1534,Saša Lukić,rs,MF,,Fulham,Premier League,26,1996,12.5,33,19,9,17,7,18,39,46.2,21,18,5,13,16,49,19
1535,Karlo Lulić,hr,MF,,Frosinone,Serie A,27,1996,0.2,0,0,0,0,0,0,0,,0,1,0,1,1,1,0
1536,Andriy Lunin,ua,GK,,Real Madrid,La Liga,24,1999,21.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,15
1537,Sebastiano Luperto,it,DF,,Empoli,Serie A,26,1996,37.8,37,26,25,10,2,15,24,62.5,9,46,35,11,32,69,157
1538,Mateus Lusuardi,br,DF,,Frosinone,Serie A,19,2004,2.4,2,1,1,1,0,1,3,33.3,2,4,2,2,4,6,8
1539,Andreas Luthe,de,GK,,Bochum,Bundesliga,36,1987,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
