Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
587,Samu Costa,pt,MF,,Mallorca,La Liga,22,2000,25.6,91,50,40,46,5,46,93,49.5,47,28,14,14,39,130,59
588,Benoît Costil,fr,GK,,Salernitana,Serie A,36,1987,13.0,2,1,1,1,0,2,3,66.7,1,0,0,0,0,2,5
589,Grégoire Coudert,fr,GK,,Brest,Ligue 1,24,1999,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
590,Vladimír Coufal,cz,DF,,West Ham,Premier League,30,1992,34.8,64,41,50,12,2,38,75,50.7,37,49,15,34,43,107,97
591,Lassana Coulibaly,ml,MF,,Salernitana,Serie A,27,1996,23.1,47,32,20,21,6,22,49,44.9,27,23,5,18,16,63,29
592,Mamadou Coulibaly,sn,DF,,Salernitana,Serie A,24,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
593,Mamadou Coulibaly,fr,MF,,Monaco,Ligue 1,19,2004,1.3,7,4,2,3,2,3,8,37.5,5,4,0,4,0,7,0
594,Tanguy Coulibaly,fr,FW,MF,Montpellier,Ligue 1,22,2001,6.9,13,11,8,4,1,4,9,44.4,5,11,1,10,2,15,2
595,Thibaut Courtois,be,GK,,Real Madrid,La Liga,31,1992,3.7,1,0,1,0,0,0,0,,0,0,0,0,0,1,0
596,Philippe Coutinho,br,MF,FW,Aston Villa,Premier League,31,1992,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
597,Yan Couto,br,DF,FW,Girona,La Liga,21,2002,24.9,45,34,25,14,6,20,40,50.0,20,14,2,12,10,55,31
598,Nicolas Cozza,fr,DF,,Nantes,Ligue 1,24,1999,9.9,35,23,23,10,2,17,24,70.8,7,7,0,7,14,49,32
599,Nicolas Cozza,fr,DF,,Wolfsburg,Bundesliga,24,1999,3.1,8,6,4,4,0,2,7,28.6,5,3,0,3,4,12,6
600,Alessio Cragno,it,GK,,Sassuolo,Serie A,29,1994,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3
601,Crespo,pt,MF,,Rayo Vallecano,La Liga,26,1996,5.9,16,9,8,6,2,9,17,52.9,8,15,6,9,10,26,7
602,Aaron Cresswell,eng,DF,FW,West Ham,Premier League,33,1989,4.8,3,2,1,1,1,2,3,66.7,1,5,3,2,3,6,7
603,Bryan Cristante,it,MF,DF,Roma,Serie A,28,1995,36.5,72,41,33,28,11,28,50,56.0,22,36,6,30,25,97,55
604,Cristian,es,GK,,Valencia,La Liga,25,1998,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
605,Juan Cruz Armada,es,DF,,Osasuna,La Liga,31,1992,18.5,27,15,16,10,1,17,25,68.0,8,14,7,7,12,39,39
606,Juan Cruz,ar,FW,MF,Hellas Verona,Serie A,24,1999,1.2,2,2,0,0,2,0,0,,0,1,0,1,1,3,0
607,Juan Cruz,es,FW,,Betis,La Liga,23,2000,0.8,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
608,Juan Cuadrado,co,DF,,Inter,Serie A,35,1988,3.0,4,3,2,2,0,3,5,60.0,2,6,1,5,1,5,2
609,Pau Cubarsí,es,DF,,Barcelona,La Liga,16,2007,17.3,22,14,18,3,1,13,18,72.2,5,20,16,4,12,34,65
610,Marc Cucurella,es,DF,,Chelsea,Premier League,25,1998,19.8,62,38,36,21,5,34,64,53.1,30,36,13,23,22,84,48
611,Iván Cuéllar,es,GK,,Mallorca,La Liga,39,1984,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
612,Jorge Cuenca,es,DF,,Villarreal,La Liga,23,1999,21.8,42,29,26,10,6,19,30,63.3,11,26,15,11,21,63,114
613,Josh Cullen,ie,MF,,Burnley,Premier League,27,1996,22.9,42,29,15,22,5,26,46,56.5,20,31,19,12,15,57,26
614,Matheus Cunha,br,FW,MF,Wolves,Premier League,24,1999,27.1,30,16,8,17,5,13,35,37.1,22,28,7,21,13,43,21
615,Marvin Cuni,al,FW,,Frosinone,Serie A,22,2001,5.9,8,3,1,3,4,3,4,75.0,1,10,1,9,1,9,0
616,Eric Curbelo,es,DF,MF,Las Palmas,La Liga,29,1994,1.1,4,3,2,2,0,3,4,75.0,1,3,1,2,2,6,5
617,Sam Curtis,ie,DF,,Sheffield Utd,Premier League,17,2005,0.3,1,0,1,0,0,1,2,50.0,1,2,0,2,0,1,0
618,Tomáš Čvančara,cz,FW,,Gladbach,Bundesliga,22,2000,10.0,4,3,0,2,2,1,3,33.3,2,5,1,4,2,6,8
619,Danilo D'Ambrosio,it,DF,,Monza,Serie A,34,1988,17.1,57,34,34,20,3,28,41,68.3,13,22,13,9,14,71,31
620,Alberto Dadie,es,MF,,Real Sociedad,La Liga,21,2002,0.3,2,1,2,0,0,0,0,,0,1,0,1,0,2,0
621,Trévis Dago,ci,FW,MF,Lille,Ligue 1,18,2005,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,0
622,Finn Dahmen,de,GK,,Augsburg,Bundesliga,25,1998,31.0,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,17
623,Mahmoud Dahoud,de,MF,,Brighton,Premier League,27,1996,5.0,9,4,2,4,3,3,9,33.3,6,4,1,3,1,10,5
624,Mahmoud Dahoud,de,MF,,Stuttgart,Bundesliga,27,1996,2.5,5,1,1,4,0,3,7,42.9,4,4,0,4,0,5,1
625,Ameen Al-Dakhil,be,DF,,Burnley,Premier League,21,2002,11.7,12,5,4,7,1,1,10,10.0,9,13,6,7,12,24,38
626,Thijs Dallinga,nl,FW,,Toulouse,Ligue 1,22,2000,27.9,29,15,6,11,12,9,15,60.0,6,11,4,7,3,32,35
627,Diogo Dalot,pt,DF,,Manchester Utd,Premier League,24,1999,35.3,81,51,58,12,11,51,74,68.9,23,44,16,28,37,118,111
628,Mikkel Damsgaard,dk,MF,,Brentford,Premier League,23,2000,9.4,29,17,13,9,7,14,40,35.0,26,23,1,22,11,40,10
629,Flavius Daniliuc,at,DF,,Salernitana,Serie A,22,2001,8.3,19,11,12,5,2,9,19,47.4,10,13,4,9,8,27,15
630,Danilo,br,MF,,Nott'ham Forest,Premier League,22,2001,19.9,36,18,22,12,2,21,46,45.7,25,33,8,25,35,71,42
631,Danilo,br,DF,,Juventus,Serie A,32,1991,27.2,60,36,38,18,4,32,48,66.7,16,34,15,19,37,97,94
632,Arnaut Danjuma,nl,MF,FW,Everton,Premier League,26,1997,6.6,6,4,2,3,1,1,4,25.0,3,4,0,4,3,9,0
633,Jayden Danns,eng,FW,,Liverpool,Premier League,17,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
634,Kevin Danso,at,DF,,Lens,Ligue 1,24,1998,29.5,24,14,12,11,1,15,30,50.0,15,43,30,13,23,47,115
635,Dante,br,DF,,Nice,Ligue 1,39,1983,31.6,62,30,44,16,2,38,52,73.1,14,43,22,21,37,99,77
636,Raimane Daou,km,DF,MF,Marseille,Ligue 1,18,2004,0.3,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,2
637,Mohammed Daramy,dk,FW,MF,Reims,Ligue 1,21,2002,18.3,10,9,4,4,2,6,16,37.5,10,5,1,4,4,14,4
638,Sergi Darder,es,MF,,Mallorca,La Liga,29,1993,24.0,39,26,13,21,5,12,31,38.7,19,20,4,16,16,55,16
639,Achraf Dari,ma,DF,FW,Brest,Ligue 1,24,1999,1.3,1,1,1,0,0,0,2,0.0,2,2,0,2,5,6,9
640,Matteo Darmian,it,DF,,Inter,Serie A,33,1989,26.7,48,22,23,15,10,20,53,37.7,33,27,11,16,13,61,55
641,Lukas Daschner,de,MF,FW,Bochum,Bundesliga,24,1998,6.0,9,4,2,3,4,4,9,44.4,5,7,0,7,2,11,2
642,Josh Dasilva,eng,DF,FW,Brentford,Premier League,24,1998,0.3,2,1,0,1,1,0,0,,0,0,0,0,0,2,0
643,David Datro Fofana,ci,FW,,Burnley,Premier League,20,2002,9.8,10,5,3,5,2,3,6,50.0,3,9,3,6,1,11,2
644,David Datro Fofana,ci,FW,MF,Union Berlin,Bundesliga,20,2002,7.6,10,7,3,5,2,4,9,44.4,5,4,0,4,0,10,5
645,Juan David Cabal,co,DF,,Hellas Verona,Serie A,22,2001,16.6,36,27,19,14,3,18,29,62.1,11,30,9,21,26,62,55
646,Jonathan David,ca,FW,,Lille,Ligue 1,23,2000,29.2,26,15,6,13,7,8,26,30.8,18,16,0,16,9,35,4
647,Alphonso Davies,ca,DF,,Bayern Munich,Bundesliga,22,2000,22.9,47,24,29,13,5,30,53,56.6,23,30,4,26,26,73,49
648,Ben Davies,wls,DF,,Tottenham,Premier League,30,1993,12.1,24,17,13,8,3,16,21,76.2,5,17,15,2,10,34,35
649,Tom Davies,eng,MF,,Sheffield Utd,Premier League,25,1998,2.5,10,5,4,3,3,3,9,33.3,6,2,1,1,3,13,6
650,Keinan Davis,eng,FW,MF,Udinese,Serie A,25,1998,2.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,3
651,Paweł Dawidowicz,pl,DF,,Hellas Verona,Serie A,28,1995,23.8,53,30,33,18,2,17,29,58.6,12,17,9,8,24,77,114
652,Craig Dawson,eng,DF,,Wolves,Premier League,33,1990,24.5,30,20,23,6,1,22,34,64.7,12,51,39,12,16,46,120
653,Kevin De Bruyne,be,MF,,Manchester City,Premier League,32,1991,13.6,14,9,1,5,8,7,20,35.0,13,5,0,5,4,18,4
654,Charles De Ketelaere,be,FW,MF,Atalanta,Serie A,22,2001,22.5,33,21,3,12,18,10,20,50.0,10,30,2,28,7,40,6
655,Rodrigo De Paul,ar,MF,,Atlético Madrid,La Liga,29,1994,23.1,31,21,11,14,6,15,38,39.5,23,28,1,27,11,42,15
656,Mattia De Sciglio,it,DF,,Juventus,Serie A,30,1992,0.5,0,0,0,0,0,0,0,,0,1,0,1,1,1,2
657,Lorenzo De Silvestri,it,DF,,Bologna,Serie A,35,1988,7.5,10,8,5,2,3,4,7,57.1,3,9,4,5,6,16,27
658,Thibault De Smet,be,DF,,Reims,Ligue 1,25,1998,20.3,56,35,36,16,4,33,59,55.9,26,25,5,20,21,77,51
659,Koni De Winter,be,DF,,Genoa,Serie A,21,2002,26.4,44,25,26,13,5,21,31,67.7,10,30,10,20,21,65,78
660,Grégoire Defrel,mq,FW,MF,Sassuolo,Serie A,32,1991,8.4,17,8,7,5,5,7,15,46.7,8,10,0,10,3,20,9
661,Alessandro Deiola,it,MF,,Cagliari,Serie A,27,1995,17.9,33,19,13,16,4,18,47,38.3,29,16,6,10,9,42,37
662,Romain Del Castillo,fr,FW,,Brest,Ligue 1,27,1996,27.7,46,29,14,18,14,18,70,25.7,52,33,1,32,9,55,8
663,Thomas Delaine,fr,DF,MF,Strasbourg,Ligue 1,31,1992,22.7,38,19,29,8,1,20,42,47.6,22,18,2,16,17,55,51
664,Sacha Delaye,fr,MF,FW,Montpellier,Ligue 1,21,2002,1.4,7,2,2,2,3,1,6,16.7,5,2,0,2,0,7,1
665,Hannes Delcroix,be,DF,,Burnley,Premier League,24,1999,6.5,10,6,6,4,0,3,4,75.0,1,9,3,6,9,19,26
666,Alessandro Dellavalle,it,DF,,Torino,Serie A,19,2004,0.2,0,0,0,0,0,0,0,,0,1,1,0,1,1,0
667,Olivier Deman,be,DF,,Werder Bremen,Bundesliga,23,2000,15.2,28,15,21,4,3,18,38,47.4,20,24,8,16,14,42,49
668,Karamoko Dembélé,eng,MF,FW,Brest,Ligue 1,20,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
669,Ousmane Dembélé,fr,MF,FW,Paris S-G,Ligue 1,26,1997,16.7,19,14,2,7,10,6,13,46.2,7,11,0,11,5,24,4
670,Jessy Deminguet,fr,MF,FW,Strasbourg,Ligue 1,25,1998,7.7,14,9,6,8,0,6,18,33.3,12,8,0,8,9,23,5
671,Ermedin Demirović,ba,FW,MF,Augsburg,Bundesliga,25,1998,31.9,24,14,5,16,3,12,40,30.0,28,28,2,26,11,35,26
672,Diego Demme,de,MF,,Napoli,Serie A,31,1991,0.8,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0
673,Sepp van den Berg,nl,DF,,Mainz 05,Bundesliga,21,2001,31.5,38,23,20,15,3,15,26,57.7,11,66,36,30,43,81,159
674,Leander Dendoncker,be,MF,,Aston Villa,Premier League,28,1995,1.3,6,4,3,2,1,4,5,80.0,1,5,2,3,2,8,3
675,Leander Dendoncker,be,MF,,Napoli,Serie A,28,1995,0.3,0,0,0,0,0,0,0,,0,1,1,0,0,0,0
676,Rémy Descamps,fr,GK,,Nantes,Ligue 1,27,1996,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7
677,Mikkel Desler,dk,DF,,Toulouse,Ligue 1,28,1995,17.2,18,12,8,7,3,9,17,52.9,8,32,13,19,19,37,38
678,Arthur Desmas,fr,GK,,Le Havre,Ligue 1,29,1994,33.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,13
679,Mattia Destro,it,FW,MF,Empoli,Serie A,32,1991,4.1,2,1,0,2,0,1,1,100.0,0,4,0,4,2,4,3
680,Samuele Di Benedetto,de,MF,,Stuttgart,Bundesliga,18,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0
681,Federico Di Francesco,it,FW,MF,Lecce,Serie A,29,1994,0.2,1,0,0,1,0,0,0,,0,0,0,0,0,1,0
682,Raffaele Di Gennaro,it,GK,,Inter,Serie A,29,1993,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
683,Michele Di Gregorio,it,GK,,Monza,Serie A,26,1997,31.9,1,0,1,0,0,1,4,25.0,3,1,0,1,1,2,10
684,Giovanni Di Lorenzo,it,DF,,Napoli,Serie A,29,1993,35.9,58,36,26,26,6,32,68,47.1,36,43,16,27,24,82,45
685,Alessandro Di Pardo,it,DF,MF,Cagliari,Serie A,24,1999,4.0,4,1,3,0,1,0,3,0.0,3,9,2,7,5,9,7
686,Boulaye Dia,sn,FW,MF,Salernitana,Serie A,26,1996,12.7,4,2,2,2,0,1,3,33.3,2,5,0,5,3,7,7
687,Moussa Diaby,fr,FW,MF,Aston Villa,Premier League,24,1999,24.2,12,5,5,4,3,4,22,18.2,18,8,1,7,9,21,6
688,Lamine Diack,sn,MF,,Nantes,Ligue 1,22,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
689,Mouctar Diakhaby,gn,DF,MF,Valencia,La Liga,26,1996,11.9,18,11,9,9,0,11,13,84.6,2,17,7,10,11,29,62
690,Mamadou Diakhon,fr,FW,MF,Reims,Ligue 1,17,2005,2.3,5,3,2,1,2,3,9,33.3,6,1,0,1,1,6,1
691,Bafodé Diakité,fr,DF,,Lille,Ligue 1,22,2001,18.8,29,20,12,15,2,24,32,75.0,8,16,8,8,21,50,49
692,Ibrahim Diakité,gn,DF,,Reims,Ligue 1,19,2003,1.2,1,0,0,1,0,0,1,0.0,1,3,0,3,2,3,5
693,Moussa Diakité,ml,MF,,Cádiz,La Liga,19,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
694,Oumar Diakité,ci,FW,,Reims,Ligue 1,19,2003,17.6,25,12,10,9,6,7,21,33.3,14,13,0,13,7,32,7
695,Amad Diallo,ci,FW,MF,Manchester Utd,Premier League,21,2002,4.3,10,3,1,6,3,3,7,42.9,4,3,1,2,1,11,6
696,Amadou Diallo,eng,MF,,Newcastle Utd,Premier League,20,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
697,Assane Diao,es,FW,,Betis,La Liga,17,2005,11.6,20,12,5,9,6,6,17,35.3,11,22,4,18,7,27,7
698,Habib Diarra,sn,MF,FW,Strasbourg,Ligue 1,19,2004,25.6,30,23,8,20,2,9,33,27.3,24,23,4,19,17,47,15
699,Moussa Diarra,ml,DF,,Toulouse,Ligue 1,22,2000,15.5,32,12,16,15,1,13,27,48.1,14,30,14,16,20,52,43
700,Rúben Dias,pt,DF,,Manchester City,Premier League,26,1997,28.4,39,20,14,21,4,19,26,73.1,7,32,17,15,30,69,77
701,Krépin Diatta,sn,DF,FW,Monaco,Ligue 1,24,1999,13.4,37,20,17,16,4,27,49,55.1,22,17,2,15,16,53,22
702,Mory Diaw,sn,GK,,Clermont Foot,Ligue 1,30,1993,30.0,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,13
703,Mahamadou Diawara,fr,MF,,Lyon,Ligue 1,18,2005,4.0,9,6,4,5,0,3,11,27.3,8,4,1,3,4,13,4
704,Brahim Díaz,ma,FW,MF,Real Madrid,La Liga,23,1999,17.2,29,19,4,16,9,6,13,46.2,7,16,1,15,5,34,2
705,Luis Díaz,co,FW,,Liverpool,Premier League,26,1997,29.2,35,25,5,17,13,7,30,23.3,23,15,0,15,3,38,8
706,Víctor Díaz,es,DF,MF,Granada,La Liga,35,1988,1.8,5,3,2,3,0,1,3,33.3,2,1,0,1,1,6,8
707,Famara Diedhiou,sn,FW,MF,Granada,La Liga,30,1992,1.0,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,2
708,Justin Diehl,de,FW,MF,Köln,Bundesliga,18,2004,1.9,0,0,0,0,0,0,0,,0,1,1,0,0,0,0
709,Bamba Dieng,sn,FW,,Lorient,Ligue 1,23,2000,6.1,3,3,0,3,0,1,3,33.3,2,3,0,3,0,3,7
710,Eric Dier,eng,DF,,Tottenham,Premier League,29,1994,2.2,2,1,2,0,0,2,2,100.0,0,3,3,0,2,4,12
711,Eric Dier,eng,DF,,Bayern Munich,Bundesliga,29,1994,13.0,11,8,5,5,1,5,6,83.3,1,20,12,8,10,21,48
712,Guillaume Dietsch,fr,GK,,Metz,Ligue 1,22,2001,0.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
713,Florian Dietz,de,FW,MF,Köln,Bundesliga,24,1998,0.8,0,0,0,0,0,0,0,,0,1,0,1,0,0,0
714,Lucas Digne,fr,DF,,Aston Villa,Premier League,30,1993,26.8,47,19,35,9,3,25,44,56.8,19,20,2,18,26,73,67
715,Federico Dimarco,it,DF,,Inter,Serie A,25,1997,23.1,42,25,19,14,9,17,35,48.6,18,18,3,15,9,51,34
716,Stole Dimitrievski,mk,GK,,Rayo Vallecano,La Liga,29,1993,37.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,17
717,Junior Dina Ebimbe,fr,MF,DF,Eint Frankfurt,Bundesliga,22,2000,21.7,44,29,15,17,12,18,41,43.9,23,28,7,21,9,53,39
718,Eren Dinkçi,de,FW,MF,Heidenheim,Bundesliga,21,2001,29.4,32,18,16,13,3,19,48,39.6,29,40,4,36,12,44,21
719,Sinaly Diomande,ci,DF,,Lyon,Ligue 1,22,2001,9.9,10,4,5,3,2,9,16,56.3,7,12,9,3,15,25,26
720,Edan Diop,fr,MF,DF,Monaco,Ligue 1,18,2004,1.8,10,8,6,3,1,7,9,77.8,2,3,0,3,1,11,5
721,Issa Diop,fr,DF,,Fulham,Premier League,26,1997,15.8,30,16,23,5,2,15,20,75.0,5,28,19,9,17,47,80
722,Sofiane Diop,fr,FW,,Nice,Ligue 1,23,2000,5.5,8,6,3,4,1,4,10,40.0,6,4,0,4,3,11,3
723,Andy Diouf,fr,MF,,Lens,Ligue 1,20,2003,14.6,28,19,12,11,5,14,22,63.6,8,13,3,10,3,31,5
724,Yehvann Diouf,fr,GK,,Reims,Ligue 1,23,1999,34.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,19
725,Axel Disasi,fr,DF,,Chelsea,Premier League,25,1998,28.7,33,19,20,10,3,23,30,76.7,7,26,19,7,18,51,102
726,Tiago Djaló,pt,DF,,Juventus,Serie A,23,2000,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,1
727,Chaim El Djebali,tn,MF,,Lyon,Ligue 1,19,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
728,Djené,tg,DF,MF,Getafe,La Liga,31,1991,27.6,34,19,18,13,3,15,26,57.7,11,31,15,16,23,57,70
729,Koffi Djidji,ci,DF,,Torino,Serie A,30,1992,8.4,14,9,9,5,0,3,4,75.0,1,10,5,5,10,24,20
730,Berat Djimsiti,al,DF,,Atalanta,Serie A,30,1993,31.5,42,24,29,12,1,19,31,61.3,12,53,33,20,57,99,100
731,Marko Dmitrović,rs,GK,,Sevilla,La Liga,31,1992,13.0,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,5
732,Ben Doak,sct,FW,,Liverpool,Premier League,17,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
733,Ritsu Doan,jp,DF,MF,Freiburg,Bundesliga,25,1998,25.0,50,27,21,19,10,21,36,58.3,15,30,3,27,9,59,29
734,Lewis Dobbin,eng,MF,,Everton,Premier League,20,2003,2.6,9,7,3,5,1,5,9,55.6,4,5,1,4,1,10,0
735,Dodô,br,DF,,Fiorentina,Serie A,24,1998,5.8,5,3,1,4,0,2,5,40.0,3,2,0,2,5,10,11
736,Danilho Doekhi,nl,DF,,Union Berlin,Bundesliga,25,1998,24.0,34,23,18,16,0,15,21,71.4,6,46,25,21,38,72,111
737,Matt Doherty,ie,DF,MF,Wolves,Premier League,31,1992,12.8,31,18,17,10,4,12,23,52.2,11,15,5,10,7,38,47
738,Josh Doig,sct,DF,,Hellas Verona,Serie A,21,2002,9.2,16,9,9,7,0,13,17,76.5,4,12,3,9,4,20,17
739,Josh Doig,sct,DF,,Sassuolo,Serie A,21,2002,14.9,25,17,16,9,0,15,27,55.6,12,31,10,21,16,41,38
740,Jeremy Doku,be,FW,MF,Manchester City,Premier League,21,2002,17.7,39,22,13,12,14,9,20,45.0,11,14,0,14,9,48,5
741,Jeremy Doku,be,FW,,Rennes,Ligue 1,21,2002,1.2,2,2,1,0,1,1,1,100.0,0,0,0,0,0,2,0
742,Jaume Doménech,es,GK,,Valencia,La Liga,32,1990,0.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
743,Carlos Dominguez,es,DF,,Celta Vigo,La Liga,22,2001,17.6,33,21,17,9,7,23,37,62.2,14,24,12,12,22,55,78
744,Mario Dominguez,es,FW,,Valencia,La Liga,19,2004,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
745,Nicolás Domínguez,ar,MF,FW,Nott'ham Forest,Premier League,25,1998,16.6,63,34,35,27,1,23,48,47.9,25,31,5,26,18,81,24
746,Nicolás Domínguez,ar,MF,,Bologna,Serie A,25,1998,1.1,1,0,1,0,0,0,2,0.0,2,3,0,3,0,1,2
747,Giulio Donati,it,DF,,Monza,Serie A,33,1990,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
748,Jamie Donley,eng,FW,,Tottenham,Premier League,18,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3
749,Gianluigi Donnarumma,it,GK,,Paris S-G,Ligue 1,24,1999,24.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,9
750,Patrick Dorgu,dk,DF,MF,Lecce,Serie A,18,2004,17.4,43,22,22,17,4,22,34,64.7,12,16,5,11,9,52,45
751,Niklas Dorsch,de,MF,,Augsburg,Bundesliga,25,1998,15.4,35,24,13,21,1,13,33,39.4,20,15,9,6,16,51,27
752,Alberto Dossena,it,DF,,Cagliari,Serie A,24,1998,33.1,55,35,43,12,0,32,48,66.7,16,50,27,23,45,100,172
753,Carlos Dotor,es,MF,,Celta Vigo,La Liga,22,2001,7.9,14,7,3,8,3,4,13,30.8,9,12,2,10,4,18,4
754,Abdoulaye Doucouré,ml,FW,MF,Everton,Premier League,30,1993,29.2,43,27,20,14,9,18,46,39.1,28,23,3,20,15,58,19
755,Cheick Doucouré,ml,MF,,Crystal Palace,Premier League,23,2000,10.2,34,17,15,13,6,18,30,60.0,12,13,2,11,20,54,12
756,Siriné Doucouré,ml,FW,,Lorient,Ligue 1,21,2002,4.7,8,6,0,4,4,3,3,100.0,0,4,0,4,1,9,6
757,Désiré Doué,fr,MF,FW,Rennes,Ligue 1,18,2005,18.1,32,18,11,14,7,10,33,30.3,23,30,1,29,14,46,8
758,Guela Doué,ci,DF,,Rennes,Ligue 1,20,2002,13.7,28,21,14,12,2,22,32,68.8,10,12,1,11,15,43,65
759,Alfie Doughty,eng,DF,,Luton Town,Premier League,23,1999,32.5,63,40,29,18,16,37,82,45.1,45,51,9,42,31,94,43
760,Douglas,br,MF,,Nantes,Ligue 1,26,1997,19.7,70,42,34,30,6,30,59,50.8,29,22,8,14,26,96,30
761,Ismaël Doukouré,fr,MF,DF,Strasbourg,Ligue 1,20,2003,18.4,23,16,7,14,2,13,21,61.9,8,19,7,12,19,42,29
762,Kamory Doumbia,ml,MF,,Brest,Ligue 1,20,2003,9.8,28,18,8,10,10,10,29,34.5,19,14,0,14,9,37,6
763,Anastasios Douvikas,gr,FW,,Celta Vigo,La Liga,23,1999,10.1,15,7,2,6,7,3,8,37.5,5,6,3,3,2,17,9
764,Artem Dovbyk,ua,FW,,Girona,La Liga,26,1997,28.7,4,3,2,1,1,0,2,0.0,2,8,1,7,0,4,17
765,Nikola Dovedan,at,MF,FW,Heidenheim,Bundesliga,29,1994,7.3,14,9,2,10,2,5,25,20.0,20,9,0,9,1,15,3
766,Damion Downs,us,FW,MF,Köln,Bundesliga,19,2004,2.0,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,1
767,Tommy Doyle,eng,MF,,Wolves,Premier League,21,2001,13.6,26,13,11,10,5,14,23,60.9,9,22,9,13,12,38,18
768,Radu Drăgușin,ro,DF,,Tottenham,Premier League,21,2002,4.8,5,3,5,0,0,3,3,100.0,0,5,4,1,8,13,19
769,Radu Drăgușin,ro,DF,,Genoa,Serie A,21,2002,19.0,16,11,9,6,1,8,9,88.9,1,18,12,6,21,37,87
770,Dion Drena Beljo,hr,FW,MF,Augsburg,Bundesliga,21,2002,6.5,0,0,0,0,0,0,2,0.0,2,8,1,7,1,1,4
771,Tim Drexler,de,DF,,Hoffenheim,Bundesliga,18,2005,6.4,16,9,12,4,0,8,17,47.1,9,12,8,4,8,24,14
772,Domingos Duarte,pt,DF,,Getafe,La Liga,28,1995,10.1,7,4,6,0,1,5,7,71.4,2,7,5,2,8,15,27
773,Rubén Duarte,es,DF,,Alavés,La Liga,27,1995,20.9,39,20,21,16,2,21,31,67.7,10,21,6,15,23,62,69
774,Martin Dúbravka,sk,GK,,Newcastle Utd,Premier League,34,1989,22.1,0,0,0,0,0,0,4,0.0,4,0,0,0,0,0,8
775,Marvin Ducksch,de,FW,,Werder Bremen,Bundesliga,29,1994,30.0,8,3,4,3,1,6,14,42.9,8,2,0,2,4,12,25
776,Ondrej Duda,sk,MF,,Hellas Verona,Serie A,28,1994,27.3,59,39,17,35,7,31,52,59.6,21,29,12,17,26,85,21
777,Denzel Dumfries,nl,DF,,Inter,Serie A,27,1996,18.2,22,13,9,11,2,9,23,39.1,14,15,6,9,12,34,33
778,Paul Dummett,wls,DF,,Newcastle Utd,Premier League,31,1991,0.2,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,1
779,Alfred Duncan,gh,MF,,Fiorentina,Serie A,30,1993,21.0,35,22,13,15,7,15,35,42.9,20,27,5,22,11,46,13
780,Lewis Dunk,eng,DF,,Brighton,Premier League,31,1991,31.9,27,14,17,9,1,13,36,36.1,23,49,37,12,31,58,90
781,Jhon Durán,co,FW,MF,Aston Villa,Premier League,19,2003,5.3,6,5,3,1,2,1,6,16.7,5,6,0,6,1,7,10
782,Julien Duranville,be,FW,MF,Dortmund,Bundesliga,17,2006,0.1,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0
