Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
1561,Harry Maguire,eng,DF,Manchester Utd,Premier League,30,1993,18.4,1103,1018,83,36,0,13,3,2,0,0,0,0,917,2,3
1562,Jon Magunacelaya,es,"FW,MF",Real Sociedad,La Liga,23,2000,1.3,45,45,0,0,0,0,3,0,0,0,0,0,30,0,3
1563,Adel Mahamoud,km,FW,Nantes,Ligue 1,20,2003,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
1564,Arne Maier,de,MF,Augsburg,Bundesliga,24,1999,11.1,593,498,92,21,0,2,85,8,61,17,34,0,449,3,12
1565,Habib Maïga,ci,"MF,FW",Metz,Ligue 1,27,1996,1.6,63,62,0,0,0,0,1,0,0,0,0,0,47,1,1
1566,Mike Maignan,fr,GK,Milan,it Serie A,28,1995,29.0,1228,1027,190,43,0,2,0,0,0,0,0,0,1033,11,2
1567,Linton Maina,de,"FW,MF",Köln,Bundesliga,24,1999,21.1,661,613,47,3,0,1,74,40,3,1,1,0,484,1,43
1568,Patrick Mainka,de,DF,Heidenheim,Bundesliga,28,1994,34.0,1555,1523,29,25,0,3,0,4,0,0,0,0,1289,3,16
1569,Kobbie Mainoo,eng,MF,Manchester Utd,Premier League,18,2005,21.4,868,863,5,4,8,3,6,0,0,0,0,0,748,0,16
1570,Ainsley Maitland-Niles,eng,"DF,MF",Lyon,Ligue 1,25,1997,15.9,796,694,98,9,1,5,21,86,3,1,0,0,663,4,12
1571,Radosław Majecki,pl,GK,Monaco,Ligue 1,23,1999,12.0,376,271,105,25,0,0,0,0,0,0,0,0,277,0,0
1572,Lovro Majer,hr,MF,Rennes,Ligue 1,25,1998,0.2,16,15,1,0,0,0,1,0,1,0,1,0,14,0,1
1573,Lovro Majer,hr,"MF,FW",Wolfsburg,Bundesliga,25,1998,23.4,1039,968,68,18,1,2,89,3,42,21,17,0,760,3,40
1574,Jean-Victor Makengo,fr,"MF,FW",Lorient,Ligue 1,25,1998,5.3,277,271,6,4,0,2,5,1,1,0,0,0,244,0,6
1575,Jordy Makengo,fr,DF,Freiburg,Bundesliga,21,2001,11.4,545,479,66,9,0,1,23,57,0,0,0,0,449,0,10
1576,Antoine Makoumbou,cg,MF,Cagliari,it Serie A,25,1998,30.0,1210,1171,33,23,4,19,11,8,0,0,0,0,1065,6,11
1577,Nemanja Maksimović,rs,MF,Getafe,La Liga,28,1995,36.3,1036,969,63,19,1,3,5,5,0,0,0,0,844,4,16
1578,Julián Malatini,ar,DF,Werder Bremen,Bundesliga,22,2001,6.7,364,346,16,14,0,1,6,2,0,0,0,0,295,2,8
1579,Daniel Maldini,it,"MF,FW",Monza,it Serie A,21,2001,3.7,114,103,11,2,1,0,9,0,8,3,2,0,89,0,1
1580,Daniel Maldini,it,"FW,MF",Empoli,it Serie A,21,2001,2.9,80,68,10,3,0,1,5,1,1,1,0,0,61,2,3
1581,Youssef Maleh,ma,MF,Empoli,it Serie A,24,1998,28.9,1028,975,44,18,4,5,47,7,9,4,4,0,790,9,27
1582,Donyell Malen,nl,"FW,MF",Dortmund,Bundesliga,24,1999,19.8,546,525,18,4,6,4,39,9,4,0,0,0,410,3,23
1583,Ruslan Malinovskyi,ua,MF,Genoa,it Serie A,30,1993,17.2,719,688,26,15,5,9,19,5,5,4,0,1,573,5,13
1584,Lennard Maloney,us,MF,Heidenheim,Bundesliga,23,1999,25.4,942,921,19,15,0,15,4,3,0,0,0,0,698,2,21
1585,Aaron Malouda,fr,FW,Lille,Ligue 1,17,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,Giorgi Mamardashvili,ge,GK,Valencia,La Liga,22,2000,36.5,1111,714,395,150,0,0,0,0,0,0,0,0,589,2,1
1587,David Mamutovic,de,"FW,DF",Mainz 05,Bundesliga,22,2000,0.1,10,10,0,0,0,0,1,0,0,0,0,0,7,0,0
1588,Wilson Manafá,pt,"DF,MF",Granada,La Liga,29,1994,2.7,135,106,29,0,1,1,8,29,0,0,0,0,104,0,3
1589,Hianga Mananga Mbock,fr,"MF,FW",Brest,Ligue 1,23,1999,0.1,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
1590,Gianluca Mancini,it,DF,Roma,it Serie A,27,1996,31.9,2011,1909,98,72,2,7,24,5,0,0,0,0,1744,4,6
1591,Marco Mancosu,it,"MF,FW",Cagliari,it Serie A,34,1988,1.7,62,54,7,2,1,0,4,0,1,0,1,0,39,1,2
1592,Steve Mandanda,fr,GK,Rennes,Ligue 1,38,1985,34.0,1209,921,288,96,0,0,0,0,0,0,0,0,885,0,0
1593,Christos Mandas,gr,GK,Lazio,it Serie A,21,2001,8.0,269,220,49,20,0,0,0,0,0,0,0,0,181,0,0
1594,Reinildo Mandava,mz,DF,Atlético Madrid,La Liga,29,1994,8.1,414,360,53,7,0,2,6,46,0,0,0,0,353,1,6
1595,Aïssa Mandi,dz,DF,Villarreal,La Liga,31,1991,12.4,734,688,45,24,2,3,0,4,0,0,0,0,671,1,4
1596,Rolando Mandragora,it,MF,Fiorentina,it Serie A,26,1997,17.6,761,701,60,32,0,8,34,5,19,4,7,0,606,0,16
1597,Orel Mangala,be,MF,Nott'ham Forest,Premier League,25,1998,17.4,646,639,5,4,1,2,2,0,0,0,0,0,570,2,6
1598,Orel Mangala,be,MF,Lyon,Ligue 1,25,1998,4.4,182,179,3,3,1,2,2,0,0,0,0,0,154,0,3
1599,Vito Mannone,it,GK,Lille,Ligue 1,35,1988,1.0,38,33,5,4,0,0,0,0,0,0,0,0,27,0,0
1600,Kostas Manolas,gr,DF,Salernitana,it Serie A,32,1991,5.4,303,295,8,8,1,2,1,0,0,0,0,0,276,0,0
1601,Javier Manquillo,es,"DF,MF",Celta Vigo,La Liga,29,1994,8.3,436,360,76,6,1,0,5,70,0,0,0,0,357,0,9
1602,Braydon Manu,gh,MF,Darmstadt 98,Bundesliga,26,1997,1.9,33,29,3,0,0,0,4,3,0,0,0,0,24,1,4
1603,Benson Manuel,ao,"MF,FW",Burnley,Premier League,26,1997,1.3,59,52,6,0,0,0,9,2,4,0,1,0,48,1,3
1604,Faitout Maouassa,fr,"DF,MF",Granada,La Liga,25,1998,2.5,97,67,30,5,0,1,20,19,6,6,0,0,58,0,6
1605,Faitout Maouassa,fr,"MF,DF",Lens,Ligue 1,25,1998,0.8,29,20,9,0,0,0,3,8,1,0,1,0,20,0,1
1606,Marcão,br,DF,Sevilla,La Liga,27,1996,3.9,199,190,6,5,0,0,0,1,0,0,0,0,176,3,1
1607,Solly March,eng,"FW,DF",Brighton,Premier League,29,1994,6.2,261,222,39,8,1,1,21,19,12,6,2,0,203,0,7
1608,Riccardo Marchizza,it,DF,Frosinone,it Serie A,25,1998,12.8,558,444,112,10,0,2,22,102,0,0,0,0,423,2,16
1609,Gian Marco Ferrari,it,DF,Sassuolo,it Serie A,31,1992,25.2,1300,1193,104,69,0,10,14,7,0,0,0,0,1073,3,6
1610,Óscar de Marcos,es,DF,Athletic Club,La Liga,34,1989,25.1,1566,1262,298,30,1,3,121,267,1,1,0,0,1243,6,33
1611,Alberto Marí,es,FW,Valencia,La Liga,22,2001,3.1,61,56,5,0,0,0,2,0,0,0,0,0,38,0,6
1612,José Mari,es,"MF,FW",Cádiz,La Liga,35,1987,0.2,21,18,2,2,0,0,0,0,0,0,0,0,16,1,1
1613,Pablo Marí,es,DF,Monza,it Serie A,29,1993,29.1,1737,1670,66,31,0,5,4,12,0,0,0,0,1581,1,6
1614,José María Giménez,uy,DF,Atlético Madrid,La Liga,28,1995,14.7,653,626,25,21,0,12,1,0,0,0,0,0,562,2,6
1615,Mariano,do,"FW,MF",Sevilla,La Liga,29,1993,2.7,53,46,7,0,1,1,1,1,0,0,0,0,37,0,2
1616,Mirko Marić,hr,FW,Monza,it Serie A,28,1995,3.2,91,87,4,0,0,0,1,0,0,0,0,0,66,0,4
1617,Rafa Marín,es,DF,Alavés,La Liga,21,2002,27.1,1025,962,60,54,0,23,1,3,0,0,0,0,846,3,7
1618,Răzvan Marin,ro,MF,Empoli,it Serie A,27,1996,20.2,907,747,154,90,8,2,98,3,57,20,33,0,671,6,11
1619,Diego Mariño,es,GK,Almería,La Liga,33,1990,1.0,27,25,2,0,0,0,0,0,0,0,0,0,23,0,0
1620,Guillermo Maripán,cl,DF,Monaco,Ligue 1,29,1994,19.6,1054,1010,42,36,0,2,0,4,0,0,0,0,934,2,9
1621,Mika Màrmol,es,DF,Las Palmas,La Liga,21,2002,35.3,2586,2368,211,95,1,7,5,36,0,0,0,0,2282,7,20
1622,Omar Marmoush,eg,"FW,MF",Eint Frankfurt,Bundesliga,24,1999,25.6,574,494,78,7,7,5,33,5,16,5,10,0,407,2,27
1623,Marquinhos,br,"FW,MF",Nantes,Ligue 1,20,2003,1.7,67,62,5,1,0,0,5,3,0,0,0,0,50,0,2
1624,Marquinhos,br,DF,Paris S-G,Ligue 1,29,1994,17.1,1807,1757,47,22,4,3,0,21,0,0,0,0,1706,3,6
1625,Unai Marrero,es,GK,Real Sociedad,La Liga,21,2001,1.6,45,22,23,15,0,0,0,0,0,0,0,0,28,0,1
1626,Agustín Martegani,ar,MF,Salernitana,it Serie A,23,2000,8.1,297,280,12,8,1,1,1,2,2,0,0,0,248,5,4
1627,Eric Martel,de,MF,Köln,Bundesliga,21,2002,27.3,1126,1109,14,10,0,0,19,4,0,0,0,0,913,3,26
1628,Roger Martí,es,FW,Cádiz,La Liga,32,1991,15.1,344,313,28,1,3,2,9,0,0,0,0,0,225,3,15
1629,Anthony Martial,fr,FW,Manchester Utd,Premier League,27,1995,5.0,139,131,6,0,0,0,0,0,0,0,0,0,109,2,3
1630,Aarón Martín,es,DF,Genoa,it Serie A,26,1997,15.3,619,495,119,16,0,2,106,71,32,7,21,0,431,5,22
1631,Iván Martín,es,MF,Girona,La Liga,24,1999,30.3,1628,1583,37,20,2,4,10,6,0,0,0,0,1487,8,19
1632,Jon Martin,es,DF,Real Sociedad,La Liga,17,2006,0.3,7,7,0,0,0,1,0,0,0,0,0,0,5,0,0
1633,Jonas Martin,fr,MF,Brest,Ligue 1,33,1990,13.4,962,927,33,21,0,9,7,8,2,1,0,0,839,2,12
1634,Mario Martín,es,MF,Real Madrid,La Liga,19,2004,0.2,15,14,1,1,0,0,0,0,0,0,0,0,12,0,0
1635,Gabriel Martinelli,br,FW,Arsenal,Premier League,22,2001,22.4,929,878,49,3,3,3,109,11,35,30,0,0,724,2,29
1636,Tommaso Martinelli,it,GK,Fiorentina,it Serie A,17,2006,1.0,49,38,11,2,0,1,0,0,0,0,0,0,37,0,0
1637,Arnau Martinez,es,DF,Girona,La Liga,20,2003,13.8,834,731,101,25,2,3,7,76,0,0,0,0,751,2,8
1638,Emiliano Martínez,ar,GK,Aston Villa,Premier League,30,1992,33.5,1436,1170,259,100,0,0,0,0,0,0,0,0,1190,7,1
1639,Iñigo Martínez,es,DF,Barcelona,La Liga,32,1991,14.4,1132,1092,37,22,3,22,3,8,0,0,0,0,1001,3,4
1640,Josep Martinez,es,GK,Genoa,it Serie A,25,1998,36.0,1430,1129,295,124,0,5,0,0,0,0,0,0,1017,6,2
1641,Lautaro Martínez,ar,FW,Inter,it Serie A,25,1997,29.5,782,734,42,4,12,3,15,1,0,0,0,0,604,6,28
1642,Lisandro Martínez,ar,DF,Manchester Utd,Premier League,25,1998,7.2,446,414,30,10,1,1,2,0,0,0,0,0,411,2,1
1643,Marc Martínez,es,GK,Granada,La Liga,33,1990,3.0,98,64,34,10,0,0,0,0,0,0,0,0,75,0,0
1644,Lucas Martínez Quarta,ar,DF,Fiorentina,it Serie A,27,1996,25.5,1668,1609,50,47,2,28,5,3,0,0,0,0,1362,9,14
1645,Adam Marušić,me,DF,Lazio,it Serie A,30,1992,34.4,1880,1575,304,20,0,4,44,284,0,0,0,0,1560,1,27
1646,Marvin,es,"FW,DF",Las Palmas,La Liga,23,2000,20.6,774,723,49,5,0,1,91,43,1,0,1,0,557,2,36
1647,Omar Mascarell,gq,MF,Mallorca,La Liga,30,1993,17.5,779,766,13,12,2,12,4,1,0,0,0,0,638,0,13
1648,Adam Masina,ma,DF,Udinese,it Serie A,29,1994,0.7,30,27,3,0,0,0,0,3,0,0,0,0,22,0,1
1649,Adam Masina,ma,DF,Torino,it Serie A,29,1994,11.4,652,620,31,8,0,1,4,17,0,0,0,0,557,1,2
1650,Erhan Mašović,rs,"DF,MF",Bochum,Bundesliga,24,1998,24.7,732,692,39,20,2,4,5,18,0,0,0,0,570,1,9
1651,Han-Noah Massengo,fr,"MF,DF",Burnley,Premier League,22,2001,0.2,12,11,1,0,0,0,2,1,0,0,0,0,6,0,1
1652,Roberto Massimo,de,"FW,DF",Stuttgart,Bundesliga,22,2000,0.9,39,34,5,0,0,0,0,5,0,0,0,0,30,0,5
1653,Clinton Mata,ao,DF,Lyon,Ligue 1,30,1992,24.7,1514,1332,181,32,0,2,52,149,0,0,0,0,1286,1,26
1654,Jaime Mata,es,"FW,MF",Getafe,La Liga,34,1988,19.9,521,502,17,1,0,1,39,8,1,0,0,0,340,2,21
1655,Pape Matar Sarr,sn,MF,Tottenham,Premier League,20,2002,23.0,1349,1329,18,5,6,3,25,9,1,0,0,0,1179,2,27
1656,Eliot Matazo,be,MF,Monaco,Ligue 1,21,2002,1.1,63,61,2,1,0,1,1,1,0,0,0,0,50,0,0
1657,Jean-Philippe Mateta,fr,FW,Crystal Palace,Premier League,26,1997,25.4,433,421,12,0,1,3,20,0,0,0,0,0,309,0,14
1658,Nemanja Matić,rs,MF,Rennes,Ligue 1,34,1988,11.4,804,760,41,38,2,5,5,3,0,0,0,0,695,3,14
1659,Nemanja Matić,rs,MF,Lyon,Ligue 1,34,1988,13.9,989,948,34,34,3,6,4,0,0,0,0,0,845,7,26
1660,Joël Matip,cm,DF,Liverpool,Premier League,31,1991,8.7,564,559,4,4,0,0,0,0,0,0,0,0,494,1,4
1661,Alex Matos,eng,MF,Chelsea,Premier League,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1662,Chrislain Matsima,fr,DF,Clermont Foot,Ligue 1,21,2002,13.1,655,635,19,13,0,1,0,3,0,0,0,0,569,1,10
1663,Chrislain Matsima,fr,DF,Monaco,Ligue 1,21,2002,3.3,231,224,6,2,0,0,0,3,0,0,0,0,215,1,0
1664,Jean Mattéo Bahoya,fr,"MF,FW",Eint Frankfurt,Bundesliga,18,2005,2.0,82,80,2,0,0,0,6,2,0,0,0,0,62,0,2
1665,Remi Matthews,eng,GK,Crystal Palace,Premier League,29,1994,0.0,5,2,3,2,0,0,0,0,0,0,0,0,0,0,0
1666,Alan Matturro,uy,DF,Genoa,it Serie A,18,2004,1.2,25,24,1,0,0,0,0,1,0,0,0,0,16,0,1
1667,Azor Matusiwa,nl,MF,Reims,Ligue 1,25,1998,15.4,750,740,9,8,0,5,0,1,0,0,0,0,650,1,8
1668,Azor Matusiwa,nl,MF,Rennes,Ligue 1,25,1998,8.8,454,442,12,11,1,1,1,1,0,0,0,0,398,0,5
1669,Neal Maupay,fr,FW,Brentford,Premier League,26,1996,14.7,392,362,28,6,5,2,8,10,1,0,0,0,282,2,28
1670,Neal Maupay,fr,FW,Everton,Premier League,26,1996,1.2,26,23,3,0,0,1,0,0,0,0,0,0,22,0,1
1671,Aïman Maurer,ma,"MF,FW",Clermont Foot,Ligue 1,18,2004,0.6,29,25,4,0,0,0,4,1,3,3,0,0,21,0,0
1672,Konstantinos Mavropanos,gr,DF,West Ham,Premier League,25,1997,16.7,635,597,36,29,1,11,1,5,0,0,0,0,482,2,7
1673,Christian Mawissa,fr,DF,Toulouse,Ligue 1,18,2005,12.4,617,562,55,7,0,3,4,44,0,0,0,0,511,0,9
1674,Philipp Max,de,DF,Eint Frankfurt,Bundesliga,29,1993,15.0,898,730,166,23,1,3,59,130,13,5,6,0,742,2,12
1675,Eric Maxim Choupo-Moting,cm,"MF,FW",Bayern Munich,Bundesliga,34,1989,8.0,282,273,9,0,3,0,11,0,0,0,0,0,232,0,13
1676,Luís Maximiano,pt,GK,Almería,La Liga,24,1999,33.0,1266,862,397,133,0,1,0,0,0,0,0,0,833,7,0
1677,Noam Mayoka-Tika,be,MF,Marseille,Ligue 1,19,2003,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1678,Borja Mayoral,es,FW,Getafe,La Liga,26,1997,23.9,558,530,26,0,0,8,22,1,1,0,0,0,422,2,26
1679,Senny Mayulu,fr,"FW,MF",Paris S-G,Ligue 1,17,2006,3.6,175,172,3,0,2,0,13,1,2,0,0,0,145,0,5
1680,Youssef Maziz,fr,"FW,MF",Metz,Ligue 1,25,1998,1.4,39,33,5,1,1,2,4,1,3,2,1,0,30,1,0
1681,Noussair Mazraoui,ma,DF,Bayern Munich,Bundesliga,25,1997,13.3,980,865,112,14,0,0,19,98,0,0,0,0,865,3,23
1682,Luca Mazzitelli,it,MF,Frosinone,it Serie A,27,1995,24.6,1309,1234,67,38,5,10,42,5,12,7,3,0,974,8,21
1683,Pasquale Mazzocchi,it,DF,Salernitana,it Serie A,28,1995,14.1,635,502,131,11,1,4,42,119,1,0,1,0,460,2,17
1684,Pasquale Mazzocchi,it,DF,Napoli,it Serie A,28,1995,4.8,276,237,39,4,2,3,14,35,0,0,0,0,225,0,2
1685,Kevin Mbabu,ch,DF,Augsburg,Bundesliga,28,1995,22.7,1020,780,236,6,1,2,101,230,0,0,0,0,644,4,42
1686,Noah Mbamba,be,MF,Leverkusen,Bundesliga,18,2005,0.2,20,20,0,0,0,0,1,0,0,0,0,0,19,0,0
1687,Ethan Mbappé,fr,"MF,DF",Paris S-G,Ligue 1,16,2006,0.5,46,44,2,0,0,0,1,2,0,0,0,0,42,0,0
1688,Kylian Mbappé,fr,FW,Paris S-G,Ligue 1,24,1998,24.0,965,936,24,5,12,10,23,6,7,0,0,0,801,5,19
1689,Malick Mbaye,sn,"MF,FW",Metz,Ligue 1,19,2004,1.7,54,49,5,1,0,0,13,0,3,0,3,0,34,0,5
1690,Mamadou Mbaye,sn,DF,Cádiz,La Liga,25,1998,3.2,84,80,3,3,0,0,0,0,0,0,0,0,47,1,1
1691,Chancel Mbemba,cd,DF,Marseille,Ligue 1,28,1994,24.5,1398,1325,71,36,0,2,15,18,0,0,0,0,1222,2,8
1692,Nolan Mbemba,cg,MF,Le Havre,Ligue 1,28,1995,0.2,34,33,1,0,0,1,2,0,1,0,1,0,28,0,0
1693,Bryan Mbeumo,cm,FW,Brentford,Premier League,23,1999,21.8,765,668,89,26,15,4,92,15,47,21,10,3,511,8,29
1694,Christ Mbondi,fr,FW,Reims,Ligue 1,18,2004,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1695,Jordi Mboula,es,"FW,MF",Hellas Verona,it Serie A,24,1999,3.4,69,68,1,1,0,1,8,0,0,0,0,0,46,0,9
1696,Nathanael Mbuku,cd,FW,Augsburg,Bundesliga,21,2002,0.1,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
1697,James Mcatee,eng,"MF,FW",Sheffield Utd,Premier League,20,2002,20.2,530,484,42,7,6,1,36,1,7,5,0,0,362,4,17
1698,James Mcatee,eng,MF,Manchester City,Premier League,20,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1699,Oliver McBurnie,sct,FW,Sheffield Utd,Premier League,27,1996,14.2,408,400,3,0,1,1,5,0,0,0,0,0,242,5,14
1700,James McConnell,eng,MF,Liverpool,Premier League,18,2004,0.0,6,6,0,0,0,0,0,0,0,0,0,0,5,0,1
1701,John McGinn,sct,"MF,FW",Aston Villa,Premier League,28,1994,33.3,1223,1137,82,31,15,8,74,3,37,28,0,0,972,4,25
1702,Scott McKenna,sct,DF,Nott'ham Forest,Premier League,26,1996,4.6,186,168,18,1,0,0,0,17,0,0,0,0,137,0,2
1703,Weston McKennie,us,"MF,DF",Juventus,it Serie A,24,1998,28.8,1172,990,178,9,3,6,59,168,1,0,0,0,898,4,23
1704,Dwight McNeil,eng,"MF,FW",Everton,Premier League,23,1999,32.1,1266,1098,158,46,14,5,229,26,82,59,14,2,874,10,62
1705,Scott McTominay,sct,"MF,FW",Manchester Utd,Premier League,26,1996,21.1,655,639,13,4,2,3,4,5,0,0,0,0,528,3,19
1706,Facundo Medina,ar,DF,Lens,Ligue 1,24,1999,30.2,2112,2018,90,79,6,10,20,9,0,0,0,0,1823,4,27
1707,Ben Mee,eng,DF,Brentford,Premier League,33,1989,14.1,667,594,72,15,0,3,5,56,0,0,0,0,511,1,6
1708,Marvin Mehlem,de,MF,Darmstadt 98,Bundesliga,25,1997,16.5,587,535,47,5,2,0,18,10,2,0,0,0,448,5,18
1709,Bamo Meïté,ci,DF,Marseille,Ligue 1,21,2001,7.1,507,473,34,10,0,0,4,20,0,0,0,0,462,0,6
1710,Bamo Meïté,ci,DF,Lorient,Ligue 1,21,2001,1.6,56,54,2,1,0,0,0,1,0,0,0,0,48,0,1
1711,Hannibal Mejbri,tn,"MF,FW",Manchester Utd,Premier League,20,2003,1.5,38,37,1,1,2,0,1,0,0,0,0,0,31,0,2
1712,Hannibal Mejbri,tn,MF,Sevilla,La Liga,20,2003,1.2,50,49,1,1,0,1,2,0,0,0,0,0,41,0,0
1713,Óscar Melendo,es,"MF,FW",Granada,La Liga,25,1997,12.5,409,398,8,4,6,3,9,2,2,0,2,0,328,3,9
1714,Gonzalo Melero,es,"MF,FW",Almería,La Liga,29,1994,12.3,465,443,20,10,0,0,4,3,0,0,0,0,381,2,5
1715,Birger Meling,no,DF,Rennes,Ligue 1,28,1994,0.2,7,4,3,1,0,0,0,2,0,0,0,0,7,0,0
1716,Arthur Melo,br,MF,Fiorentina,it Serie A,26,1996,22.1,1502,1413,87,63,3,8,21,13,9,0,8,1,1372,2,15
1717,Memphis,nl,FW,Atlético Madrid,La Liga,29,1994,9.9,264,238,23,4,3,4,12,2,7,2,3,0,195,3,10
1718,Houboulang Mendes,gw,DF,Almería,La Liga,25,1998,4.4,177,114,61,8,0,1,4,53,0,0,0,0,129,2,3
1719,Nuno Mendes,pt,DF,Paris S-G,Ligue 1,21,2002,3.0,222,197,24,0,0,2,7,24,0,0,0,0,183,1,9
1720,Tomás Mendes,es,MF,Alavés,La Liga,18,2004,0.1,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0
1721,Brais Méndez,es,"MF,FW",Real Sociedad,La Liga,26,1997,26.8,1244,1092,145,80,10,10,104,4,49,21,19,0,942,7,35
1722,Bruno Méndez,uy,DF,Granada,La Liga,23,1999,14.8,636,536,94,13,1,3,8,79,0,0,0,0,452,6,10
1723,Diego Méndez,es,MF,Rayo Vallecano,La Liga,19,2003,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
1724,Leonardo Mendicino,it,MF,Atalanta,it Serie A,17,2006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725,Antoine Mendy,fr,DF,Nice,Ligue 1,19,2004,4.6,244,223,21,4,0,2,4,17,0,0,0,0,211,0,2
1726,Benjamin Mendy,fr,DF,Lorient,Ligue 1,29,1994,7.9,468,364,101,25,0,1,96,59,17,6,10,0,318,3,12
1727,Ferland Mendy,fr,DF,Real Madrid,La Liga,28,1995,19.1,1275,1127,148,12,0,4,5,136,0,0,0,0,1201,0,8
1728,Formose Mendy,sn,DF,Lorient,Ligue 1,22,2001,14.0,739,658,80,35,0,18,13,44,0,0,0,0,587,1,11
1729,Nampalys Mendy,sn,MF,Lens,Ligue 1,31,1992,11.7,653,637,14,13,3,3,7,1,0,0,0,0,577,2,4
1730,Teden Mengi,eng,DF,Luton Town,Premier League,21,2002,27.4,938,912,22,18,1,13,2,4,0,0,0,0,728,4,7
1731,Chris Mepham,wls,DF,Bournemouth,Premier League,25,1997,6.9,359,350,8,5,0,1,1,3,0,0,0,0,296,1,1
1732,Jorge Meré,es,DF,Cádiz,La Liga,26,1997,7.5,233,221,8,5,0,0,1,3,0,0,0,0,166,4,2
1733,Alex Meret,it,GK,Napoli,it Serie A,26,1997,30.8,914,726,185,48,0,1,0,0,0,0,0,0,769,3,1
1734,Mikel Merino,es,MF,Real Sociedad,La Liga,27,1996,27.6,1413,1387,15,12,7,13,19,3,0,0,0,0,1076,11,24
1735,Quentin Merlin,fr,DF,Marseille,Ligue 1,21,2002,7.8,465,379,84,18,1,1,40,59,7,1,6,0,360,2,11
1736,Quentin Merlin,fr,DF,Nantes,Ligue 1,21,2002,14.3,841,689,148,11,8,6,63,121,16,6,5,0,615,4,17
1737,Junior Messias,br,"MF,DF",Genoa,it Serie A,32,1991,11.7,337,307,30,5,1,3,24,14,4,2,2,0,245,0,7
1738,Thomas Meunier,be,DF,Dortmund,Bundesliga,31,1991,6.5,495,424,70,7,0,1,17,63,0,0,0,0,399,1,7
1739,Bastien Meupiyou,fr,DF,Nantes,Ligue 1,17,2006,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
1740,Alexander Meyer,de,GK,Dortmund,Bundesliga,32,1991,7.7,366,323,42,11,0,0,0,0,0,0,0,0,302,1,0
1741,Omenuke Mfulu,cd,"MF,FW",Las Palmas,La Liga,29,1994,0.9,60,59,1,1,0,0,0,0,0,0,0,0,53,0,1
1742,Lucas Michal,fr,FW,Monaco,Ligue 1,18,2005,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1743,Sven Michel,de,"FW,MF",Augsburg,Bundesliga,33,1990,6.5,173,155,15,0,2,0,10,2,0,0,0,0,97,3,10
1744,Miguel,es,"FW,MF",Alavés,La Liga,23,1999,0.7,15,12,3,0,0,0,0,0,0,0,0,0,7,0,1
1745,Georges Mikautadze,ge,FW,Metz,Ligue 1,22,2000,19.4,430,358,67,9,2,1,34,4,8,3,3,0,299,5,16
1746,Nikola Milenković,rs,DF,Fiorentina,it Serie A,25,1997,27.9,1584,1540,40,36,0,15,0,3,0,0,0,0,1341,4,14
1747,Lewis Miley,eng,MF,Newcastle Utd,Premier League,17,2006,13.4,535,535,0,0,4,2,11,0,0,0,0,0,441,0,13
1748,Arkadiusz Milik,pl,FW,Juventus,it Serie A,29,1994,10.2,270,260,9,1,3,2,4,1,0,0,0,0,215,1,3
1749,Vanja Milinković-Savić,rs,GK,Torino,it Serie A,26,1997,36.0,1536,1207,320,81,0,4,0,0,0,0,0,0,984,9,0
1750,Éder Militão,br,DF,Real Madrid,La Liga,25,1998,5.5,329,308,20,10,0,8,1,1,0,0,0,0,297,1,2
1751,Luis Milla,es,MF,Getafe,La Liga,28,1994,23.5,1273,1101,165,93,1,40,102,3,65,30,24,0,1011,7,17
1752,Enzo Millot,fr,"MF,FW",Stuttgart,Bundesliga,21,2002,24.9,1456,1408,47,12,12,3,38,7,13,5,3,0,1238,1,38
1753,James Milner,eng,"DF,MF",Brighton,Premier League,37,1986,8.6,585,516,66,7,4,2,29,53,6,3,0,0,492,3,10
1754,Jovan Milošević,rs,"FW,MF",Stuttgart,Bundesliga,18,2005,0.3,13,12,1,0,0,0,0,1,0,0,0,0,8,0,1
1755,Marko Milovanović,rs,"FW,MF",Almería,La Liga,19,2003,3.4,68,64,4,0,0,0,1,0,0,0,0,0,43,0,2
1756,Kim Min-jae,kr,DF,Bayern Munich,Bundesliga,26,1996,21.9,2139,2071,66,22,4,13,2,4,0,0,0,0,1986,2,8
1757,Yerry Mina,co,"DF,MF",Fiorentina,it Serie A,28,1994,0.5,17,15,2,2,0,0,0,0,0,0,0,0,15,0,0
1758,Yerry Mina,co,DF,Cagliari,it Serie A,28,1994,13.5,562,517,44,43,0,4,2,1,0,0,0,0,448,1,2
