Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
1632,Ruslan Malinovskyi,ua,MF,FW,Atalanta,Serie A,29,1993,6.1,332,304,23,8,2,11,23,2,13,6,6,0,248,5,6
1633,Ruslan Malinovskyi,ua,MF,FW,Marseille,Ligue 1,29,1993,13.6,543,504,34,11,3,4,38,6,17,7,7,0,411,5,14
1634,Hugo Mallo,es,DF,,Celta Vigo,La Liga,31,1991,24.0,1427,1187,234,34,1,10,67,200,0,0,0,0,1094,6,29
1635,Mickael Malsa,mq,MF,,Valladolid,La Liga,26,1995,0.8,20,20,0,0,0,0,0,0,0,0,0,0,13,0,1
1636,Giorgi Mamardashvili,ge,GK,,Valencia,La Liga,21,2000,38.0,1086,740,342,103,0,3,0,0,0,0,0,0,697,4,1
1637,Hianga Mananga Mbock,fr,MF,,Brest,Ligue 1,22,1999,0.2,10,10,0,0,0,0,1,0,0,0,0,0,8,0,0
1638,Gianluca Mancini,it,DF,,Roma,Serie A,26,1996,31.8,1621,1536,76,69,3,17,28,5,0,0,0,0,1306,9,14
1639,Steve Mandanda,fr,GK,,Rennes,Ligue 1,37,1985,33.5,1216,917,297,105,0,0,0,0,0,0,0,0,919,2,0
1640,Reinildo Mandava,mz,DF,,Atlético Madrid,La Liga,28,1994,20.6,1067,945,121,24,0,4,16,97,0,0,0,0,918,1,18
1641,Aïssa Mandi,dz,DF,,Villarreal,La Liga,30,1991,16.2,911,857,52,24,1,12,2,24,0,0,0,0,826,2,4
1642,Rolando Mandragora,it,MF,,Fiorentina,Serie A,25,1997,21.7,984,886,95,52,1,17,74,6,36,16,15,0,790,3,17
1643,Sadio Mané,sn,FW,MF,Bayern Munich,Bundesliga,30,1992,15.8,418,390,23,2,3,3,22,5,1,0,0,0,307,5,31
1644,Orel Mangala,be,MF,,Nott'ham Forest,Premier League,24,1998,17.2,514,508,4,3,1,1,6,0,0,0,0,0,411,2,11
1645,Thomas Mangani,fr,MF,,Ajaccio,Ligue 1,35,1987,14.8,910,783,122,74,2,9,79,3,45,22,17,0,634,5,19
1646,Vito Mannone,it,GK,,Lorient,Ligue 1,34,1988,17.9,583,417,166,54,0,0,0,0,0,0,0,0,444,0,0
1647,Javier Manquillo,es,DF,,Newcastle Utd,Premier League,28,1994,0.4,29,25,4,1,0,0,1,3,0,0,0,0,24,0,0
1648,Myziane Maolida,km,MF,FW,Reims,Ligue 1,23,1999,2.6,104,102,2,0,0,1,4,2,0,0,0,0,75,0,5
1649,Myziane Maolida,km,FW,MF,Hertha BSC,Bundesliga,23,1999,1.1,15,14,0,0,0,0,1,0,0,0,0,0,8,1,0
1650,Faitout Maouassa,fr,FW,DF,Montpellier,Ligue 1,24,1998,21.4,651,528,117,7,1,5,81,92,18,10,6,0,436,6,29
1651,Sekou Mara,fr,FW,MF,Southampton,Premier League,20,2002,6.2,107,102,2,0,1,0,1,0,0,0,0,0,68,3,4
1652,Marcão,br,DF,,Sevilla,La Liga,26,1996,4.2,217,209,6,5,0,3,0,0,0,0,0,0,187,2,3
1653,Solly March,eng,FW,DF,Brighton,Premier League,28,1994,30.2,1312,1168,142,14,3,29,155,54,71,33,21,0,951,2,36
1654,Agustín Marchesín,ar,GK,,Celta Vigo,La Liga,34,1988,19.0,635,447,184,53,0,1,0,0,0,0,0,0,449,4,0
1655,Federico Marchetti,it,GK,,Spezia,Serie A,39,1983,0.7,18,9,9,1,0,0,0,0,0,0,0,0,14,0,0
1656,Vincent Marchetti,fr,MF,,Ajaccio,Ligue 1,25,1997,27.2,1057,1031,22,14,11,16,6,8,0,0,0,0,837,4,31
1657,Riccardo Marchizza,it,DF,,Sassuolo,Serie A,24,1998,3.1,181,148,33,4,0,3,18,25,4,0,4,0,137,0,4
1658,Gian Marco Ferrari,it,DF,,Sassuolo,Serie A,30,1992,24.7,1295,1164,127,83,0,16,6,5,0,0,0,0,1111,4,4
1659,Emiliano Marcondes,dk,MF,,Bournemouth,Premier League,27,1995,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1660,Óscar de Marcos,es,DF,,Athletic Club,La Liga,33,1989,31.3,1932,1552,372,32,0,11,130,340,0,0,0,0,1499,8,52
1661,Alberto Marí,es,FW,MF,Valencia,La Liga,21,2001,1.0,20,20,0,0,0,0,0,0,0,0,0,0,8,0,0
1662,José Mari,es,MF,,Cádiz,La Liga,34,1987,4.4,203,188,14,14,0,8,1,0,0,0,0,0,168,1,2
1663,Pablo Marí,es,DF,,Monza,Serie A,28,1993,27.6,1621,1544,71,40,0,7,1,8,0,0,0,0,1431,6,9
1664,José María Giménez,uy,DF,,Atlético Madrid,La Liga,27,1995,26.9,1333,1270,62,51,0,19,0,5,0,0,0,0,1183,1,5
1665,Mariano,do,FW,,Real Madrid,La Liga,28,1993,1.7,41,39,1,0,0,1,0,0,0,0,0,0,32,1,0
1666,Pablo Marín,es,MF,FW,Real Sociedad,La Liga,19,2003,4.0,168,165,2,2,1,1,3,0,0,0,0,0,128,1,6
1667,Răzvan Marin,ro,MF,,Empoli,Serie A,26,1996,28.2,1594,1358,228,128,4,18,140,5,94,39,39,0,1260,8,25
1668,Diego Mariño,es,GK,,Almería,La Liga,32,1990,0.5,8,2,6,1,0,0,0,0,0,0,0,0,7,0,0
1669,Guillermo Maripán,cl,DF,,Monaco,Ligue 1,28,1994,24.0,1162,1120,41,36,0,7,1,0,0,0,0,0,1015,1,9
1670,Marlon,br,DF,,Monza,Serie A,26,1995,17.7,1029,984,45,32,0,3,5,7,0,0,0,0,950,0,1
1671,Omar Marmoush,eg,FW,,Wolfsburg,Bundesliga,23,1999,16.4,458,444,13,1,1,7,25,0,5,5,0,0,299,1,21
1672,Marquinhos,br,MF,,Arsenal,Premier League,19,2003,0.0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
1673,Marquinhos,br,DF,,Paris S-G,Ligue 1,28,1994,30.2,2175,2114,57,34,4,7,1,17,0,0,0,0,2068,4,11
1674,Luca Marrone,it,DF,,Monza,Serie A,32,1990,1.5,84,78,6,6,0,0,0,0,0,0,0,0,78,0,0
1675,Eric Martel,de,MF,,Köln,Bundesliga,20,2002,22.4,888,876,10,9,1,3,20,1,0,0,0,0,695,2,25
1676,Roger Martí,es,FW,,Elche,La Liga,31,1991,7.3,160,147,10,0,0,1,5,0,0,0,0,0,118,3,8
1677,Roger Martí,es,FW,,Cádiz,La Liga,31,1991,7.1,129,116,10,0,1,0,0,0,0,0,0,0,92,3,4
1678,Anthony Martial,fr,FW,,Manchester Utd,Premier League,26,1995,10.9,328,314,12,3,3,0,4,2,0,0,0,0,263,2,14
