Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
50,Ümit Akdag,ro,DF,Toulouse,Ligue 1,21,2003,1.6,118,107,11,3,0,0,1,8,0,0,0,0,91,0,3
51,Nathan Aké,nl,DF,Manchester City,Premier League,29,1995,0.0,7,4,3,1,0,0,0,2,0,0,0,0,6,0,1
52,Ilias Akhomach,ma,"MF,FW",Villarreal,La Liga,20,2004,6.0,167,159,7,2,1,2,16,2,3,2,0,0,123,1,7
53,Sergio Akieme,es,DF,Reims,Ligue 1,26,1997,5.9,223,190,31,1,0,0,19,28,2,2,0,0,170,2,2
54,Maghnes Akliouche,fr,"FW,MF",Monaco,Ligue 1,22,2002,5.4,262,253,7,2,2,1,8,3,2,0,1,0,215,2,14
55,Clément Akpa,ci,DF,Auxerre,Ligue 1,22,2001,6.0,315,272,41,9,0,10,21,31,1,1,0,0,243,2,9
56,David Akpan Ankeye,ng,"FW,MF",Genoa,it Serie A,22,2002,0.5,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
57,Kevin Akpoguma,ng,DF,Hoffenheim,Bundesliga,29,1995,8.0,410,377,31,13,0,3,4,3,0,0,0,0,363,2,3
58,Andreas Albers,dk,FW,St. Pauli,Bundesliga,34,1990,0.3,15,15,0,0,0,0,0,0,0,0,0,0,6,0,0
59,Raúl Albiol,es,DF,Villarreal,La Liga,39,1985,7.2,383,361,21,15,0,2,0,0,0,0,0,0,341,1,1
60,Carlos Alcaraz,ar,MF,Southampton,Premier League,21,2002,0.1,13,11,2,0,0,0,1,1,1,0,0,0,13,0,0
61,Omar Alderete,py,DF,Getafe,La Liga,27,1996,10.0,353,323,27,21,0,11,0,0,0,0,0,0,224,3,5
62,Carles Aleñá,es,"MF,FW",Getafe,La Liga,26,1998,3.4,81,70,11,5,0,0,5,1,1,1,0,0,65,0,1
63,Trent Alexander-Arnold,eng,DF,Liverpool,Premier League,26,1998,8.4,537,429,106,24,5,5,42,62,20,15,3,0,379,2,6
64,Alfon,es,"FW,MF",Celta Vigo,La Liga,25,1999,2.4,59,59,0,0,0,0,5,0,0,0,0,0,45,0,5
65,Mohamed Ali Cho,fr,FW,Nice,Ligue 1,20,2004,5.4,138,126,11,2,4,0,16,0,5,1,4,0,98,1,6
66,Faride Alidou,de,"FW,MF",Hellas Verona,it Serie A,23,2001,0.8,20,18,2,1,0,0,3,0,1,1,0,0,16,0,0
67,Alisson,br,GK,Liverpool,Premier League,32,1992,5.9,216,196,20,7,0,0,0,0,0,0,0,0,180,0,0
68,Jim Allevinah,ga,FW,Angers,Ligue 1,29,1995,4.4,115,114,1,0,0,0,10,0,1,0,1,0,86,0,4
69,Domingos André Ribeiro Almeida,pt,"FW,MF",Valencia,La Liga,24,2000,5.0,230,205,20,6,1,0,14,2,6,0,6,0,190,5,6
70,Iker Almena,es,"FW,DF",Girona,La Liga,20,2004,0.5,32,30,2,0,0,0,4,2,0,0,0,0,23,0,2
71,Miguel Almirón,py,FW,Newcastle Utd,Premier League,30,1994,1.2,39,37,1,0,1,0,0,1,0,0,0,0,30,1,1
72,Pontus Almqvist,se,"FW,MF",Parma,it Serie A,25,1999,2.9,101,98,2,0,0,0,1,2,0,0,0,0,78,1,6
73,Marcos Alonso,es,"DF,MF",Celta Vigo,La Liga,33,1990,6.1,449,424,25,9,0,2,5,16,0,0,0,0,397,0,8
74,Giorgio Altare,it,DF,Venezia,it Serie A,26,1998,2.5,121,106,14,4,0,1,4,10,0,0,0,0,88,1,0
75,Adrià Altimira,es,"FW,DF",Leganés,La Liga,23,2001,4.0,117,107,9,1,0,0,7,8,0,0,0,0,95,1,3
76,Sergi Altimira,es,MF,Betis,La Liga,23,2001,5.7,294,287,7,7,2,3,1,0,0,0,0,0,260,0,6
77,Edson Álvarez,mx,"MF,DF",West Ham,Premier League,27,1997,4.0,206,197,6,4,1,3,0,2,0,0,0,0,182,3,1
78,Hugo Álvarez,es,"MF,DF",Celta Vigo,La Liga,21,2003,9.5,563,465,95,11,0,2,19,78,6,2,0,0,449,3,12
79,Julián Álvarez,ar,"FW,MF",Atlético Madrid,La Liga,24,2000,7.1,205,193,11,1,0,2,8,3,1,1,0,0,153,1,9
80,Yeray Álvarez,es,DF,Athletic Club,La Liga,29,1995,5.0,295,277,16,13,1,7,2,0,0,0,0,0,249,2,2
81,Skelly Alvero,fr,MF,Werder Bremen,Bundesliga,22,2002,1.1,30,30,0,0,0,0,0,0,0,0,0,0,21,0,2
82,Selim Amallah,ma,"MF,FW",Valladolid,La Liga,27,1996,6.7,171,149,20,9,2,3,17,0,9,2,6,0,131,2,6
83,Amath,sn,"FW,DF",Valladolid,La Liga,28,1996,3.3,68,66,2,0,0,2,4,2,0,0,0,0,50,0,5
84,Jordan Amavi,fr,DF,Brest,Ligue 1,30,1994,5.3,310,255,54,6,0,1,9,48,0,0,0,0,229,1,9
85,Aurele Amenda,ch,DF,Eint Frankfurt,Bundesliga,21,2003,0.7,30,29,1,0,0,1,0,1,0,0,0,0,26,0,1
86,Kelvin Amian,fr,DF,Nantes,Ligue 1,26,1998,6.2,271,204,67,1,2,0,10,66,0,0,0,0,227,0,11
87,Michael Amir Murillo,pa,DF,Marseille,Ligue 1,28,1996,8.3,479,414,63,10,0,0,6,53,0,0,0,0,415,2,9
88,Nadiem Amiri,de,MF,Mainz 05,Bundesliga,28,1996,6.2,395,333,59,34,3,5,36,2,23,4,13,1,303,3,10
89,Samuel Amo-Ameyaw,eng,DF,Southampton,Premier League,18,2006,0.1,5,4,1,0,0,0,1,0,1,0,0,0,5,0,0
90,Mathis Amougou,fr,MF,Saint-Étienne,Ligue 1,18,2006,7.0,182,175,6,3,0,1,1,1,0,0,0,0,143,1,3
91,Mohamed Amoura,dz,FW,Wolfsburg,Bundesliga,24,2000,5.4,103,96,6,0,2,0,6,2,0,0,0,0,68,1,5
92,Sofyan Amrabat,ma,MF,Fiorentina,it Serie A,28,1996,2.0,133,122,11,10,0,4,3,1,0,0,0,0,112,0,0
93,Joachim Andersen,dk,DF,Crystal Palace,Premier League,28,1996,1.0,83,81,2,1,0,0,1,0,1,0,0,0,61,0,0
94,Joachim Andersen,dk,DF,Fulham,Premier League,28,1996,4.7,305,281,22,19,0,8,0,2,0,0,0,0,254,2,0
95,Elliot Anderson,eng,"MF,FW",Nott'ham Forest,Premier League,21,2002,6.3,265,240,24,11,2,0,17,0,7,4,3,0,208,1,7
96,André,br,MF,Wolves,Premier League,23,2001,4.0,164,160,3,3,1,3,0,0,0,0,0,0,155,1,2
97,Benjamin André,fr,MF,Lille,Ligue 1,34,1990,6.9,468,448,17,16,0,2,3,1,0,0,0,0,392,3,6
98,Marcos André,br,FW,Valladolid,La Liga,28,1996,2.8,39,35,4,0,0,2,0,0,0,0,0,0,30,0,0
99,Robert Andrich,de,"MF,DF",Leverkusen,Bundesliga,30,1994,5.5,328,322,6,5,0,3,3,0,0,0,0,0,301,0,2
100,Angeliño,es,DF,Roma,it Serie A,27,1997,8.0,613,551,62,14,0,5,26,47,1,0,1,0,517,0,5
101,Lorenzo Anghelè,it,FW,Juventus,it Serie A,19,2005,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
102,Faustino Anjorin,eng,MF,Empoli,it Serie A,22,2001,4.0,156,147,8,5,2,2,5,0,1,0,1,0,123,1,2
103,Waldemar Anton,de,DF,Dortmund,Bundesliga,28,1996,7.5,751,727,24,17,2,4,8,6,0,0,0,0,690,0,2
104,Michail Antonio,jm,FW,West Ham,Premier League,34,1990,6.2,122,112,9,0,1,4,17,5,0,0,0,0,73,1,11
105,Antoniu,es,"MF,DF",Espanyol,La Liga,22,2002,0.7,16,15,1,0,0,0,2,1,0,0,0,0,6,0,2
106,Antony,br,FW,Manchester Utd,Premier League,24,2000,0.3,9,9,0,0,0,0,1,0,0,0,0,0,5,0,0
107,Anuar,ma,"FW,MF",Valladolid,La Liga,29,1995,2.2,38,36,2,1,0,0,3,1,0,0,0,0,26,0,0
108,Dennis Appiah,fr,DF,Saint-Étienne,Ligue 1,32,1992,6.9,332,260,69,7,1,0,22,62,0,0,0,0,241,3,14
109,Aritz Arambarri,es,DF,Leganés,La Liga,26,1998,2.0,67,65,2,2,0,1,0,0,0,0,0,0,49,0,1
110,Mauro Arambarri,uy,MF,Getafe,La Liga,29,1995,7.2,182,174,5,3,1,3,4,0,1,1,0,0,107,3,4
111,Jon Aramburu,ve,DF,Real Sociedad,La Liga,22,2002,6.7,423,342,80,10,0,1,14,70,0,0,0,0,337,1,9
112,Julian Araujo,mx,DF,Bournemouth,Premier League,23,2001,3.9,164,139,25,1,0,0,4,24,0,0,0,0,129,0,2
113,Cameron Archer,eng,FW,Southampton,Premier League,23,2001,4.9,64,57,7,0,0,0,1,0,0,0,0,0,53,0,1
114,Carlens Arcus,ht,DF,Angers,Ligue 1,28,1996,7.2,281,233,46,6,0,0,14,40,0,0,0,0,220,2,4
115,Alphonse Areola,fr,GK,West Ham,Premier League,31,1993,7.5,289,204,82,16,0,0,0,0,0,0,0,0,211,3,1
116,Adu Ares,es,FW,Athletic Club,La Liga,23,2001,0.2,9,9,0,0,0,0,1,0,0,0,0,0,5,0,1
117,Jesús Areso,es,DF,Osasuna,La Liga,25,1999,9.8,452,330,119,2,0,1,46,117,0,0,0,0,318,3,23
118,David Argüelles,es,MF,Getafe,La Liga,22,2002,0.1,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0
119,Joe Aribo,ng,MF,Southampton,Premier League,28,1996,5.4,237,231,5,0,1,0,6,3,0,0,0,0,206,1,8
120,Adam Armstrong,eng,"FW,MF",Southampton,Premier League,27,1997,3.1,70,64,6,0,0,1,2,2,0,0,0,0,60,0,5
121,Harrison Armstrong,eng,MF,Everton,Premier League,17,2007,0.0,4,3,0,0,0,0,1,0,0,0,0,0,1,1,0
122,José Arnaiz,es,FW,Osasuna,La Liga,29,1995,0.2,10,10,0,0,0,0,4,0,0,0,0,0,5,0,1
123,Hákon Arnar Haraldsson,is,MF,Lille,Ligue 1,21,2003,1.9,158,153,5,1,0,1,4,1,3,2,1,0,132,0,0
124,Marko Arnautović,at,FW,Inter,it Serie A,35,1989,0.4,15,15,0,0,0,0,1,0,0,0,0,0,10,0,0
125,Maximilian Arnold,de,MF,Wolfsburg,Bundesliga,30,1994,6.4,226,179,46,25,0,3,25,0,13,11,2,0,169,1,2
126,Jann-Fiete Arp,de,FW,Holstein Kiel,Bundesliga,24,2000,3.1,58,47,8,1,0,2,7,5,1,1,0,0,32,3,2
127,Kepa Arrizabalaga,es,GK,Bournemouth,Premier League,30,1994,5.0,162,119,42,11,0,0,0,0,0,0,0,0,127,1,0
128,Arthur,br,DF,Leverkusen,Bundesliga,21,2003,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
129,Takuma Asano,jp,FW,Mallorca,La Liga,29,1994,3.5,73,73,0,0,0,2,11,0,0,0,0,0,44,0,6
130,Marco Asensio,es,"FW,MF",Paris S-G,Ligue 1,28,1996,3.9,172,159,11,1,2,0,6,3,2,0,0,0,150,2,2
131,Kristjan Asllani,al,MF,Inter,it Serie A,22,2002,1.6,165,155,9,2,1,0,4,0,6,0,3,0,147,1,2
132,Iago Aspas,es,"FW,MF",Celta Vigo,La Liga,37,1987,8.0,319,308,6,1,8,4,5,3,2,0,1,0,243,5,12
133,Yaser Asprilla,co,"FW,MF",Girona,La Liga,20,2003,3.8,195,178,14,7,3,3,20,2,4,3,1,0,145,3,4
134,Lorenz Assignon,tg,"DF,MF",Rennes,Ligue 1,24,2000,4.7,198,154,44,3,0,0,6,41,0,0,0,0,151,0,6
135,Dehmaine Assoumani,fr,"MF,FW",Nantes,Ligue 1,19,2005,0.4,29,26,3,1,0,0,4,1,0,0,0,0,26,0,0
136,Valentin Atangana Edoa,fr,MF,Reims,Ligue 1,19,2005,8.5,359,354,5,5,1,0,3,0,0,0,0,0,322,0,2
137,Arthur Atta,fr,MF,Udinese,it Serie A,21,2003,0.3,20,19,1,1,0,0,1,0,0,0,0,0,15,0,3
138,Noah Atubolu,de,GK,Freiburg,Bundesliga,22,2002,6.0,276,245,31,13,0,0,0,0,0,0,0,0,210,0,0
139,Emil Audero,it,GK,Como,it Serie A,27,1997,6.0,203,176,27,11,0,0,0,0,0,0,0,0,163,0,0
140,Tommaso Augello,it,DF,Cagliari,it Serie A,30,1994,7.2,364,278,85,13,0,0,39,59,13,2,11,0,260,1,10
141,Carlos Augusto,br,DF,Inter,it Serie A,25,1999,2.1,122,107,15,3,0,0,3,12,0,0,0,0,110,0,4
142,Yann Aurel Bisseck,de,DF,Inter,it Serie A,23,2000,3.0,223,219,4,3,0,0,3,1,0,0,0,0,205,0,3
143,Ezequiel Ávila,ar,FW,Betis,La Liga,30,1994,3.7,119,111,7,0,0,1,13,3,0,0,0,0,83,1,5
144,Taiwo Awoniyi,ng,FW,Nott'ham Forest,Premier League,27,1997,1.1,27,27,0,0,0,0,1,0,0,0,0,0,19,0,1
145,Yasin Ayari,se,MF,Brighton,Premier League,21,2003,4.1,156,142,14,4,3,1,17,0,9,5,3,0,115,0,5
146,Florian Ayé,fr,FW,Auxerre,Ligue 1,27,1997,3.3,60,55,5,0,0,0,1,0,0,0,0,0,46,0,0
147,André Ayew,gh,FW,Le Havre,Ligue 1,34,1989,1.3,24,20,4,1,0,0,0,0,0,0,0,0,20,0,1
148,Jordan Ayew,gh,"FW,MF",Crystal Palace,Premier League,33,1991,0.2,10,8,2,0,0,1,1,0,1,1,0,0,8,0,0
149,Jordan Ayew,gh,"FW,MF",Leicester City,Premier League,33,1991,4.5,114,111,3,1,1,1,11,1,0,0,0,0,88,0,3
150,Neil El Aynaoui,fr,MF,Lens,Ligue 1,23,2001,0.2,11,9,2,0,0,0,0,0,0,0,0,0,9,0,1
151,César Azpilicueta,es,DF,Atlético Madrid,La Liga,35,1989,4.3,302,276,26,2,1,3,2,24,0,0,0,0,264,0,1
152,Paulo Azzi,br,DF,Cagliari,it Serie A,30,1994,4.7,180,161,19,1,1,0,22,18,0,0,0,0,126,0,4
153,Papa Ba,es,MF,Girona,La Liga,20,2004,0.5,13,13,0,0,0,0,1,0,0,0,0,0,5,0,3
154,Shavy Babicka,ga,"MF,FW",Toulouse,Ligue 1,24,2000,4.0,93,91,2,0,0,1,11,1,0,0,0,0,65,0,3
155,Aliou Badara Baldé,gn,"MF,FW",Bochum,Bundesliga,21,2002,1.0,20,18,1,0,1,0,4,1,0,0,0,0,11,1,1
156,Loïc Bade,fr,DF,Sevilla,La Liga,24,2000,8.2,529,506,21,12,1,4,2,2,0,0,0,0,447,2,1
157,Milan Badelj,hr,MF,Genoa,it Serie A,35,1989,4.8,235,228,6,5,1,2,2,0,1,0,0,0,182,1,2
158,Benoît Badiashile,fr,DF,Chelsea,Premier League,23,2001,0.4,43,41,2,2,0,0,0,0,0,0,0,0,42,0,0
159,Alex Baena,es,"MF,FW",Villarreal,La Liga,23,2001,8.2,370,312,54,15,9,7,58,3,35,20,12,0,258,4,7
160,Leon Bailey,jm,"FW,MF",Aston Villa,Premier League,27,1997,4.8,143,137,5,0,3,0,12,0,5,5,0,0,102,1,6
161,Eric Bailly,ci,DF,Villarreal,La Liga,30,1994,5.9,265,246,18,10,0,0,0,2,0,0,0,0,236,1,0
162,Theo Bair,ca,FW,Auxerre,Ligue 1,25,1999,2.9,65,59,6,0,0,0,2,1,0,0,0,0,45,0,1
163,Cédric Bakambu,cd,FW,Betis,La Liga,33,1991,2.2,38,36,1,0,0,0,2,0,0,0,0,0,22,1,0
164,Mitchel Bakker,nl,MF,Atalanta,it Serie A,24,2000,0.2,9,8,1,0,0,0,1,0,1,0,1,0,7,0,0
165,Mitchel Bakker,nl,DF,Lille,Ligue 1,24,2000,1.1,73,64,9,0,0,0,6,9,0,0,0,0,60,0,1
166,Ridle Baku,de,"FW,MF",Wolfsburg,Bundesliga,26,1998,6.1,237,205,31,5,2,1,16,26,0,0,0,0,176,1,10
167,Dilane Bakwa,fr,"FW,DF",Strasbourg,Ligue 1,22,2002,8.7,320,266,53,19,0,4,42,16,18,8,10,0,233,1,10
168,Tommaso Baldanzi,it,"MF,DF",Roma,it Serie A,21,2003,2.4,96,92,4,1,0,1,3,3,0,0,0,0,76,0,4
169,Alejandro Balde,es,DF,Barcelona,La Liga,21,2003,8.1,400,338,61,12,1,0,18,49,0,0,0,0,350,1,10
170,Carlos Baleba,cm,MF,Brighton,Premier League,20,2004,6.4,284,281,2,2,2,2,1,0,0,0,0,0,252,1,2
171,Leonardo Balerdi,ar,DF,Marseille,Ligue 1,25,1999,5.0,418,404,14,9,0,2,0,1,0,0,0,0,396,0,2
172,Iván Balliu,al,DF,Rayo Vallecano,La Liga,32,1992,6.6,280,205,74,4,0,0,8,70,0,0,0,0,208,1,6
173,Botond Balogh,hu,DF,Parma,it Serie A,22,2002,8.4,376,357,19,11,0,1,0,0,0,0,0,0,340,0,1
174,Folarin Balogun,us,FW,Monaco,Ligue 1,23,2001,4.5,86,81,4,0,0,0,3,1,0,0,0,0,60,1,3
175,Abdoulaye Bamba,ci,DF,Angers,Ligue 1,34,1990,2.8,79,71,8,1,1,0,1,7,0,0,0,0,64,0,2
176,Jonathan Bamba,ci,"FW,MF",Celta Vigo,La Liga,28,1996,4.3,189,180,8,2,3,1,14,6,0,0,0,0,152,1,6
177,Samuel Bamba,de,"FW,MF",Bochum,Bundesliga,20,2004,0.1,9,8,1,0,0,0,3,0,1,1,0,0,6,0,1
178,Lameck Banda,zm,"FW,MF",Lecce,it Serie A,23,2001,3.9,100,100,0,0,1,1,14,0,0,0,0,0,79,0,2
179,Daniel Bandeira,pt,MF,Hellas Verona,it Serie A,24,2000,3.2,167,155,12,5,0,1,8,0,7,4,3,0,137,0,1
180,Mattia Bani,it,DF,Genoa,it Serie A,30,1993,4.0,151,142,8,7,0,0,0,0,0,0,0,0,132,1,2
181,Scott Banks,sct,"FW,MF",St. Pauli,Bundesliga,23,2001,0.6,13,13,0,0,0,0,1,0,0,0,0,0,8,0,0
182,Antonín Barák,cz,MF,Fiorentina,it Serie A,29,1994,0.6,20,20,0,0,0,0,1,0,0,0,0,0,17,0,0
183,Federico Barba,it,DF,Como,it Serie A,31,1993,2.0,113,98,15,7,0,0,0,0,0,0,0,0,101,0,0
184,Valentín Barco,ar,"DF,FW",Sevilla,La Liga,20,2004,3.1,186,138,46,9,2,2,22,28,9,0,5,0,137,2,5
185,Bradley Barcola,fr,FW,Paris S-G,Ligue 1,22,2002,6.8,238,236,2,2,1,1,7,0,0,0,0,0,196,0,11
186,Melvin Bard,fr,"MF,DF",Nice,Ligue 1,23,2000,4.7,221,185,36,3,3,0,10,33,0,0,0,0,162,0,6
187,Nicolò Barella,it,MF,Inter,it Serie A,27,1997,5.5,308,291,13,11,4,7,13,1,1,0,1,0,252,4,5
188,Gabriel Bares,ch,MF,Montpellier,Ligue 1,24,2000,0.4,23,22,1,1,0,0,1,0,0,0,0,0,20,0,0
189,Ross Barkley,eng,MF,Aston Villa,Premier League,30,1993,3.1,178,174,3,2,0,2,0,0,0,0,0,0,156,1,2
190,Aymen Barkok,ma,MF,Mainz 05,Bundesliga,26,1998,0.8,37,35,2,1,0,0,5,0,1,1,0,0,26,0,2
191,Harvey Barnes,eng,FW,Newcastle Utd,Premier League,26,1997,5.3,152,149,2,0,1,0,11,2,0,0,0,0,122,1,4
192,Enzo Barrenechea,ar,MF,Valencia,La Liga,23,2001,3.8,161,157,4,4,0,5,1,0,0,0,0,0,128,0,1
193,Ander Barrenetxea,es,MF,Real Sociedad,La Liga,22,2001,4.5,173,167,5,1,1,3,12,4,0,0,0,0,124,1,11
194,Pablo Barrios,es,MF,Atlético Madrid,La Liga,21,2003,5.5,314,304,9,6,0,2,5,2,0,0,0,0,272,1,6
195,Thierno Barry,fr,FW,Villarreal,La Liga,22,2002,7.7,99,96,3,0,1,1,0,0,0,0,0,0,52,0,4
196,Davide Bartesaghi,it,DF,Milan,it Serie A,18,2005,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
197,Marc Bartra,es,DF,Betis,La Liga,33,1991,3.9,191,183,6,6,1,0,0,0,0,0,0,0,150,2,0
198,Federico Baschirotto,it,DF,Lecce,it Serie A,28,1996,9.0,354,297,57,24,0,6,0,5,0,0,0,0,320,0,1
199,Daniele Baselli,it,MF,Como,it Serie A,32,1992,0.2,27,26,1,1,0,0,0,0,0,0,0,0,24,0,0
200,Calvin Bassey,ng,DF,Fulham,Premier League,24,1999,9.0,551,505,45,13,0,4,0,0,0,0,0,0,499,1,4
201,Aboubacar Bassinga,ci,MF,Las Palmas,La Liga,19,2005,0.0,4,4,0,0,1,0,0,0,0,0,0,0,2,0,0
202,Alessandro Bastoni,it,DF,Inter,it Serie A,25,1999,7.1,564,509,52,14,1,5,15,30,0,0,0,0,506,3,4
