Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
525,Charles De Ketelaere,be,"MF,FW",Atalanta,it Serie A,23,2001,7.0,296,272,22,3,5,1,8,6,0,0,0,0,234,2,6
526,Rodrigo De Paul,ar,MF,Atlético Madrid,La Liga,30,1994,5.4,362,337,21,11,5,4,22,6,4,0,4,0,283,4,10
527,Mattia De Sciglio,it,"FW,DF",Empoli,it Serie A,32,1992,0.1,5,3,2,1,0,0,2,1,0,0,0,0,2,0,1
528,Lorenzo De Silvestri,it,DF,Bologna,it Serie A,36,1988,1.0,66,53,13,3,0,0,3,10,0,0,0,0,53,0,1
529,Thibault De Smet,be,DF,Reims,Ligue 1,26,1998,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
530,Koni De Winter,be,DF,Genoa,it Serie A,22,2002,7.0,335,317,15,9,0,0,1,4,0,0,0,0,285,3,2
531,Alessandro Deiola,it,MF,Cagliari,it Serie A,29,1995,5.1,138,133,4,0,1,1,5,4,0,0,0,0,93,1,9
532,Romain Del Castillo,fr,FW,Brest,Ligue 1,28,1996,5.6,261,223,37,16,2,2,41,7,14,5,7,0,181,1,12
533,Enrico Del Prato,it,DF,Parma,it Serie A,24,1999,7.2,366,330,36,15,0,0,4,18,0,0,0,0,312,0,2
534,Liam Delap,eng,FW,Ipswich Town,Premier League,21,2003,7.0,69,65,3,0,2,1,0,1,0,0,0,0,39,1,3
535,Fisayo Dele-Bashiru,ng,MF,Lazio,it Serie A,23,2001,1.8,67,67,0,0,0,0,2,0,0,0,0,0,63,0,0
536,Olivier Deman,be,DF,Werder Bremen,Bundesliga,24,2000,0.4,30,22,8,0,0,0,5,5,3,3,0,0,20,0,2
537,Ali Dembélé,fr,DF,Torino,it Serie A,20,2004,0.7,32,27,5,1,0,0,1,4,0,0,0,0,24,0,1
538,Ousmane Dembélé,fr,FW,Paris S-G,Ligue 1,27,1997,5.8,359,336,19,3,3,2,33,1,14,5,5,0,284,4,19
539,Ermedin Demirović,ba,FW,Stuttgart,Bundesliga,26,1998,4.9,102,95,5,0,1,0,0,0,0,0,0,0,72,2,5
540,Sepp van den Berg,nl,DF,Brentford,Premier League,22,2001,6.1,308,280,28,3,0,0,5,25,0,0,0,0,253,0,2
541,Arthur Desmas,fr,GK,Le Havre,Ligue 1,30,1994,9.0,262,188,74,24,0,1,0,0,0,0,0,0,200,0,0
542,Kiernan Dewsbury-Hall,eng,MF,Chelsea,Premier League,26,1998,0.5,37,37,0,0,0,0,0,0,0,0,0,0,29,0,0
543,Michele Di Gregorio,it,GK,Juventus,it Serie A,27,1997,7.0,204,169,35,4,0,0,0,0,0,0,0,0,173,0,0
544,Giovanni Di Lorenzo,it,DF,Napoli,it Serie A,31,1993,9.0,494,430,62,14,0,2,12,48,0,0,0,0,411,2,13
545,Boulaye Dia,sn,"MF,FW",Lazio,it Serie A,27,1996,5.6,119,118,1,0,1,2,0,0,0,0,0,0,98,0,1
546,Mamadou Diakhon,fr,"MF,FW",Reims,Ligue 1,19,2005,1.2,41,38,3,1,0,0,2,2,0,0,0,0,35,0,0
547,Bafodé Diakité,fr,DF,Lille,Ligue 1,23,2001,9.0,677,652,24,20,0,1,1,2,0,0,0,0,630,1,9
548,Oumar Diakité,ci,FW,Reims,Ligue 1,20,2003,6.4,138,123,15,0,1,1,3,1,0,0,0,0,118,0,5
549,Amad Diallo,ci,FW,Manchester Utd,Premier League,22,2002,4.2,224,203,18,1,1,0,12,7,10,6,0,1,185,3,6
550,Assane Diao,es,FW,Betis,La Liga,19,2005,2.1,33,30,3,0,0,0,0,0,0,0,0,0,26,0,1
551,Habib Diarra,sn,"MF,FW",Strasbourg,Ligue 1,20,2004,8.3,269,253,15,2,2,0,6,0,0,0,0,0,222,1,9
552,Moussa Diarra,ml,DF,Alavés,La Liga,23,2000,6.2,242,206,33,9,0,0,4,23,0,0,0,0,203,3,3
553,Rúben Dias,pt,DF,Manchester City,Premier League,27,1997,8.1,788,766,22,11,0,1,2,2,0,0,0,0,739,0,7
554,Krépin Diatta,sn,DF,Monaco,Ligue 1,25,1999,1.2,61,54,7,0,0,1,1,7,0,0,0,0,43,0,0
555,Kandet Diawara,gn,FW,Le Havre,Ligue 1,24,2000,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
556,Mahamadou Diawara,fr,MF,Lyon,Ligue 1,19,2005,0.2,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
557,Brahim Díaz,ma,"FW,MF",Real Madrid,La Liga,25,1999,1.5,75,73,2,1,2,0,3,0,0,0,0,0,63,0,3
558,Luis Díaz,co,FW,Liverpool,Premier League,27,1997,5.9,203,195,7,1,0,0,5,6,0,0,0,0,176,1,5
559,Pedro Díaz,es,"MF,FW",Rayo Vallecano,La Liga,26,1998,0.6,16,14,2,0,0,0,2,0,2,1,1,0,12,0,0
560,Tyler Dibling,eng,"FW,MF",Southampton,Premier League,18,2006,5.5,161,147,13,4,2,1,9,1,4,3,0,0,128,1,5
561,Diego,es,"FW,MF",Leganés,La Liga,24,2000,2.1,40,37,3,0,0,1,3,0,0,0,0,0,25,0,1
562,Justin Diehl,de,DF,Stuttgart,Bundesliga,19,2004,0.3,17,16,1,0,0,0,5,0,1,1,0,0,11,0,0
563,Bamba Dieng,sn,FW,Angers,Ligue 1,24,2000,2.5,43,42,1,0,1,0,1,0,0,0,0,0,35,0,0
564,Eric Dier,eng,DF,Bayern Munich,Bundesliga,30,1994,0.3,23,21,2,1,0,0,0,0,0,0,0,0,23,0,0
565,Lucas Digne,fr,DF,Aston Villa,Premier League,31,1993,7.5,377,302,75,18,1,1,39,46,11,8,0,0,295,0,13
566,Federico Dimarco,it,DF,Inter,it Serie A,26,1997,8.2,426,362,63,9,0,4,78,22,32,5,19,0,329,1,6
567,Junior Dina Ebimbe,fr,"MF,FW",Eint Frankfurt,Bundesliga,23,2000,2.6,89,81,8,0,0,1,6,8,0,0,0,0,58,0,1
568,Eren Dinkçi,de,MF,Freiburg,Bundesliga,22,2001,4.5,162,161,0,0,0,0,8,0,0,0,0,0,123,1,7
569,Sinaly Diomande,ci,DF,Auxerre,Ligue 1,23,2001,6.3,258,238,18,15,0,2,1,3,0,0,0,0,204,2,5
570,Lois Diony,fr,FW,Angers,Ligue 1,31,1992,0.2,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0
571,Issa Diop,fr,DF,Fulham,Premier League,27,1997,4.4,244,232,12,12,0,1,0,0,0,0,0,0,210,0,1
572,Sofiane Diop,fr,"MF,FW",Nice,Ligue 1,24,2000,0.9,63,57,5,1,1,0,2,0,4,1,1,0,54,1,1
573,Andy Diouf,fr,MF,Lens,Ligue 1,21,2003,8.0,326,311,10,8,3,0,9,0,2,0,2,0,241,5,11
574,Yehvann Diouf,fr,GK,Reims,Ligue 1,24,1999,9.0,330,257,70,26,0,1,0,0,0,0,0,0,238,3,0
575,Assane Dioussé,sn,MF,Auxerre,Ligue 1,27,1997,0.1,20,20,0,0,0,1,0,0,0,0,0,0,19,0,0
576,Axel Disasi,fr,DF,Chelsea,Premier League,26,1998,1.0,74,60,14,6,0,0,0,8,0,0,0,0,64,0,1
577,Roman Dixon,eng,DF,Everton,Premier League,19,2004,1.0,19,16,3,0,0,0,0,3,0,0,0,0,11,0,0
578,Álvaro djaló,es,FW,Athletic Club,La Liga,25,1999,2.6,44,41,3,0,0,1,3,1,0,0,0,0,31,0,1
579,Djené,tg,DF,Getafe,La Liga,32,1991,10.2,333,290,41,10,0,2,10,31,0,0,0,0,247,2,4
580,Berat Djimsiti,al,DF,Atalanta,it Serie A,31,1993,8.0,457,437,20,17,0,2,2,3,0,0,0,0,402,0,2
581,Marko Dmitrović,rs,GK,Leganés,La Liga,32,1992,5.0,170,100,69,23,0,0,0,0,0,0,0,0,88,1,0
582,Ritsu Doan,jp,FW,Freiburg,Bundesliga,26,1998,7.4,277,272,5,0,4,0,16,5,0,0,0,0,192,0,16
583,Dodô,br,DF,Fiorentina,it Serie A,25,1998,9.0,455,380,75,8,2,0,46,67,0,0,0,0,355,0,17
584,Danilho Doekhi,nl,DF,Union Berlin,Bundesliga,26,1998,8.0,278,269,7,7,1,1,2,0,0,0,0,0,214,2,6
585,Matt Doherty,ie,DF,Wolves,Premier League,32,1992,2.3,105,80,25,4,0,1,2,21,0,0,0,0,74,0,2
586,Jeremy Doku,be,"FW,MF",Manchester City,Premier League,22,2002,4.5,212,208,2,0,3,0,19,0,2,0,0,0,170,2,11
587,Marc Domenech,es,FW,Mallorca,La Liga,18,2006,1.3,22,22,0,0,0,0,2,0,0,0,0,0,15,0,1
588,Benjamín Domínguez,ar,FW,Bologna,it Serie A,21,2003,0.7,17,16,1,0,1,0,2,1,0,0,0,0,10,0,0
589,Carlos Dominguez,es,DF,Celta Vigo,La Liga,23,2001,3.8,297,283,14,14,0,1,0,0,0,0,0,0,261,0,1
590,Nicolás Domínguez,ar,"MF,FW",Nott'ham Forest,Premier League,26,1998,4.0,187,181,3,3,0,0,1,0,0,0,0,0,154,3,1
591,Sergi Dominguez,es,DF,Barcelona,La Liga,19,2005,1.9,180,173,7,4,0,0,0,1,0,0,0,0,171,0,0
592,Gianluigi Donnarumma,it,GK,Paris S-G,Ligue 1,25,1999,7.0,209,161,48,15,0,0,0,0,0,0,0,0,178,0,0
593,Patrick Dorgu,dk,"FW,DF",Lecce,it Serie A,20,2004,7.5,255,227,28,4,2,2,10,23,1,0,0,0,188,0,11
594,Niklas Dorsch,de,MF,Augsburg,Bundesliga,26,1998,0.4,26,24,2,2,1,0,1,0,0,0,0,0,22,0,1
595,Niklas Dorsch,de,MF,Heidenheim,Bundesliga,26,1998,2.1,107,92,15,10,0,2,2,1,3,0,2,0,93,0,1
596,Alberto Dossena,it,DF,Como,it Serie A,26,1998,7.6,419,393,23,20,0,2,1,2,0,0,0,0,369,3,5
597,Abdoulaye Doucouré,ml,MF,Everton,Premier League,31,1993,6.3,231,221,9,2,0,1,6,0,0,0,0,0,187,1,9
598,Cheick Doucouré,ml,MF,Crystal Palace,Premier League,24,2000,1.0,49,49,0,0,0,0,0,0,0,0,0,0,45,0,1
599,Désiré Doué,fr,FW,Paris S-G,Ligue 1,19,2005,2.9,157,148,9,1,1,0,13,3,3,1,1,0,131,0,3
600,Guela Doué,ci,DF,Strasbourg,Ligue 1,22,2002,8.0,512,424,88,23,0,1,5,62,0,0,0,0,425,0,8
601,Douglas,br,MF,Nantes,Ligue 1,27,1997,6.5,340,324,16,10,0,1,5,2,1,1,0,0,296,0,4
602,Ismaël Doukouré,fr,MF,Strasbourg,Ligue 1,21,2003,7.5,313,300,12,6,1,1,0,3,0,0,0,0,266,1,3
603,Issa Doumbia,ci,MF,Venezia,it Serie A,21,2003,1.6,56,54,1,1,0,0,1,0,0,0,0,0,43,1,0
604,Kamory Doumbia,ml,"MF,FW",Brest,Ligue 1,21,2003,3.2,137,124,10,4,1,0,5,0,1,1,0,0,112,3,1
605,Anastasios Douvikas,gr,FW,Celta Vigo,La Liga,25,1999,4.4,62,49,12,0,0,0,1,0,0,0,0,0,46,1,2
606,Artem Dovbyk,ua,FW,Roma,it Serie A,27,1997,8.8,132,116,15,0,1,0,0,1,0,0,0,0,102,1,4
607,Flynn Downes,eng,MF,Southampton,Premier League,25,1999,9.0,508,490,18,18,4,0,1,0,0,0,0,0,467,0,5
608,Tommy Doyle,eng,MF,Wolves,Premier League,23,2001,2.3,138,124,12,9,0,2,3,1,2,1,1,0,114,2,3
609,Radu Drăgușin,ro,DF,Tottenham,Premier League,22,2002,1.1,57,51,6,5,0,0,0,1,0,0,0,0,48,0,1
610,Patrick Drewes,de,GK,Bochum,Bundesliga,31,1993,8.0,348,242,105,39,0,0,0,0,0,0,0,0,231,1,1
611,Tim Drexler,de,DF,Hoffenheim,Bundesliga,19,2005,3.8,165,158,7,4,1,2,1,3,0,0,0,0,140,0,3
612,Marvin Ducksch,de,FW,Werder Bremen,Bundesliga,30,1994,7.1,231,178,51,11,2,4,41,1,24,8,11,0,147,2,3
613,Ondrej Duda,sk,MF,Hellas Verona,it Serie A,29,1994,4.9,263,237,26,10,1,7,18,0,13,4,8,0,206,0,3
614,Denzel Dumfries,nl,DF,Inter,it Serie A,28,1996,3.0,116,95,21,1,0,2,9,20,0,0,0,0,85,0,3
615,Alfred Duncan,gh,MF,Venezia,it Serie A,31,1993,5.4,234,215,17,9,4,3,9,0,5,1,2,0,186,2,5
616,Lewis Dunk,eng,DF,Brighton,Premier League,32,1991,7.8,645,589,56,27,1,3,2,6,0,0,0,0,587,0,3
617,Jhon Durán,co,FW,Aston Villa,Premier League,20,2003,2.7,66,63,2,0,2,0,2,0,0,0,0,0,45,1,2
618,Pablo Durán,es,"FW,MF",Celta Vigo,La Liga,23,2001,2.1,50,48,2,0,0,0,3,2,0,0,0,0,37,0,2
619,Julien Duranville,be,FW,Dortmund,Bundesliga,18,2006,0.3,7,7,0,0,0,0,0,0,0,0,0,0,3,0,0
620,Hugo Duro,es,FW,Valencia,La Liga,24,1999,7.8,131,122,9,0,0,0,2,0,0,0,0,0,94,0,6
621,Jean-Kevin Duverne,ht,DF,Nantes,Ligue 1,27,1997,3.6,189,149,39,3,0,0,6,36,0,0,0,0,148,1,4
622,Paulo Dybala,ar,"FW,MF",Roma,it Serie A,30,1993,4.8,232,203,28,8,0,6,22,4,12,5,4,1,187,1,6
623,Stefan Džodić,rs,DF,Montpellier,Ligue 1,19,2005,1.9,113,109,4,2,0,1,0,0,0,0,0,0,105,0,0
624,Adam Dźwigała,pl,"MF,DF",St. Pauli,Bundesliga,29,1995,1.1,72,58,14,2,0,0,2,11,0,0,0,0,52,0,2
625,Aron Dønnum,no,"DF,MF",Toulouse,Ligue 1,26,1998,6.1,251,213,37,8,0,3,25,29,0,0,0,0,188,1,7
626,Ederson,br,GK,Manchester City,Premier League,31,1993,9.0,288,256,32,12,0,0,0,0,0,0,0,0,245,0,1
627,Éderson,br,MF,Atalanta,it Serie A,25,1999,8.0,481,463,18,15,2,12,6,3,0,0,0,0,421,0,3
628,George Edmundson,eng,DF,Ipswich Town,Premier League,27,1997,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
629,Odsonne Édouard,fr,"MF,FW",Crystal Palace,Premier League,26,1998,1.3,28,28,0,0,0,0,1,0,0,0,0,0,17,0,2
630,Odsonne Édouard,fr,FW,Leicester City,Premier League,26,1998,0.3,8,8,0,0,0,0,0,0,0,0,0,0,6,0,1
631,Samuel Edozie,eng,"DF,FW",Southampton,Premier League,21,2003,0.7,33,33,0,0,0,0,4,0,0,0,0,0,25,0,2
632,Johannes Eggestein,de,FW,St. Pauli,Bundesliga,26,1998,7.2,185,174,10,0,2,1,15,0,0,0,0,0,135,1,10
633,Maximilian Eggestein,de,MF,Freiburg,Bundesliga,27,1996,6.7,288,283,3,3,0,0,3,0,0,0,0,0,234,2,10
634,Kingsley Ehizibue,nl,DF,Udinese,it Serie A,29,1995,8.2,276,209,65,2,0,1,24,63,0,0,0,0,205,2,7
635,Chidera Ejuke,ng,"FW,MF",Sevilla,La Liga,26,1998,6.0,265,237,27,0,2,3,14,7,20,10,0,0,211,1,9
636,Jeff Ekhator,it,"FW,MF",Genoa,it Serie A,17,2006,1.5,32,30,2,0,0,0,1,0,0,0,0,0,23,0,2
637,Hugo Ekitike,fr,FW,Eint Frankfurt,Bundesliga,22,2002,5.7,139,123,15,1,2,0,5,0,0,0,0,0,108,1,5
638,Jurgen Ekkelenkamp,nl,MF,Udinese,it Serie A,24,2000,3.5,128,120,7,2,0,0,3,1,4,1,1,0,106,1,0
639,Jacques Ekomie,ga,DF,Angers,Ligue 1,21,2003,2.5,97,66,30,0,0,0,11,30,0,0,0,0,64,1,8
640,Emmanuel Ekong,se,"MF,FW",Empoli,it Serie A,22,2002,0.9,21,20,1,0,0,0,0,1,0,0,0,0,14,0,1
641,Caleb Ekuban,gh,FW,Genoa,it Serie A,30,1994,2.3,25,21,3,0,0,0,1,0,0,0,0,0,20,1,1
642,Pierre Ekwah Elimby,fr,MF,Saint-Étienne,Ligue 1,22,2002,6.0,279,275,4,4,0,7,0,0,0,0,0,0,245,0,2
643,Anthony Elanga,se,FW,Nott'ham Forest,Premier League,22,2002,5.5,162,136,26,4,0,0,39,0,22,12,10,0,107,0,4
644,Mikael Ellertsson,is,"MF,DF",Venezia,it Serie A,22,2002,6.3,117,108,9,0,1,1,2,8,0,0,0,0,83,0,3
645,Harvey Elliott,eng,FW,Liverpool,Premier League,21,2003,0.1,14,12,1,0,0,0,0,1,0,0,0,0,12,1,0
646,Elif Elmas,mk,MF,RB Leipzig,Bundesliga,25,1999,0.2,9,9,0,0,1,0,0,0,0,0,0,0,7,0,0
647,Aritz Elustondo,es,DF,Real Sociedad,La Liga,30,1994,2.7,187,175,12,7,0,0,1,5,0,0,0,0,160,0,2
648,Nico Elvedi,ch,DF,Gladbach,Bundesliga,28,1996,5.5,407,386,20,5,0,0,1,0,0,0,0,0,368,1,4
649,Adri Embarba,es,"FW,MF",Rayo Vallecano,La Liga,32,1992,6.4,235,194,39,12,1,0,58,4,21,11,8,0,139,2,13
650,Breel Embolo,ch,FW,Monaco,Ligue 1,27,1997,5.0,91,81,8,1,3,0,2,0,0,0,0,0,68,2,3
651,Emanuel Emegha,nl,FW,Strasbourg,Ligue 1,21,2003,7.1,92,81,10,0,0,0,0,0,0,0,0,0,71,1,4
652,Emerson,br,DF,Milan,it Serie A,25,1999,6.0,362,316,46,10,0,3,18,36,0,0,0,0,310,0,11
653,Yunus Emre Konak,tr,"MF,FW",Brentford,Premier League,18,2006,0.2,14,13,1,0,0,0,0,1,0,0,0,0,11,0,1
654,Julio Enciso,py,"MF,FW",Brighton,Premier League,20,2004,1.0,58,47,11,3,0,0,13,0,8,3,3,0,39,0,2
655,Wataru Endo,jp,MF,Liverpool,Premier League,31,1993,0.0,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0
656,Endrick,br,FW,Real Madrid,La Liga,18,2006,0.5,18,16,2,0,0,1,0,0,0,0,0,0,14,0,0
657,Yannik Engelhardt,de,MF,Como,it Serie A,23,2001,0.9,42,41,1,1,0,0,0,0,0,0,0,0,41,0,0
658,Arne Engels,be,"MF,FW",Augsburg,Bundesliga,21,2003,0.9,27,24,3,0,0,0,4,0,2,2,0,0,19,0,1
659,Christian Eriksen,dk,MF,Manchester Utd,Premier League,32,1992,4.8,291,245,46,10,2,4,37,3,32,13,9,5,241,0,2
660,Martin Erlic,hr,DF,Bologna,it Serie A,26,1998,2.5,163,158,5,4,0,1,0,0,0,0,0,0,150,0,0
661,Patrick Erras,de,DF,Holstein Kiel,Bundesliga,29,1995,5.2,274,259,15,9,0,0,0,0,0,0,0,0,255,0,1
662,Alfonso Espino,uy,DF,Rayo Vallecano,La Liga,32,1992,3.4,121,90,28,4,0,0,10,24,0,0,0,0,71,3,2
663,Sebastiano Esposito,it,"FW,MF",Empoli,it Serie A,22,2002,6.0,163,156,7,3,0,2,7,0,2,0,2,0,102,0,11
664,Samuel Essende,cd,FW,Augsburg,Bundesliga,26,1998,4.4,73,62,11,1,0,0,1,0,0,0,0,0,53,0,3
665,Dario Essugo,pt,MF,Las Palmas,La Liga,19,2005,5.6,329,321,7,6,3,2,0,1,0,0,0,0,293,1,2
666,Nahuel Estévez,ar,MF,Parma,it Serie A,28,1995,1.8,55,50,5,2,0,0,3,0,3,0,1,0,44,0,1
667,Pervis Estupiñán,ec,DF,Brighton,Premier League,26,1998,3.8,260,218,42,5,0,1,32,24,13,7,5,0,211,0,6
668,Evanilson,br,FW,Bournemouth,Premier League,25,1999,6.0,76,75,1,0,1,2,0,0,0,0,0,0,50,0,6
669,Jonny Evans,nir,DF,Manchester Utd,Premier League,36,1988,2.2,126,111,15,2,0,0,0,2,0,0,0,0,113,0,1
670,Eberechi Eze,eng,"MF,FW",Crystal Palace,Premier League,26,1998,9.0,375,307,61,26,3,3,30,2,17,8,4,0,283,7,10
671,Abde Ezzalzouli,ma,"FW,MF",Betis,La Liga,22,2001,8.4,301,286,14,2,0,1,17,11,1,0,0,0,215,1,11
672,Giovanni Fabbian,it,MF,Bologna,it Serie A,21,2003,3.5,65,62,3,1,0,0,2,2,0,0,0,0,48,0,4
673,Łukasz Fabiański,pl,GK,West Ham,Premier League,39,1985,1.5,38,26,12,3,0,0,0,0,0,0,0,0,29,0,0
674,Alieu Fadera,gm,FW,Como,it Serie A,22,2001,5.3,173,169,3,0,2,1,9,3,0,0,0,0,137,1,9
675,Wout Faes,be,DF,Leicester City,Premier League,26,1998,9.0,443,424,18,11,1,3,2,2,0,0,0,0,384,1,5
676,Nicolò Fagioli,it,MF,Juventus,it Serie A,23,2001,4.8,345,334,11,7,2,4,10,1,3,1,2,0,305,0,3
677,Romain Faivre,fr,"FW,MF",Brest,Ligue 1,26,1998,3.7,112,104,8,1,0,0,6,1,6,2,3,0,95,0,5
678,Wladimiro Falcone,it,GK,Lecce,it Serie A,29,1995,9.0,265,190,74,25,0,0,0,0,0,0,0,0,166,1,0
679,Davide Faraoni,it,"DF,MF",Hellas Verona,it Serie A,33,1991,0.4,22,20,2,0,0,0,4,2,0,0,0,0,13,0,1
680,Abdul Fatawu Issahaku,gh,FW,Leicester City,Premier League,20,2004,4.4,140,131,9,1,2,1,20,7,1,0,0,0,89,0,9
681,Ansu Fati,es,FW,Barcelona,La Liga,21,2002,1.1,45,42,3,3,2,0,0,0,0,0,0,0,39,0,1
682,Khalil Fayad,fr,"MF,FW",Montpellier,Ligue 1,20,2004,2.8,141,137,4,4,2,1,2,0,0,0,0,0,121,0,2
683,Jacopo Fazzini,it,MF,Empoli,it Serie A,21,2003,5.1,112,102,9,1,2,0,9,0,7,2,1,0,83,1,0
684,Peter Federico,do,"MF,FW",Getafe,La Liga,22,2002,2.3,51,45,4,1,0,0,4,3,0,0,0,0,33,2,3
685,Nabil Fekir,fr,MF,Betis,La Liga,31,1993,2.0,82,71,11,3,1,1,10,0,8,3,3,0,67,0,4
686,Mattia Felici,it,DF,Cagliari,it Serie A,23,2001,0.3,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0
687,João Félix,pt,"MF,FW",Chelsea,Premier League,24,1999,1.4,72,69,2,0,0,0,0,2,0,0,0,0,59,1,1
688,Kiko Femenía,es,DF,Villarreal,La Liga,33,1991,11.0,687,564,121,27,0,6,19,93,0,0,0,0,618,2,6
689,Evan Ferguson,ie,FW,Brighton,Premier League,20,2004,1.1,23,23,0,0,0,0,0,0,0,0,0,0,15,0,0
690,Zinedine Ferhat,dz,"FW,MF",Angers,Ligue 1,31,1993,2.3,113,92,20,3,1,1,19,4,13,3,7,1,74,1,2
691,Bruno Fernandes,pt,"MF,FW",Manchester Utd,Premier League,30,1994,8.3,492,456,34,6,5,4,36,5,11,4,3,1,377,2,13
692,Edimilson Fernandes,ch,MF,Brest,Ligue 1,28,1996,2.2,78,78,0,0,0,1,1,0,0,0,0,0,61,0,1
693,Mateus Fernandes,pt,MF,Southampton,Premier League,20,2004,5.9,241,231,10,3,3,0,7,1,2,1,0,0,196,0,7
694,Álvaro Fernández,es,GK,Sevilla,La Liga,26,1998,0.3,21,18,3,0,0,0,0,0,0,0,0,0,5,0,0
695,Enzo Fernández,ar,MF,Chelsea,Premier League,23,2001,6.3,352,327,24,8,3,6,15,1,14,11,0,0,284,1,7
696,Valery Fernández,es,"MF,FW",Mallorca,La Liga,24,1999,1.4,35,35,0,0,0,0,2,0,0,0,0,0,29,0,1
697,Matias Fernandez-Pardo,be,FW,Lille,Ligue 1,19,2005,1.0,28,28,0,0,1,0,1,0,0,0,0,0,20,0,1
698,Jordan Ferri,fr,MF,Montpellier,Ligue 1,32,1992,4.5,315,295,19,13,0,0,5,6,0,0,0,0,278,1,0
699,Karol Fila,pl,MF,Strasbourg,Ligue 1,26,1998,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,1
700,Kilian Fischer,de,DF,Wolfsburg,Bundesliga,24,2000,6.2,245,177,68,4,0,1,8,64,0,0,0,0,170,0,3
701,Mark Flekken,nl,GK,Brentford,Premier League,31,1993,9.0,476,404,70,32,0,5,0,0,0,0,0,0,371,2,0
702,Mateo Flores,es,MF,Betis,La Liga,20,2004,0.3,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0
703,Phil Foden,eng,"MF,FW",Manchester City,Premier League,24,2000,3.1,194,175,19,5,3,0,18,1,12,10,1,0,165,0,5
704,Malick Fofana,be,FW,Lyon,Ligue 1,19,2005,4.7,161,150,10,1,1,0,19,9,0,0,0,0,119,1,7
705,Wesley Fofana,fr,DF,Chelsea,Premier League,23,2000,7.6,468,449,18,12,0,0,1,5,0,0,0,0,417,1,4
706,Yahia Fofana,ci,GK,Angers,Ligue 1,24,2000,9.0,267,172,94,26,0,0,0,0,0,0,0,0,182,1,0
707,Youssouf Fofana,fr,MF,Milan,it Serie A,25,1999,5.8,322,312,9,9,1,1,1,0,0,0,0,0,278,1,4
708,Jonas Föhrenbach,de,"DF,FW",Heidenheim,Bundesliga,28,1996,8.0,343,264,78,3,0,1,21,75,0,0,0,0,237,1,16
709,Michael Folorunsho,it,"FW,MF",Napoli,it Serie A,26,1998,0.3,8,8,0,0,0,0,0,0,0,0,0,0,5,0,0
710,Lamine Fomba,fr,MF,Saint-Étienne,Ligue 1,26,1998,0.8,39,39,0,0,0,2,0,0,0,0,0,0,31,0,2
711,Carlos Forbs,pt,"MF,FW",Wolves,Premier League,20,2004,2.0,63,63,0,0,0,0,7,0,0,0,0,0,40,0,7
712,Pablo Fornals,es,"FW,MF",Betis,La Liga,28,1996,8.8,417,382,33,8,5,3,41,5,20,6,6,0,312,2,10
713,Omari Forson,eng,"MF,FW",Monza,it Serie A,20,2004,0.2,12,12,0,0,0,0,1,0,0,0,0,0,10,0,0
714,Héctor Fort,es,DF,Barcelona,La Liga,18,2006,1.3,109,94,14,1,0,0,1,13,0,0,0,0,100,1,1
715,Dimitri Foulquier,fr,DF,Valencia,La Liga,31,1993,5.4,250,186,61,7,0,0,20,54,0,0,0,0,176,3,13
716,Alejandro Francés,es,DF,Girona,La Liga,22,2002,6.2,423,353,69,13,0,3,11,56,0,0,0,0,362,1,11
717,Przemysław Frankowski,pl,DF,Lens,Ligue 1,29,1995,5.5,355,291,61,2,2,1,24,55,4,1,3,0,279,3,17
718,Enric Franquesa,es,"DF,FW",Leganés,La Liga,27,1997,5.1,152,125,25,0,0,0,9,25,0,0,0,0,105,2,8
719,Ryan Fraser,sct,FW,Southampton,Premier League,30,1994,1.6,37,34,3,0,0,0,6,1,2,2,0,0,27,0,0
720,Davide Frattesi,it,MF,Inter,it Serie A,25,1999,5.1,121,114,6,5,4,0,0,1,0,0,0,0,106,1,2
721,Morten Frendrup,dk,MF,Genoa,it Serie A,23,2001,7.7,256,246,9,8,0,0,0,1,0,0,0,0,222,1,4
722,Martin Frese,dk,DF,Hellas Verona,it Serie A,26,1998,3.7,169,140,28,2,0,0,7,26,0,0,0,0,115,1,3
723,Remo Freuler,ch,MF,Bologna,it Serie A,32,1992,8.0,506,480,24,20,1,0,4,4,0,0,0,0,461,2,4
724,Marco Friedl,at,DF,Werder Bremen,Bundesliga,26,1998,5.7,347,331,16,14,0,1,1,1,0,0,0,0,318,0,0
725,Marvin Friedrich,de,DF,Gladbach,Bundesliga,28,1995,2.5,162,153,9,1,0,0,0,0,0,0,0,0,139,0,0
726,Jeremie Frimpong,nl,DF,Leverkusen,Bundesliga,23,2000,6.4,204,187,17,0,0,1,18,17,0,0,0,0,164,0,6
