Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
546,Francis Coquelin,fr,MF,Villarreal,La Liga,29,1991,8.2,506,497,7,5,0,3,1,2,0,0,0,0,447,2,8
547,Theo Corbeanu,ca,FW,Wolves,Premier League,18,2002,0.1,3,3,0,0,0,0,1,0,0,0,0,0,3,0,0
548,Sébastien Corchia,fr,DF,Nantes,Ligue 1,29,1990,23.0,986,662,322,53,0,5,136,225,44,16,28,0,648,2,36
549,Alex Cordaz,it,GK,Crotone,it Serie A,37,1983,36.0,1441,1021,419,113,0,2,0,0,0,0,0,0,1045,1,2
550,Iñigo Córdoba,es,"FW,MF",Athletic Club,La Liga,23,1997,1.1,33,32,1,0,0,0,2,0,0,0,0,0,15,0,1
551,Iñigo Córdoba,es,MF,Alavés,La Liga,23,1997,2.4,80,75,4,1,0,0,12,0,3,0,2,0,46,1,4
552,Jhon Córdoba,co,FW,Hertha BSC,Bundesliga,27,1993,17.1,304,276,26,0,1,2,14,1,0,0,0,0,226,2,14
553,Sergio Córdova,ve,"FW,MF",Arminia,Bundesliga,22,1997,12.1,251,243,6,0,2,1,10,2,0,0,0,0,161,2,14
554,Jack Cork,eng,MF,Burnley,Premier League,31,1989,15.0,511,505,4,0,0,3,5,4,0,0,0,0,424,2,11
555,Andreas Cornelius,dk,FW,Parma,it Serie A,27,1993,21.1,591,545,42,0,2,4,6,2,0,0,0,0,397,4,18
556,Maxwel Cornet,ci,"DF,FW",Lyon,Ligue 1,23,1996,27.2,1715,1441,273,25,0,4,82,239,9,0,3,0,1331,1,28
557,Ángel Correa,ar,"FW,MF",Atlético Madrid,La Liga,25,1995,26.6,898,859,31,4,5,3,35,0,9,1,4,0,690,8,19
558,Joaquín Correa,ar,FW,Lazio,it Serie A,25,1994,21.5,718,669,41,2,3,8,19,7,15,5,8,0,579,8,24
559,Rober Correa,es,DF,Eibar,La Liga,27,1992,12.6,636,492,143,12,0,3,47,131,0,0,0,0,436,1,11
560,Félix Correia,pt,MF,Juventus,it Serie A,19,2001,0.1,8,7,1,0,0,0,0,1,0,0,0,0,7,0,0
561,Thierry Correia,pt,DF,Valencia,La Liga,21,1999,23.7,1217,977,235,21,2,8,62,214,0,0,0,0,892,5,32
562,Danny da Costa,de,"DF,FW",Mainz 05,Bundesliga,27,1993,13.4,531,393,138,7,0,2,49,131,0,0,0,0,312,0,16
563,Danny da Costa,de,DF,Eint Frankfurt,Bundesliga,27,1993,1.2,49,45,4,0,0,0,4,4,0,0,0,0,34,0,3
564,David Costa,pt,"MF,FW",Lens,Ligue 1,19,2001,1.7,46,44,2,0,0,1,4,0,2,0,2,0,36,0,1
565,Diego Costa,es,FW,Atlético Madrid,La Liga,31,1988,2.3,74,74,0,0,0,1,2,0,0,0,0,0,57,0,2
566,Douglas Costa,br,"MF,FW",Juventus,it Serie A,29,1990,0.5,25,21,4,0,0,0,4,0,4,1,3,0,19,0,0
567,Douglas Costa,br,"FW,MF",Bayern Munich,Bundesliga,29,1990,3.6,185,160,23,3,0,3,28,0,20,8,5,0,127,2,11
568,Hélder Costa,ao,"MF,FW",Leeds United,Premier League,26,1994,12.8,331,324,7,0,1,0,21,7,0,0,0,0,242,0,17
569,Jaume Costa,es,"DF,MF",Villarreal,La Liga,32,1988,3.9,244,193,51,5,1,2,7,45,1,0,0,0,202,0,4
570,Angelo da Costa Júnior,br,GK,Bologna,it Serie A,36,1983,6.0,283,224,59,16,0,0,0,0,0,0,0,0,248,0,0
571,Charles Costes,fr,MF,Dijon,Ligue 1,17,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,Benoît Costil,fr,GK,Bordeaux,Ligue 1,33,1987,38.0,1328,895,431,139,0,4,0,0,0,0,0,0,937,2,0
573,Vladimír Coufal,cz,DF,West Ham,Premier League,27,1992,33.9,1746,1384,356,27,0,1,132,329,0,0,0,0,1196,6,73
574,Kalifa Coulibaly,ml,FW,Nantes,Ligue 1,28,1991,10.9,269,261,7,0,0,1,2,1,0,0,0,0,155,1,6
575,Lassana Coulibaly,ml,MF,Angers,Ligue 1,24,1996,18.7,671,660,11,8,1,5,12,3,0,0,0,0,547,0,22
576,Mamadou Coulibaly,sn,MF,Udinese,it Serie A,21,1999,2.0,80,80,0,0,1,0,3,0,0,0,0,0,59,0,3
577,Senou Coulibaly,ml,DF,Dijon,Ligue 1,25,1994,21.5,1025,988,33,31,0,11,0,2,0,0,0,0,815,4,12
578,Tanguy Coulibaly,fr,"DF,FW",Stuttgart,Bundesliga,19,2001,16.7,471,428,43,5,0,3,25,28,0,0,0,0,340,0,21
579,Thibaut Courtois,be,GK,Real Madrid,La Liga,28,1992,38.0,1323,1026,295,59,0,5,0,1,0,0,0,0,1087,2,1
580,Philippe Coutinho,br,"MF,FW",Barcelona,La Liga,28,1992,7.3,519,486,30,4,0,1,24,7,19,12,1,0,444,3,3
581,Nicolas Cozza,fr,DF,Montpellier,Ligue 1,21,1999,15.2,603,520,81,5,0,1,14,76,0,0,0,0,475,2,14
582,Alessio Cragno,it,GK,Cagliari,it Serie A,26,1994,34.0,964,597,365,91,0,1,0,0,0,0,0,0,671,2,2
583,Gian Crespi,it,GK,Crotone,it Serie A,19,2001,1.0,40,27,13,2,0,0,0,0,0,0,0,0,35,0,0
584,Aaron Cresswell,eng,DF,West Ham,Premier League,30,1989,35.2,2141,1671,447,101,2,20,207,259,87,27,56,0,1586,23,44
585,Domenico Criscito,it,DF,Genoa,it Serie A,33,1986,19.2,1086,995,82,48,0,5,27,33,1,0,1,0,872,9,9
586,Bryan Cristante,it,"DF,MF",Roma,it Serie A,25,1995,23.9,1481,1420,52,48,5,13,12,3,1,0,0,1,1224,9,18
587,Giovanni Crociata,it,DF,Crotone,it Serie A,22,1997,0.3,15,14,1,0,0,0,1,1,0,0,0,0,11,0,0
588,Juan Cruz Armada,es,DF,Osasuna,La Liga,28,1992,21.8,872,645,225,4,0,1,40,221,0,0,0,0,592,2,25
589,Juan Cuadrado,co,"DF,MF",Juventus,it Serie A,32,1988,24.2,1788,1529,247,52,1,32,162,132,63,21,34,0,1466,12,23
590,Andrés Cubas,py,MF,Nîmes,Ligue 1,24,1996,24.9,1018,972,43,36,1,14,12,1,5,2,2,1,845,3,14
591,Sergio Cubero Ezcurra,es,MF,Eibar,La Liga,20,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,Cucho,co,"FW,MF",Getafe,La Liga,21,1999,16.3,515,502,11,2,1,4,41,6,2,0,1,0,337,2,25
593,Marc Cucurella,es,MF,Getafe,La Liga,22,1998,36.0,1351,1209,136,18,0,4,138,107,11,3,0,0,923,6,53
594,Mickaël Cuisance,fr,MF,Marseille,Ligue 1,20,1999,11.4,500,488,11,5,1,4,9,3,2,1,1,0,415,1,10
595,Mickaël Cuisance,fr,FW,Bayern Munich,Bundesliga,20,1999,0.2,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0
596,Matheus Cunha,br,"FW,MF",Hertha BSC,Bundesliga,21,1999,23.9,758,603,149,48,3,13,110,19,70,29,26,1,492,6,28
597,Giuseppe Cuomo,it,DF,Crotone,it Serie A,22,1998,8.9,516,483,32,18,0,5,0,14,0,0,0,0,412,1,11
598,Patrick Cutrone,it,FW,Wolves,Premier League,22,1998,0.3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
599,Patrick Cutrone,it,FW,Fiorentina,it Serie A,22,1998,2.2,53,50,3,0,0,0,3,0,0,0,0,0,39,0,1
600,Patrick Cutrone,it,FW,Valencia,La Liga,22,1998,1.2,23,21,2,0,0,1,1,1,0,0,0,0,16,0,0
601,Wylan Cyprien,fr,MF,Parma,it Serie A,25,1995,4.6,299,272,26,11,0,4,19,0,15,3,11,0,248,1,2
602,Rafael Czichos,de,DF,Köln,Bundesliga,30,1990,25.1,1348,1282,64,46,0,4,4,13,0,0,0,0,1103,2,11
603,Lennart-Marten Czyborra,de,DF,Genoa,it Serie A,21,1999,13.0,574,460,112,5,0,1,27,107,0,0,0,0,416,2,16
604,Danilo D'Ambrosio,it,DF,Inter,it Serie A,31,1988,7.8,476,436,38,19,0,2,8,19,0,0,0,0,431,2,6
605,Damien Da Silva,fr,DF,Rennes,Ligue 1,32,1988,29.6,2037,1991,45,44,0,24,9,1,0,0,0,0,1784,1,10
606,Moanes Dabbur,il,"FW,MF",Hoffenheim,Bundesliga,28,1992,11.1,324,309,15,1,1,0,8,5,1,1,0,0,231,0,14
607,Bryan Dabo,bf,MF,Benevento,it Serie A,28,1992,12.4,570,553,15,11,0,0,14,4,0,0,0,0,437,2,10
608,Colin Dagba,fr,DF,Paris S-G,Ligue 1,21,1998,15.1,944,833,111,11,0,0,39,100,0,0,0,0,832,0,19
609,Finn Dahmen,de,GK,Mainz 05,Bundesliga,22,1998,3.0,86,54,32,5,0,0,0,0,0,0,0,0,68,0,0
610,Mahmoud Dahoud,de,MF,Dortmund,Bundesliga,24,1996,14.0,926,911,12,11,5,9,7,0,0,0,0,0,792,3,13
611,Leon Dajaku,de,FW,Union Berlin,Bundesliga,19,2001,0.4,16,15,1,0,0,0,0,0,0,0,0,0,13,0,1
612,Stuart Dallas,nir,"MF,DF",Leeds United,Premier League,29,1991,37.9,2235,2005,223,22,3,17,82,185,16,14,0,0,1830,7,39
613,Diogo Dalot,pt,DF,Milan,it Serie A,21,1999,12.1,620,511,107,7,1,6,34,97,3,0,1,0,467,2,13
614,Mikkel Damsgaard,dk,"MF,FW",Sampdoria,it Serie A,20,2000,19.7,750,704,43,5,0,4,61,13,23,15,5,0,512,3,27
615,Flavius Daniliuc,at,DF,Nice,Ligue 1,19,2001,16.4,1117,1058,59,16,0,14,2,43,0,0,0,0,981,0,9
616,Danilo,br,"DF,MF",Juventus,it Serie A,29,1991,32.4,2479,2272,201,52,2,16,39,149,0,0,0,0,2184,6,32
617,Scott Dann,eng,DF,Crystal Palace,Premier League,33,1987,15.0,644,608,35,32,0,1,0,3,0,0,0,0,521,1,2
618,Tiago Dantas,pt,MF,Bayern Munich,Bundesliga,19,2000,0.8,34,31,3,0,1,0,3,0,2,2,0,0,26,0,3
619,Dante,br,DF,Nice,Ligue 1,36,1983,8.6,696,683,12,11,0,7,0,1,0,0,0,0,628,1,1
620,Andrea Danzi,it,DF,Hellas Verona,it Serie A,21,1999,1.2,5,4,0,0,0,0,0,0,0,0,0,0,3,1,1
621,Ebrima Darboe,gm,MF,Roma,it Serie A,19,2001,3.6,264,260,4,4,0,1,0,0,0,0,0,0,248,0,3
622,Márton Dárdai,hu,"DF,MF",Hertha BSC,Bundesliga,18,2002,9.1,515,475,39,24,0,10,24,1,14,9,5,0,407,1,4
623,Vladimír Darida,cz,MF,Hertha BSC,Bundesliga,29,1990,21.1,1029,933,90,38,5,13,79,23,24,8,11,0,735,6,36
624,Karl Darlow,wls,GK,Newcastle Utd,Premier League,29,1990,25.0,728,395,325,109,0,2,0,0,0,0,0,0,376,8,0
625,Matteo Darmian,it,DF,Parma,it Serie A,30,1989,2.3,104,81,22,3,0,0,2,19,0,0,0,0,77,1,6
626,Matteo Darmian,it,DF,Inter,it Serie A,30,1989,12.9,515,408,102,7,0,1,30,95,0,0,0,0,418,5,13
627,Jonathan David,ca,FW,Lille,Ligue 1,20,2000,26.2,577,558,18,0,1,0,8,8,0,0,0,0,444,1,15
628,Alphonso Davies,ca,DF,Bayern Munich,Bundesliga,19,2000,19.6,1492,1295,196,33,0,5,36,163,0,0,0,0,1322,1,24
629,Ben Davies,wls,DF,Tottenham,Premier League,27,1993,15.0,817,665,150,12,0,2,33,137,1,1,0,0,627,2,21
630,Tom Davies,eng,MF,Everton,Premier League,22,1998,15.8,706,696,9,5,1,1,5,3,0,0,0,0,572,1,24
631,Keinan Davis,eng,"FW,MF",Aston Villa,Premier League,22,1998,3.1,77,76,1,0,0,1,4,0,0,0,0,0,55,0,5
632,Leif Davis,eng,DF,Leeds United,Premier League,20,2000,0.4,19,19,0,0,0,1,0,0,0,0,0,0,17,0,0
633,Paweł Dawidowicz,pl,DF,Hellas Verona,it Serie A,25,1995,20.7,901,852,45,31,1,4,9,14,0,0,0,0,741,4,9
634,Craig Dawson,eng,DF,West Ham,Premier League,30,1990,21.4,767,741,25,22,0,8,0,2,0,0,0,0,611,1,6
635,Kevin De Bruyne,be,MF,Manchester City,Premier League,29,1991,22.2,1429,1278,139,42,13,12,146,6,87,28,33,3,1078,12,39
636,Sebastien De Maio,fr,DF,Udinese,it Serie A,33,1987,9.5,368,351,16,15,0,1,1,1,0,0,0,0,310,1,2
637,Rodrigo De Paul,ar,MF,Udinese,it Serie A,26,1994,35.6,2134,1813,300,176,12,38,262,13,111,31,65,0,1549,21,38
638,Mattia De Sciglio,it,DF,Juventus,it Serie A,27,1992,0.3,12,12,0,0,0,0,1,0,0,0,0,0,9,0,1
639,Mattia De Sciglio,it,DF,Lyon,Ligue 1,27,1992,16.3,980,854,125,14,0,9,33,109,2,0,1,0,811,1,17
640,Lorenzo De Silvestri,it,DF,Bologna,it Serie A,32,1988,23.8,1283,1061,221,33,0,7,43,188,0,0,0,0,954,1,27
641,Thibault De Smet,be,DF,Reims,Ligue 1,22,1998,5.5,364,303,58,0,0,3,11,58,0,0,0,0,279,3,7
642,Lucas Deaux,fr,"MF,DF",Nîmes,Ligue 1,31,1988,19.5,1013,966,43,31,0,26,21,11,1,1,0,0,795,4,16
643,Mathieu Debuchy,fr,DF,Saint-Étienne,Ligue 1,35,1985,23.4,1267,940,323,34,0,14,96,289,0,0,0,0,909,4,38
644,Grégoire Defrel,mq,"MF,FW",Sassuolo,it Serie A,29,1991,14.8,413,397,16,2,0,0,6,2,0,0,0,0,360,0,7
645,Alessandro Deiola,it,MF,Spezia,it Serie A,24,1995,4.0,156,146,10,4,0,4,8,1,5,0,4,0,117,0,6
646,Alessandro Deiola,it,MF,Cagliari,it Serie A,24,1995,6.8,241,240,1,0,0,4,7,0,0,0,0,0,197,0,5
647,Romain Del Castillo,fr,"MF,FW",Rennes,Ligue 1,24,1996,7.2,374,351,23,4,0,3,35,7,11,5,5,0,267,0,12
648,Lorenzo Del Pinto,it,MF,Benevento,it Serie A,30,1990,0.1,8,8,0,0,0,0,0,0,0,0,0,0,5,0,0
649,Thomas Delaine,fr,"DF,FW",Metz,Ligue 1,28,1992,19.8,830,686,141,7,0,2,85,134,0,0,0,0,601,3,21
650,Thomas Delaney,dk,MF,Dortmund,Bundesliga,28,1991,14.3,828,803,20,18,1,6,7,2,0,0,0,0,684,5,12
651,Liam Delap,eng,FW,Manchester City,Premier League,17,2003,0.4,6,2,4,0,0,0,0,0,0,0,0,0,5,0,0
652,Jonathan Delaplace,fr,DF,Lorient,Ligue 1,34,1986,10.1,517,389,126,5,0,1,30,121,0,0,0,0,380,2,11
653,Sacha Delaye,fr,MF,Montpellier,Ligue 1,18,2002,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
654,Cristian Dell'Orco,it,DF,Spezia,it Serie A,26,1994,2.9,143,121,22,6,0,0,1,16,0,0,0,0,112,0,2
655,Andy Delort,dz,FW,Montpellier,Ligue 1,28,1991,27.6,905,826,77,6,3,10,106,8,9,4,2,0,530,2,32
656,Fabian Delph,eng,"MF,DF",Everton,Premier League,30,1989,3.0,233,223,10,1,0,1,7,9,0,0,0,0,204,0,3
657,Moussa Dembélé,fr,FW,Atlético Madrid,La Liga,24,1996,1.1,32,30,1,0,0,0,0,0,0,0,0,0,20,1,0
658,Moussa Dembélé,fr,FW,Lyon,Ligue 1,24,1996,7.5,138,129,9,1,0,1,1,1,0,0,0,0,96,0,1
659,Ousmane Dembélé,fr,FW,Barcelona,La Liga,23,1997,19.7,1019,958,59,6,3,2,75,20,30,8,8,0,832,2,25
660,Merih Demiral,tr,DF,Juventus,it Serie A,22,1998,10.4,625,605,20,15,0,4,1,5,0,0,0,0,587,0,2
661,Kerem Demirbay,de,MF,Leverkusen,Bundesliga,27,1993,19.4,1217,1086,121,48,3,17,85,15,57,26,23,0,935,10,24
662,Ermedin Demirović,ba,FW,Freiburg,Bundesliga,22,1998,16.6,258,246,11,0,2,0,9,1,0,0,0,0,133,1,15
663,Diego Demme,de,MF,Napoli,it Serie A,28,1991,17.7,1254,1225,23,22,2,5,5,1,0,0,0,0,1110,6,22
664,Jason Denayer,be,DF,Lyon,Ligue 1,25,1995,29.0,1692,1655,36,34,0,7,2,2,0,0,0,0,1598,1,6
665,Leander Dendoncker,be,"MF,DF",Wolves,Premier League,25,1995,27.8,1212,1194,18,17,1,15,8,1,0,0,0,0,1032,0,16
666,Kévin Denkey,tg,FW,Nîmes,Ligue 1,19,2000,5.8,108,94,13,2,0,2,2,0,0,0,0,0,75,1,3
667,Emmanuel Dennis,ng,FW,Köln,Bundesliga,22,1997,5.3,137,125,12,0,0,0,10,2,0,0,0,0,95,0,10
668,Stefano Denswil,sr,DF,Bologna,it Serie A,27,1993,1.3,82,73,9,5,0,1,0,4,0,0,0,0,64,0,6
669,Fabio Depaoli,it,DF,Benevento,it Serie A,23,1997,12.4,411,330,78,9,1,6,23,69,0,0,0,0,290,3,17
670,Fabio Depaoli,it,MF,Sampdoria,it Serie A,23,1997,0.9,16,15,1,1,0,0,2,0,0,0,0,0,10,0,2
671,Fabio Depaoli,it,DF,Atalanta,it Serie A,23,1997,2.1,99,86,12,0,0,0,1,12,0,0,0,0,81,1,4
672,Clément Depres,fr,FW,Nîmes,Ligue 1,25,1994,0.2,5,5,0,0,0,0,0,0,0,0,0,0,4,0,1
673,Mike van der Hoorn,nl,DF,Arminia,Bundesliga,27,1992,15.1,839,812,24,24,0,8,0,0,0,0,0,0,724,3,4
674,Kastriot Dermaku,al,DF,Parma,it Serie A,28,1992,1.1,40,38,2,2,0,0,0,0,0,0,0,0,35,0,1
675,Kiril Despodov,bg,FW,Cagliari,it Serie A,23,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,Sergiño Dest,us,"DF,FW",Barcelona,La Liga,19,2000,21.2,1294,1148,144,4,1,0,37,140,0,0,0,0,1142,2,31
677,Mattia Destro,it,FW,Genoa,it Serie A,29,1991,17.8,275,249,26,0,1,5,4,2,0,0,0,0,187,0,7
678,Gerard Deulofeu,es,"FW,MF",Udinese,it Serie A,26,1994,6.6,248,219,29,2,2,0,30,6,18,9,4,0,166,0,14
679,Deyverson,br,FW,Alavés,La Liga,29,1991,9.7,299,287,10,0,1,5,8,0,0,0,0,0,150,2,9
680,Jacopo Dezi,it,"FW,MF",Parma,it Serie A,28,1992,0.9,44,36,8,0,1,0,4,0,4,0,0,0,33,0,1
681,Samuel Di Carmine,it,FW,Hellas Verona,it Serie A,31,1988,5.6,134,126,8,0,0,0,11,0,0,0,0,0,81,0,5
682,Samuel Di Carmine,it,FW,Crotone,it Serie A,31,1988,5.3,97,85,12,0,0,0,3,0,0,0,0,0,74,0,2
683,Giovanni Di Lorenzo,it,DF,Napoli,it Serie A,26,1993,36.0,2586,2187,395,74,2,10,72,321,0,0,0,0,2228,4,54
684,Ángel Di María,ar,"FW,MF",Paris S-G,Ligue 1,32,1988,20.6,1220,1072,140,28,16,17,188,31,79,39,24,0,885,8,28
685,Alessandro Di Pardo,it,"FW,DF",Juventus,it Serie A,21,1999,0.2,7,5,1,0,0,0,1,1,0,0,0,0,4,1,0
686,Giuseppe Di Serio,it,"FW,MF",Benevento,it Serie A,19,2001,3.2,74,71,3,0,0,0,1,0,0,0,0,0,55,0,4
687,Boulaye Dia,sn,"FW,MF",Reims,Ligue 1,23,1996,32.6,621,577,42,0,1,6,14,1,0,0,0,0,488,2,15
688,Abdoulay Diaby,ml,DF,Getafe,La Liga,29,1991,0.2,10,10,0,0,0,0,2,0,0,0,0,0,5,0,1
689,Moussa Diaby,fr,"FW,MF",Leverkusen,Bundesliga,21,1999,26.5,946,922,18,1,1,12,123,15,1,0,0,0,712,6,40
690,Mbaye Diagne,sn,FW,West Brom,Premier League,28,1991,13.2,241,239,1,0,0,2,4,1,0,0,0,0,149,1,3
691,Mouctar Diakhaby,gn,DF,Valencia,La Liga,23,1996,23.1,997,959,31,30,0,12,1,1,0,0,0,0,841,7,8
692,Abdou Diallo,sn,DF,Paris S-G,Ligue 1,24,1996,16.6,1187,1116,69,24,0,4,12,45,0,0,0,0,1099,2,6
693,Amad Diallo,ci,FW,Manchester Utd,Premier League,18,2002,1.8,64,63,0,0,1,0,0,0,0,0,0,0,52,1,2
694,Amad Diallo,ci,MF,Atalanta,it Serie A,18,2002,0.2,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0
695,Habib Diallo,sn,FW,Strasbourg,Ligue 1,25,1995,25.8,563,547,15,0,1,9,17,2,0,0,0,0,371,1,21
696,Habib Diallo,sn,"FW,MF",Metz,Ligue 1,25,1995,1.6,34,31,3,0,0,0,0,0,0,0,0,0,17,0,3
697,Ibrahima Diallo,fr,MF,Southampton,Premier League,21,1999,11.3,600,586,11,9,0,2,7,2,0,0,0,0,503,3,4
698,Ibrahima Diallo,fr,MF,Brest,Ligue 1,21,1999,4.9,288,275,12,12,0,4,3,0,0,0,0,0,247,1,4
699,Amadou Diambo,gh,FW,Benevento,it Serie A,19,2001,0.0,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0
700,Grady Diangana,cd,"MF,FW",West Brom,Premier League,22,1998,13.7,360,347,11,2,1,2,20,2,4,2,0,1,260,2,14
701,Stéphane Diarra,fr,"MF,FW",Lorient,Ligue 1,21,1998,2.2,84,78,6,0,0,0,14,2,4,0,0,0,57,0,3
702,Rúben Dias,pt,DF,Manchester City,Premier League,23,1997,31.6,2722,2665,52,46,1,5,2,2,0,0,0,0,2531,5,10
703,Krépin Diatta,sn,"MF,DF",Monaco,Ligue 1,21,1999,4.3,161,154,5,0,0,1,12,5,0,0,0,0,114,2,4
704,Amadou Diawara,gn,MF,Roma,it Serie A,23,1997,7.3,403,397,6,4,1,1,0,2,0,0,0,0,362,0,3
705,Brahim Díaz,ma,"MF,FW",Milan,it Serie A,20,1999,13.6,488,456,29,6,1,0,16,3,15,6,3,0,415,3,8
706,Víctor Díaz,es,DF,Granada,La Liga,32,1988,9.2,391,298,91,13,0,2,33,74,4,0,3,0,258,2,8
707,Daniel Didavi,de,"MF,FW",Stuttgart,Bundesliga,30,1990,10.8,412,374,36,12,1,3,35,9,14,3,10,0,296,2,17
708,Bamba Dieng,sn,"FW,DF",Marseille,Ligue 1,20,2000,1.4,19,15,4,0,0,0,1,1,0,0,0,0,14,0,0
709,Eric Dier,eng,DF,Tottenham,Premier League,26,1994,28.0,1802,1757,43,37,1,21,5,6,0,0,0,0,1493,2,13
710,Daan Dierckx,be,DF,Parma,it Serie A,17,2003,5.2,211,206,5,3,0,3,0,0,0,0,0,0,185,0,1
711,Lucas Digne,fr,"DF,MF",Everton,Premier League,27,1993,29.8,1736,1373,355,64,0,8,215,247,44,23,17,1,1231,8,52
712,Mitchell Dijks,nl,DF,Bologna,it Serie A,27,1993,16.5,794,635,159,8,0,0,37,151,0,0,0,0,602,0,23
713,Javairô Dilrosun,nl,"FW,MF",Hertha BSC,Bundesliga,22,1998,5.9,175,169,5,0,1,1,9,4,1,0,0,0,128,1,6
714,Federico Dimarco,it,DF,Hellas Verona,it Serie A,22,1997,29.0,1859,1472,378,112,0,17,262,147,119,38,74,0,1298,9,43
715,Junior Dina Ebimbe,fr,"FW,MF",Dijon,Ligue 1,19,2000,23.8,800,780,15,8,3,5,27,6,0,0,0,0,634,5,23
716,Tristan Dingomé,cm,MF,Reims,Ligue 1,29,1991,0.2,15,15,0,0,0,0,0,0,0,0,0,0,12,0,1
717,Eren Dinkçi,de,"MF,FW",Werder Bremen,Bundesliga,18,2001,1.2,23,23,0,0,0,0,0,0,0,0,0,0,18,0,0
718,Sinaly Diomande,ci,DF,Lyon,Ligue 1,19,2001,12.6,739,714,25,16,1,2,2,9,0,0,0,0,638,0,5
719,Lois Diony,fr,FW,Angers,Ligue 1,27,1992,19.4,390,356,34,0,2,1,38,1,0,0,0,0,235,0,22
720,Issa Diop,fr,DF,West Ham,Premier League,23,1997,15.3,585,572,12,11,0,0,0,1,0,0,0,0,480,1,5
721,Papakouli Diop,sn,MF,Eibar,La Liga,34,1986,25.8,882,864,12,12,1,11,10,0,0,0,0,0,605,6,15
722,Sofiane Diop,fr,"MF,FW",Monaco,Ligue 1,20,2000,22.5,985,948,35,15,0,6,39,10,10,1,5,1,770,2,21
723,Andy Diouf,fr,FW,Rennes,Ligue 1,17,2003,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
724,Yehvann Diouf,fr,GK,Reims,Ligue 1,20,1999,1.5,52,39,13,1,0,0,0,0,0,0,0,0,41,0,0
725,Assane Dioussé,sn,DF,Saint-Étienne,Ligue 1,22,1997,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
726,Jonas Dirkner,de,MF,Hertha BSC,Bundesliga,18,2002,0.2,3,2,1,1,0,0,0,0,0,0,0,0,1,0,0
727,Axel Disasi,fr,DF,Monaco,Ligue 1,22,1998,22.3,1558,1491,62,27,0,17,4,35,0,0,0,0,1336,5,6
728,Tiago Djaló,pt,DF,Lille,Ligue 1,20,2000,9.7,711,630,79,8,0,1,6,71,0,0,0,0,614,2,8
729,Djené,tg,DF,Getafe,La Liga,28,1991,32.7,1042,965,74,51,0,5,10,23,0,0,0,0,757,3,6
730,Moussa Djenepo,ml,MF,Southampton,Premier League,22,1998,13.8,407,386,19,3,0,1,9,14,0,0,0,0,290,2,20
731,Koffi Djidji,ci,DF,Crotone,it Serie A,27,1992,16.9,757,679,76,22,0,4,5,54,0,0,0,0,606,2,11
732,Alexander Djiku,gh,"DF,MF",Strasbourg,Ligue 1,25,1994,28.4,1351,1307,42,39,1,12,8,2,1,0,1,0,1134,2,8
733,Berat Djimsiti,al,DF,Atalanta,it Serie A,27,1993,29.2,1798,1706,91,40,0,10,9,51,0,0,0,0,1568,1,17
734,Marko Dmitrović,rs,GK,Eibar,La Liga,28,1992,34.7,1071,714,355,122,0,5,0,0,0,0,0,0,585,2,0
735,Ritsu Doan,jp,"MF,FW",Arminia,Bundesliga,22,1998,30.8,838,690,145,76,4,10,138,11,57,27,21,1,518,3,32
736,Mihai Dobre,ro,FW,Dijon,Ligue 1,21,1998,5.9,171,165,6,0,0,1,4,3,0,0,0,0,123,0,11
737,Matt Doherty,ie,DF,Tottenham,Premier League,28,1992,13.8,841,700,139,7,0,4,31,132,0,0,0,0,657,2,20
738,Jeremy Doku,be,"MF,FW",Rennes,Ligue 1,18,2002,25.7,969,958,7,3,4,3,57,4,0,0,0,0,773,4,27
739,Kasper Dolberg,dk,FW,Nice,Ligue 1,22,1997,21.4,313,269,42,0,0,1,3,0,0,0,0,0,251,2,6
740,Keagan Dolly,za,MF,Montpellier,Ligue 1,27,1993,5.0,177,163,13,3,0,0,13,1,8,3,3,0,150,1,4
741,Jaume Doménech,es,GK,Valencia,La Liga,29,1990,28.0,894,552,337,94,0,1,0,0,0,0,0,0,612,5,0
742,Carlos Dominguez,es,DF,Celta Vigo,La Liga,19,2001,4.0,157,156,1,1,0,0,0,0,0,0,0,0,126,0,1
743,Nicolás Domínguez,ar,MF,Bologna,it Serie A,22,1998,13.9,716,679,33,29,1,3,11,3,0,0,0,0,614,4,7
744,John Donald,es,"DF,MF",Elche,La Liga,19,2000,0.6,18,18,0,0,0,0,0,0,0,0,0,0,18,0,0
745,Ji Dong-won,kr,FW,Mainz 05,Bundesliga,29,1991,0.7,29,27,2,0,0,0,0,0,0,0,0,0,15,0,0
